지역명,기사제목,기자이름,날짜,내용,링크
경북,고령 ‘호국보훈의 달’ 독립유공자 유족 위문,일간경북신문 - 윤기영 기자,2023/05/31,"고령군은 지난달 30일 호국보훈의 달을 맞이해 조국의 독립을 위해 희생하신 독립유공자 유족(우곡면 박복수)을 방문해 국가유공자의 숭고한 희생과 고귀한 삶에 감사와 존경의 뜻을 표하고 위문품을 전달했다.
고령군에서는 ‘국가보훈대상자 예우 및 지원에 관한 조례’에 따라 매월 25일 고령군에 주소를 둔 만65세 이상 국가보훈대상자에게 참전유공자 명예수당, 보훈예우수당, 미망인수당 등을 지급하고 있다.
고령군수는 “앞으로 국가유공자분들의 명예와 자긍심을 높이기 위해 국가유공자에 대한 예우 강화를 위해 노력하겠다”고 전했다. 윤기영기자",http://www.newgbnews.com/news/view.php?idx=307635
경북,"경주, 지역실업자 직업훈련생 35명 모집",일간경북신문 - 서경규 기자,2023/05/31,"경주시는 실업자와 비진학 청소년 등의 취업 취약계층에게 직업 훈련 기회를 제공하기 위해 ‘지역실업자 직업훈련생’ 35명을 모집한다.
이번 훈련은 총 4개 과정으로 △양장기능사(경주패션디자인학원) △한식조리(경주중앙직업전문학교) △한복기능사(권미란패션학원) △지게차운전(건영직업전문학교) 등으로 구분돼 진행된다. 모집인원은 각 과정별 8~10명이며, 훈련기간은 6월부터 9월까지 기관별로 상이하다.
훈련수당은 출석일수가 소정 훈련일수의 80% 이상인 훈련생을 대상으로 월 최대 5만원 교통비와 6만6천원 식비가 지급된다. 단 훈련비는 시에서 훈련기관으로 전액 지원한다. 신청은 2일까지 주소지 읍면동 행정복지센터를 방문해 신청하면 된다. 서경규기자",http://www.newgbnews.com/news/view.php?idx=307634
경북,외국인 민원 통역 만족도 UP,일간경북신문 - 일간경북신문 기자,2023/05/31,"영천시는 지난달 30일 의사소통 문제로 어려움을 겪는 외국인 민원인을 위해 영어, 중국어, 일본어, 베트남어, 필리핀어(타갈로그어), 태국어 등 6개 국어 민원 통역서비스를 시행한다. 시는 2019년부터 통역 서비스를 실시하고 있다. 이번에는 내부 직원 중 영어, 일본어, 중국어에 능통한 8명과 영천시 다문화가족지원센터와 협업을 통해 베트남어, 필리핀어(타갈로그어), 태국어에 능통한 통역요원 3명을 명예 민원통역관으로 지정했다.
지정된 민원통역관은 민원서류 작성 및 안내는 물론, 타 부서와의 업무 연결이 필요한 민원을 처리할 때 부서 담당자와 민원인 사이에서 의사소통의 가교 역할을 했다. 이경미기자",http://www.newgbnews.com/news/view.php?idx=307633
경북,"경산, 다양한 소상공인 지원 ‘빛나는 성과’",일간경북신문 - 이종구 기자,2023/05/31,,http://www.newgbnews.com/news/view.php?idx=307632
경북,“주민동의 없는 사용 핵연료 저장 시설 반대”,일간경북신문 - 서경규 기자,2023/05/31,,http://www.newgbnews.com/news/view.php?idx=307631
경북,"깨끗한 군위 만들기, 공공근로 사업 종료",일간경북신문 - 박효명 기자,2023/05/31,"군위군 군위읍은 지난달 26일을 마지막으로 23년 상반기 군위읍 공공근로 지원사업을 종료했다.
또한, 군위군 군위읍 공공근로자 25명은 3월 2일부터 3개월간 군위읍 구석구석을 이동하며 깨끗한 군위를 만들기 위해 노력했다.
공공근로자들은 군위읍 경계인 무성리 및 대흥리에서 시작하여 주요 도로 주변과 하천 산책로 등을 청소하였으며, 아름다운 시가지를 만들기 위해 꽃심기 등 화단조성에도 힘썼다.
손숙옥 반장은 “10년 동안 공공근로를 하면서 힘이 들기도 했지만, 내 집 청소하듯 열심히 했다”며 “청소 후 깨끗한 주변의 모습을 보면 마음이 뿌듯해진다”고 소감을 전했다.
장판철 군위읍장은 “늘 깨끗한 군위읍을 위해 고생해 주셔서 감사하고, 아무 사고없이 안전하게 마칠 수 있어 다행이다. 하반기 공공근로에도 꼭 신청하셔서 가을철 군위읍의 환경정비를 위해 힘써달라”고 인사하였다. 박효명기자",http://www.newgbnews.com/news/view.php?idx=307630
경북,"김천, 여름철 집중호우 배수펌프장 점검",일간경북신문 - 문장훈 기자,2023/05/31,,http://www.newgbnews.com/news/view.php?idx=307629
경북,"구미시장, 고향사랑기부 챌린지 동참",일간경북신문 - 김학전 기자,2023/05/31,,http://www.newgbnews.com/news/view.php?idx=307628
경북,"의성, 노인 의료·돌봄 통합지원 추진",일간경북신문 - 박효명 기자,2023/05/31,"의성군은 지난달 25, 26일 이틀간 청소년문화의집 다목적강당에서 노인 의료-돌봄 통합지원 시범사업 수행기관과 함께 워크숍을 실시했다고 밝혔다.
이날 워크숍은 시범사업 수행기관의 핵심주축인 읍면 찾아가는 보건복지팀, 보건소, 보건지소, 보건진료소, 공중보건의, 시범사업 추진단의 각 영역별 역할 공유 및 공동 협력을 위한 시간을 가지기 위해 마련된 자리로 행정의 공백을 최소화하기 위해 대상자 별로 나눠 양일간 걸쳐 진행되었다.
교육은 장명화 보건복지인재원 교수님의 시범사업 관련 찾아가는 보건-의료라는 주제 강의를 시작으로, 건강보험공단 통합돌봄연구센터의 이기주박사님의 시범사업 관련 복지분야 강의와 보건과 복지의 협력강화를 위한 레크레이션 강의로 협력을 다졌고 끝으로 애로사항과 건의사항에 대해 토론하는 시간을 가졌다.
의성군은 「노인 의료-돌봄 통합지원」시범사업 공모사업에 선정되어, 그동안 민과 관이 함께 시범사업 추진단을 구성하고 실행계획서 작성을 위한 컨설팅, 회의 등을 지속적으로 추진해왔으며, 최종 실행계획서를 바탕으로 7월부터 지역사회통합돌봄의 체계를 갖추어 나갈 예정이다. 의성군수는“이번 워크숍은 수행기관이 시범사업을 위해 역할을 잘 수행할 수 있는 발판의 시간이었길 바란다”고 했다. 박효명기자",http://www.newgbnews.com/news/view.php?idx=307627
경북,"상주, 복지시설 관계자와 ‘소통의 장’",일간경북신문 - 김학전 기자,2023/05/31,,http://www.newgbnews.com/news/view.php?idx=307626
경북,"상주, 8일까지 ‘찾아가는 현장민원실’ 운영",일간경북신문 - 김학전 기자,2023/05/31,"상주시는 지난달 30일부터 오는 8일까지 2주간(화, 수, 목) 경북대 상주캠퍼스에서 ‘찾아가는 현장민원실’을 운영한다.
아울러, 찾아가는 현장민원실은 상주시 인구 증가 및 학생들의 민원 신청 편의를 위해 매년 3월, 5월, 11월 3차례 운영되며 전입신고와 전입 지원금 및 전입 학생 기숙사비를 현장에서 신청받고 있다.
상주시는 전입신고 후 6개월이 지나면 전입 중·고·대학생에게 전입 지원금 20만 원(상주화폐)을 지급하고 주소 유지 시 6개월마다 졸업까지 최대 8회 지원하고 있다. 또한, 기숙사로 전입신고 시 학기마다 기숙사비를 최대 8회까지 지원하고 있다.
강영석 상주시장은 “찾아가는 현장민원실 운영으로 더 많은 학생이 상주시로 전입하고 많은 혜택을 누릴 수 있도록 다양한 인구 증가 시책을 펼쳐 나가겠다.”라고 말했다. 김학전기자",http://www.newgbnews.com/news/view.php?idx=307625
경북,“구미시민이라면 특별 혜택 먼저 확인하세요”,일간경북신문 - 김학전 기자,2023/05/31,"인구정책 추진상황 보고회
전입 지원 등 90여건 점검
구미시는 지난달 30일 부서장 등 80여 명이 참석해「구미시 인구정책 추진상황 보고회」를 열었다.
이번 보고회는 인구감소에 대응하고 지역 활력 제고를 위해 지난해부터 발굴해온 90여 건의 인구정책 사업의 추진상황을 점검하고 향후 계획 및 부서 간 협력 방안 등을 점검하기 위해 마련됐다.
특히, 인구감소 대응을 위한 핵심시책 뿐만 아니라 시가 최근 공들여 추진하고 있는 관내 전입자에 대한 지원과 구미시민만이 누릴 수 있는 특별한 혜택 강화에 대해 중점적으로 논의됐다.
▶시는 우선 전입자에 대한 혜택을 대폭 강화하기로 했다. 올해 하반기(‘23.8월)부터 전입세대 당 일선정품 쌀 10kg 등 구미농산물을 전입기념품으로 지급하고, 전입 고등학생 및 대학생에게는 전입지원금을 전입 후 1년에 걸쳐 20만 원씩 지급한다.
또한, 구미로 전입한 시민이 즉시 피부에 와 닿을 수 있도록 공공시설 이용료에 대한 다양한 혜택도 마련했다. 올해 하반기부터 전입일로부터 1년간 공영주차장 무료 이용의 기회를 제공하고 문화예술회관에서 매년 12회 가량 펼쳐지는 기획공연에 대해 50% 할인 혜택도 제공한다.
이밖에 전입자를 위한 구미승마장 무료 승마체험(2회) 기회를 제공하고 올해 10월 개관 예정인 구미영상미디어센터 이용료도 1년간 면제한다.
▶새로 전입하는 시민에 대한 혜택뿐만 아니라 기존 시민에 대한 혜택도 확대한다. 예약이 어려울 정도로 사계절 인기있는 구미 캠핑장은 5월부터 구미시민에 한해 50% 우선예약 제도를 시행했으며, 문화예술회관 기획공연도 30% 할인 혜택을 제공한다.
또한, 구미에코랜드 및 박정희대통령역사자료관 50%, 옥성자연휴양림40%, 구미캠핑장 및 신라불교초전지마을 20% 등 시민 할인율을 적용 중이며 올림픽기념관, 금오테니스장, 구포생활체육공원 등 생활체육시설에 대해서는 향후 물가상승에 따른 요금인상 시 구미시민에 대해서 기존 요금을 유지할 방침이다.
그뿐만 아니라 시는 각 시설을 이용할 때 번거로운 증빙서류 구비를 준비할 필요 없이 간편하게 감면받고 시설을 이용할 수 있도록 시민 간편확인시스템 도입을 추진 중이다. 김학전기자",http://www.newgbnews.com/news/view.php?idx=307624
경북,"안동 영가초, 경북도의회 의정 체험활동",일간경북신문 - 이기화 기자,2023/05/31,,http://www.newgbnews.com/news/view.php?idx=307614
경북,"안동, 전국 최초 적극 행정 ‘우수사례’",일간경북신문 - 이기화 기자,2023/05/31,"안동시가 시행한 ‘경로당 맞춤형 간편회계 서식 보급’이 행정안전부에서 주관한 그림자·행태규제 개선 1/4분기 우수사례로 선정됐다.
행안부는 각종 불합리한 규제를 개선해 주민행정 만족도를 높이고자 분기마다 추진과정 노력도와 개선 효과, 타 지자체 확산 가능성 등을 기준으로 적극행정 사례를 선정하고 있다.
올 1분기에는 전국에서 제출된 391건의 사례를 검토해 다른 지자체로 공유·확산할 필요성이 높다고 인정되는 8건을 우수사례로 선정했다. 안동시는 주민편의 증진분야 우수사례에 포함됐다.
‘경로당 맞춤형 간편 회계 서식 보급’은 복잡한 회계처리 절차와 기준 으로 어려움을 겪는 노령층을 배려하고자 하는 담당 공무원의 고민에서 출발했다.
대다수 경로당 회원들이 고령으로 보조금 집행에 어려움을 겪었고, 집행 규정에 맞지 않게 사용해 반납 또는 환수되는 사례도 빈번하게 발생했다.
이에 어르신들이 간편하고 쉽게 사용할 수 있는 회계 서식을 전국에서 최초로 제작·보급했다.
또한, 경로당에서 회계를 맡는 경로당 임원 어르신들을 대상으로 서식 활용 방법 등에 대한 특별 교육도 진행했다.
시는 경로당 맞춤형 간편회계 서식 보급을 비롯해 시민들의 고충·불편을 해결하는 실질적인 시민 중심의 행정 서비스를 더욱 발굴·보급할 수 있도록 박차를 가해나갈 계획이다.이기화기자",http://www.newgbnews.com/news/view.php?idx=307602
경북,동남아 한류 열풍 타이베이서 안동 관광 홍보,일간경북신문 - 이기화 기자,2023/05/31,"안동시가 동남아 한류 열풍의 중심지인 타이베이에서 안동 관광의 맛과 멋을 선보였다.
시는 지난달 26일부터 29일까지 나흘간 대만 타이베이 세계무역센터에서 열린‘2023 타이베이 국제관광박람회’에서 현지 관광객 유치를 위한 다양한 홍보 활동을 펼쳤다.
‘2023 타이베이 국제관광박람회’는 대만 교통부 관광국과 타이베이시 정부가 주최하고 타이베이시여행협회가 주관하는 관광박람회로 13개국 250개 관광 관련 업체·기관이 참가하고 30만 6천여 명의 관람객이 방문했다.
이번 박람회에서 안동시는 단독으로 안동시 홍보부스을 운영해 일반 관람객과 현지 아웃바운드 여행사를 대상으로 하회마을, 병산서원, 도산서원, 봉정사, 하회별신굿탈놀이 등 유네스코 유산과 안동국제탈춤페스티벌을 적극 홍보했다.
특히, 유네스코 세계유산과 함께하는 안동의 4계절 포토존과 나만의 하회탈 만들기 체험은 안동에 대한 관심을 이끌며 관람객으로부터 폭발적인 인기를 얻었다.
또한, 안동 알리기 퀴즈 이벤트, 여행사 바이어 상담회, 현지 언론(ERA TV, NEXT TV)과의 인터뷰로 안동 관광 명소와 다채로운 매력을 알렸다.
안동시 관계자는 ""대만 현지인과 관광업계를 대상으로 안동의 다양한 관광자원을 소개하였으며, 이번 박람회를 계기로 지속적인 마케팅 활동을 펼쳐 보다 많은 대만 관광객 유치에 힘쓰겠다""라고 밝혔다.이기화기자",http://www.newgbnews.com/news/view.php?idx=307601
경북,안동 이런 곳이 있어? 농촌체험 어때요?,일간경북신문 - 이기화 기자,2023/05/31,"안동시농업기술센터가 지난달 30일 지역 내 국·공립 유치원 관계자 15명을 초청해 농촌체험농장 팸투어를 실시했다.
‘팸투어’란 지방 자치 단체가 관광지나 여행상품을 홍보하기 위하여 협력업체 등을 초청하여 관광을 제공하는 것이다.
이번 팸투어는 교육기관의 농업·농촌에 대한 이해도를 높이고 농장 인지도 제고를 통해 농장 재방문 유도 및 농촌지역 경제 활성화를 도모하고자 추진했다.
이번 팸투어는 남선면에 위치한 「안동흙돼지체험농장」에서 떡갈비만들기 체험을 시작으로, 농가맛집 「안동화련」에서 채련정식을 식사 후, 남후면에 위치한 「쪽빛아침」에서 인견이불 염색체험과 「토락토닥」에서 도자기체험을 통해 안동이 가진 우수한 농업·농촌 관광자원을 둘러보며 다양한 체험프로그램을 경험하고 홍보하는 시간을 가졌다.
안동시농업기술센터 관계자는 “이번 팸투어는 농촌 체험·교육·치유농장과 교육기관 간 접목으로 농촌의 교육적 가치와 현장 체험활동 중요성을 느낄 수 있는 유익한 시간이 되었다”라며 “농촌체험농장 육성과 활성화에 지속적으로 관심을 쏟을 것이다”라고 말했다.이기화기자",http://www.newgbnews.com/news/view.php?idx=307600
경북,샤인머스켓 품질관리 교육,일간경북신문 - 이기화 기자,2023/05/31,"경북도농업기술원은 경북 샤인머스켓의 명성을 되찾기 위해 고품질 샤인머스켓 생산 및 품질관리 교육을 실시한다고 밝혔다.
이번 교육은 주산지 시군(김천, 영천, 상주, 경산)현장에서 31일부터 6월 28일까지 약 한 달간 4회에 걸쳐 200여 농가를 대상으로 진행된다.
첫날 김천에서 열린 교육에서는 고품질 포도 생산을 위한 생육시기별 핵심 재배기술교육을 비롯해 품질 개선을 위한 과원 관리기술과 실질적인 농가 현장 컨설팅이 이뤄졌으며, 지역사회에 고품질 샤인머스켓 생산 분위기를 조성했다.
샤인머스켓은 지난해 과다 착과와 조기출하 등으로 품질저하를 초래해 큰 폭으로 가격 하락을 맞았다. 이에 농업기술원은 올해를 경북 샤인머스켓의 새 출발(Fresh Start) 원년으로 삼고, 품질교육과 매뉴얼 보급 등 위기 극복을 위한 노력을 기울이고 있다.이기화기자",http://www.newgbnews.com/news/view.php?idx=307599
경북,"안동시장, 안동~의성 구간 복선전철 현장 사무실 방문",일간경북신문 - 이기화 기자,2023/05/31,,http://www.newgbnews.com/news/view.php?idx=307598
경북,"경북도, 호국보훈의 달 ‘행사 풍성’",일간경북신문 - 이기화 기자,2023/05/31,"경북도는 6월「호국보훈의 달」을 맞아 국가를 위해 희생‧헌신하신 분들의 숭고한 나라사랑 정신을 기리고, 감사와 추모의 마음을 전하는 다양한 기념행사와 보훈문화 체험행사를 추진한다고 밝혔다.
올해 호국보훈의 달 행사는 코로나19 엔데믹 후 개최되는 첫 해로 대한민국이 새롭게 발전할 수 있는 계기를 마련하고, 국가유공자들의 자긍심을 북돋우기 위해 기억과 존경의 마음을 제고하고 호국보훈의 마음을 다짐하는데 중점을 두고 진행된다.
우선 6월 6일 국립영천호국원에서 이철우 경북도지사를 비롯해 제2작전사령관, 보훈단체장, 국가유공자 등 1천여 명이 참가하는 ‘제68회 현충일 추념식’이 진행된다.
이날 도민들은 조기를 게양하고 오전 10시 싸이렌에 맞춰 1분간 순국선열 및 호국영령에 대한 묵념을 올리게 된다.
아울러 6월 호국보훈의 달 주요행사로는 △경북 현충시설 체험학습 한마당(6일, 경북독립운동기념관) △호국보훈의 달 보훈가족 위로공연(11일, 칠곡호국평화기념관) △정전70주년기념 KBS열린음악회(16일, 칠곡보생태공원) △6.25전쟁 제73주년 기념행사(25일, 예천문화회관) △제8회 호국영령추모위령제(30일, 국립영천호국원) 등이 개최된다.
이외에도 국가를 위해 희생‧헌신하신 순국선열과 호국영령들을 추모하고, 국가유공자의 희생과 헌신에 감사‧예우하는 다양한 행사가 시군에서도 열릴 예정이다.
김진현 경북도 복지건강국장은 “올해는 국가보훈처가 62년 만에 국가보훈부로 승격되는 원년으로 보훈가족의 입장에서 보훈정책을 펼칠 것”이라면서 “국가를 위해 희생한 분은 끝까지 책임지겠다는 확고한 신념으로 섬김 보훈에 최선을 다하겠다”고 밝혔다. 이기화기자",http://www.newgbnews.com/news/view.php?idx=307597
경북,해양수산엑스포서 낙동강 대표 토속 관상어 특별 전시,일간경북신문 - 이기화 기자,2023/05/31,,http://www.newgbnews.com/news/view.php?idx=307596
경북,중대재해 ZERO ‘안전 청송’ 실현 초석 마련,일간경북신문 - 김연태 기자,2023/05/31,"청송군은 지난달 31일 군청 미래도약실에서 윤경희 청송군수와 간부 공무원들이 참석한 가운데 안전보건관리체계 구축 용역 최종보고회를 개최했다.
안전보건관리체계 구축 용역은 「중대재해 처벌 등에 관한 법률(2022. 1.27.시행)」에서 요구하는 경영책임자의 안전보건확보 의무사항인 안전보건관리체계를 구축하여 부서별, 사업장별, 현장별 등 책임과 역할을 부여함으로써 청송군의 안전보건 이행과 관리상 조치를 마련하기 위하여 추진되었다.
이번 용역을 맡은 행복건설안전기술원은 중대재해 없는 안전한 청송을 실현하고 위험성평가 실시로 중대재해 ZERO를 달성하기 위해 종사자 의견 청취, 경영책임자 면담을 통하여 사업장, 50억원 이상 건설공사, 도급·용역·위탁 사업장, 공중이용시설의 안전보건확보 사항과 안전보건 법령에 따른 의무이행에 필요한 관리상의 조치인 건설공사 반기별 점검 등 점검표를 작성하고, 위험성평가 등 안전보건활동에 대하여 작성했다.김연태기자",http://www.newgbnews.com/news/view.php?idx=307587
경북,"봉화, 인구감소지역 71개 세부사업 의결",일간경북신문 - 김규화 기자,2023/05/31,"봉화군은 지난달 30일 군청 별관 2층 중회의실에서 2023년 제2차 인구감소지역대응위원회를 개최했다.
군은 효율적인 인구증가 시책 추진과 인구감소 위기 대응을 위해 지난 5월 10일 봉화군 인구감소지역대응위원회를 구성하고 첫 회의를 가진 바 있다.
이날 위원회에는 위원 16명(민간위원 8명, 당연직위원 8명)이 참석한 가운데 당면한 2024년 지방소멸대응기금 투자계획 전반에 대한 검토와 지난 회의에서 논의된 인구감소지역 대응 기본계획(2022년~2026년) 및 시행계획(2023년)의 수정·보완사항에 대해 확인하고, 이들 계획에 대한 최종 심의·의결이 이뤄졌다.
봉화군은 지방소멸 대응을 위해 지난해 12월부터 연구용역을 시작으로 행정, 전문가, 주민 의견수렴 등을 통해 봉화군 특성을 반영한 맞춤형 인구정책 발굴을 위해 힘써왔다.김규화기자",http://www.newgbnews.com/news/view.php?idx=307585
