지역명,기사제목,기자이름,날짜,내용,링크
안동,안동시장·다문화가족 ‘소통간담회’,일간경북신문 - 이기화 기자,2023/05/23,"안동시는 22일 안동시가족센터에서 다문화가족 50여 명을 초청하여 소통 간담회를 가졌다.
권기창 안동시장의 주재로 개최된 이번 간담회는 제16회 세계인의 날을 기념하여 지역 다문화가족의 다양한 의견과 애로사항을 직접 현장에서 듣고 향후 시책에 반영하기 위해 마련되었다.
권기창 안동시장은 민선 8기 공약으로 ‘다문화가족 틈새돌봄망 구축’을 약속하고, 한국어 교육, 결혼이민자 통번역서비스지원, 다문화자녀 학원비 지원사업 등을 추진하며 이민여성의 안정적인 정착과 다문화가족 복지에 총력을 기울이고 있다. 시는 이를 위해 총 16개 사업에 7억 8천만 원을 투입하여 추진 중이며, 특히 올해 신규사업으로 다문화가족 자녀 돌봄을 위한 『다문화가족 자녀 멘토링사업』도 실시하고 있다.
권기창 안동시장은“오늘 소통 간담회를 통해 나온 다양한 의견들을 시정에 적극 반영하고 다문화가족들에게 실질적이고 효과적인 지원정책을 준비하도록 하겠다”라고 밝혔다. 한편, 2022년말 기준 안동시의 등록외국인은 1,563명이며, 안동시가족센터에서 관리 중인 다문화가정 수는 969세대에 달한다.이기화기자",http://www.newgbnews.com/news/view.php?idx=306840
안동,"안동, 주택 임대차 신고제 계도기간 1년 연장",일간경북신문 - 이기화 기자,2023/05/23,"안동시가 주택 임대차 신고제의 계도기간이 당초 올해 5월 31일에서 2024년 5월 31일로 1년 연장됐다고 밝혔다.
주택 임대차 신고제는 보증금 6,000만 원 또는 월세 30만 원을 초과하는 주거 목적의 주택 임대차 계약 체결 후 30일 이내에 임대차 계약의 임대기간, 임대료 등 계약내용을 주택 소재지 읍면동 행정복지센터에 신고하는 제도이다.
이 제도는 임대차시장의 실거래 정보를 투명하게 제공하여 임차인의 권리를 보호하기 위해 2021년 6월 1일부터 시행되었으며, 주택 임대차 신고제의 취지가 과태료 부과가 아니라 임대차 신고를 통한 투명한 거래관행 확립 및 임차인 보호에 있다는 점 등을 고려하여 계도기간이 2024년 5월 31일까지 1년 연장되었다.
제도 시행 이후 5월 19일까지 안동시에 접수된 신고 건수는 총 2,683건으로, 누적된 정보는 최근의 전세사기 조사, 전·월세 시장 동향 파악, 실거래가 공개를 통한 임차·임대인 정보격차 완화 등에 활용되고 있다.이기화기자",http://www.newgbnews.com/news/view.php?idx=306838
안동,"안동, 탄소중립 선도도시 실천 추진단 출범",일간경북신문 - 이기화 기자,2023/05/22,,http://www.newgbnews.com/news/view.php?idx=306693
안동,"안동·영주시, 경계지역 ‘먹는 물 품앗이’",일간경북신문 - 이기화 기자,2023/05/22,,http://www.newgbnews.com/news/view.php?idx=306689
안동,"안전한 안동, 재난관리평가 ‘우수기관’",일간경북신문 - 이기화 기자,2023/05/21,"안동시가 지난 19일 행정안전부가 발표한 ‘2023 재난관리평가’에서 우수기관으로 선정됐다.
재난관리평가는 중앙부처와 지자체, 공공기관 등 338개 재난관리책임기관의 재난관리 단계별(예방·대비·대응·복구) 역량을 진단하는 종합 평가다.
올해 평가에서 안동시는 재난관리 조직·인력 운영적절성, 재난기금 관리실적, 교육 및 홍보, 시설물 안전, 매뉴얼관리, 훈련, 상황관리, 재난구호 등 다양한 지표에서 우수한 점수를 획득했다.
이번 ‘우수기관’ 선정으로 안동시는 특교세, 포상금과 함께 장관표창 등의 인센티브를 받게 됐다.
시는 지난해 재난 예방을 위하여 안전한국훈련을 비롯한 재해예방사업, 하천·소하천 정비사업 등을 꾸준히 추진하고, 시민 안전을 위한 안전캠페인 등 다양한 안전 기반 구축 활동을 총력 추진해왔다. 시장은 “안동시가 우수기관으로 선정된 만큼 앞으로도 재난을 예방하기 위하여 많은 관심을 기울일 것이며, 미흡한 부분을 보완하여 시민들이 재난으로부터 안전한 안동을 만들 수 있도록 최선을 다하겠다”라고 밝혔다.이기화기자",http://www.newgbnews.com/news/view.php?idx=306558
안동,"안동·대구, 낙동강 물길 따라 우호 교류 물꼬",일간경북신문 - 이기화 기자,2023/05/21,"안동시와 대구시가 맑은 물 공급에 맞손을 잡은 후 경제·문화·관광 등 다방면으로 활발한 우호 교류를 이어가며 눈길을 끌고 있다.
안동시와 대구시는 지난해 11월 상생발전을 위한 맑은 물 공급 협약 체결에 이어 양 도시의 지속 가능한 동반성장을 위해 우호교류협정을 맺었다.
곧이어, 12월 29일 ‘2022년 안동시 주민자치박람회’에 대구시 주민자치연합회의 참가를 시작으로, 안동시 14개 읍면과 대구시 8개 구·군 간 1:1로 매칭된 지역 간 간담회, 문화․관광교류, 민간교류 등 실질적인 우호교류가 지속적으로 이어지고 있다.
특히, 지난 6개월 동안 우호교류 방문 및 우호협정이 활발히 진행되며 ▲와룡면-수성구 범어1동 ▲북후면-불로봉무동 ▲서후면-서구 상중이동 ▲풍천면-중구 남산4동 ▲남선면-달서구 상인1동 ▲남후면-달서구 월성1동 ▲임하면-이천동 ▲예안면-동구 효목2동이 동반성장과 우호교류를 위한 MOU를 각각 체결했다.
이를 통해, 고향사랑기부 품앗이 참여, 농산물 팔아주기, 안동 관광지 및 대구 관광지 상호 견학, 양 도시 축제 참가 등 안동시와 대구시의 상생협력을 위해 지역주민의 참여가 진행되고 있다. 이기화기자",http://www.newgbnews.com/news/view.php?idx=306557
안동,‘50년만의 외출’ 태사길 플리마켓,일간경북신문 - 이기화 기자,2023/05/18,"안동시가 태사광장을 거점으로 중구동 태사길 일대를 ‘안동형 인사동 거리’로 운영할 계획이다.
시는 관광객을 도심으로 유도하고, 시민들에게 휴식 공간을 제공하기 위해 최근 태사광장 조성공사를 마무리했다.
이곳에서 이달 20일부터 매월 첫째, 셋째 토요일 ‘태사길 플리마켓’을 운영하고 골동품 경매, 버스킹 공연 등 각종 문화행사를 진행할 예정이다.
이번 행사는 1970년대 안동 시내의 주요 거리 장터였던 원도심 태사길의 역사적 의미를 담아 ‘50년 만의 외출’이란 부제로 운영한다.
웅부어울림 마을관리사회적협동조합과 안동시 도시재생지원센터가 주최·주관하며, 5월 20일을 시작으로 매월 첫째, 셋째 토요일 14시부터 20시까지 운영될 예정이다.
주요 프로그램으로 태사광장에서 골동품·민속품의 전시·판매·경매를 통해 특색있는 체험을 선사할 예정이다. 골동품·민속품 판매·경매의 경우 행사일 외에도 매주 토요일(14:00~17:00)에 태사광장에서 만날 수 있다. 태사묘에서 웅부공원까지 이어지는 거리에는 안동시 농·특산품을 판매하는 플리마켓을 운영한다.
특히, 시민들의 집집마다 숨어있는 추억의 물품을 가져와 현장에서 판매하고, 경매할 수 있도록 도와주는 ‘우리집 숨은 보물전(우숨보)’도 개최한다. 우리집 숨은 보물전은 남녀노소 누구나 참여할 수 있다.
개인이 소장하고 있는 숨은 보물(LP판, 고미술품 등)을 안동시 도시재생지원센터(054-589-6348)에 상시 접수하고 경매 출품이 가능하다.
이외에도, 태사광장 야외 버스킹 공연과 근대역사기록 거리 사진전도 함께 운영하여 행사에 풍성함을 더할 예정이다. 이기화기자",http://www.newgbnews.com/news/view.php?idx=306359
안동,"안동시립도서관, 휴먼라이브러리 발대식",일간경북신문 - 이기화 기자,2023/05/18,"안동시립도서관이 올해 신규사업으로 책 대신 사람과 대화를 통해 정보와 지혜를 나누는 ‘휴먼라이브러리’사업을 시작한다. 17일 안동시립중앙도서관 다목적실에서 열린 ‘휴먼라이브러리’발대식에는 권기창 시장과 자신의 경험과 지혜를 공유해나갈 휴먼북 지원자들이 참석해 위촉장 수여식이 진행됐다.
이날 권기창 시장은 명예 휴먼북으로서 ‘꿈을 현실로 만드는 사람’이라는 주제로 강연을 펼치며 휴먼북 참여자들을 응원했다.
‘휴먼라이브러리’는 전문적인 지식뿐만 아니라 생활 속에서 알게 된 정보, 현장에서 몸소 체험한 노하우, 사연이 담긴 인생살이와 마음의 위안을 주는 경험담 등을 가진 사람이면 누구나 휴먼북(사람책)이 되어 참여할 수 있다. 현재까지 16명이 휴먼북으로 등록되어 활동하고 있다. 독서법, 콘텐츠 제작, 귀농 노하우, 청소년 상담, 외국어 공부법, 창업컨설팅 등 다양한 분야에서 활동하는 이 휴먼북들은 이용자가 열람신청 시 자원봉사로서 활동하게 된다.
휴먼북 열람은 초등학생 이상 준회원이면 인원수 제한 없이 누구나 가능하다. 안동시립도서관 누리집에 등록된 휴먼북을 검색하여 최소 2주 전 신청하면 된다. 관계자는“이번 발대식을 통해 이 사업이 널리 홍보되어 더 많은 시민들이 휴먼북 등록과 열람을 할 수 있는 계기가 되길 바란다”라고 밝혔다.이기화기자",http://www.newgbnews.com/news/view.php?idx=306358
안동,안동 “전국 봄나들이 동요제 접수하세요”,일간경북신문 - 이기화 기자,2023/05/17,"안동시가 주최하고 (사)한국음악협회안동지부에서 주관하는 ‘제16회 전국 봄나들이 동요제’가 오는 6월 10일소천 권태호 음악관에서 열린다.
봄나들이 동요제는 동요『봄나들이』의 작곡가인 소천 권태호 선생의 업적을 기리기 위해 2007년부터 전국단위로 시작됐다. 자라나는 어린이들에게 음악적 소질 및 희망과 꿈을 키워주며 음악 문화의 저변확대를 위해 매년 개최한다.
올해부터는 유치부 경연을 추가해 어린 새싹들이 꿈과 희망을 키워나갈 기회를 마련했다.
독창, 중창 2개 분야로 나눠 진행하며 유치부는 예선 없이 본선만 진행하고 초등부는 예선을 통과한 18개 팀이 지정곡 1곡(소천권태호선생동요), 자유곡 1곡(동요)으로 본선 경연을 펼친다.
동요제에 참가하길 희망하는 어린이들은 6월 8일까지 이메일, 우편 접수를 통해 신청이 가능하다. 관련 자세한 사항은 한국음악협회안동지부(054-857-1767)로 문의하면 된다.이기화기자",http://www.newgbnews.com/news/view.php?idx=306223
안동,"안동, 청년창업펀드 조성",일간경북신문 - 이기화 기자,2023/05/17,"안동시가 16일 시청 웅부관(소통실)에서 ‘안동시 청년창업펀드 조성·운용 타당성 조사 및 기본계획 수립’ 연구용역의 착수보고회를 개최했다.
‘청년창업펀드 조성’사업은 시정방침인 ‘누구에게나 기회가 주어지는 창업·창작도시’실현을 위한 민선 8기 공약사업이다. 지역 특화 산업과 연계한 우수 스타트업을 발굴·육성해 청년인구 유출, 지역소멸 문제 극복에 단초를 마련한다는 계획이다.
이번 연구용역 착수보고회는 본격적인 사업 추진에 앞서 사전 절차로 진행됐다. 보고회에는 권기창 시장을 비롯한 관련 부서장, 대구경북지방중소벤처기업청 경북북부사무소와 지역 3개 대학 창업보육센터장, 안동형일자리사업단 관계자 등이 참석했다.이기화기자",http://www.newgbnews.com/news/view.php?idx=306222
안동,세계 최대 한류 페스티벌서 K-관광 메신저로~,일간경북신문 - 이기화 기자,2023/05/16,"안동시는 지난 12~14일까지 일본 마쿠하리 멧세 전시장에서 CJ ENM이 주최하는 「KCON JAPAN 2023」에 참여해 관광거점도시 안동의 매력을 세계에 알렸다. ‘KCON’은 한류 콘텐츠와 비즈니스가 결합한 글로벌 마케팅 플랫폼으로 K-라이프 스타일을 종합적으로 경험할 수 있는 세계 최대 한류 페스티벌이다.
2012년 미국을 시작으로 9개 국가에서 29회 개최되며, 136만 명 이상의 누적 오프라인 관객 수를 돌파했다.
K-Pop 스타들의 공연을 선보이는 것은 물론, K-Culture 산업의 최신 동향을 전하는 컨벤션과 팬 미팅 등 다양한 프로그램들을 제공하고 있다.
특히, 이번 KCON JAPAN 2023에서는 역대 최다 기록을 세우며 12만 3천 명의 관객을 모은 것으로 알려져, 홍보 파급 효과도 상당할 것으로 기대된다.
안동시는 관광거점도시로서 컨벤션 부스에 참가해 한류 문화 팬들에게 안동을 소개하고 주요 관광 콘텐츠를 홍보했다. 전통 한복 체험과 SNS 이벤트를 진행하며 안동의 문화를 직접 체험해볼 수 있는 장을 선보여 현지 팬들의 많은 관심을 끌어냈다.
특히 안동이 가진 역사, 문화, 관광콘텐츠에 대한 방문객들의 관심이 뜨거워 사흘간 1만 3천 명에 달하는 관람객이 방문했으며, 2천여 개의 안내 책자 및 기념품이 모두 소진돼 세계적인 관광도시로서 안동의 매력을 확인할 수 있었다.
안동시 관계자는 ""이번 컨벤션 참가를 통해 안동의 매력을 세계에 알린 것은 물론, 다양한 콘텐츠를 제공하며 방문객들에게 특별한 경험을 선사할 수 있었다”라며 ""해외 여행객 유치를 위한 노력을 지속해서 진행하며, 안동시를 한국 최고의 관광거점도시로 발전시킬 것”이라고 밝혔다.이기화기자",http://www.newgbnews.com/news/view.php?idx=306034
안동,"관광거점도시 안동 항공기, 전세계 누빈다",일간경북신문 - 이기화 기자,2023/05/16,"관광거점도시 안동 홍보를 위해 안동의 탈과 누각이 래핑된 보잉 737 항공기가 하늘을 난다. 안동시와 (재)한국정신문화재단(대표 이동원)은 관광거점도시 사업의 일환으로 제주항공과 협력해 안동의 탈과 누각(병산서원 만대루)이 래핑(wrapping)된 항공기(Boeing 737)를 통해 관광거점도시 안동을 홍보한다. 이번 사업은 해외 잠재 관광객들에게 안동 관광 인지도를 제고하기 위한 사업으로, 안동의 전통과 문화를 담은 이미지가 래핑된 항공기가 아시아 국가를 비롯한 세계 곳곳을 비행할 예정이다. 항공기 동체에는 안동의 하회별신굿탈놀이에 등장하는 ‘양반탈’, ‘각시탈’의 캐릭터 이미지와 함께 지역명인 ‘안동’을 국문, 영문, 한문 등 다양한 언어로 표기했다. 해당 항공기는 4월 26일 인천-보홀(필리핀)행을 시작으로 28일 인천-웨이하이(중국 산둥성) 등의 주요 국제선 노선 위주로 운항하고 있다. 이기화기자",http://www.newgbnews.com/news/view.php?idx=306033
안동,"이육사 청포도길 ‘같이 걸어요, 안동’",일간경북신문 - 이기화 기자,2023/05/15,"안동시는 14일 권기창 안동시장과 100여 명의 시민이 참여한 가운데 내 고향 안동을 새롭게 발견하고 알아가는「2023년 같이 걸어요, 안동」첫 번째 코스‘이육사 청포도길’걷기 행사를 개최했다.
「2023년 같이 걸어요, 안동」은 안동시의 문화관광자원과 주요 사업장 등을 연계한 걷기 코스를 걸으며 안동 문화와 역사에 대한 자긍심과 이해를 높이고 건강한 여가생활 기회를 제공하고자 운영한다.
작년 연말 시범 운영 이후 올해는 참여자들이 함께 즐길 수 있는 플로깅, 관광문화 해설, 작은 음악회 등 다양한 콘텐츠를 추가하여 더욱 풍성하고 알차게 구성했다.
‘이육사 청포도길’은 대한민국의 대표 독립운동가이자 시인인 이육사 선생의 고향 도산면 원천리 일원을 걷는 코스로 이육사문학관에서 출발해 이육사․이원영 목사 생가터, 갈선대, 붉은바위 소를 거쳐 이육사문학관으로 돌아오는 약 7km의 코스이다. 실제 이육사 선생이 형제들과 물놀이를 했던 붉은바위 소와 이육사문학관 관람 등 선생의 삶과 발자취를 느낄 수 있는 특별한 기회를 제공한다.
이날 걷기 행사에는 부모님과 추억을 만들기 위해 참여한 대학생, 진로를 고민하는 취업 준비생, 일상에 지친 직장인, 건강한 노년을 준비하는 부부 단위 참가자 등 다양한 시민이 함께 하며 2시간을 걷는 상당한 거리에도 단 한 명의 포기자 없이 코스를 완주했다.
이번 걷기 행사에 참가한 태화동 김희열(36)씨는 “단순히 걷는 것이 아니라 이육사 선생과 관련된 장소와 이야기를 통해 선생의 발자취를 느끼고 건강도 챙길 수 있는 유익한 시간이었다”라며 참여 소감을 밝혔다.
권기창 안동시장은 “시민들께서 건강을 관리하고 활력 넘치게 생활하면 그 도시도 함께 활력 넘치는 도시가 된다고 생각한다”라며“앞으로도 지역사회에 활력을 제공하고 안동을 바로 알아갈 수 있는 다양한 걷기 행사와 콘텐츠를 개발하고 추진하겠다”라고 밝혔다. 세부 내용과 신청 방법은 안동시청 홈페이지 공지사항「2023년 같이 걸어요, 안동」운영 안내를 통해 확인할 수 있다.이기화기자",http://www.newgbnews.com/news/view.php?idx=305876
안동,"안동, 30억 들여 하천·시설물 정비",일간경북신문 - 이기화 기자,2023/05/15,"안동시는 여름철 태풍, 집중호우 등에 대비하여 관내 지방하천 및 소하천을 대상으로 퇴적토 준설, 배수문 점검 등 하천 정비 및 하천시설물에 대한 일제점검에 나선다.
하천 내에 퇴적된 토사와 유수지장목 등은 하천흐름을 방해하고 있어 홍수기 하천범람 등의 재해를 야기하고 있다. 시는 지방하천과 소하천의 퇴적된 토사와 유수지장목 등을 정비하기 위하여 올해 30억 원의 추경예산을 편성하였다.
이번 하천정비와 시설물 일제점검은 길안천 등 관내 지방하천 34개소와 소하천 113개소를 대상으로 홍수 시 취약한 구간을 우선으로 총연장 약 10㎞에 대한 퇴적토, 잡목 정비와 국가하천 및 지방하천의 배수문 120개소에 대한 정상작동 여부 등 안전점검을 실시하여 홍수기 전에 마무리할 계획이다.
또한 시는 하천개수사업과 기성제방 풀베기, 하천 긴급정비, 둔치 시설물 관리 등의 하천 유지관리도 지속적으로 추진할 예정이다.
관계자는 “이번 지방하천 정비와 시설물 일제점검을 통해 홍수기에 피해가 발생하지 않도록 만전을 다하겠으며 시민들에게 안전하고 쾌적한 하천을 만드는 데 노력하겠다”라고 전했다.이기화기자",http://www.newgbnews.com/news/view.php?idx=305875
안동,문경~안동 중부내륙 철도망 구축 ‘열띤 논의’,일간경북신문 - 이기화 기자,2023/05/11,,http://www.newgbnews.com/news/view.php?idx=305597
안동,안동형 인사동 거리 ‘삼태사묘 태사광장’,일간경북신문 - 이기화 기자,2023/05/11,"안동시가 원도심 내 문화와 관광이 공존하는 ‘안동형 인사동 거리’를 조성했다. 최근, 원도심 태사묘 앞에 태사광장을 조성하고, 이곳에서 오는 20일부터 매월 첫째, 셋째 토요일마다 ‘태사길 플리마켓’을 운영할 계획이다.
안동을 상징하는 대표적 고려 문화재인 태사묘(太師廟)는 왕건을 도와 고려 건국에 공을 세웠던 세 사람 김선평, 권행, 장정필의 위패를 모시고 있다. 태사묘우를 비롯하여 보물각, 숭보당, 경모루 등 10동의 건물이 도 지정문화재 기념물로 지정되어 있고, 삼태사가 쓰던 유물 및 공민왕이 하사한 유물들도 보물로 지정되어 있다. 삼태사와 고창 백성들의 스토리를 비롯해, 현재의 안동 명칭, 안중할머니 이야기, 차전놀이 유래 등 수많은 역사 콘텐츠가 스민 곳이다.
태사묘 앞은 그동안 주변 건물에 둘러싸여 지역의 소중한 역사·문화 자원을 제대로 알리거나 활용하기 어려웠다. 이에 안동시는 원도심 중심인 태사묘 주변 정비사업을 시행해 관광객을 도심으로 유도하고, 시민들에게는 개방감 있는 휴식 공간으로 제공하기 위해 태사광장 조성공사를 최근 마무리했다.
또한, 시는 태사광장 조성과 함께 이곳을 거점으로 태사길 일원을‘안동형 인사동 거리”’로 자리매김한다는 계획이다. 이번 달 20일 토요일 오후 2시부터 8시까지 매월 첫째, 셋째 토요일마다‘태사길 플리마켓’을 운영한다.
특히, 태사광장에서 골동품·민속품의 전시‧판매‧경매를 매주 토요일 오후 2시부터 8시까지 상시 운영해 관광객들에게 특색있는 경험을 제공한다. 이와 함께, 집집마다 숨어있는 추억의 물품을 시민들이 현장에서 판매하는“우리집 숨은 보물 경매전”과 버스킹 공연도 태사광장에서 펼쳐진다.
또한, 태사묘에서 웅부공원 구간까지 안동 농‧특산품 판매 플리마켓 운영, 근대기록 사진전시 등을 통해 풍성한 볼거리를 제공할 예정이다. 이기화기자",http://www.newgbnews.com/news/view.php?idx=305558
안동,"안동, 아랍에미리트서 ‘K-관광 매력’ 홍보",일간경북신문 - 이기화 기자,2023/05/11,,http://www.newgbnews.com/news/view.php?idx=305555
