지역명, 기사제목, 기자이름, 날짜, 링크
포항,"포항, 4월 14일까지 대학생 ‘절주 서포터즈’",일간경북신문 - 김재원 기자,2023/03/20,http://www.newgbnews.com/news/view.php?idx=299843
포항,똑똑한 ‘스마트도서관’ 포항시민 누구나 찾아오세요,일간경북신문 - 김재원 기자,2023/03/16,http://www.newgbnews.com/news/view.php?idx=299486
포항,“포항 학산천 복원사업 배우러 왔어요”,일간경북신문 - 김재원 기자,2023/04/24,http://www.newgbnews.com/news/view.php?idx=303801
포항,포항 “생활 속 실천으로 지구 구해요”,일간경북신문 - 김재원 기자,2023/04/19,http://www.newgbnews.com/news/view.php?idx=303318
포항,포항국제불빛축제 문화관광축제 지원사업 선정,일간경북신문 - 김재원 기자,2023/04/13,http://www.newgbnews.com/news/view.php?idx=302724
포항,"포항, 디지털 혁신거점 조성 사업 선정 ‘최선’",일간경북신문 - 김재원 기자,2023/04/10,http://www.newgbnews.com/news/view.php?idx=302254
포항,박제근·최재천·서정화·박한오 ‘포스코청암상’ 수상,일간경북신문 - 김재원 기자,2023/04/05,http://www.newgbnews.com/news/view.php?idx=301762
포항,포항 평생학습 파트너 교육 지도자 양성 과정,일간경북신문 - 김재원 기자,2023/04/02,http://www.newgbnews.com/news/view.php?idx=301349
포항,"포항, 무단 방치차량·불법 정비업체 단속",일간경북신문 - 김재원 기자,2023/03/28,http://www.newgbnews.com/news/view.php?idx=300877
포항,"북구보건소·체육회, 시민 건강증진 협력",일간경북신문 - 김재원 기자,2023/03/23,http://www.newgbnews.com/news/view.php?idx=300375
포항,"포항, 저소득 청년 월세 한시 특별지원",일간경북신문 - 김재원 기자,2023/03/20,http://www.newgbnews.com/news/view.php?idx=299833
포항,포항 온 과기부장관 “기술 창업 적극 지원”,일간경북신문 - 김재원 기자,2023/03/16,http://www.newgbnews.com/news/view.php?idx=299453
포항,‘포항사랑카드’ 해병대문화축제 기간 할인,일간경북신문 - 김재원 기자,2023/04/24,http://www.newgbnews.com/news/view.php?idx=303800
포항,"포항, 미래 먹거리 ‘바이오헬스산업’ 급부상",일간경북신문 - 김재원 기자,2023/04/19,http://www.newgbnews.com/news/view.php?idx=303317
포항,내수경제 활성화 UP 포항 ‘대한민국 동행 축제’,일간경북신문 - 김재원 기자,2023/04/13,http://www.newgbnews.com/news/view.php?idx=302716
포항,4년만 열리는 ‘포항 해병대문화축제’ 준비 착착,일간경북신문 - 김재원 기자,2023/04/10,http://www.newgbnews.com/news/view.php?idx=302253
포항,"의료폐기물 소각장 “포항·경북, 신설 이유 없다”",일간경북신문 - 김재원 기자,2023/04/04,http://www.newgbnews.com/news/view.php?idx=301679
포항,"포항, 공직기강 확립 ‘특별감찰’",일간경북신문 - 김재원 기자,2023/04/02,http://www.newgbnews.com/news/view.php?idx=301348
포항,"포항, 중간관리자 토론형 성희롱·성폭력 예방 교육",일간경북신문 - 김재원 기자,2023/03/28,http://www.newgbnews.com/news/view.php?idx=300876
포항,"포항, 수소 산업 중심도시 ‘속도전’",일간경북신문 - 김재원 기자,2023/03/23,http://www.newgbnews.com/news/view.php?idx=300373
포항,"포항, 음식물 폐기물 감량 우수 공동주택 주인공 찾아요",일간경북신문 - 김재원 기자,2023/03/20,http://www.newgbnews.com/news/view.php?idx=299832
포항,"포항시의회 자치행정위, 주요사업 현장확인",일간경북신문 - 김재원 기자,2023/03/16,http://www.newgbnews.com/news/view.php?idx=299432
포항,"포항, 푸드테크 스퀘어 융복합 센터 구축 추진",일간경북신문 - 김재원 기자,2023/04/24,http://www.newgbnews.com/news/view.php?idx=303799
포항,신라 왕실사찰 ‘법광사지’ 복원정비 필요하다,일간경북신문 - 김재원 기자,2023/04/18,http://www.newgbnews.com/news/view.php?idx=303197
포항,"포항, 복지분야 공모사업 잇따라 선정",일간경북신문 - 김재원 기자,2023/04/13,http://www.newgbnews.com/news/view.php?idx=302714
포항,"“해병문화축제, 포항 해병전우회가 중심”",일간경북신문 - 김재원 기자,2023/04/09,http://www.newgbnews.com/news/view.php?idx=302095
포항,"북구보건소·산림조합, 치매 친화 환경 조성",일간경북신문 - 김재원 기자,2023/04/04,http://www.newgbnews.com/news/view.php?idx=301677
포항,"포항, 디지털 혁신거점 도시 도약 ‘본격화’",일간경북신문 - 김재원 기자,2023/04/02,http://www.newgbnews.com/news/view.php?idx=301347
포항,"포항, 임산부 “친환경 농산물 꾸러미’",일간경북신문 - 김재원 기자,2023/03/28,http://www.newgbnews.com/news/view.php?idx=300875
포항,"포항, 눈·입 즐거운 호미반도 속으로 ‘풍덩’",일간경북신문 - 김재원 기자,2023/03/23,http://www.newgbnews.com/news/view.php?idx=300372
포항,"북구 치매안심센터, 5월까지 가족교실 ‘헤아림·쓰담’ 운영",일간경북신문 - 김재원 기자,2023/03/20,http://www.newgbnews.com/news/view.php?idx=299831
포항,백강석 흥해농협조합장 재당선 “투명한 농협… 지역경제 기여”,일간경북신문 - 김재원 기자,2023/03/15,http://www.newgbnews.com/news/view.php?idx=299324
포항,"포항, 시민 체감형 정책… 민생경제 살리기",일간경북신문 - 김재원 기자,2023/04/24,http://www.newgbnews.com/news/view.php?idx=303798
포항,"포항, 천마저수지 수변둘레길 저수지 횡단 출렁다리 생긴다",일간경북신문 - 김재원 기자,2023/04/18,http://www.newgbnews.com/news/view.php?idx=303187
포항,"임업·산림 공익 지불금 포항, 17일부터 접수한다",일간경북신문 - 김재원 기자,2023/04/13,http://www.newgbnews.com/news/view.php?idx=302712
포항,"포항 방위협, 예비군 사기진작·노고 격려",일간경북신문 - 김재원 기자,2023/04/09,http://www.newgbnews.com/news/view.php?idx=302088
포항,"포항, 이륜차 배출가스 출장 검사 서비스",일간경북신문 - 김재원 기자,2023/04/04,http://www.newgbnews.com/news/view.php?idx=301676
포항,“이차전지 특화단지 최적지는 포항이다” 홍보,일간경북신문 - 김재원 기자,2023/04/02,http://www.newgbnews.com/news/view.php?idx=301346
포항,"포항, 재난의연금 배분 시스템 개선 필요 건의",일간경북신문 - 김재원 기자,2023/03/28,http://www.newgbnews.com/news/view.php?idx=300874
포항,"포항, 미래세대 지속가능 녹색도시 조성",일간경북신문 - 김재원 기자,2023/03/23,http://www.newgbnews.com/news/view.php?idx=300371
포항,포항시민 ‘안전 최우선’… 소규모 공공시설 꼼꼼 점검,일간경북신문 - 김재원 기자,2023/03/20,http://www.newgbnews.com/news/view.php?idx=299829
포항,"포항, 관광 서비스 시설개선 최대 2천만원",일간경북신문 - 김재원 기자,2023/03/15,http://www.newgbnews.com/news/view.php?idx=299323
포항,"포스코, 10개 국가거점국립대와 기업시민 키운다",일간경북신문 - 김재원 기자,2023/04/24,http://www.newgbnews.com/news/view.php?idx=303755
포항,"포항, 청년 공감 정책 현장서 답 찾다",일간경북신문 - 김재원 기자,2023/04/18,http://www.newgbnews.com/news/view.php?idx=303185
포항,포항 “시청사 내 일회용 컵 사라진다”,일간경북신문 - 김재원 기자,2023/04/13,http://www.newgbnews.com/news/view.php?idx=302711
포항,‘포항 대표축제’ 전국에 ‘널리~ 널리’,일간경북신문 - 김재원 기자,2023/04/09,http://www.newgbnews.com/news/view.php?idx=302086
포항,"남구보건소, 찾아가는 행복병원",일간경북신문 - 김재원 기자,2023/04/04,http://www.newgbnews.com/news/view.php?idx=301675
포항,"포항, 마이스산업 성장 기반 마련 ‘첫발’",일간경북신문 - 김재원 기자,2023/03/30,http://www.newgbnews.com/news/view.php?idx=301214
포항,슬기로운 귀농생활… 포항시가 함께 합니다,일간경북신문 - 김재원 기자,2023/03/28,http://www.newgbnews.com/news/view.php?idx=300873
포항,"포항, 촉촉한 단비 “산불 걱정 덜고… 농민 휴~”",일간경북신문 - 김재원 기자,2023/03/23,http://www.newgbnews.com/news/view.php?idx=300370
포항,포항 ‘형산강 홍수통제소’ 신설 추진한다,일간경북신문 - 김재원 기자,2023/03/20,http://www.newgbnews.com/news/view.php?idx=299828
포항,‘포항마켓’ 10주년 최대 50% 할인,일간경북신문 - 김재원 기자,2023/03/15,http://www.newgbnews.com/news/view.php?idx=299322
포항,"포항, 시내버스 재정 투명·합리성 UP",일간경북신문 - 김재원 기자,2023/04/23,http://www.newgbnews.com/news/view.php?idx=303595
포항,"포항, 배터리 산업도시 부문 2연속 ‘대상’",일간경북신문 - 김재원 기자,2023/04/18,http://www.newgbnews.com/news/view.php?idx=303184
포항,"포항, 영세 소상공인 카드수수료 확대 지원",일간경북신문 - 김재원 기자,2023/04/13,http://www.newgbnews.com/news/view.php?idx=302710
포항,포항·행안부·경북도 태풍피해 ‘재발 방지 만전’,일간경북신문 - 김재원 기자,2023/04/09,http://www.newgbnews.com/news/view.php?idx=302085
포항,"포항, 장기간 상하수도 요금 체납 공·폐가 단수 처분 실시",일간경북신문 - 김재원 기자,2023/04/04,http://www.newgbnews.com/news/view.php?idx=301674
포항,"“전세 사기, 피해자가 될 수도 있습니다”",일간경북신문 - 김재원 기자,2023/03/30,http://www.newgbnews.com/news/view.php?idx=301213
포항,범시민대책위원회 ‘포스코 창립일’ 앞두고 특별성명,일간경북신문 - 김재원 기자,2023/03/27,http://www.newgbnews.com/news/view.php?idx=300725
포항,"포항, 253억 들여 미래 교육 인재 양성 ‘온힘’",일간경북신문 - 김재원 기자,2023/03/23,http://www.newgbnews.com/news/view.php?idx=300369
포항,포항시의회 “내실있는 합의 이행 노력”,일간경북신문 - 김재원 기자,2023/03/19,http://www.newgbnews.com/news/view.php?idx=299689
포항,"포항, 인터배터리서 “이차전지 특화단지 최적”",일간경북신문 - 김재원 기자,2023/03/15,http://www.newgbnews.com/news/view.php?idx=299321
포항,"포항 보경사, 5월 4일부터 무료 입장",일간경북신문 - 김재원 기자,2023/04/23,http://www.newgbnews.com/news/view.php?idx=303593
포항,“경북 안전 체험관 건립 최적지는 포항”,일간경북신문 - 김재원 기자,2023/04/18,http://www.newgbnews.com/news/view.php?idx=303183
포항,"포항, 세수 확보대응책 마련 행정력 ‘집중’",일간경북신문 - 김재원 기자,2023/04/13,http://www.newgbnews.com/news/view.php?idx=302709
포항,포항 동빈대교 건설 순조… 교통 허브 기대,일간경북신문 - 김재원 기자,2023/04/09,http://www.newgbnews.com/news/view.php?idx=302084
포항,"포항, 14일까지 청년 심리지원 바우처",일간경북신문 - 김재원 기자,2023/04/04,http://www.newgbnews.com/news/view.php?idx=301673
포항,"포항사랑카드, 4월 5일부터 모바일 뱅크 현장 발급한다",일간경북신문 - 김재원 기자,2023/03/30,http://www.newgbnews.com/news/view.php?idx=301212
포항,포항시의원 재선거 “사전 투표하세요”,일간경북신문 - 김재원 기자,2023/03/27,http://www.newgbnews.com/news/view.php?idx=300719
포항,포항 ‘경북 최초’ 국립 전문과학관 건립 추진,일간경북신문 - 김재원 기자,2023/03/22,http://www.newgbnews.com/news/view.php?idx=300213
포항,"“포스코, 세계적인 미래기술연구원 포항에 세워야”",일간경북신문 - 김재원 기자,2023/03/19,http://www.newgbnews.com/news/view.php?idx=299688
포항,포항 ‘힐링로드’ 도심권 단절된 숲길 잇는다,일간경북신문 - 김재원 기자,2023/03/15,http://www.newgbnews.com/news/view.php?idx=299320
포항,"포항, 경북도 지방세정 종합평가 ‘대상’ 수상",일간경북신문 - 김재원 기자,2023/04/23,http://www.newgbnews.com/news/view.php?idx=303592
포항,포항시 간부 공무원 비위수사 ‘지연’…봐주나?,일간경북신문 - 김재원 기자,2023/04/17,http://www.newgbnews.com/news/view.php?idx=303045
포항,"포항, 강소연구개발특구 기업 적극 지원",일간경북신문 - 김재원 기자,2023/04/12,http://www.newgbnews.com/news/view.php?idx=302535
포항,전국 첫 포항 LPG 배관망 정보센터 개소,일간경북신문 - 김재원 기자,2023/04/06,http://www.newgbnews.com/news/view.php?idx=301918
포항,포항시민 숙원 수서행 고속열차 운행 확정,일간경북신문 - 김재원 기자,2023/04/04,http://www.newgbnews.com/news/view.php?idx=301672
포항,"포항, 소규모 기업환경 개선사업자 모집",일간경북신문 - 김재원 기자,2023/03/30,http://www.newgbnews.com/news/view.php?idx=301211
포항,"포항 평생학습원, 기업체에 찾아가는 근로자 ESG 교육",일간경북신문 - 김재원 기자,2023/03/27,http://www.newgbnews.com/news/view.php?idx=300718
포항,"포항, 치매 극복 ‘따뜻한 동행’ 건강도시",일간경북신문 - 김재원 기자,2023/03/22,http://www.newgbnews.com/news/view.php?idx=300211
포항,만성질환자 금연 습관 교육,일간경북신문 - 김재원 기자,2023/03/19,http://www.newgbnews.com/news/view.php?idx=299680
포항,"포항시의회 예산결산특위, 추경안 심사 돌입",일간경북신문 - 김재원 기자,2023/03/15,http://www.newgbnews.com/news/view.php?idx=299307
포항,‘포항의 힘’… 연이은 기업 투자유치 성공,일간경북신문 - 김재원 기자,2023/04/23,http://www.newgbnews.com/news/view.php?idx=303591
포항,"포항, 체험·관광형 고향 사랑 답례품 공급",일간경북신문 - 김재원 기자,2023/04/17,http://www.newgbnews.com/news/view.php?idx=303042
포항,"포항, 후쿠시마 오염수 해양 방류 공동 대응",일간경북신문 - 김재원 기자,2023/04/12,http://www.newgbnews.com/news/view.php?idx=302533
포항,"포항, 튀르키예·시리아 난민에 10만달러",일간경북신문 - 김재원 기자,2023/04/06,http://www.newgbnews.com/news/view.php?idx=301916
포항,"흩어진 유물 포항으로, 시립박물관 건립 ‘첫발’",일간경북신문 - 김재원 기자,2023/04/04,http://www.newgbnews.com/news/view.php?idx=301671
포항,‘해오름동맹’ 도시발전 전략연구 공동 추진,일간경북신문 - 김재원 기자,2023/03/30,http://www.newgbnews.com/news/view.php?idx=301210
포항,"미래세대 선물, 포항숲 나무 심기 31일",일간경북신문 - 김재원 기자,2023/03/27,http://www.newgbnews.com/news/view.php?idx=300717
포항,형산강 깨끗하게 ‘세계 물의 날’ 플로깅,일간경북신문 - 김재원 기자,2023/03/22,http://www.newgbnews.com/news/view.php?idx=300210
포항,"흥해 성곡리, 도시형 케어팜 참여자 모집",일간경북신문 - 김재원 기자,2023/03/19,http://www.newgbnews.com/news/view.php?idx=299679
포항,포항 장기천 어린 연어 방류 “3년 후 만나자”,일간경북신문 - 김재원 이기화 기자,2023/03/14,http://www.newgbnews.com/news/view.php?idx=299159
포항,"포항시의회, 지방자치 발전 ‘소통의 장’",일간경북신문 - 김재원 기자,2023/04/23,http://www.newgbnews.com/news/view.php?idx=303583
포항,"포항, 산림재해 우려 지역 집중 안전 점검",일간경북신문 - 김재원 기자,2023/04/17,http://www.newgbnews.com/news/view.php?idx=303041
포항,"포항, 정례형 직거래장터 사업 3연속 선정",일간경북신문 - 김재원 기자,2023/04/12,http://www.newgbnews.com/news/view.php?idx=302527
포항,"포항, 스마트 미세먼지 안심 승강장 ‘인기’",일간경북신문 - 김재원 기자,2023/04/06,http://www.newgbnews.com/news/view.php?idx=301915
포항,포스코 정비 자회사 설립 지역 상생 요청,일간경북신문 - 김재원 기자,2023/04/04,http://www.newgbnews.com/news/view.php?idx=301595
포항,포항시민 중심 ‘일자리 창출’ 경제도시 이끈다,일간경북신문 - 김재원 기자,2023/03/30,http://www.newgbnews.com/news/view.php?idx=301209
포항,"“꽃 피는 봄, 포항으로 오세요”",일간경북신문 - 김재원 기자,2023/03/27,http://www.newgbnews.com/news/view.php?idx=300716
포항,"포항, 납세자 중심 법인 지방세 세무조사",일간경북신문 - 김재원 기자,2023/03/22,http://www.newgbnews.com/news/view.php?idx=300208
포항,"포항, 개별 주택가격 열람·의견 접수",일간경북신문 - 김재원 기자,2023/03/19,http://www.newgbnews.com/news/view.php?idx=299678
포항,이번에도 무소속 바람불까 ‘뜨거운 관심’,일간경북신문 - 김재원 기자,2023/03/14,http://www.newgbnews.com/news/view.php?idx=299158
포항,"포스코홀딩스, 미래기술연구원 ‘힘찬 출발’",일간경북신문 - 김재원 기자,2023/04/20,http://www.newgbnews.com/news/view.php?idx=303499
포항,포항 “재비산 먼지 잡아라” 철강 공단로 살수 청소,일간경북신문 - 김재원 기자,2023/04/17,http://www.newgbnews.com/news/view.php?idx=303040
포항,이차전지 특화단지 최적 조건 갖춘 ‘포항’으로,일간경북신문 - 김재원 기자,2023/04/12,http://www.newgbnews.com/news/view.php?idx=302526
포항,‘영일만친구’ 산학연 상생 협약… 판로 넓힌다,일간경북신문 - 김재원 기자,2023/04/06,http://www.newgbnews.com/news/view.php?idx=301914
포항,포항시 도시계획심의는 건축허가 면피용?,일간경북신문 - 김재원 기자,2023/04/03,http://www.newgbnews.com/news/view.php?idx=301535
포항,"“포스코홀딩스 경영진, 은밀한 돈잔치”",일간경북신문 - 김재원 기자,2023/03/30,http://www.newgbnews.com/news/view.php?idx=301196
포항,포항 ‘나만의 특별한 작은 결혼식’ 지원,일간경북신문 - 김재원 기자,2023/03/27,http://www.newgbnews.com/news/view.php?idx=300715
포항,"포항, 봄맞이 새 단장 ‘내연산 치유의 숲’ 본격 운영",일간경북신문 - 김재원 기자,2023/03/22,http://www.newgbnews.com/news/view.php?idx=300207
포항,"남구보건소, 민원실 업무재개",일간경북신문 - 김재원 기자,2023/03/19,http://www.newgbnews.com/news/view.php?idx=299675
포항,포항 ‘퐝퐝여행’ 가게 홍보하면 손님 수가 ‘퐝퐝’,일간경북신문 - 김재원 기자,2023/03/14,http://www.newgbnews.com/news/view.php?idx=299121
포항,"포항, 장애인의 날 ‘어울림 한마당’",일간경북신문 - 김재원 기자,2023/04/20,http://www.newgbnews.com/news/view.php?idx=303476
포항,"포항, 매니페스토 공약 평가 3연속 ‘최고등급’",일간경북신문 - 김재원 기자,2023/04/17,http://www.newgbnews.com/news/view.php?idx=303038
포항,"포항, 수소 중심도시로 대전환 ‘본격 시동’",일간경북신문 - 김재원 기자,2023/04/12,http://www.newgbnews.com/news/view.php?idx=302524
포항,"포항, 환동해 호국역사기념관 건립 ‘온힘’",일간경북신문 - 김재원 기자,2023/04/06,http://www.newgbnews.com/news/view.php?idx=301913
포항,"포항바다버스·불꽃원정대, 시범운영",일간경북신문 - 김재원 기자,2023/04/03,http://www.newgbnews.com/news/view.php?idx=301528
포항,포항 “자동차 종합검사 기간 꼭 지키세요”,일간경북신문 - 김재원 기자,2023/03/29,http://www.newgbnews.com/news/view.php?idx=301049
포항,"포항, 신속 예산집행… 지역 경기 활성화 올인",일간경북신문 - 김재원 기자,2023/03/27,http://www.newgbnews.com/news/view.php?idx=300714
포항,4년만 다시 돌아온 대게축제 “구룡포로 어서오시 게”,일간경북신문 - 김재원 기자,2023/03/22,http://www.newgbnews.com/news/view.php?idx=300206
포항,"포항, 5월까지 강소농 기초반",일간경북신문 - 김재원 기자,2023/03/19,http://www.newgbnews.com/news/view.php?idx=299674
포항,"포항, 도로명판 야간조명 설치",일간경북신문 - 김재원 기자,2023/03/14,http://www.newgbnews.com/news/view.php?idx=299119
포항,"스페이스워크, 전자정부 홈피서 ‘깜짝 1위’",일간경북신문 - 김재원 기자,2023/04/20,http://www.newgbnews.com/news/view.php?idx=303475
