title,keyword,category,subcategory,predication,departmenet
"#@주소# 앞으로 지분 면적이 있다면 #@소속#은 #@주소# 2021년 일반농산어촌개발사업 취약지역 생활여건 개조사업으로 리모델링이 가능할 것으로 사료됩니다. 그러나 지분면적이 없다면, 마을회관 리모델링이 가능할지 질의합니다.","['지분면적', '2021년', '일반농산어촌개발사업', '취약지역', '생활여건', '개조사업', '마을회관', '리모델링']",농업_축산,기타,문의(질의),농업정책과
#@주소# 앞으로 지분 면적이 있다면 #@소속#은 #@주소# 2021년 일반농산어촌개발사업 취약지역 생활여건 개조사업으로 리모델링이 가능할 것같습니다. 그러나 지분면적이 없다면 가능할지 답변 바랍니다.,"['지분면적', '2021년', '일반농산어촌개발사업', '취약지역', '생활여건', '개조사업', '리모델링']",농업_축산,기타,문의(질의),농업정책과
"#@주소# 앞으로 지분 면적이 있다면 #@소속#은 #@주소# 2021년 일반농산어촌개발사업 취약지역 생활여건 개조사업으로 리모델링이 가능할 것으로 사료됩니다. 그러나 지분면적이 없다면, 마을회관 리모델링이 가능할지 알고 싶은데요.","['지분면적', '2021년', '일반농산어촌개발사업', '취약지역', '생활여건', '개조사업', '마을회관', '리모델링']",농업_축산,기타,문의(질의),농업정책과
십 년 가까이 유기 동물 보호소와 나름 협업과 소통을 서로 잘 이어오고 있는 봉사자인데 동물복지과 담당 직원 김#@이름# 님이 창원 통합 유기견 보호소를 빌미로 세부적인 소통과 유기적인 협업은 일방적으로 파기하고 현장의 목소리조차 소통을 묵살하는 처사는 묵과할 수가 없습니다. 답변 꼭 부탁합니다.,"['동물복지과', '소통', '협업', '파기', '묵살', '답변']",농업_축산,기타,항의,축산과
동물복지과 담당 직원 김#@이름# 님이 창원 통합 유기견 보호소를 빌미로 세부적인 소통과 유기적인 협업을 파기하고 현장의 목소리조차 소통을 묵살하니 이대로 있을 수 없어 민원을 제기합니다.,"['동물복지과', '소통', '협업', '파기', '묵살']",농업_축산,기타,항의,축산과
십 년 가까이 유기 동물 보호소와 나름 협업과 소통을 서로 잘 이어오고 있는 봉사자인데 동물복지과 담당 직원 김#@이름# 님이 창원 통합 유기견 보호소를 빌미로 세부적인 소통과 유기적인 협업은 일방적으로 파기하고 현장의 목소리조차 소통을 묵살하는 처사는 묵과할 수가 없습니다. 회신 꼭 부탁합니다.,"['동물복지과', '소통', '협업', '파기', '묵살']",농업_축산,기타,항의,축산과
진해구 남문동 흰돌매공원 유기견 단속 요청드립니다.,"['진해구', '흰돌매공원', '유기견']",농업_축산,기타,요청/개선,축산과
유기견 단속해 주세요.위치는 진해구 남문동 흰돌매공원 입니다.,"['진해구', '흰돌매공원', '유기견']",농업_축산,기타,요청/개선,축산과
진해구 남문동 흰돌매공원 유기견 단속바랍니다.,"['진해구', '흰돌매공원', '유기견']",농업_축산,기타,요청/개선,축산과
진해구 남문동 흰돌매공원 유기견문제를 해결해 주시기 바랍니다.,"['진해구', '흰돌매공원', '유기견']",농업_축산,기타,요청/개선,축산과
진해구 남문동 흰돌매공원 유기견 처리 바랍니다.,"['진해구', '흰돌매공원', '유기견']",농업_축산,기타,요청/개선,축산과
진해의 농기계 임대 기종이 협소하여 소농인들에게 부담이 되니 임대농기계 기종을 확대해주시길 요청합니다. ,"['진해', '농기계', '기종', '소농인', '부담']",농업_축산,기타,요청/개선,농산물유통과
진해의 농기계 임대 기종이 협소하여 소농인들에게 부담이 되니 보완해 주셨으면 좋겠습니다.,"['진해', '농기계', '기종', '소농인', '부담']",농업_축산,기타,요청/개선,농산물유통과
진해의 농기계 임대 기종이 협소하니 임대농기계 기종을 늘려주길 요청합니다. ,"['진해', '농기계', '기종']",농업_축산,기타,요청/개선,농산물유통과
주말에 견주 모임을 용지 문화 공원에서 하는 것 같은데 목줄 및 입마개 필수 견들도 아무것도 하지 않고 뛰어다닙니다. 차라리 일부분을 강아지 지정 공원으로 하고 울타리를 치는 것이 안전하지 않을까요?,['강아지'],농업_축산,기타,요청/개선,산림농정과
주말에 견주 모임을 용지 문화 공원에서 하는 것 같은데 차라리 일부분을 강아지 지정 공원으로 하고 울타리를 치는 것이 안전하지 않을까 합니다.,['강아지'],농업_축산,기타,요청/개선,산림농정과
주말에 견주 모임을 용지 문화 공원에서 하는 것 같은데 목줄 및 입마개 필수 견들도 아무것도 하지 않고 뛰어다닙니다. 차라리 일부분을 강아지 지정 공원으로 하고 울타리를 치는 것이 안전하지 않을까요? 확인 후 조치를 취해 주세요.,['강아지'],농업_축산,기타,요청/개선,산림농정과
문화 공원에서 주말에 견주 모임을 하는 것 같은데 일부분을 강아지 지정 공원으로 하는 것을 검토해 주시기 바랍니다.,['강아지'],농업_축산,기타,요청/개선,산림농정과
주말에 견주 모임을 용지 문화 공원에서 하는 것 같은데 목줄 및 입마개 필수 견들도 아무것도 하지 않고 뛰어다닙니다. 차라리 일부분을 강아지 지정 공원으로 하고 울타리를 치는 것이 안전하지 않을까요? 조치를 취해 주시길 바랍니다.,['강아지'],농업_축산,기타,요청/개선,산림농정과
"최근 저는 키우는 개와 산책하고 있었는데, 홀로 돌아다니는 개로부터 위협당하였습니다. 그리고 제 개는 풀린 개로부터 물림 사고를 당하였습니다.
월영동 만날 공원 인근에는 풀려서 홀로 돌아다니는 개는 물론, 목줄을 하지 않고 산책하는 개들이 너무 많아 매우 우려스럽습니다.
월영동 만날 공원 인근에서 단속을 시행하여 다시는 이와 같은 일들이 벌어지지 않도록 조치를 부탁드립니다.","['개', '산책', '위협', '월영동', '목줄', '단속']",농업_축산,기타,요청/개선,축산과
"요 근래에 홀로 돌아다니는 풀린 개로부터 물림 사고를 당하였습니다.월영동 만날 공원 인근에는 풀려서 홀로 돌아다니는 개는 물론, 목줄을 하지 않고 산책하는 개들이 너무 많으니 조치 바랍니다.","['개', '산책', '월영동', '목줄']",농업_축산,기타,요청/개선,축산과
"최근 저는 키우는 개와 산책하고 있었는데, 홀로 돌아다니는 개로부터 위협당하였습니다. 그리고 제 개는 풀린 개로부터 물림 사고를 당하였습니다.
월영동 만날 공원 인근에는 풀려서 홀로 돌아다니는 개는 물론, 목줄을 하지 않고 산책하는 개들이 너무 많아 매우 우려스럽습니다.
월영동 만날 공원 인근에서 단속을 요청하오니 시행 해 주십시오.","['개', '산책', '위협', '월영동', '목줄', '단속']",농업_축산,기타,요청/개선,축산과
길고양이 학대 예방 요청드립니다.,"['길고양이', '학대', '예방']",농업_축산,기타,요청/개선,산림농정과
길고양이 학대에 대하여 예방 요청합니다.,"['길고양이', '학대', '예방']",농업_축산,기타,요청/개선,산림농정과
길고양이 학대 예방해 주세요.,"['길고양이', '학대', '예방']",농업_축산,기타,요청/개선,산림농정과
길고양이 학대를 못하도록 예방 바랍니다.,"['길고양이', '학대', '예방']",농업_축산,기타,요청/개선,산림농정과
길고양이 학대 예방해 주시기 바랍니다.,"['길고양이', '학대', '예방']",농업_축산,기타,요청/개선,산림농정과
대문 앞 농어촌공사 부지 경계를 표시 한 붉은 선 제거를 요청합니다.,"['대문', '농어촌공사', '부지', '경계', '붉은 선', '제거']",농업_축산,기타,요청/개선,한국농어촌공사
대문 앞 농어촌공사 부지 경계를 표시를 위한 붉은 선을없애 주시기 부탁드려요.,"['대문', '농어촌공사', '부지', '경계', '붉은 선']",농업_축산,기타,요청/개선,한국농어촌공사
대문 앞 농어촌공사 부지 경계를 표시 한 붉은 선 제거를 해주세요.,"['대문', '농어촌공사', '부지', '경계', '붉은 선', '제거']",농업_축산,기타,요청/개선,한국농어촌공사
"반려견을 산책 시키려 데리고 나올 때 반드시 목줄을 하도록 계몽해 줄 것을 건의 드립니다.
","['반려견', '산책']",농업_축산,기타,건의/제기,산림농정과
반려견을 데리고 나올 때 반드시 목줄을 하도록 계도 부탁드립니다.,['반려견'],농업_축산,기타,건의/제기,산림농정과
반려견을 산책 시키려 데리고 나올 때 반드시 목줄을 하도록 계몽해 줄 것을 건의해요.,"['반려견', '산책']",농업_축산,기타,건의/제기,산림농정과
반려견에게 산책 시 목줄을 하도록 계도해 주세요.,"['반려견', '산책']",농업_축산,기타,건의/제기,산림농정과
반려견을 산책 시키려 데리고 나올 때 반드시 목줄을 하도록 계몽해 줄 것을 바랍니다.,"['반려견', '산책']",농업_축산,기타,건의/제기,산림농정과
마산 내서 광려천에 시민들의 더 쾌적한 산책 환경을 위해서 따로 강아지 운동장 공간을 만들어 주시기를 요청합니다.,"['마산', '내서', '광려천', '시민', '산책', '강아지', '운동장', '공간']",농업_축산,기타,요청/개선,축산과
마산 내서 광려천 주변에 시민들의 쾌적한 산책 환경을 위해서 따로 강아지 운동장 공간을 만들어 주시면 좋겠습니다.,"['마산', '내서', '광려천', '시민', '산책', '강아지', '운동장', '공간']",농업_축산,기타,요청/개선,축산과
마산 내서 광려천에 시민들의 더 쾌적한 산책 환경을 위한 별도의 강아지 운동장 공간을 만들어 주시기를 부탁드립니다.,"['마산', '내서', '광려천', '시민', '산책', '강아지', '운동장', '공간']",농업_축산,기타,요청/개선,축산과
 #@주소#아파트 뒷산 유기견 소음 신고드립니다.,"['뒷산', '유기견', '소음']",농업_축산,기타,요청/개선,의창구청
 #@주소#아파트 뒷산 유기견 소음이 너무 심해 신고합니다.,"['뒷산', '유기견', '소음']",농업_축산,기타,요청/개선,의창구청
 #@주소#아파트 뒷산 유기견의 소음으로 너무 불편합니다. 처리해 주세요.,"['뒷산', '유기견', '소음']",농업_축산,기타,요청/개선,의창구청
 #@주소#아파트 뒷산 유기견 소음을 조속한 시일내에 처리해 주시기 바랍니다.,"['뒷산', '유기견', '소음']",농업_축산,기타,요청/개선,의창구청
 #@주소#아파트 뒷산 유기견 소음 신고합니다. 조속히 처리해 주실 것을 요청드립니다.,"['뒷산', '유기견', '소음']",농업_축산,기타,요청/개선,의창구청
"아파트 주위 공원, 화단 및 길거리에 고양이 사료 넣은 비닐 쓰레기 많이 버려져 있습니다. 밤마다 고양이 사료를 주는 아주머니들이 많이 있는데, 고양이 사료를 담은 비닐 쓰레기는 안 치우십니다. 아주머니들한테 치우라고 하든지, 아니면 고양이 사료를 이런 식으로 주는 것을 막든지, 대책이 있어야 할 것 같습니다.","['아파트', '고양이', '사료', '비닐 쓰레기', '대책']",농업_축산,기타,요청/개선,환경미화과
"아파트 주위에 밤마다 고양이 사료를 주는 아주머니들이 많이 계십니다. 그런데 고양이 사료를 담은 비닐 쓰레기는 안 치우시니 아주머니들한테 비닐 쓰레기를 치우라고 하든지, 아니면 고양이 사료를 이런 식으로 주는 것을 막든지, 대책이 시급하게 필요합니다.","['아파트', '고양이', '사료', '비닐 쓰레기', '대책']",농업_축산,기타,요청/개선,환경미화과
"밤마다 고양이 사료를 주는 아주머니들 때문에 아파트 주위 공원과 화단 및 길거리에 고양이 사료 넣은 비닐 쓰레기 많이 버려져 있습니다. 고양이 사료를 담은 비닐 쓰레기는 안 치워 가시는데 아주머니들한테 치우라고 하든지, 아니면 고양이 사료를 이런 식으로 주는 것을 막든지, 대책을 세울 필요성이 있습니다.","['아파트', '고양이', '사료', '비닐 쓰레기', '대책']",농업_축산,기타,요청/개선,환경미화과
길고양이 급식소 설치가 어렵다면 플래카드라도 부착 해서 불법이 아니라고 적극적인 홍보를 해주시길 요청합니다.,"['길고양이 급식소', '플래카드', '불법', '홍보']",농업_축산,기타,요청/개선,축산과
요청드렸던 길고양이 급식소 설치가 어렵다면 플랜카드라도 부착 해서 불법이 아니라고 적극적인 홍보를 해주시면 안될까요?,"['길고양이 급식소', '플랜카드', '불법', '홍보']",농업_축산,기타,요청/개선,축산과
길고양이 급식소 설치가 안된다면 현수막이라도 부착 해서 불법이 아닌 것에 대해 적극적인 홍보를 해주시길 부탁드려요.,"['길고양이 급식소', '불법', '홍보']",농업_축산,기타,요청/개선,축산과
길고양이 급식소 설치가 어렵다면 플랜카드라도 부착 해서 불법이 아니라고 적극적인 홍보를 해주세요.,"['길고양이 급식소', '플랜카드', '불법', '홍보']",농업_축산,기타,요청/개선,축산과
길고양이 급식소 설치가 어렵다면 플랜카드라도 부착 해서 불법이 아니라고 적극적인 홍보를 해주시길 요청해요.,"['길고양이 급식소', '플랜카드', '불법', '홍보']",농업_축산,기타,요청/개선,축산과
2년 여간 1층에 세든 할머니가 기르고 있는 개를 목줄 없이 낮과 밤에 함부로 풀어놓아서 위험하니 조치 바랍니다. 주소는 창원시 의창구 #@주소# 입니다. ,"['개', '목줄']",농업_축산,기타,요청/개선,축산과
2년 여간 1층에 살고 계시는 할머니가 본인의 개를 목줄 없이 낮과 밤에 풀어놓아서 매우 위험합니다. 주소는 창원시 의창구 #@주소# 이니 조치 바랍니다.,"['개', '목줄']",농업_축산,기타,요청/개선,축산과
2년 여간 1층에 세든 할머니가 기르고 있는 개를 목줄 없이 낮과 밤에 함부로 풀어놓아서 위험하니 계도 바랍니다. 주소는 창원시의 의창구 #@주소# 입니다. ,"['개', '목줄']",농업_축산,기타,요청/개선,축산과
길고양이 중성화 사업에 대하여 건의드립니다.,['길고양이 중성화 사업'],농업_축산,기타,요청/개선,축산과
길고양이 중성화 사업이 진행되지 않는 것 같습니다. 길고양이 중성화 사업 정상적 진행을 요청합니다.,['길고양이 중성화 사업'],농업_축산,기타,요청/개선,축산과
길고양이 중성화 사업이 변경되고 진행이 원활히 되지 않는 점 확인 후 개선 부탁드립니다.,['길고양이 중성화 사업'],농업_축산,기타,요청/개선,축산과
길고양이 중성화 사업의 진행이 원활히 되지 않는 점 확인 후 개선이 필요해요.,['길고양이 중성화 사업'],농업_축산,기타,요청/개선,축산과
길고양이 중성화 사업이 진행이 안되는 것 같아요. 개선 바랍니다.,['길고양이 중성화 사업'],농업_축산,기타,요청/개선,축산과
길냥이 중성화 사업 빨리 시행 부탁 드립니다. ,['길냥이'],농업_축산,기타,요청/개선,축산과
창원시는 길냥이 중성화 사업을 하루 빨리 시행해 주실 것을 부탁드려요.,['길냥이'],농업_축산,기타,요청/개선,축산과
길냥이 중성화 사업 빨리 시행해 주기를 요청합니다.,['길냥이'],농업_축산,기타,요청/개선,축산과
진해유기동물보호소 안락사 시행 반대합니다.,"['진해유기동물보호소', '안락사', '시행']",농업_축산,기타,요청/개선,진해지도과
진해유기동물보호소에서의 안락사 시행을 절대 반대합니다.,"['진해유기동물보호소', '안락사', '시행']",농업_축산,기타,요청/개선,진해지도과
진해유기동물보호소의 안락사 시행을 즉시 멈춰주세요.,"['진해유기동물보호소', '안락사', '시행']",농업_축산,기타,요청/개선,진해지도과
진해유기동물보호소 안락사 시행 멈춰 주시기 바랍니다.,"['진해유기동물보호소', '안락사', '시행']",농업_축산,기타,요청/개선,진해지도과
진해유기동물보호소 안락사 시행 취소 요청드립니다.,"['진해유기동물보호소', '안락사', '시행']",농업_축산,기타,요청/개선,진해지도과
