title,keyword,category,subcategory,predication,departmenet
태풍 차바 북상에 따른 집중호우로 인해 성산구의 #@주소# 하천 옆 맨홀 파손에 따라 맨홀정비 요청드립니다.,"['태풍', '파손', '집중호우', '하천', '성산구', '맨홀']",상하수도,기타,요청/개선,상하수과
태풍 차바 북상에 따른 집중호우로 인해 성산구의 #@주소# 하천 옆 맨홀 파손에 따라 정비 부탁드립니다.,"['태풍', '파손', '집중호우', '하천', '성산구', '맨홀']",상하수도,기타,요청/개선,상하수과
남의 땅에 오수관을 무단으로 설치 한 후 회원구청에 유선상으로 처리 해줄 것을 요구하였지만 6개월이 다되어 가도 아무런 조치를 하지 않는 마산회원구청 상수도 관리담당자(최#@이름#주무관)를 고발합니다. 또한 그동안 무단으로 사용한 과거 10년치의 사용료와 민원 제기 후 발생 한 지금 까지의 사용료도 지금 해줄 것을 요청하고 한 달 이내로 철거하여 주시기 바랍니다.,"['오수관', '무단', '설치', '사용료', '철거']",상하수도,하수관로,요청/개선,하수시설과
개인 소유 땅에 오수관을 무단으로 설치해 민원을 접수했지만 6개월이 다되어 가도 조치가 없는 #@소속# 담당자 고발합니다. 무단으로 사용한 과거 10년치의 사용료와 민원 제기 후 발생한 지금까지의 사용료도 지급해주시고 한 달 이내로 철거하여 주시기 바랍니다.,"['오수관', '무단', '설치', '사용료', '철거']",상하수도,하수관로,요청/개선,하수시설과
오수관 무단 설치 관련해 민원을 올렸는데 6개월 다 되어가도 조치 없는 #@소속# 담당자 최#@이름#주무관 고발합니다. 과거 10년치의 사용료와 민원 제기 후 발생 한 지금 까지의 사용료와 한 달 이내 철거를 요청합니다.,"['오수관', '무단', '설치', '사용료', '철거']",상하수도,하수관로,요청/개선,하수시설과
개인 소유땅에 오수관 무단 설치하고 민원 후 조치도 없는 #소속# 담당자 최#@이름#주무관 고발합니다. 과거 10년치의 사용료와 민원 제기 후 발생 한 지금 까지의 사용료와 한 달 이내 철거를 요청합니다.,"['오수관', '무단', '설치', '사용료', '철거']",상하수도,하수관로,요청/개선,하수시설과
남의 땅에 오수관을 무단으로 설치한 일로 회원구청에 유선상으로 처리를 요청했습니다. 하지만 6개월이 다되어 가도 아무런 조치를 해주지 않아 담당자 최#@이름#주무관을 고발하고자 합니다. 그동안 무단으로 사용한 과거 10년치의 사용료와 지금까지의 사용료도 다시 지급해주세요. 한 달 안으로 철거도 해주시기 바라며 민원 글 올립니다.,"['오수관', '무단', '설치', '사용료', '철거']",상하수도,하수관로,요청/개선,하수시설과
마창자동차학원 옆 내리막 철도교각 옆 하수관 덮개에 문제가 있습니다. 현장 확인하시고 빠른 처리 바랍니다.,"['마창자동차학원', '내리막', '철도교각', '하수관', '덮개']",상하수도,기타,요청/개선,상하수과
마창자동차학원 옆 내리막 철도교각 옆 하수관 덮개 보수 처리 바랍니다.,"['마창자동차학원', '내리막', '철도교각', '하수관', '덮개', '보수']",상하수도,기타,요청/개선,상하수과
마창자동차학원 옆 내리막 철도교각 옆 하수관 덮개 보수 처리해 주시기 바랍니다.,"['마창자동차학원', '내리막', '철도교각', '하수관', '덮개', '보수']",상하수도,기타,요청/개선,상하수과
창원시 성산구 #@주소#와 #@주소#의 도로 중앙에 설치되어 있는 맨홀이 차량 이동 시 소음이 굉장합니다. 도로 맨홀 파손 소음 조치바랍니다. ,"['창원시', '성산구', '맨홀', '소음', '파손', '조치']",상하수도,기타,요청/개선,상하수과
창원시 성산구 #@주소#와 #@주소#의 도로 중앙에 있는 맨홀이 손상되어 차량이 지나가면 소음이 심각합니다. 조속한 맨홀 정비를 요청합니다.,"['창원시', '성산구', '맨홀', '소음']",상하수도,기타,요청/개선,상하수과
도로의 맨홀이 파손되어 차량이 다닐 때 소음이 심합니다. 창원시 성산구 #@주소#와 #@주소#의 도로 중앙이고 빠른 조치를 부탁드립니다.,"['창원시', '성산구', '맨홀', '소음', '파손', '조치']",상하수도,기타,요청/개선,상하수과
창원시의 성산구 #@주소#와 #@주소#의 도로 중앙에 설치되어 있는 맨홀이 차량 이동 시 소음이 굉장합니다. 도로 맨홀 파손 소음 조치해 주시면 좋겠어요.,"['창원시', '성산구', '맨홀', '소음', '파손', '조치']",상하수도,기타,요청/개선,상하수과
창원시의 성산구 #@주소#와 #@주소#의 도로 중앙에 설치되어 있는 맨홀이 차량 이동 시 소음이 굉장합니다. 도로 맨홀 파손 소음 조치해 주시겠어요?,"['창원시', '성산구', '맨홀', '소음', '파손', '조치']",상하수도,기타,요청/개선,상하수과
집 앞 입구 하수구 맨홀 관련하여 문의 드리고 싶은게 있습니다.,"['집 앞', '하수구 맨홀']",상하수도,하수처리,요청/개선,상하수과
의창구 하수구 맨홀 관련하여 담당하시는 부서 알 수 있을까요?,"['의창구', '하수구 맨홀']",상하수도,하수처리,요청/개선,상하수과
집 앞 하수구 맨홀 관련하여 어디에 여쭤보면 될까요?,"['집 앞', '하수구 맨홀']",상하수도,하수처리,요청/개선,상하수과
"명곡교회, 유치원 입구 배수구 지면에서 돌출되어 보행이 많은 곳으로 위험합니다. 개선 바랍니다. 
","['명곡교회', '유치원', '배수구', '지면', '돌출']",상하수도,기타,요청/개선,상하수과
"명곡교회, 유치원 입구 배수구 지면에서 돌출로 인하여 보행에 위험 합니다. 확인 부탁드립니다.","['명곡교회', '유치원', '배수구', '지면', '돌출']",상하수도,기타,요청/개선,상하수과
창원시 배수구 지면 돌출로 인하여 보행에 위험이 있습니다. 어디로 문의 드리면 될까요?,"['배수구', '지면', '돌출']",상하수도,기타,요청/개선,상하수과
창원시 배수구 지면 돌출 관련하여 담당하시는 부서 연락처 알 수 있을까요?,"['배수구', '지면', '돌출']",상하수도,기타,요청/개선,상하수과
창원시 배수구 지면 돌출로 인해 보행 불편 합니다. ,"['창원시', '배수구', '지면', '돌출']",상하수도,기타,요청/개선,상하수과
배수로를 막고 있는 낙엽 제거작업을 요청합니다. 위치는 의창구 #@주소# 쪽이고 도로 침수 방지를 위해 조속히 처리해주세요.,"['배수로', '낙엽', '도로 침수', '제거']",상하수도,기타,요청/개선,상하수과
의창구의 #@주소# 일원 배수로 위 낙엽이 쌓여 배수를 막고 있어 강수량이 많을 경우 도로 침수로 이어질 우려가 있어 배수로 위 낙엽 제거 정비 해 주세요.,"['배수로', '낙엽', '도로 침수', '제거']",상하수도,기타,요청/개선,상하수과
의창구의 #@주소# 일원 배수로 위 낙엽이 쌓여 배수를 막고 있어 강수량이 많을 경우 도로 침수로 이어질 우려가 있어 배수로 위 낙엽 제거 요청하오니 개선 부탁드립니다.,"['배수로', '낙엽', '도로 침수', '제거']",상하수도,기타,요청/개선,상하수과
창원시 배수구가 막혀 있어요. 이물질 제거 바랍니다. ,"['배수구', '이물질', '제거']",상하수도,기타,요청/개선,상하수과
창원시 배수구 막힘 관련하여 어디로 문의 드리면 될까요?,"['배수구', '막힘']",상하수도,기타,요청/개선,상하수과
창원시 이물질로 인해 배수구 막힘 조치 필요해 보입니다.,"['배수구', '이물질']",상하수도,기타,요청/개선,상하수과
창원시 배수구 관련하여 담당자 연락처 알 수 있을까요?,"['배수구', '담당자']",상하수도,기타,요청/개선,상하수과
창원시 배수구 막힘 관련하여 담당 부서 알 수 있을까요?,"['배수구', '담당', '부서']",상하수도,기타,요청/개선,상하수과
내서IC 방향 맨홀 단차에 대해 보수작업을 부탁드립니다.,"['내서IC', '맨홀', '단차', '보수']",상하수도,기타,요청/개선,상하수과
내서IC 방향 맨홀 단차 보수 처리 바랍니다.,"['내서IC', '맨홀', '단차', '보수']",상하수도,기타,요청/개선,상하수과
내서IC 방향 맨홀 단차 보수 처리해 주시기 바랍니다.,"['내서IC', '맨홀', '단차', '보수']",상하수도,기타,요청/개선,상하수과
"창원시 인도 가운데에 하수관뚜껑 돌출 넘어지는 일이 많습니다.
빠른 조치 요청드립니다.","['창원시', '하수관뚜껑', '돌출']",상하수도,기타,요청/개선,상하수과
" #@주소# 하수관 맨홀 뚜껑 돌출되어 보행시 위험합니다.
조속한 정비 부탁드립니다.","['하수관', '맨홀', '뚜껑', '돌출']",상하수도,기타,요청/개선,상하수과
" #@주소# 인도 가운데에 하수관 뚜껑 돌출되어 있습니다.
처리 요청합니다.","['하수관', '뚜껑', '돌출']",상하수도,기타,요청/개선,상하수과
"인도 가운데에 하수관 맨홀 뚜껑 돌출로 넘어지는 일이 다수입니다.
확인 후 처리 요청합니다.
 #@주소#입니다.","['하수관', '맨홀', '뚜껑', '돌출']",상하수도,기타,요청/개선,상하수과
 #@주소# 인도 가운데에 하수관 뚜껑 돌출로 보행시 사고의 위험이 있습니다. 빠른 개선 부탁드립니다.,"['하수관', '뚜껑', '돌출']",상하수도,기타,요청/개선,상하수과
창원시 성산구 #@주소# 맨홀파손 소음 단속 요청드립니다.,"['창원시', '성산구', '맨홀파손', '소음']",상하수도,기타,요청/개선,상하수과
창원시 성산구 #@주소# 맨홀파손 소음 단속해 주세요.,"['창원시', '성산구', '맨홀파손', '소음']",상하수도,기타,요청/개선,상하수과
맨홀 파손으로 인한 소음 조치 바랍니다. 위치는 창원시 성산구 #@주소#입니다.,"['창원시', '성산구', '소음']",상하수도,기타,요청/개선,상하수과
119 차룡 사거리 구간에 배수로가 막혔는지 빗물이 너무 차 있어요. 경상남도 창원시 @주소# 부근입니다.,"['배수로', '막혔는지']",상하수도,기타,요청/개선,상하수과
차룡 사거리 구간에 배수로가 막혔는지 빗물이 너무 차 있습니다. 개선 요청합니다.,"['배수로', '막혔는지']",상하수도,기타,요청/개선,상하수과
경상남도 창원시 @주소# 부근 차룡 사거리 구간에 배수로 좀 조치해주시기 바랍니다. 빗물이 내려가지 않습니다. ,['배수로'],상하수도,기타,요청/개선,상하수과
차룡 사거리 구간에 배수시설이 불량합니다.빗물이 너무 차 있어요. 해결해주세요.,"['배수시설', '불량']",상하수도,기타,요청/개선,상하수과
경상남도 창원시 @주소# 부근에 빗물이 차 있는데 배수로 점검을 요청합니다. 빠른 처리 바랍니다.,['배수로'],상하수도,기타,요청/개선,상하수과
꺼진 배수로 보수작업 바랍니다. 위치는 경상남도 창원시 의창구 #@주소# 입구입니다. 안전을 위해 빠른 처리 부탁합니다.,"['경상남도', '창원시', '의창구', '배수로']",상하수도,하수관로,요청/개선,상하수과
경상남도 창원시의 의창구 #@주소# 입구 배수로가 갑자기 꺼진 상태라 야간 운전 및 보행 시 사고 우려되어 민원 요청 드릴께요.,"['경상남도', '창원시', '의창구', '배수로']",상하수도,하수관로,요청/개선,상하수과
경상남도 창원시의 의창구 #@주소# 입구 배수로가 갑자기 꺼진 상태라 야간 운전 및 보행 시 사고 우려되어 민원 요청해요.,"['경상남도', '창원시', '의창구', '배수로']",상하수도,하수관로,요청/개선,상하수과
오폐수 펌프장을 설치하려고 주민들과 의견 조율 중인데 아직 합의를 못 본 상황에서 공사를 시작하려 하고 있습니다. 공사를 중지 시켜 주세요.,[],상하수도,하수처리,항의,하수시설과
오폐수 펌프장 설치 관련해 주민들과 합의가 되지 않은 상태에서 공사를 시작합니까? 공사를 중지해주실 것을 요청합니다.,[],상하수도,하수처리,항의,하수시설과
오폐수 펌프장 공사 중단을 요청합니다. 주민들과 펌프장 설치 관련해 합의가 이루어지지 않았는데 시작하면 안 됩니다.,[],상하수도,하수처리,항의,하수시설과
오폐수 펌프장을 설치하려고 주민들과 의견 조율 중인데 아직도 합의를 못 본 상황에서 공사를 시작하려 하고 있습니다. 공사를 중지 부탁드려요.,[],상하수도,하수처리,항의,하수시설과
오폐수 펌프장을 설치하려고 주민들과 의견 조율 중인데 아직도 합의를 못 본 상황에서 공사를 시작하려 하고 있습니다. 공사를 중지해주세요.,[],상하수도,하수처리,항의,하수시설과
삼동교차로 버스승강장 주변 홈플러스 방향으로 배수에 문제가 있어 조치를 요청합니다.,"['삼동교차로', '버스', '승강장', '배수']",상하수도,기타,요청/개선,상하수과
배수가 안 되고 물이 고이니 조치 바랍니다. 위치는 삼동교차로 버스승강장 주변 홈플러스 방향입니다.,"['삼동교차로', '버스', '승강장', '배수']",상하수도,기타,요청/개선,상하수과
삼동교차로 버스승강장 주변 홈플러스방향 배수가 되지 않아 문의 요청드립니다. ,"['삼동교차로', '버스', '승강장', '배수']",상하수도,기타,요청/개선,상하수과
창원시 도로 꺼짐 현상으로 인해 보행 또는 주행이 위험합니다. 조속히 시행 부탁합니다.,"['도로 꺼짐', '위험']",상하수도,기타,요청/개선,상하수과
창원시 도로 꺼짐 현상에 대해 정비작업을 해주시기 바랍니다. 운전 시 위험할 수 있습니다.,"['도로 꺼짐', '위험']",상하수도,기타,요청/개선,상하수과
창원시 도로에 꺼진 부분을 빠른 시일 내에 정비해주세요. 안전을 위해 처리 바랍니다.,[],상하수도,기타,요청/개선,상하수과
창원시 도로 꺼짐 현상으로 인해 보행 또는 주행이 위험하니 빠른 정비 부탁합니다.,"['도로 꺼짐', '위험']",상하수도,기타,요청/개선,상하수과
창원시 도로 꺼짐 현상으로 인해 보행 또는 주행이 위험하니 조치 부탁합니다.,"['도로 꺼짐', '위험']",상하수도,기타,요청/개선,상하수과
경상남도 창원시 진해구 우수 맨홀이 깨져서 조치를 해주시기 바랍니다. 발이 빠지지 않게 처리해주세요.,"['경상남도', '창원시', '진해구', '맨홀']",상하수도,기타,요청/개선,상하수과
경상남도 창원시의 진해구 우수 맨홀 파손으로 발이 빠질 위험 있습니다. 맨홀 보수를 해주세요.,"['경상남도', '창원시', '진해구', '맨홀', '파손', '보수']",상하수도,기타,요청/개선,상하수과
경상남도 창원시의 진해구 우수 맨홀 파손으로 발이 빠질 위험 있습니다. 맨홀 보수를 해주십시오.,"['경상남도', '창원시', '진해구', '맨홀', '파손', '보수']",상하수도,기타,요청/개선,상하수과
2016년 12월 6일 저녁 #@주소# 수도 민원 발생하였음. 상수도관 교체로 황토 및 녹물이 나오는 것 같다고 하였고 대화의 과정에서 피해 상황을 설명 및 처리 보상(물탱크 청소) 등을 요구했더니 아주머니 그걸 우리 보고 어쩌라구요 하네요. 조직상 상급 담당자의 해명(사과)과 이#@이름# 계장의 직접 해명을 원합니다 홈페이지 공개 해명 글 게시 또한 요청합니다. 민원인 재교육 요청합니다.,"['수도', '민원', '상수도관', '녹물', '해명']",상하수도,기타,요청/개선,상하수과
2016년 12월 6일 저녁 #@주소#에서 황토와 녹물이 나오는 것 같아 물탱크 청소를 요청했더니 그걸 어쩌냐는 식으로 대답을 했습니다. 상급자와 이#@이름# 계장이 직접 해명을 해주십시오. 홈페이지에도 공개 글로 사과 바랍니다. 민원인 응대를 소홀히 한 담당공무원을 재교육시켜 주십시오.,"['민원', '녹물', '해명']",상하수도,기타,요청/개선,상하수과
수도 상수도관 교체로 황토 및 녹물이 나오는 것 같아 설명과 물탱크 청소를 요청했으나 담당자의 대답이 무성의하고 부적절하여 민원 신청합니다. 상급 관리자의 해명과 이#@이름# 계장의 해명을 원합니다. 홈페이지에도 공개 사과글 게시를 원하며 담당 공무원의 재교육 조치 또한 요청합니다.,"['수도', '민원', '상수도관', '녹물', '해명']",상하수도,기타,요청/개선,상하수과
2016년 12월 6일 저녁 #@주소# 수도 민원 발생하였음. 상수도관 교체로 황토 및 녹물이 나오는 것 같다고 하였고 대화의 과정에서 피해 상황을 설명 및 처리 보상(물탱크 청소) 등을 요구했더니 아주머니 그걸 우리 보고 어쩌라구요 하네요. 조직상 상급 담당자의 해명(사과)과 이#@이름# 계장의 직접 해명을 원합니다. 홈페이지 공개 해명 글 게시 또한 요청합니다. 민원인에 대한 친절교육 필요합니다.,"['수도', '민원', '상수도관', '녹물', '해명']",상하수도,기타,요청/개선,상하수과
2016년 12월 6일 저녁 #@주소# 수도 민원 발생하였음. 상수도관 교체로 황토 및 녹물이 나오는 것 같다고 하였고 대화의 과정에서 피해 상황을 설명 및 처리 보상(물탱크 청소) 등을 요구했더니 아주머니 그걸 우리 보고 어쩌라구요 하네요. 조직상 상급 담당자의 해명(사과)과 이#@이름# 계장의 직접 해명을 원합니다. 홈페이지 공개 해명 글 게시 또한 요청합니다. 민원인 응대에 신경 쓰시기 바랍니다.,"['수도', '민원', '상수도관', '녹물', '해명']",상하수도,기타,요청/개선,상하수과
오전 9시 수돗물이 안 나왔는데 얼마 후 녹물과 이물질이 섞인 물이 나왔습니다. 해결 부탁드립니다.,"['수돗물', '녹물']",상하수도,급수센터,요청/개선,상하수과
오전 9시에 수돗물이 단수되었다가 이후에는 녹물과 이물질을 확인했습니다. 조치 부탁합니다.,"['수돗물', '녹물']",상하수도,급수센터,요청/개선,상하수과
오전 9시 수돗물이 안 나오다가 조금 뒤에 녹물과 찌꺼기가 섞인 수돗물이 나오는데 조치해주세요.,"['수돗물', '녹물', '찌꺼기']",상하수도,급수센터,요청/개선,상하수과
진해구 #@주소# 교량에 주철관이 보온이 다 벗겨져서 겨울에 동파될 우려가 있어 보수 요청합니다.,"['교량', '주철관', '겨울', '동파', '우려', '보수']",상하수도,기타,요청/개선,상하수과
진해구 #@주소# 교량에 주철관이 보온이 다벗겨져 겨울에 동파될 우려가 있어 보수 요청합니다. ,"['교량', '주철관', '겨울', '동파', '우려', '보수']",상하수도,기타,요청/개선,상하수과
교량에 주철관이 보온이 다 벗겨져서 겨울에 동파될 위험이 있습니다. 위치는 진해구 #@주소#고 정비 바랍니다.,"['교량', '주철관', '겨울', '동파']",상하수도,기타,요청/개선,상하수과
진해구 #@주소# 교량에 주철관이 보온이 다 벗겨져있습니다. 이렇게 되면 겨울에 동파될 우려가 있으니 개선 요청합니다.,"['교량', '주철관', '겨울', '동파', '우려']",상하수도,기타,요청/개선,상하수과
진해구 #@주소# 교량에 주철관이 보온시설이 벗겨져서 겨울에 동파사고가 걱정됩니다. 조치 좀 해주세요.,"['교량', '주철관', '겨울', '동파']",상하수도,기타,요청/개선,상하수과
일요일 오전부터 단수가 되더니 아직도 복구가 안 됐네요. 정확한 사고경위 해명과 해결을 부탁드립니다.,['단수'],상하수도,기타,요청/개선,수도시설과
일요일 오전부터 지금까지 단수 중이라 너무 힘듭니다. 조속한 조치와 진상규명 해주세요.,"['단수', '진상규명']",상하수도,기타,요청/개선,수도시설과
상수도관 파열로 일요일 오전부터 지금까지 아직도 단수 중입니다. 책임자에 대해 관련법에 의거해 처벌 바랍니다.,['단수'],상하수도,기타,요청/개선,수도시설과
성산구 #@주소# 단수가 토요일 저녁부터 지금까지 안 되고 있습니다. 빨리 해결해 주세요.,"['성산구', '단수', '토요일 저녁', '해결']",상하수도,기타,요청/개선,수도시설과
성산구 #@주소#에서 토요일 저녁부터 단수되어 아직도 해결되지 않았습니다. 조치 좀 해주세요.,"['성산구', '단수', '토요일 저녁', '조치']",상하수도,기타,요청/개선,수도시설과
성산구 #@주소# 단수가 토요일 저녁부터 지금까지 해결이 안 되고 있습니다. 빨리 해결 바랍니다.,"['성산구', '단수', '토요일 저녁', '해결']",상하수도,기타,요청/개선,수도시설과
성산구 #@주소# 단수 해결 부탁합니다. 토요일 저녁부터 지금까지 물이 안 나옵니다.,"['성산구', '단수', '토요일 저녁', '해결']",상하수도,기타,요청/개선,수도시설과
성산구 #@주소# 단수가 토요일 저녁부터 지금까지 처리되지 않고 있습니다. 빨리 개선 바랍니다.,"['성산구', '단수', '토요일 저녁']",상하수도,기타,요청/개선,수도시설과
창원시 맨홀 뚜껑 보수작업이 필요합니다. 파손되어 위험합니다.,"['맨홀 뚜껑', '파손']",상하수도,기타,요청/개선,상하수과
창원시 맨홀 뚜껑이 파손되어 정비 원합니다.,"['맨홀 뚜껑', '파손']",상하수도,기타,요청/개선,상하수과
창원시 맨홀 뚜껑이 파손되어 정비 부탁해요.,"['맨홀 뚜껑', '파손']",상하수도,기타,요청/개선,상하수과
내서 ic 사거리 맨홀 뚜껑 부교합 탈착 확인 요청합니다.,"['내서 ic 사거리', '맨홀 뚜껑', '부교합', '탈착', '확인']",상하수도,기타,요청/개선,상하수과
내서 ic 사거리 맨홀 뚜껑 부교합 탈착에 대해 조치해주십시오.,"['내서 ic 사거리', '맨홀 뚜껑', '부교합', '탈착']",상하수도,기타,요청/개선,상하수과
내서 ic 사거리 맨홀 뚜껑 부교합 탈착을 보수해주시기 바랍니다.,"['내서 ic 사거리', '맨홀 뚜껑', '부교합', '탈착']",상하수도,기타,요청/개선,상하수과
 내서 ic 사거리 맨홀 뚜껑 부교합 탈착 확인해 주세요.,"['내서 ic 사거리', '맨홀 뚜껑', '부교합', '탈착', '확인']",상하수도,기타,요청/개선,상하수과
내서 ic 사거리 맨홀 뚜껑 부교합 탈착 확인 원합니다.,"['내서 ic 사거리', '맨홀 뚜껑', '부교합', '탈착', '확인']",상하수도,기타,요청/개선,상하수과
경상남도 창원시 마산합포구 태풍 때 맨홀이 범람하니 맨홀 청소 및 재정비를 부탁드립니다.,"['경상남도', '창원시', '마산합포구', '태풍', '맨홀', '범람', '재정비']",상하수도,기타,요청/개선,상하수과
경상남도 창원시 마산합포구 태풍 때 맨홀이 범람하니 맨홀 청소 및 재정비해주시기 바랍니다.,"['경상남도', '창원시', '마산합포구', '태풍', '맨홀', '범람', '재정비']",상하수도,기타,요청/개선,상하수과
경상남도 창원시 마산합포구 태풍 때 맨홀이 범람하니 맨홀 청소 및 재정비가 시급하니 조치 바랍니다.,"['경상남도', '창원시', '마산합포구', '태풍', '맨홀', '범람', '재정비']",상하수도,기타,요청/개선,상하수과
오염물질이 하천에 유입됐어요! 빠르게 처리 부탁드립니다.,"['오염물질', '하천', '처리', '유입']",상하수도,기타,요청/개선,상하수과
오염물질이 하천에 들어와서 신고합니다. 처리해주세요.,"['오염물질', '하천', '신고']",상하수도,기타,요청/개선,상하수과
처리 부탁드립니다. 오염물질이 하천까지 들어왔습니다.,"['오염물질', '하천', '처리']",상하수도,기타,요청/개선,상하수과
하천에 들어온 오염물질 처리 바랍니다.,"['오염물질', '하천']",상하수도,기타,요청/개선,상하수과
하천에 유입된 오염물질을 처리해주셨으면 합니다.,"['오염물질', '하천', '유입']",상하수도,기타,요청/개선,상하수과
창원시 #@소속# 어#@이름#씨에 업무 미숙과 불친절 해결 바랍니다. 민원 처리를 위한 공식적인 회의에서 의견이 엇갈린다고 중간에 나가버렸을 뿐 아니라 진해시 창원시를 내세우더군요. 진해시 마산시 창원시가 통합되어 하나의 창원시가 된 것 아닌가요? 공무원이라는 분이 통합의 취지를 손상시켜서 실망이 큽니다.,"['창원시', '회의', '공무원']",상하수도,기타,항의,감사관
민원사항이 있어 담당자라는 창원시의 #@소속# 어#@이름#씨를 알게 되었습니다. 민원을 해결하기 위해 공식적으로 마련한 자리에서 서로의 의견이 엇갈리자 회의 도중 자리를 박차고 나가버리는 행동을 하신 겁니다. 진해시 마산시 창원시의 세 개 도시가 통합되어 하나의 창원시의가 된 것인데 공무원이라는 분이 진해시 창원시의 내세우며 그 근본을 언급하신다면 창원시의로 통합된 그 본래의 취지를 공무원이라는 분이 훼손 하는 게 아닌지 생각되어 불편합니다.,"['창원시', '회의', '공무원', '근본', '언급', '훼손']",상하수도,기타,항의,감사관
