제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
시민의 편익을 위한 최선의 정책,"현황 및 문제점
시민의 편익을 위한 최선의 정책
고시공고의 모집 공고, 원서 접수를 꼭 온라인으로도 해주시기를 제안 올립니다.

안녕하세요?

격무에 노고가 많으십니다.



보령시 고시공고의 위원회의 위원 등 모집 공고를 보면,

원서를 접수를 대부분 온라인(이메일)로 접수해서 편리합니다.

간혹 직접 방문 접수하라는 공고가 있습니다.

즉, 보령시 고시공고 원서 접수 방법에 이메일( 온라인)접수가 안되는 경우가 있습니다.

시간내서 방문하였는데 원서만 드리고 올 뿐 면접하는 것도 아닌데

이메일로 접수 불가능이라고 해서 허탈했던 적이 여러 번 있었습니다.
개선방안
예를 들어 모집 공고 중에서

보령시 지방세위원 모집 공고, 보령시 동네작가 모집 공고, 보령시 대천1동 주민참여예산위원 모집 공고 등 입니다. 외에도 다수 있습니다.

요즈음도 방문 접수나 우편접수를? 이라는 의구심이 들더군요.
요즈음 추세를 감안하셔서

원서접수 방법에

이메일로 접수 가능으로 해주시면 좋겠습니다.

1. 이메일( 온라인)접수도 포함 시켜 주시면 감사하겠습니다.
기대효과
원서 접수를 온라인으로 도 하면 시간과 경비를 낭비하지 않아서 정말 좋습니다.

꼭 채택해 주시옵기를 간절히 앙망합니다.
건강과 행운이 항상 함께 하시길 기원드립니다.
감사합니다.",2022-11-19,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 제안(신청번호 1AB-2211-0014704)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하께서 제출하신 제안의 내용은 ""모집공고 시 온라인(이메일) 접수 활성화""에 관한 것으로 이해됩니다.

3. 귀하의 제안에 대한 검토 결과는 다음과 같습니다.
가. 보령시에서는 위원회 위원 등 모집공고 시 대부분 온라인(이메일)·오프라인(방문, 우편)으로 병행하여 접수를 받고 있습니다.
나. 예시로 제시해주신 것 중 주민참여예산위원회 위원 모집은 온·오프라인 병행하여 신청서를 접수 받았습니다.
다. 그리고 동네작가 모집의 경우는 관련 부서에 문의한 결과, 신청서 접수 시 신청자에게 동네작가로서 어떻게 활동하는지 방법에 대해 상세하게 설명하기 위해서 방문 접수를 하였다고 합니다. 아울러, 제안 주신 내용에 따라 내년도에는 동네작가 모집도 온·오프라인으로 병행 추진할 계획이라고 합니다.
라. 이미 시행중인 사안으로 불채택하는 점 널리 양해 부탁드리며, 앞으로 모집공고 시 온라인 접수를 활성화할 수 있도록 노력하겠습니다.

4. 답변 내용에 대한 추가 설명이 필요한 경우 보령시청 기획감사실 이승연 주무관(041-930-3124)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",2022-11-24,보령시,답변완료
한국 애플페이 서비스 시작에 대해 지역화폐 연동 요구,"현황 및 문제점
삼성페이나 엘지페이는 지역화폐 카드형을 등록해서 사용할수 있는것으로 알고 있습니다. 오는 30일 부터 애플페이 서비스가 국내에 도입되는데 지역화폐카드도 애플페이에도 등록해서 편하게 사용할수 있게 사용할수 있게 해주시면 좋겠습니다. 지역화폐 카드형이 거의 국내전용카드인걸 알고 있는데 애플페이는 해외 겸용카드여야지 등록가능한걸로 알고 있습니다. 또한 이번 서비스는 현대카드를 통해 애플페이가 도입되므로 카드사는 현대카드로 그러면서 국내 전용이 아닌 해외겸용으로 지역화폐 카드를 만들어주시면 아이폰을 사용하는 시민들도 편히 이용할수 있을것 같습니다. 우리 고장 충남 서산이 가장 앞장 섰으면 좋겟습니다.
개선방안
애플페이에 등록되도록 현대카드사와 제휴로 해외 겸용 카드형태로 지역화폐 카드형을 만들어주십사합니다.
기대효과
아이폰 이용하는 시민들의 지역화폐 접근성 강화",2022-11-15,"1. 평소 시정에 대한 관심에 감사드립니다.
2. 귀하께서 제안하신 내용은 「한국 애플페이 서비스 시작에 대한 서산사랑상품권 연동」 에 관한 것으로 판단됩니다.
3. 현재 온통서산사랑상품권은 지역기반 은행인 농협, 우체국, 신협 3개의 금융기관과 제휴하여 지역경제 활성화 및 소비진작에 노력하고 있습니다.
4. 삼성페이의 경우 위 금융기관의 체크카드와 제휴가 되어 카드형 서산사랑상품권 구매 및 이용이 가능합니다.
5. 한국 애플페이는 현대카드와 단독으로 제휴하여, 현재 서산뿐만 아니라 전국 지자체 대상으로 카드형 지역사랑상품권이 도입되지 않은 상태입니다.
서산사랑상품권의 운영 대행사인 한국 조폐공사에 문의한 결과 수요가 없어 제휴 검토를 하고 있지 않으며, 해외겸용 형태의 체크카드 역시 지역사랑상품권의 목적과 성향에 부합되지 않아 제작 예정이 없다는 답변을 받았습니다.
6. 애플페이가 현재 서산시가 제휴한 농협, 우체국, 신협 체크카드와 제휴가 되지 않는 동안은 연동은 어려운 것으로 판단 됩니다.
7. 귀하의 소중한 제안에 감사드리며 답변 내용에 대한 추가 설명이 필요한 경우 서산시 일자리경제과(☎041-660-2351)로 연락주시면 친절히 안내드리도록 하겠습니다.
감사합니다. 끝.",2023-01-25,서산시,답변완료
송악 스포츠 센터에 수영 상급반 만들어 주세요,"현황 및 문제점
중급반까지만 있어서 상급반 강좌는 수강 불가합니다.
개선방안
상급반을 개설해 주세요
기대효과
주민 복지 확대 및 상급반 강습인원 증가로 인해 지역민의 건강 증진 및 인근 지역 경제 효과 발생 예상합니다.",2022-11-14,"1. 항상 시정에 관심과 성원에 감사 드립니다.

2. 귀하께서 요청하신 ""송악문화스포트센터 수영강습 상급반 만들어주세요"" 내용에
대하여 검토 결과를 전달하도록 하겠습니다.

3. 저희 시설관리사업소에서 수영강사 인력이 부족하여 채용공고를 실시한바 채용응시
자가 없어, 인사담당자와 다시협의하여 재공고를 통하여 노력중에 있으니 참고하시기
바라며, 궁금하신 사항에 대하여 시설관리사업소 체육시설팀(041-360-6941)로
전화 주시면 친절히 안내하여 드리겠습니다. 감사합니다. 끝.",2022-11-24,당진시,답변완료
아픈아이 병원동행 돌봄서비스,"현황 및 문제점
맞벌이 가정을 비롯한 많은 가정에서 갑자기 아이가 아파서 혼자 있어야 할 때, 병원진료를 요할때 보호자가 사정이 여의치 않아 아동을 돌볼 수 없는 상황이 있다.
이때 직장 일정으로 인하여 아이가 병원진료와 돌봄이 필요함에도 불구 직장의 눈치를 보며 연가내는 경우가 있다.
이러한 사정으로 질병의 치료 시기를 놓치거나 진료의 기다림과 돌봄으로 인하여 일과 가정의 양립은 육아에 있어서는
괴리감이 있는 것이 현실이다.
개선방안
학교에 있는 아이가 갑자기 아픈 상황에서 보호자가 직접 챙기지 못할 때 홍성군 가족어울림센터를 거점으로 상주하는 간호인력과 돌봄요원이 전용차량으로 병원에 동행해주며, 센터 내부에 병상공간이 있는 ‘아픈아이 돌봄공간’에서 상주 간호인력이 부모가 퇴근하여 보호자가 올 때까지 돌봄서비스를 제공한다.

거점형 가족어울림센터 내 별도 돌봄공간 설치로 편안한 돌봄 서비스
전문 간호인력과 병원동행 전용 차량확보로 안전한 돌봄 제공
개 요
ㅇ 이용대상 : 갑작스런 복통, 감기 등으로 유치원·학교생활이 어려워 병원내원 또는 별도 돌봄이 필요한
유아 및 초등 아동(만4~12세)
ㅇ 사업내용- 일시돌봄 : 병상 보호- 병원동행 : 차량으로 병원 동행 지원(진료,수납) ⇒ 보호자 인계 또는 일시돌봄
ㅇ 돌봄인력 : 간호사(또는 간호조무) 자격을 갖춘 전문요원, 돌봄요원 배치
ㅇ 돌봄시간 : 평일 8시~19시
ㅇ 이용요금 : 병원동행은 무료(병원비 자부담/실비청구), 병상돌봄은 추가비용 발생
기대효과
안심하고 믿을 수 있는 아픈아이 병원동행 서비스와 돌봄을 이용해 아이의 소중한 건강을 지키고
일과 가정의 양립을 기대.",2022-11-10,"국민신문고에 접수된 민원(1AB-2211-0009722)에 대한 답변을 아래와 같이 하고자 합니다.

□ 제안 요지
- 맞벌이 가정을 위한 ""아픈아이 병원동행 돌봄서비스""
□ 검토의견
- 군정업무에 많은 관심을 가지고 의견 제안을 해주셔서 감사의 말씀을 드립니다.
- 귀하께서 제안해주신 '아픈아이 병원동행 돌봄서비스' 제안에 대하여 답변드립니다.

1. 현재 홍성군 가족어울림센터는 군직영으로 운영되는 시설로서 영유아부터 아동, 청소년까지 가족 구성원 모두가 돌봄, 놀이, 문화, 교육프로그램을 한공간에서 함께 할수 있는 복합문화서비스를 제공하고자 합니다. 개관후에는 돌봄센터 및 가족센터 등 다양한 기관이 함께 어우러져 아이들, 청소년들에게 방학 및 학기중 프로그램 운영, 기획공연상영 등을 준비중에 있습니다.
2. 귀하께서 제안하신 아픈아이 병원동행 돌봄서비스는 본 센터 운영방향과는 부합하지 않는것으로 판단되며, 불특정다수가 이용하는 시설로 보호자의 동의 가능여부, 사업수요 등을 전제로 필요성, 효과성 등 다각적 검토가 필요한 사항으로 사료됩니다.
부득이 귀하의 제안을 불채택하는 점 양해해 주시기 바랍니다.
3. 추가로 우리군에서는 아이들을 위한 방과후 돌봄센터와 공동육아 나눔터 등 맞벌이 가정을 위해 돌봄이 필요한 영역에서 다양한 사업을 운영하고 있음을 알려드립니다.

- 홍성군의 발전을 위한 관심과 제안에 감사드리며, 기타 문의사항은 홍성군 가정행복과 (041-630-9574)로 연락주시면 답변드리도록 하겠습니다. 끝.",2022-12-02,홍성군,답변완료
통합문화이용권 사용법 다양화 추진,"현황 및 문제점
현재 카드를 소지해야만 사용할 수 있고, 가맹점까지 제한되어 대상자들의 통합문화이용권 사용의 어려움이 많다. 또한, 장애를 가지고 있거나 교통약자인 대상자들이 많아 행정복지센터 방문이 어렵고 인력부족으로 모든 대상자들을 방문발급도 어려운 실정이다.
개선방안
맹점을 다양화하고 실생활에 유용하게 적용해 그 목적에 더욱 부합할 수 있도록 권장되어야 한다. 그리고 어플이나 상품권, 혹은 증명서 등으로 카드를 대체하여 사용하는 방법도 추진하여야 한다.
기대효과
대상자들의 편의와 발급률을 향상시켜, 통합문화이용권의 추진 목적에 더욱 부합하는 효과를 낼 수 있다.",2022-11-10,"국민신문고를 통한 국민제안으로 풍물놀이 등의 지역 전통 행사 활성화 건에 대하여 접수되었기에 아래와 같이 답변하고자 합니다.
1. 접수번호: 1AP-2211-0009441
2. 제 안 자: 김예림(홍성)
3. 제안요지: 통합문화이용권 사용법 다양화 추진
4. 답변자료
- 귀하의 군정에 대한 애정있는 관심과 소중한 의견을 주신 점 감사드리며, 아래와 같이 답변드립니다.
- 통합문화이용권은 기초생활수급자 및 차상위계층 등 소외계층에게 다양한 문화예술, 국내여행 등 기회를 제공하여 문화격차완화를 기여하는 사업입니다.
- 통합문화이용권을 실생활에 적용하는것은 문화와 관계되어있지 않으면 사업취지에 맞지않으며 상품권 역시 마찬가지입니다.
- 귀하의 제안에 거듭 감사드리며, 궁금한 점이 있으시면 홍성군청 문화관광과 문화예술팀(☎041-630-1237)으로 연락해 주시기 바랍니다. 감사합니다

붙임 국민제안신청서 1부. 끝.",2022-12-06,홍성군,답변완료
고효율 영농형 태양광시설을 활용한 농촌 돕기 우동,"현황 및 문제점
우리나라 농촌은 노령화로 인해 어려운 농가가 많습니다. 이들 농가는 소득이 없으므로 생활이 매우 어렵습니다.
저희 회사는 태양광발전설비를 다년간 연구하여 일반고정식보다 15% 저렴한 시설로 45% 이상의 발전을 더 할 수 있는 시설을 개발하여 이 시설로 어려운 농가를 도우려고 합니다.
개선방안
우선 개발된 제품을 정부의 R&D 자금을 사용하여 제품화 한 다음에 3천8백만원의 은행융자로 29.4kw의 태양광시설을 설치 해서 월 소득 150만원 이상의 소득을 올리게 하여 농가를 도와 주고 그 시설비는 5년간 무이자로 분할회수하겠습니다.
단 이렇게 위해서는 먼저 지자체의 구매동의가 수반 되어야 합니다. 그리고 이 사업은 8년간 지속하여 260가구를 돕게 될 것입니다.
기대효과
1. 수혜농가는 최초 5년간 월 85만원정도의 수입이 발생하고 5년이 지나면 20년간 평균 130만원 정도의 수입이 발생합니다.
2. 앞으로 8년간 농촌지자체마다 260가구씩 시설하게 되면 농촌의 소비가 증가 되므로 경제가 활성화 될 것입니다.
3. 부수적으로 2030년 정부의 태양광 의무시설목표인 6GW 중 1.2GW를 해결하게 될 것입니다.",2022-11-09,"1. 안녕하십니까? 먼저 청양군 발전을 위한 귀하의 소중한 제안에 깊이 감사드립니다.
귀하께서 국민신문고를 통해 제안하신(신청번호1AB-2211-0008445)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하께서는 '고효율 영농형 태양광시설을 활용한 농촌 돕기 운동'에 대해서 제안하셨습니다.
귀하의 제안 내용은 '고효율 영농형 태양광시설을 농지에 설치하여 농가소득 증대'에 관한 것으로 이해 됩니다.
3. 귀하의 제안에 대해 검토한 의견은 다음과 같습니다.
가. 빈 농지에 설치하여 고효율의 태양광을 설치하여 농민의 소득증대 기여하는 사업으로 취지는 좋으나 우리군은 빈농지의 비율이 거의 없으며, 이웃하는 농지주의 태양광시설 설치에 대하여 대다수 마을이 반대 입장을 표명.
나. 고효율 태양광시설의 단가가 기존 태양광시설의 단가보다 상당히 고가로 판단되며, 또한 시설 설치시 농작물에 미치는 영향 등에 대한 백데이터 부족 및 단점 등을 알 수가 없어 시설 설치에 대한 긍정적인 판단이 어려우며, 특히 우리군 주민들은 농지에 대한 애착이 강해 농지위 태양광시설 설치 반대가 심하여 귀하의 제안 채택은 어렵습니다.
4. 청양 군정에 관한 귀하의 관심과 소중한 제안에 감사드리면서 답변 내용에 대한 추가 설명이 필요한 경우 청양군청 사회적경제과 이문규 주무관(☏041- 940-2332)에게 연락 주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",2022-12-01,청양군,답변완료
공주시 호태산 cctv 설치 제안,"현황 및 문제점
현재 호태산 등산로에는 cctv가 설치되어 있지 않음
개선방안
호태산 등산로에 cctv 설치
기대효과
cctv 설치를 통해 1인 등산이나 저녁 등산을 할 때 범죄 염려를 해소하여 더 많은 시민들이 등산로를 이용할 것으로 기대됨.",2022-11-05,"1. 귀 가정의 무궁한 발전을 기원합니다.
2. 현재 공주시 등산로는 33개소 300km이상을 관리중에 있고, 한 곳의 등산로에 대하여 cctv를 설치하면 다른 곳에서 설치하여 달라는 수요 등이 발생하여 많은 예산이 필요하게 됩니다. 예산이 성립된다고 가정하더라도 호태산의 경우 등산로가 개설되어 있는 임야가 대부분 사유지로 현재 등산로를 이용하는 것 자체에 대하여도 일부 산주와 마찰이 발생하고 있는 상태로 cctv 설치가 가능할지 여부도 불투명하기에 cctv 설치에 대하여는 내부적으로 더 검토해 보도록 하겠습니다.
3. 의견 주심에 감사드리며, 기타 궁금하신 사항이 있으시면 공주시청 산림녹지과 공원녹지팀(041-840-8556)으로 전화주시면 답변드리도록 하겠습니다. 끝.",2022-11-11,공주시,답변완료
대실지구 LH 리슈빌과 푸르지오 신호등,"현황 및 문제점
안녕하세요- 대실지구로 한달전쯤 입주 해서 살고 있습니다.
아시다시피 대실지구는 입주 진행중이라 신호체계가 아직 없습니다. 그런데 유치원뿐 아니라 학원차들이 LH리슈빌 편의점 앞 도로에서 등하원을 하고 있는데 신호등이 없다보니 무단횡단을 하게 되는데 정규속도를 지키지 않고 달려오는 차들도 많고 무엇보다 편의점 앞 도로에 불법주차를 하고 편의점이나 근처 가게로 볼일을 보러 가는 사람들이 많아 유치원차량과 학원 차량들이 등하원으로 잠깐 정차를 할곳이 없습니다.
개선방안
신호체계를 정상화 시켜주시고 불법 주차 감시 차량을 자주 돌게 하거나 불법주차와 속도 단속 cctv를 달면 될거 같습니다
기대효과
아이들뿐 아니라 사람들이 무단횡단를 위험하게 하지 않아도 되고 차량들도 cctv가 달려있으면 주의해서 운전할거 같습니다.",2022-11-02,"1. 안녕하십니까? 귀하께서 제안하신 대실지구 LH 리슈빌과 푸르지오 신호등 정상 작동요청에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 요청사항에 대하여 말씀드리겠습니다.
- 점멸 신호등을 정상적인 신호체계와 과속카메라 설치를 논산경찰서에 요청하였고,
- 해당지역의 설치 필요성은 인지하고 있으나 인근 아파트 및 상가의 동의가 필요한 사항으로 의견을 수렴하여 주정차 CCTV 설치를 검토하도록 하겠습니다.
3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가설명이 필요한 경우 계룡시 건설교통과(☎042-840-2532)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

붙임 국민제안신청서. 1부. 끝.",2022-12-07,계룡시,답변완료
온양온천역 광장에 설치되어있는 비석을 이동하고 무대(준비장소)를 확장하면 좋겠습니다.,"현황 및 문제점
1. 사진 별첨
2. 온양온천역 광장 좌측에 기념비를 사적으로 보관중임.
- 내용은 잘 모르겠으나 충무공 관련 사적비로 알고 있음
- 관람자도 안내원도 없이 조형물 역할을 하고 있음.
- 비치된 장소가 광장으로 부적절함
- 광장 무대를 사용하는데 필요한 장소임.
개선방안
- 비석의 내용을 파악하여 적당한 곳으로 이전
- 비석 보관 장소를 공연무대 및 준비 시설로 확장 사용
기대효과
1. 온양온천역 광장 활용 개선
- 무대 활용 수단으로 사용
2. 기념비 용도에 맞는 장소 이전",2022-11-01,"1. 관련: 국민제안 접수번호 1AB-2211-0001047
2. 우리 부서로 접수된 이충무공사적비 이전 및 무대 확장 제안에 대하여 아래와 같이 답변하고자 합니다.

귀하의 가정에 행복이 가득하시기를 기원드립니다.
아산의 시정과 문화재의 보존관리에 깊은 관심을 가져주셔서 감사드리며, 귀하께서 제안하신 이충무공사적비 이전 및 무대 확장에 대하여 아래와 같이 답변드립니다.이충무공사적비는 1984년 5월 17일 충청남도 문화재자료로 지정받아 보존관리되고 있는 소중한 문화유산 중 하나입니다. 지정 문화재는 문화재보호법과 충청남도 문화재보호조례에 의거 보존관리되고 있는데, 문화재보호법 제3조(문화재의 기본원칙)에 규정되어 있는 바와 같이 원형유지를 기본원칙으로 하고 있습니다. 이충무공사적비는 1951년 6`25전쟁 기간에 국민성금을 모아 충무공 이순신의 업적과 정신을 기리고자 건립한 역사적 기념물입니다. 건립 당시부터 현재의 위치에 건립되어 있어 원형이 보존되어 있는 상태입니다. 따라서 이전 문제는 현행 문화재보호법의 원형유지와 배치되는 부분일 뿐만 아니라 충청남도 문화재위원회의 현상변경허가를 득해야 하는 문제로 아산시 독자적으로 판단할 수 없는 문제입니다. 따라서 아산시에서는 이충무공사적비에 대한 연구고증 및 이전문제 등에 대한 학술조사를 현재 실시하고 있습니다. 이러한 결과를 바탕으로 문화재위원들과 심도있는 논의를 통해 이충무공사적비의 합리적인 보존방안과 활용방법을 모색하고 있습니다. 귀하께서 제안하신 내용도 이러한 조사에 함께 검토하여 좋은 해법을 찾을 수 있도록 노력하겠습니다. 귀하의 제안에 다시 한번 감사드리며, 더 궁금하신 사항은 아산시청 문화유산과(041-536-8775)로 연락주시면 친전히 답변드리도록 하겠습니다. 감사합니다.


붙임 국민제안신청서 1부. 끝.",2022-11-28,아산시,답변완료
태안군 보증금대상제품 반환수집소 운영 제안,"현황 및 문제점
보증금 대상 빈 용기를 반환하기 위해서는 구입처 (슈퍼,마트,편의정 등)으로 가야합니다. 보통 1인 30개 갯수 제한을 두고 수거를 합니다. 요일을 제한하거나 판매장에서 자체적인 규칙을 만들어 회수를 하는 경우가 있습니다. 소비자와 분쟁의 원인이 되곤 합니다.
회수하려는 판매장에서 구매하였다는 영수증을 증빙하면 구매량 전부 받기는 하지만
여기저기서 구입하고난 병의 영수증을 보관하는 경우는 드뭅니다.
이제 곧있으면 1회용 컵도 보증금을 지급하여햐 합니다. 구매처에서 빈 용기를 반환하여햐 하는 번거로움은
태안군 내 사업자들의 불편사항이 될 것입니다.
반환을 거부하지는 못합니다, 가지고 오는 물량은 모두 법적인 절차로 반환해줘야 하겠죠.
다만 효율적이고 태안군 사업자의 업무를 순환에 대한 부담을 줄일 수 있습니다/
회수하려는 소비자가 눈치가 볼 일이 아닌데 눈치가 보이게만 됩니다., 당당하게 회수를 요청하고 보증금을 받아야합니다.
개선방안
반환수집소 운영으로 갯수제한 없이 수시로 재활용품을 수거하여 순환가능.
충남내 운영중인 곳 없습니다.
세종시 2곳 운영중입니다. 태안군이 먼저 사업을 진행하였으면 합니다.
기대효과
1. 효율적인 자원 순환 가능
2. 회수 사업장의 순환 업무 기피 및 분쟁 감소
3. 회수 사업장의 업무 감소",2022-10-28,"1. 귀하의 환경분야 제안사항에 대해 깊은 감사를 드립니다.
2. 귀하께서 제안하신 "" 태안군 보증금대상제품 반환수집소 운영""건에 대한 답변드리겠습니다.
가. 태안군 보증금대상제품 반환수집소 운영과 관련하여 자원순환보증센터와 우리군이 2020년 설치장소의 적정성, 효과성 등을
위해 대형마트에 반환수집소를 운영하려 하였으나, 해당 대형마트 등에서 부정적으로 판단해 추진하지 못 하였음을 알려드립니다.
나. 향후, 여건의 변화 등 발생시 귀하께서 제안하신 사항에 대해 청소행정 분야 시책에 추진가능토록 적극 검토할 예정임을 알려드립니다.
기타 문의사항이 있을경우 태안군 환경산림과 오석용 주무관(041-670-2795)으로 연락주시면 답변드리겠습니다. 감사합니다.",2022-11-22,태안군,답변완료
아산시 장존동 청솔아파트에 따릉이 설치를 건의드립니다,"현황 및 문제점
버스간격차가 30-50분이라 시간 맞춰서 나가기가 어렵습니다..
상권 발달이 안되어서 주변에 맛집, 공원이 없고 논만 있습니다.
개선방안
2천 세대가 있는 아파트 단지라 학생들도 많고
따릉이가 생기면 시내나 맛집동네는 15분, 온양온천역은 20분만에 갈수있어서
이전에 살던 거주지(신도림)처럼 아파트앞에 따릉이가 생겼으면 좋겠습니다.
- 개인 자전거는 도난당하신 분들을 많이 봐서 공적인 장소에 보관하는 것이 불안합니다.
기대효과
차사용도 줄이고 기름값도 아끼고 건강도 챙기고 참 좋을텐데
하루 빨리 따릉이가 생겼으면 좋겠습니다.",2022-10-22,"1. 우리 시 발전을 위해 많은 관심과 애정을 가져주신 점에 대해 감사드립니다.

2. 현재 아산시에서 운영하는 자전거 이용 활성화 시설은 5개소(유인 자전거 대여소 3개소, 무인 자전거 대여소 1개소, 자전거 교육장 1개소)이며, 아산시민 자전거 이용 활성화를 위해 다방면으로 노력하고 있습니다.

3. 귀하께서 제안하신 공영자전거(따릉이) 운영은 일부 지역(장존동 청솔)을 위한 공영자전거 도입으로 우리 시 실정과 예산 등을 감안하였을 때, 현실적으로 제안 시행에는 어려움이 있음을 알려드립니다.

4. 향후 관내 공영자전거 시행 등을 포함한 자전거 이용 활성화 시설 관련 용역을 계획에 있으며, 귀하의 제안 사항이 재검토될 수 있도록 노력하겠습니다.

5. 위와 같은 사유로 귀하의 제안을 불채택하는 점 이해하여 주시기 바라며, 앞으로도 좋은 의견 많이 제안해 주시기 바랍니다. 감사합니다.

붙임 국민제안에 대한 부서 의견서 1부. 끝.",2022-11-22,아산시,답변완료
당진보건소 공공와이파이 앉해줄건지,"현황 및 문제점
작년에 보고소내 앉된다고 해달라니
알겠다더니
아직도 그대로
개선방안
공공와이파이 설치업체 처벌
기대효과
시민혈세 방지",2022-10-21,동일 제안 접수,2022-11-01,당진시,답변완료
당진천 생태 환경 체계적 연구 조사(수달 등 동식물 등) 하여 시민들이 알 수 있도록 홍보,"현황 및 문제점
당진천에는 수달 등 보호가 필요한 동식물들이 서식하고 있으나 자료를 찾아본 결과 체계적으로 연구된 것이 없음. 자생적 연구회 정도에소 소소하게 연구하고 있는 상황임. 특히 당진천에 수달이 살고 있음에도 시민들은 당진천의 생태환경에 대해 아는 바가 별로 없음.
개선방안
소중한 당진천을 보호하며 서식하는 동식물들을 체계적으로 연구하여 시민들이 알 수 있도록 안내가 필요함. 특히 당진천에 수달이 살고 있고 앞으로 더 많은 동식물들이 와서 서식할 수 있도록 해야함. 시민들도 더 소중하게 우리고장 생태환경에 대해 높은 관심을 갖게 될 것임. 특히 많은 공장들로 오염이 가속화되고 있는 시점에서 당진천 생태환경 연구는 절실하게 필요함.
기대효과
지속발전가능한 도시, 친환경적 도시로 만들 수 있는 기회라 생각함. 우리 지역 가치도 상승할 것임.",2022-10-20,"○ 귀하의 제안에 대하여 깊은 감사의 말씀을 드립니다.
○ 귀하의 제안 내용은 당진천의 수달 등 보호가 필요한 동식물 서식생태의 체계적 연구 및 대시민 홍보에 관한 내용으로 사료되며, 당진시에서는 멸종위기야생동물 출현 지점과 그외 중요하다고 판단되는 산림, 하천, 갯벌 총 100개 지점에서 야생동물 현장조사를 실시하여 도시생태현황지도를 구축하는 사업을 추진하고 있습니다.
○ 우리시는 2022년 6월 ~ 2023년 12월 기간동안 도시생태현황지도 연구용역을 진행할 계획이며, 연구용역 결과(최종보고서 또는 결과자료)를 시 홈페이지 게재 등의 방식으로 시민에 공개할 예정입니다.
○ 이에, 귀하께서 제안하신 당진천 내 야생동물 서식생태 연구사업은 기시행중인 사업으로서 채택할 수 없음을 양해해주시기 바라며, 제안하신 소중한 의견은 앞으로 해당 업무 추진시 참고하도록 하겠습니다.
○ 기타 궁금하신 사항은 당진시 기후환경과(☏ 041-360-6565)로 문의주시면 성심껏 답변드리겠습니다.",2022-11-28,당진시,답변완료
당진시 송악읍 중흥1길 50 경남아너스빌 앞 도로,"현황 및 문제점
저희 중흥1길에 경남아너스빌 과 세종 아파트가 있습니다.
아파트 단지에 아이들과 세대가 조금 있습니다.
헌데 앞 도로가 기지시쪽으로는 내리막 길이고 상록초등학교 방향으로는 오르막길입니다.
도로에 덤프트럭처럼 큰 차량들이 너무 쌩쌩 달리고 신호위반도 서슴없이 하고 다니는 차량들이 많고
최근에는 중앙분리대를 차량으로 박아서 부셔지고 하고 있습니다.
그래서 제안드립니다.
개선방안
방지턱 설치를 하여 주시면 차량들이 험하게 달리지 못 할것이며, 주민들의 안전에도 많은 도움이 될듯 합니다.
꼭 현장에 나오셔서 확인 하신후 방지턱 설치를 부탁드립니다.
기대효과
주민들의 안전에 많은 도움이 될 것입니다.",2022-10-17,"1. 귀하께서 국민신문고를 통해 신청하신 제안(1AB-2210-0010400) 과속방지턱 설치 건에 대한 심사 결과를 다음과 같이 알려드립니다.
2. 귀하께서 제안하신 사항은 국민 제안 규정 제2조 1항(마. 단순한 건의에 해당되는 것)에 의거하여 제안 내용은 불채택됨을 알려드리며, 경남아너스빌과 세종그랑시아 아파트 사이 도로의 종류는 보조간선도로(지방도619호선)에 해당되며 「도로안전시설 설치 및 관리지침」제 4편(기타안전시설) 2.3(설치장소) 나항에 따라 과속방지턱 설치가 불가능함을 알려드립니다.
3. 추가적으로 궁금하신 사항은 당진시청 도로과(041-350-4382)으로 문의해주시면 상세히 답변드리겠습니다. 감사합니다. 끝.",2022-11-22,당진시,답변완료
