제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
송산면 인도설치,"현황 및 문제점
2차선도로가 인근공장 덕분에 무척 위험
수십번 민원해도 들은 신청도 앉함
[카카오맵] 충남 당진시 송산면 무수리 24-14
http://kko.to/OZF99N6pB
개선방안
버스정류장까지 인도설치
기대효과
대중 이용 시민 안전 부여",2022-06-17,"1. 귀하의 가정에 행복이 가득하길 기원합니다.

2. 귀하께서 제안하신 민원 1AB-2206-0015057(2022.06.17.)호와 관련하여 시도 17호선에 대한 인도 개설에 대해 검토한 결과를 아래와 같이 알려드립니다.

가. 귀하께서 요청하신 구간은 시도 17호선으로 해당 구간 도로 개설이 완료된 상태로 해당 구간에 대한 추가 인도 설치를 위해서는 예산 확보 및 토지 보상, 설계 등 장기간 검토가 필요하여 즉시 시행이 불가능함을 알려드리며, 추후 사업 추진이 가능할 경우 투자 우선순위를 고려하여 사업을 시행할 것이며,
나. 이후 귀하께서 시도 17호선내 인도설치에 대한 제안이 있으신 경우 「민원처리에 관한 법률」 제23조(반복 및 중복민원의 처리)제1항에 의거 내부종결처리됨을 알려드립니다.

3. 귀하의 제안을 채택하지 못하는 점 이해하여 주시기 바라며, 기타 궁금하신 사항은 당진시청 도로과(350-4372)로 문의하시면 친절하게 답변해 드리겠습니다. 끝.",2022-07-21,당진시,답변완료
지역경제 활성화 방안 제안,"현황 및 문제점
계룡시에는 주민들이 여가(캠핑)를 즐길만한 공간이 없기 때문에 여가를 즐기기 위해서 다른 지역으로 많이 간다
다른지역으로 많이 가게 되면 지역소비가 줄어들고 가계에도 여가를 위해 지출하는 부담이 커진다
개선방안
주민들이 멀리 이동하지 않고 가까이에서 간편하게 캠핑 또는 야외에서 고기를 구워 먹으며 쉴 수 있는 공간이 마련되었으면 합니다.
지역에 캠핑을 즐길 곳이 있다면 지역 소비가 늘어 지역경제 활성화에도 도움이 되고
주민들의 여가 생활 향상에도 기여할 수 있습니다.
동학사 근처에 캠핑장이 있긴 하지만 글램핑장으로 이용요금이 부담이 됩니다.
앞으로 대실지구에 많은 아파트가 들어서고 입주민들이 많아지게 되면
대실지구나 금암동 주민들이 쉽게 접근할 수 있고 자주 이용할 수 있는 곳에 그런 공간이 마련된다면 좋을 것 같습니다.
남북대실로 푸르지오에서 계룡IC로 가는 근처에 넓은 공원이 있는데 그곳을 캠핑장으로 활용을 한다면 주거환경에 피해를 주지 않으면서 가까워서 자주 이용하게 될 것 같습니다.
예전에 이천에 살때 거기에는 자유롭게 고기를 구워먹으며 캠핑할 수 있는 곳이 있어서 주민들이 자주 이용하며 여가를 즐길 수 있었습니다. 계룡에도 그런 곳이 있었으면 주말에 멀리 나가지 않아도 산책도 하고 캠핑도 즐기며 즐거운 여가시간을 보낼 것 같습니다.
기대효과
캠핑장에서 배달음식을 시킨다든지 고기를 구워먹거나 음식을 해먹는다든지 하므로 지역 소비가 활성화 되고
경제활동이 촉진되며
캠핑장을 관리하는 인력이 필요하므로 일자리 창출이 이루어지게 되고
무엇보다 주민들이 여가생활을 하는데 만족감이 커지므로 지역에 대한 자긍심이나 애향심이 향상되고 삶의 질이 향상될 것으로 기대됩니다.",2022-06-17,"1. 안녕하십니까, 귀하께서 국민제안(1AB-2206-0014889)호를 통해 제안해주신 사항에 대해 다음과 같이 답변드립니다.

2. 귀하께서 제안해주신 사항은 대실지구 인근 공원에 캠핑장 조성을 제안하는 것으로 이해됩니다. 먼저 제안해주신 부지인 대실지구에서 IC방향(대실남북6길) 공터의 경우 도시건축과 도시개발팀 확인 결과 분양 완료된 대실지구임을 알려드리며, 야영장 조성에 대한 검토결과를 답변드립니다.
가. 계룡시에는 현재 시유지가 없어, 시설 설치를 위하여는 토지 매입 등 많은 예산이 수반되는 사항임을 안내드립니다. 시 운영 야영장 설립을 위해서는 예산 확보를 위해 장기적인 검토가 필요할 것으로 보이며,
나. 개인 야영장 사업자의 야영장업 등록 신청이 접수될 경우 관련법에 따라 적극 검토하여 협조 하겠다는 답변을 드립니다.

3. 귀하의 제안사항에 대해 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 계룡시청 문화체육과(042-840-2403)으로 연락주시면 친절히 안내해 드리도록 하겠습니다.",2022-07-13,계룡시,답변완료
Take out 커피컵 공동구매,"현황 및 문제점
크고 작은 커피전문점이 관광도시 공주에 맞게 많이 생기고 있음
계절의 영향으로 Takeout 음료 수용의 증가.
1회용컵 보증제 실시로 1회용컵 회수및 관리에 어려움이 있음.
규격과 재질의 상이로 재활용에도 어려움이 있음
개선방안
공주시에서 요식업협회등 관련기관과 MOU체결
공주시 마스코트를 사용한 1회용 컵 사용 추진
일정금액 보조금 지급
1회용 컵 수거용 자판기 설치 및 보증금 정산
기대효과
1회용컵 보증금의 정산등의 어려움 해소
1회용컵의 재활용 증대로 그린스마트 도시 공주시의 이미지 제고
소상공인의 어려움 해소",2022-06-15,"○ 귀하의 take out 커피컵 공공구매 제안하여 주심에 깊은 감사를 드립니다,
○ 커피전문점 100여개 브랜드가 있으며, 각 브랜드별 재질, 로고가 있어, 공동구매는 현실과 부함하다고 판단됩니다.
○ 아울러 1회용컵 사용을 줄이기 위해 보증금 제도 및 다회용기, 텀플러 사용등을 실시하고 있음 알려드립니다.",2022-07-16,공주시,답변완료
전국광역단체장에게 바란다 목록 공개 제안,"현황 및 문제점
국민패널 김정식입니다.
1. 개요 : 전국 17개 광역단체 홈페이지에서 ""도지사(시장)에게 바란다""
목록이 비공개되어 있어 시민의 진솔한 이야기가 무엇인지 알 수가 없어 소통에 어려움이 있음
2. 현황 및 문제점
가. 17개 광역단체 중 목록 비공개 : 6개 광역단체
나. 목록 비공개로 시민의 진솔한 이야기를 알 수가 없음
다. 목록 비공개로 시민과의 소통창구 역할 미흡
개선방안
1. 도지사에게 바란다 목록 공개로 시민과의 소통
* 공감대 확산으로 도민 누구나 제안하는 분위기 조성
기대효과
1. 목록 공개로 도민의 생각을 알 수 있어 도정 구현에 기여
2. 소통하는 광역단체장 홍보 효과",2022-06-14,"1. 도정에 대한 깊은 관심과 좋은 제안에 감사드립니다.

2. 건의해 주신<도지사에 바란다> 공개민원 목록이 조회될 수 있도록 요청해 주신 건과 관련하여
2022년 4월 건의해주신데로 조치하였습니다.

3. 다만, 타인비방, 개인정보, 고소 고발성 제보 등이 포함될 수 있어 민원인께서 비공개를 선택하였을 경우
목록까지 비공개 됨을 알려드립니다.",2022-06-29,충청남도,답변완료
방치되고 있는 자전거 폐기,"현황 및 문제점
무단으로 방치되고 있는 자전거 먼지 쌓이고 오래되고 자리차지 하고 폐기하는데도 비용
개선방안

이런걸 수거해서 고쳐서 아프리카 같은데 보내서 인도적인 차원으로 지원해줄 수 있다.
기대효과

이런걸 수거해서 고쳐서 아프리카 같은데 보내서 인도적인 차원으로 지원해줄 수 있다.",2022-06-13,"『방치되고 있는 자전거 폐기』 국민제안 된 건에 대하여 붙임과 같이 검토되었기에 불채택 심사 결과를 알려드립니다.

붙임 1. 국민제안신청서
2. 제안에 대한 관련 부서의견서 1부. 끝.",2022-07-13,아산시,답변완료
삽교호 방조제의 배수갑문 근방 자전거 통로 만들어 주세요,"현황 및 문제점
(자전거) 삽교천 방조제를 따라가다 삽교호 배수갑문(한국농어촌공사 삽교배수갑문)을 지나 삽교호 유원지로 진입합니다.
그런데 아산서 당진방향으로 방조제 쪽 끝부분에 가면 도로에 자전거 통로가 없을 뿐더러 한국농어촌공사 삽교배수갑문 관할구역은 철망으로 둘러놓아 꽉 막혀버렸습니다.

도로 보호대를 담 넘듯이 넘어서야 겨우 유원지로 갈 수 있습니다.

자전거가 지날 수 있는 통로 만들어 주셔요
개선방안
농어촌공사 관할 철망을 조금만 옮겨
자전거가 지나갈 수 있게 해 주셔요
기대효과
작은 개선 큰 기쁨",2022-06-11,"1. 시정 발전에 관심을 가져주셔서 감사합니다.
2. 귀하께서 국민신문고로 신청하신 제안 내용은 농어촌공사에서 관리하는 삽교호 배수갑문 도로 옆 메시휀스를 이설하여 자전거 통행로 설치를 제안하신 사항으로 이해됩니다.
3. 해당 시설물은 한국농어촌공사 당진지사에서 관리하고 있어 기관 협의 결과 삽교호 방조제 상단부는 도보 및 자전거 통행을 위한 도로가 아니며, 안전사고 위험이 있어 무단으로 진입하는 일이 없도록 협조 요청 의견이 있어 제안을 채택하지 못한 점 양해하여 주시기 바랍니다.
4. 기타 궁금하신 사항에 대하여 당진시청 건설과 기반조성팀(☎ 041-350-4641) 또는 한국농어촌공사 당진지사 (☎ 041-351-9138)로 문의하여 주시면 친절히 답변 드리겠습니다. 끝.",2022-06-29,당진시,답변완료
당진시 시내버스 구린내,"현황 및 문제점
버스정보시스템 공개 되지 앉아 실시간 버스확인이 어렵다
버스가 맍은것도 아닌데 버스시간이 들락날락
노치기 일수다
2년전 앱까지 개발하여 공개하다 없애버렸다
개선방안
실시간 버스정보 공개
기대효과
공공교통 이용편의",2022-06-10,"1. 시정발전에 관심과 애정을 가져 주시는 점에 대하여 감사의 말씀을 드립니다.

2. 귀하의 제안에 대한 요지는 실시간 당진 시내버스 운행정보의 제공으로 판단되며, 처리 결과는 다음과 같습니다.

3. 실시간 시내버스 운행정보의 제공 관련 현재 충청남도에서 충남 내 전 시·군을 대상으로 실시간 시내버스 운행정보 제공을 위한 시스템을 구축중에 있음을 알려드립니다. 당진시도 금년 시스템 구축 대상지역에 포함되어 이르면 금년, 늦어도 내년 중 어플리케이션을 통한 실시간 시내버스의 운행정보가 제공될 예정임을 알려드립니다.

4. 당진시 제안제도 운영 조례 규정을 확인한바, 안타깝지만 단순 건의 성격의 제안이기에 불채택 사유에 해당됨을 알려드리며,

5. 비록 제안으로 채택되지는 않았지만 해당 내용이 실현될 수 있도록 노력하겠습니다.

6. 다시 한번 감사의 말씀을 드리며 답변 내용에 대하여 추가적인 설명이 필요하신 경우 당진시 교통과(041-350-4552)로 연락주시면 친절히 안내해드리도록 하겠습니다. 끝.",2022-07-01,당진시,답변완료
전동킥보드 불법 주정차,"현황 및 문제점
전동킥보드를 아무곳이나 주정차하는사람들이 많아서 오고가는 사람들이나 차량이 많은 불편을 겪고 있습니다
매번 치울수도 없고..옆으로 치우자니 결제안해서 소리도 크게울려 괜히 민망합니다
개선방안
전국적으로 전동킥보드 불법주정차 신고 가능하게해주세요
기대효과
조금더 생각하고 주정차하는 사람들이 많아지겠지요",2022-06-07,"국민제안으로 제출된 제안서에 대하여 아래와 같이 처리하고자 합니다.
제안자
제안제목
채택여부
비고
손*리
전동킥보드 불법 주정차
불채택


붙임 국민신문고 제안내용 및 관련부서 의견서 1부. 끝.",2022-06-09,아산시,답변완료
보건소 감염병 원숭이두충 정보 제공으로 지역민 건강정보 충족,"현황 및 문제점
유럽과 아프리카 등 전세계로 확산되고 있는
감염병 원숭이두창으로 세계 각국이 경계를 늦추지 않고 있다
우리정부도 2급 감염병으로 지정하고, 발명자 발생 시 2주간 결리 조치를
한다고 한다
그런데도 아산시청/ 보건소는 감영병 정보에
원숭이두창 정보가 제공되지 않고 있다
신속한 정보제공으로 국민의 경계심을 높여야 한다
개선방안
1.1.아산시청/보건소 원숭이두충 검색되게 정보 탑재 및 검색 가능게 개선
- 원숭이두창 감염병정보 탑재
- 감염병 정보 검색창에 원숭이두창 검색되게 개선
기대효과
1.예산 없이도 지역민 해외발병 감영병 신속제공
2.지역민 건강보호
3.선제적 감염병 예방홍보 실행",2022-06-06,"1. 안녕하십니까? 귀 댁의 평안과 행복이 가득하길 기원드리며, 귀하께서 국민신문고를 통해 접수하신 제안사항에 대하여 아래와 같이 답변드립니다.

2. 귀하의 제안 내용은 ""아산시청/보건소 홈페이지를 통한 원숭이두창 감염병 정보 제공”으로 이해됩니다.

3. 우리 시 홈페이지는 정책, 행정, 민원 처리 등에 대한 안내를 중심으로 운영 중이며, 보건소 홈페이지에서 건강, 감염병 등에 대한 정보를 제공하고 있습니다. 원숭이두창을 포함한 모든 감염병 정보는 담당 부처인 질병관리청 감염병 포털에서 일차 제공되며, 보건소 홈페이지 메뉴 [보건사업]-[감염병관리]-[법정감염병]-[질병관리청 감염병정보 안내] 링크를 통해 확인하실 수 있습니다. 또한, 원숭이두창 감염병 위기경보 수준이 격상됨에 따라 보건소 홈페이지 접속 시 곧바로 질병관리청 감염병 정보를 확인할 수 있도록 팝업창을 제공하고 있습니다. 아울러, 네이버, 다음 등 포털사이트에서 ‘원숭이두창’을 검색하면 질병관리청의 원숭이두창 정보제공 페이지로 간편하게 접속하실 수 있습니다.

4. 위와 같은 사유로 제안을 채택하지 못하는 점을 널리 이해하여 주시기 바라며, 귀하의 제안 취지에 맞도록 전광판, 미디어보드, SNS 등 다양한 매체를 통해 시민들에게 원숭이두창 감염병 정보 제공 및 예방수칙 홍보에 힘쓰도록 하겠습니다. 답변 내용에 추가 설명이 필요한 경우 아산시보건소 질병예방과 감염병관리팀 고은비(041-537-3395)로 연락주시면 성실히 안내드리도록 하겠습니다. 감사합니다.",2022-06-29,아산시,답변완료
가로수 식재 및 산책로 정비,"현황 및 문제점
현재 대실지구내 아파트를 사이에 두고 농소천이 흐르고 있습니다.
대실지구 도시개발사업을 하면서 농소천을 재 정비하여 항시 맑은 물이 흐르도록 하였으나 가로수가 없어 낮에는 뜨거운 햇빛으로 인하여 운동이나 산책을 할 수 없는 실정입니다. 이런한 문제점의 개선을 요구합니다.
개선방안
잘 정비된 농소천을 계룡시민이 자유롭게 운동하고 산책하는 좋은 환경이라 여겨집니다. 하지만 가로수 하나 없는 산책로로 조성되어 있어 주민들이 많이 이용하는 여름에는 뜨거운 햇살로 이용할 수 없다는 문제점을 안고 있습니다.
이러한 문제점을 해결하는 방법으로 벚꽃이나 기타 그늘을 조성할 수있는 나무를 식재하여 주실것을 제안합니다.

또한 홈플러스부터 대실지구전까지는 가로수가 잘 조성되어 있으나 오래전 시공된 보드블럭으로 되어있어 깨진 부분도 있고 관리가 안되어 잡초가 많아 미관상 좋지 않은 곳이 많습니다.
오래전에 조성된 만큼 대실지구와 같은 방식(재질)로 재 정비하여 주신다면 보다 좋은 산책길이 될거라 보여집니다.
한가지 더 한다면 여려개의 다리가 있습니다. 그늘로 인하여 잔디나 꽃이 자랄 수없는 곳이기에 그냥 맨 땅으로 방치되어 있습니다.
이곳(다리아래)를 정비하여 인조잔디 또는 새로운 방법으로 정비한다면 쾌적한 환경으로 변할 것입니다.
기대효과
금암지구내 주민들을 위한 운동시설이 없는 것이 현실입니다.
현재 계룡에는 운동장과 체육관이 있으나 금암지구 대실지구에서는 접근성이 좋지 않다보니 농소천을 잘 정비 한다면 어느 곳보다 좋은 운동,산책코스로 각광받는 곳이 될 것으로 판단됩니다.

벚꽃으로 조성된 농소천은 5년 후 쯤이면 계룡최고의 산책로로 각광받는 명소가 될 것입니다.",2022-06-02,"1. 귀하의 가정에 행복을 기원합니다.

2. 귀하께서 건의하신 농소천 가로수 식재 및 산책로 정비 건에 대해 아래와 같이 답변 드립니다.

가. 농소천 가로수 식재에 대하여 대실지구 개발시에 시설녹지에 대하여 다양한 수목을 식재하였으나 하천변은 하천점용이 불가하여 수목식재가 어려운 상황입니다. 농소천변 그늘이 생길 수 있도록 시설녹지에 식재된 수목을 지속적으로 관리하도록 노력하겠습니다.

나. 홈플러스에서 대실지구 전까지 설치된 인도에 대하여 도로 관리부서에서 보도블럭 및 잡초에 대해 지속적으로 관리할 예정입니다.

다. 또한, 다리아래 산책로 정비 건에 대하여 관계부서협의 및 사업예산 등 종합적으로 검토하여야 할 사안임을 알려드립니다. 감사합니다.

붙임 국민제안신청서 1부. 끝.",2022-07-01,계룡시,답변완료
교통약자 이동지원서비스,"현황 및 문제점
충남광역(당진) 순번제로 이용하는 장애인콜택시 문제점과 형평성 문제가 있음.
리프트차량이 필수적으로 필요한 휠체어장애인의 이용의 불편함. 예약서비스도 안됨.(재활병원이나 학교등하교이용 정해져있는 시간대 이용)
휠체어이용자들은 리프트차량이 필수적이고 일반장애인은 일반차량도 선택적으로 탈수 있다.
휠체어는 리프트차량 없이는 이동이 불가함.

개선방안
개선방안으로는 필수적으로 이용해야하는 휠체어 이용자와 일반장애인과 같은 조건으로 운영하는 방식은 형평성에 어긋나므로 휠체어이용자를 우선적으로 차량을 배치해야함.
기대효과
휠체어이용자의 재활병원 시간에 맞추어 갈 수가 있음.",2022-05-31,"1. 충남도정 및 교통약자이동편의 증진에 대한 깊은 관심과 애정에 감사의 말씀을 드립니다.

2. 귀하께서 제안하신 의견은 “휠체어 장애인은 우선적으로 배정해달라”는 내용으로,

3. 현재 광역이동지원센터에서는 휠체어 장애인분들을 우선배차해드리고 있습니다. 미리 다른 이용자가 예약한 상황이거나 배차 순서를 바꾸지 않는 한도 내에서 최대한 휠체어 장애인분들이 먼저 이용할 수 있도록 배차를 진행하고 있습니다.

4. 향후, 지속적으로 장애인콜택시 도입을 늘려, 이용하시는 교통약자분들이 원활히 이용할 수 있도록 노력하겠습니다.

5. 기타 문의사항이 있으실 경우 충청남도 교통정책과 길훈(☏ 041-635-4563)으로 문의하여 주시면 감사드리겟습니다.",2022-07-25,충청남도,답변완료
"대실지구근린공원,RFID방식음식물쓰레기처리기도입","현황 및 문제점
지구내 안산배수지의 공원조성착공이 미뤄지고 있고
지구내 단지 최초로 RFID방식음식물처리기도입을 하려하나 시에서 이 제도를 운영하고 있지않아 설치에 어려움이 있음
개선방안
공원조성을 조속히 착공하고 RFID방식을 도입하여야 함
기대효과
공원조성으로 대실지구주민의 삶의 질을 향상시키고 계룡시의 위상을 높이며, RFID방식음식물쓰레기처리기를 도입하여 환경을 보호하고 음식물쓰레기를 줄일 수 있음",2022-05-31,"1. 국민신문고 국민제안 (1AB-2205-0018371) 사항에 대하여 아래와 같은 검토의견으로 답변하고자 합니다.
- 제안 요지 : 계룡시 RFID 방식 음식물류 폐기물 종량기 설치 요청

2. 검토의견
○ 먼저 우리 시 환경 개선을 위해 관심을 가져주시고 좋은 의견을 주신데 대해 깊은 감사의 말씀을 드립니다.
○ 귀하께서는 계룡시에 RFID 방식 음식물류 폐기물 종량기 설치에 대한 제안을 주셨으며 이에 대한 검토의견을 다음과 같이 알려드립니다.
○ 우리시는 2020년 공동주택을 대상으로 “RFID기반 음식물쓰레기 종량기 설치사업”을 추진한 바 있으나 희망이 없어 현재까지 일반 수거함을 사용하고 있는 실정이었으나, 지난 5월 대실지구 아파트로부터 RFID 설치여부 문의 이후 도입여부 및 방법에 대해 내부 검토중에 있었습니다.
○ 이에 대한 검토 결과, 시범사업 형태로 대실지구 신축아파트를 대상으로 RFID기반 음식물 쓰레기 종량기 설치 사업을 추진하고자 6월 말 대실지구 신축 아파트 3개소에 RFID 종량기 설치 협조 공문을 발송한 상태입니다.
○ 다시 한번 우리 시 환경 개선을 위해 관심과 의견을 주심에 깊은 감사를 드립니다.",2022-07-04,계룡시,답변완료
계룡시에 RFID음식쓰레기 처리기 도입이 필요하다고 봅니다,"현황 및 문제점
여러 신도시와 신축아파트들 대부분이 RFID방식 음식물쓰레기 처리기를 도입하여 환경을 보호하고 쓰레기를 줄여가고 있습니다. 이러한 흐름에 맞춰 현재 대실지구에 지어지고 있는 계룡푸르지오더퍼스트에서도 RFID를 도입할 계획이었으나, 계룡시에서 이 제도를 운영하고 있지않아서 RFID음식쓰레기 처리기를 설치할 수 없다는 통보를 해왔습니다.

개선방안
시 정책이 계획에 따라 진행되기 때문에 지금 당장 음식물 쓰레기처리 방식을 변경할 수 없다면, 신축 아파트를 시범단지로 지정한다든가 하는 방식으로 유연성있게 설치가능하도록 해야 할 것 같습니다.
기대효과
RFID 음식물쓰레기 처리기를 사용할 경우 우선적으로 비닐 종량제라든가 개별가구에서 추가적인 쓰레기가 줄어들게 됩니다. 음식물 쓰레기 관리역시 용이하므로 적극적으로 도입 해야 할 것으로 보입니다.",2022-05-30,"1. 국민신문고 국민제안 (1AB-2205-0017706) 사항에 대하여 아래와 같은 검토의견으로 답변하고자 합니다.
- 제안 요지 : 계룡시 RFID 방식 음식물류 폐기물 종량기 설치 요청

2. 검토의견
○ 먼저 우리 시 환경 개선을 위해 관심을 가져주시고 좋은 의견을 주신데 대해 깊은 감사의 말씀을 드립니다.
○ 귀하께서는 계룡시에 RFID 방식 음식물류 폐기물 종량기 설치에 대한 제안을 주셨으며 이에 대한 검토의견을 다음과 같이 알려드립니다.
○ 우리시는 2020년 공동주택을 대상으로 “RFID기반 음식물쓰레기 종량기 설치사업”을 추진한 바 있으나 희망이 없어 현재까지 일반 수거함을 사용하고 있는 실정이었으나, 지난 5월 대실지구 아파트로부터 RFID 설치여부 문의 이후 도입여부 및 방법에 대해 내부 검토중에 있었습니다.
○ 이에 대한 검토 결과, 시범사업 형태로 대실지구 신축아파트를 대상으로 RFID기반 음식물 쓰레기 종량기 설치 사업을 추진하고자 6월 말 대실지구 신축 아파트 3개소에 RFID 종량기 설치 협조 공문을 발송한 상태입니다.
○ 다시 한번 우리 시 환경 개선을 위해 관심과 의견을 주심에 깊은 감사를 드립니다.",2022-07-04,계룡시,답변완료
인도 청소 요망,"현황 및 문제점
안전신문고 신고 했으나 들은신청도 앉함
개선방안
인도청소
기대효과
안전",2022-05-27,"1. 항상 시정에 관심과 성원하여 주심에 감사드리며 귀하께서 제안하신 원당동 794-7 번지 일원
인도 혼합골재 청소 요청사항으로 판단되며 징비는 완료하였습니다. 다만 해당 위치가
비 포장 사유지와 연접하여 사유지에서 이동하는 차량 등으로 혼합골재가 또 다시
내려올 수 있음을 알려드리오니 현장 여건을 감안하여 양해부탁드립니다.
2. 귀하의 제안은 도로에 대한 불편에 대한 건의사항으로 행정의 제도 개선을 목적으로
하는 국민 제안으로는 불채택된 점 널리 해량하여 주시기 바라며, 귀하의 의견을
참고하여 주기적으로 인도관리 등 좀 더 주민의 편리한 환경개선을 제공할 수 있도록
노력하겠습니다.
3. 기타 궁금하신 사항은 도로과 도로관리팀(041-350-4361)로 전화 주시면 친절히
답변드리겠습니다. 감사합니다. 끝.",2022-06-24,당진시,답변완료
배려 및 준법사례 자원화 방안 제안,"현황 및 문제점


1>제안개요

시대의 특성(정보화 및 융합화 시대의 특성)을 고려하여 지능 정보화 기본법 제1조 제45조 46조(;

www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%A7%80%EB%8A%A5%EC%A0%95%EB%B3%B4%ED%99%94%EA%B8%B0%EB%B3%B8%EB%B2%95)를 비롯하여 적극 행정 운영 규정 제1조, 제11조, 16조(;

www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%A0%81%EA%B7%B9%ED%96%89%EC%A0%95%20%EC%9A%B4%EC%98%81%EA%B7%9C%EC%A0%95)로 편하고 쉽게 추진(유익한 환경제공에 더 쉬운 실천환경 마련)될 수 있게 되어 있다.

전과 달리 본받을 만한 사례 발굴, 창출이 수월해졌으며, 적극적으로 추진함에 전과 같은 부담을 해소되게 되어 있어서 기대된다.

일선 생활 현장과 공공기관. 단체장 간의 소통이 제대로 되지 않음에 따른 혹독한 아픔과 어려움을 겪었음에도 반성조차도 제대로 못 함에 따른 결과들로 대안 마련을 하지 않을 수 없게 되었다.
개선방안
2> 제안내용

전화를 비롯한 정보화 환경(ARS, 인터넷, 홈페이지)과 관련된 부분에서 지방 및 중앙 정부까지 발생한 민원이나 제안들에 대한 현황 점검 결과들 공개함이 시급한 실정이다.

본받을 만한 사례 발굴. 창출 방안 실천이 어느 때보다도 시급한 때이다.

다행히 전극 행정 운영 규정에다 이미 마련되어 있는 공기록 물 관리에 관한 법률(

www.law.go.kr/%EB%B2%95%EB%A0%B9/%EA%B3%B5%EA%B3%B5%EA%B8%B0%EB%A1%9D%EB%AC%BC%EA%B4%80%EB%A6%AC%EC%97%90%EA%B4%80%ED%95%9C%EB%B2%95%EB%A5%A0)의하여 민원인의 요청의 의해서 기록되게 될 수 있음에 후세들이 봤을 때 상기하여 옳게 처리할 수밖에 없게 되어 있다.

따라서



0)부여군청 홈페이지(;https://www.buyeo.go.kr/html/kr/intro/intro_050601.html)

초기화면과 공통화면이 되는 아랫부분에 공사 주소 위에 “찾아오시는 길” 다음에 “타 기관들 바로가기

(http://blog.daum.net/sse5404/675)를 이런(본 사이트 활용사례;http://www.allbrain.co.kr/main)경우와

같이 해 놓을 것을 제안한다.

1) 배려사례 예시

가정이나 직장에 손님이 왔다가 갈 때, 경유해야 할 곳이 있는 곳에 편하고 쉽게 가는 방법 안내하듯이

인터넷 홈페이지에 방문한 사람 중 인터넷 활용함에 미숙하거나 특히 처음 사용하는 사람들에게 편하게 타 기관·단체들에 이동할 수 있게 이용자의 입장을 충분히 고려하여 배려해 놓자는 것이다.

더불어 언론사들의 편향성 문제점 극복 방안으로 모든 언론사 접근하기 쉬운 환경제;http://blog.daum.net/sse5404/810



2) 준법 사례 예시

관련 법들의 목적을 비롯하여 관련 규정들을 사용자들의 입장에서 고려해야 함을 담당자 및 전결권자의 편의 위주 해석으로 유명 무시한 결과를 초래 왔었던 점들을 상기하여 적극 행정 제16조를 시행 실천으로 예방되어야 한다.

*특히 남대문 숭례문 화재 사건 봉화군 소천면 총기 난사 사건, 봄철 산불 사고, 심지어 자살을 등 각종 사건 사고들이 재발 현상 방치되는 경우가 늘어 남과 소통환경과 무관하지 않다는 사실이다.

3) 소통개선환경 사례 예시와 일자리 및 창업 소재 제공방안

(1) 소통개선환경 사례 예시

앞 “1)과 2)” 사례 예시 방안

(2) 일자리 발굴·창출 환경 제공방안

앞 “1)과 2)” 사례 예시 유지 확장 시 소요 인력 참여 기회 우선(입주민 일자리 지원 소재) 제공방안.

(3) 창업 소재 제공방안

앞 “1)과 2)” 사례 예시를 관리·운영 방안 사업화 때 창업 소재로서 우선 제공방안.

(4) 국민신문고 등 제안제도로 제안되어 채택된 것들 실현 추진 인력으로 우선 기회 제공방안

기대효과
3> 기대효과

전국 모든 언론사를 비롯한 공공기관·단체 홈페이지 조직도 바로가기 사이트(www.kscia.net)를

누구나 본인 휴대전화기 바탕(초기)화면에 추가해놓고 확인해보면 편리함 효과를 비롯하여 상상력은 우주를 품고도 남음을 확인할 수 있다는 점이다. 끝.",2022-05-27,"1. 안녕하십니까? 군정에 관심을 가지고 제안해 주셔서 감사드립니다.
2. 귀하께서 국민신문고 국민제안을 통해 신청하신 제안사항(신청번호 1AB-2205-0016399)에 대한 검토 결과를 다음과 같이 알려드립니다.
3. 귀하의 제안내용은 '부여군 홈페이지 내 블로그 연계'에 관한 것으로 판단됩니다.
4. 현재 부여군은 정부에서 운영하는 사이트인 정부24의 정부/지자체 조직도 사이트를 홈페이지에 연계하여 운영하고 있습니다. 또한 귀하께서 유선상으로 말씀하신 자살 예방에 관한 것은 홈페이지 내 관련기관링크 - 충남 광역정신건강복지센터를 연결 운영중에 있음을 알려드립니다.
5. 답변내용에 대한 추가 설명이 필요한 경우에는 부여군청 자치행정과 박상호(041-830-2458)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

붙임 국민제안신청서 1부. 끝.",2022-06-07,부여군,답변완료
