제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
농소천 산책로길 느티나무 심기,"현황 및 문제점
-대실지구 농소천 산책로 한낮에 햇볕이 뜨거워 산책하는 사람이 없음
-농소천 안길에 느티나무를 심으면 3년후정도면 그늘이져 산책로 이용시민이 많을것으로 사료됨
-현재 해충퇴치기, 가로등, 건강기구가 설치되어 있어 저녁부터 밤시간 산책 및 운동을 즐기는 시민이 많음
- 농소천 바같쪽으로는 벚나무가 심겨져 있으나, 그늘은 없음. 이왕 심어 놓은 것은 봄꽃을 보면 좋을듯
- 저는 금암동 주공아파트에 공원에서부터 이어지는 농소천 산책로 이용하고 있습니다. 느티나무를 안쪽으로 심어주면 더 좋은 산책로가 될 것입니다.
개선방안
- 농소천 안쪽으로 느티나무를 심으면 아름다운 산책로 환경과 여름 대낮에도 더위에 지친 시민의 휴식처가 될 것임
기대효과
- 계룡시의 자연경관의 아름다움을 및 더위를 피하여 시민의 아주 좋은 쉼터 역활 과 계룡시의 명소가 될 것임",2022-08-30,"1. 항상 시정발전을 위한 관심과 협조에 감사드리며, 귀하께서 국민신문고를 통해 신청하신 제안(1AB-2208-0024746)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 제안내용은 ‘대실지구내 농소천 산책로 안쪽(하천변) 수목식재’에 관한 것으로 이해됩니다.

3. 제안사항에 대해 검토한 결과, 농소천 산책로 안쪽(하천변)은 하천구역, 바깥쪽은 자연녹지구역(현재 벚나무 등 식재)으로 구분되어 있으며, 귀하께서 느티나무 식재를 제안하신 농소천 호안은 집중호우 시 재해예방을 위해 호안블럭으로 시공되어 있습니다. 따라서 해당지역에 수목 식재 시, 뿌리 등의 영향으로 호안의 시설물 손상과 홍수 시에는 전도 및 세굴 우려가 있어「하천법」제46조에 따라 하천구역 내 수목 식재가 금지되어 있음을 알려드립니다.

3. 이에 따라 시에서는 산책로 이용자의 쾌적한 환경조성을 위해 공원 담당부서와 협조하여 공원구역 내 추가 수목 식재 등의 방법을 검토하여 추진하겠으며, 기타 문의 사항은 계룡시 안전총괄과 재해대책팀(042-840-2253)으로 연락주시면 친절히 안내해 드리도록 하겠습니다.",2022-09-13,계룡시,답변완료
당진3동 둘레길,"현황 및 문제점
둘레길에 등산로만 있다. 등산로 주변에는 괴목과 잡목들이 무성하여 지저분하고 음침하며 심지어 무섭다는 생각이 들 정도로 무방비 상태이다.
개선방안
등산로를 넓게 재정비한다.
괴목과 잡목들을 간벌하여 햇빛과 바람이 통하는 공간을 확보한다.
붉은 소나무가 밀집된 공간을 공원화하여 휴식 장소를 마련한다.
군데 군데 휴식 공간 및 운동 시설 장소를 마련한다.
기대효과

타지역은 작은 공원도 개발하여 주민에게 휴식 공간으로 제공하기에 많은 이들이 찾고 이용한다. 수청지구에는 앞으로 더 많은 입주민이 증가하게 될 것이다. 그러하기에 당진3동 둘레길은 간벌만 잘하여도 당진시민의 휴식 공간과 산책 및 운동 공간으로 적극 활용되어질 것이다.",2022-08-26,"숲길의 조성은 「산림문화·휴양에 관한 법률」 제23조에 따라 숲길연차별계획에 따라 해당 숲길의 노선이 포함된 숲길조성계획을 수립하여 노선선정ㆍ조성계획의 적절성, 생태계와 지역사회에 미치는 영향 등에 관하여 그 타당성을 평가하고, 이해관계인(토지소유자 등)의 의견을 수렴하여야 하며, 타당성 평가 및 의견 수렴 결과 숲길의 조성이 타당하다고 인정되면 숲길의 명칭을 부여하고 그 노선을 지정하여 고시하여야 함.
우리시에서 고시한 등산로 23개 노선으로, 등산로 유지관리에 많은 예산이 투입되고 있으나 유지관리에 어려운 실정이며, 자연발생적으로 생겨난 수많은 산길을 정비하고 관리하기에는 역부족인 상황임.
따라서, 해당 법률에 의한 숲길이 아닌 자연 발생적으로 생겨난 수많은 둘레길은 해당 읍면동에서 조성(정비)·관리하고 있어, 본 제안은 관리주체인 당진3동에서 주민자치사업 등과 연계하여 장기검토하여야 할 사항으로 판단됨. (산림녹지과 041-350-4200)
또한 당진3동 주민자치 사업등을 통해 장기 검토하여 추진할 사항으로 판단됨.(당진3동 041-360-8682)",2022-11-15,당진시,답변완료
감사함및 민원사항 일사분란 처리 제안,"현황 및 문제점
1. 민원사항이 있어 한부서를 찾았더니, 이곳이 아니다 하여 다른곳을 안내받고 다른곳으로 가니, 이번에는 이곳부서가 아니니 다른곳으로 안내하여 같더니 그곳도 아니다. 이렇게 6곳이상을 가도 아무 답을 못얻었다. 차라리 안되면 안된다고 하면 되지 , 자기 부서가 아니라고 밀어야 하는지/ 민원인으로서 시청공무원에게 제가 무능력함을 즐기는거같은 무력감과 굴욕을 안고 되돌아 왔다. 물론 제가 혼자 느끼는 수치심을 지나치게 느끼는지는 모르겠다. 다만 , 이제 부터는 안되면 안된다고 하지, 이리 밀고 저리 밀고 하지 않았으면 좋겠다.

2. 안내 데스크에서 직접 담당부서까지 안내하는것을 보고 참으로 처음 방문하는 저로서는 당진시청의 자부심을 옅볼수있어서 좋았고, 감사함을 전한다.
개선방안
1. 민원사항을 책임있게 처리 해주었으면 좋겠다. 감사하다.
다른 민원인들이 와서 좋은 모습의 책임있게 처리 안내해주는 모습을 보여주었으면 한다.
기대효과
1. 일사불란 업무처리.
2. 이미지 쇄신",2022-08-26,"1. 시정에 관심을 갖고 소중한 의견을 주심에 감사드리며, 답변이 늦어져 죄송합니다.
2. 시민 모두가 민원처리 불편 해소를 위해 노력하며, 신속.정확.친절한 민원서비스를 제공하도록 하겠습니다.
3. 기타 궁금하신 사항은 당진시청 민원정보과(☏350-3524)로 문의하시기 바랍니다.",2022-12-31,당진시,답변완료
소난지도 의병총 조경시설확충,"현황 및 문제점
1,현재 조경수식재가 너무 부족하다.
2,정자,파고라 등의 휴식시설물이 전혀없다.
3,체계적인 조경관리가 안되고 있다
4,이곳이 사적지로 지정된곳인지....
개선방안
1,제대로 설계를해서 체계적인 관리를 해주기 바랍니다.
(잘 조성된 당진시 소재의 역사,문화공간으로 만들어 주십시요)
2,면적이 넓으므로 한쪽에 섬주민들을위한 체육시설 예를들면 게이트볼장같은 시설을 함께 해주시면 좋겠습니다.
3,조그만한 소규모야외공연장이 들어서면 좋겠습니다.
기대효과
1,볼것이 있는 섬,가보고 싶은 섬,연계관광지가 되겠다.
2,역사의식,민족의식 고취의 장이 되겠다.
3,주민과 방문객이 쉬고 보고 배우고 가는 공간이 될것으로 확신합니다...",2022-08-25,"국민신문고 제안접수 건에 대해 불채택 결정을 하고, 아래와 같이 심사결과를 통보하고자 합니다.

1. 제 안 인 : 배규영 (석문면 난지2길 90-50)
2. 접수번호 : 1AB-2208-0020676
3. 제안내용 : 소난지도 의병총 주변 조경수 식재 및 휴식시설물 설치 등
4. 불채택사유 : 장기검토사항 및 예산미확보
5. 행정사항 : 제안인 사전 유선통화 안내 완료
6. 통지내용

귀 가정의 건강과 평안을 기원드리며,
우리시 보훈관련 시설 발전을 위한 관심과 제안에 감사 드립니다.
귀하께서 제안주신 사항은 주민 및 의병항쟁기념사업회 등 관련자들의
의견을 수렴하고 체계적으로 검토하여 할 사항으로 판단됩니다.
관련의견을 수렴하기 위한 절차를 우선 진행토록 하겠으며,
현실적 수용가능성 및 예산투입 능력 등을 종합적으로 검토한 후
시행을 결정 하겠습니다.
진행과정에서 문의나 추가 제안사항이 있으신 경우 사회복지과(350-3642)로
연락주시기 바랍니다.
감사합니다.

끝.",2023-01-27,당진시,답변완료
계룡시 홍보방법,"현황 및 문제점
대한민국의 20~40대 성인중에서 계룡시를 아는 사람이 몇 %일까요?
군대를 다녀온 남성 중 다수도 아니고 일부만이 계룡시를 알고 잘 모릅니다.

이 제안을 받고 관리하는 계룡시 공무원중 계룡시에 거주하셨던 분을 제외하고는 계룡시가 어딨는지도 몰랐을 것이고, 공무원 지원을 하기 위해 충남 시군을 보다보니 계룡시라는 도시가 있어 이때 처음 아셨을 것 같습니다

'나 계룡살아' 라고 얘기하면 '계룡? 계룡산? 대전? 공주 쯤인가?' 라는 대답을 많이 듣습니다.
계룡시가 그만큼 면적이 작고 인구도 작기 때문에 대중들에게는 매우 생소한 도시입니다.

계룡시 대표 슬로건 중 하나인 '국방의 도시'는 중년 남성(40~50대)에게만 인식된 슬로건이지 요즘 세대에는 전혀 인식되지 않을 내용입니다. 솔직히 너무 오래된 구닥다리 표현이다 라는 설명이 좋을 것 같네요

'국방의 도시'라는 타이틀로 올해도 군문화 엑스포를 진행 예정인데요. 여기에 들어가는 예산이 얼마나 될까요??
이 기획을 구성하고 광고하는 비용이 얼마나 될까요??
그 예산과 비용만큼의 효과가 발휘하여 계룡시 자체의 존재와 위치 등이 충분히 홍보가 될지 의문입니다.
개선방안
올해 8월 여수에서 흠뻑쇼를 개최하였습니다. 행사 관련인원+ 참여자 약 3만명이 하루에 여수에 유입되었습니다. 계룡시 인구의 약 3/4입니다. 이날 여수 식당과 숙박시설은 예약도 할 수가 없었습니다.
만약 계룡시에서 개최한다면? 이 인원들이 계룡에 온다면 수많은 이점이 생길 것입니다.
그리고 8월말에는 전주에서 얼티밋뮤직페스티벌이 개최됩니다.
여수 흠뻑쇼는 종합운동장 전주 페스티벌은 잔디밭에서 열립니다.
계룡시에는 종합운동장도 있고 군과 협의시 넓은 들판 또는 포장블럭도 사용이 가능합니다.
계룡의 위치 또한 타지에서 접근성이 좋고 행사를 열기에는 매우 좋습니다

흠뻑쇼 후기를 보니 여수시청에서 흠뻑쇼 개최를 위해 많은 행정력을 동원했더라구요
행사전날은 여수 부시장님도 직접 오셨다고 합니다.
계룡시도 이런 페스티벌을 개최한다면 계룡시에 많은 도움이 될 것 같습니다
기대효과
이 흠뻑쇼 홍보 누가할까요?
개최측에서 물론 하겠지만, 자연스럽고 포괄적인 홍보는 SNS와 수많은 뉴스에서 홍보를 해줍니다. 이미 여수는 관광지로 유명하지만 만약 이 행사를 계룡에서 한다면?
계룡시라는 생소한 이름 먼저 사람들에게 알리고 그 위치를 알리는 것을 첫 번째 목표로 하고 싶습니다.
한번 계룡에 온다면 계룡의 위치적인 이점, 계룡시의 깨끗한 환경, 계룡시의 기반시설에 사람들이 놀랄 것 같습니다.

또한 하루만에 3만명이라는 인구가 유입되므로 주변 식당 숙박시설들은 모두 만원일 것입니다. 엄청난 경제적 이익이 생길 것입니다.

계룡시에서는 단순히 보조하고 운동장 또는 행사장을 대여해줌으로써 매우 큰 홍보효과+경제적 이익을 얻을 수 있다고 생각합니다.",2022-08-24,"1. 국민제안(1AB-2208-0020146) 개요
- 흠뻑쇼 개최를 통한 시 홍보효과 제고에 대한 국민제안 사항 재심사 요청

2. 민원에 대한 답변

1. 안녕하십니까, 귀하께서 국민신문고를 통해 재심사요청하신 내역에 대해 답변드립니다.
2. 먼저, 귀하의 제안에 대한 답변이 늦어진 점 죄송하다는 말씀 드립니다.
3. 재심사 요청하신 사안에 대해서는, 국민제안의 시스템 상 제안 채택의 경우 구체적인 실행계획이 수립되어 기간 내 시행할 수 있을 경우 채택하게 되어 있으며, 예산확보 및 중장기 검토 사항은 불채택 사안으로 처리됨을 안내드립니다.
앞서 답변드린 바와 같이 해당하는 내용 행사는 시에서 적극 검토하겠다는 말씀을 드리며, 주최측의 공연 신청 등이 들어올 경우 추후 관련 부서와 협조하여 계룡시를 널리 알릴 수 있는 공연 행사를 지원할 수 있도록 하겠습니다. 감사합니다.



붙임 1. 국민제안신청서.",2022-12-29,계룡시,답변완료
주차금지 과태료 및 민원서류 선택등기 도입제안,"현황 및 문제점
선택등기 우편서비스란?

등기취급과 발송인의 우편물 반환 거절을 전제로 우편물을 배달하되 그 우편물을 수취인에게 배달할 수 없는 경우 준등기 취급에 따라 우편물을 배달하는 특수취급제도이다. 발송인이 ‘반환 불필요·우편함 배달’을 요청하면 집배원이 2회까지는 대면배달을 시도하고, 받는 사람이 부재중이면 우편함으로 배달하는 서비스다.

1인가구 및 맞벌이 부부가 증가하는 추세로 등기우편물 배달성공률이 매년 마다 낮아지고 있다고 합니다 .

특히 우체국 운영시간이 9시에서 6시로 일반 직장인들의 근무시간과 겹쳐 과태료와 민원서류를 받기 위해 연차를 쓰거나 조퇴를 해야 겨우겨우 우편물을 수령하는 경우가 많습니다.
개선방안

이런 실정에 맞춰 많은 지자체들이 과태료의 경우 선택등기로 발송하고 있으며 대부업체의 빛독촉장도 선택등기로 발송되는 추세 입니다.
다른 지자체들이 채택한것과 돈 받는것을 가장 잘하는 대부업체들이 이런 방법을 채택한것을 미루어 보아 선택등기 형태로 우편물을 발송하는것이 수취인과 발송인 모두에게 이득이 되는 방식이라는 연구가 된것 같습니다.
기대효과

1. 반송우편물로 인한 반송료 절감
2. 등기우편을 받지 못하여 문의하는 민원 절감
3. 등기우편을 받지 못하여 항의하는 민원 절감
4. 등기우편을 받지 못하여 과태료를 내지 못하는 민원인 감소
5. 발송 및 반송 과정 중 분실되는 우편물 감소

※ 타 기관 채택사례 첨부파일에 있으니 꼭 봐주세요",2022-08-22,"1. 안녕하십니까? 귀하의 군정에 대한 관심에 감사드립니다.
2. 귀하의 제안 내용은 ""단순 안내, 계도, 지도하는 내용의 등기인 경우 선택등기로 발송을 원한다""는 내용으로 이해 됩니다.
3. 선택등기를 사용하게 될 경우, 그 동안 초래했던 수신인께서 우편물을 받아보지 못하고 반송되는 불편함을 감소시킬 뿐만이 아니라, 우편요금 절약에도 도움이 될 것으로 판단됩니다.
4. 따라서 우리 군에서도 선택등기가 활성화 될 수 있도록 제도 안내, 직원 교육 등 다각적인 노력을 기울여 나가겠습니다. 다만, 지자체 업무 특성상 반송이 반드시 필요한 경우도 있음을 양지하여 주시기 바랍니다.
5. 귀하의 제안에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 태안군 행정지원과 정혜정 주무관(☎041-670-2244)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",2022-09-20,태안군,답변완료
공공 애견운동장 및 놀이터 운영,"현황 및 문제점
반려동물 1천만 시대에 돌입함에 따라, 관내(당진시)에도 다수의 애견인이 있습니다.
하지만 그에 비해 반려동물 인프라가 부족함에 따라 배설물처리 및 동반 활동에 제한이 많음
개선방안
공공 설치된 자연녹지 지대(공원)등에 애견 전용 운동장을 설치함에따라, 다수의 애견 동반 외부 인원의 유입 및 관광 활성화에도 도움이 될것으로 보입니다.
* 타 지자체에서는 운영중(용인시 등)
https://www.yongin.go.kr/home/pet/p_info/pInfo02.jsp
기대효과
애견산업 활성화 및 관광인구 유입 효과",2022-08-22,"1. 귀하의 무궁한 발전을 기원합니다.
2. 귀하의 제안은 '공공 애견운동장 및 놀이터 운영'에 관한 건으로 현재 진행상황 및 향후 계획을 아래와 같이 답변드립니다.
- 우리나라의 반려 인구는 해마다 증가하고 있으며 당진시 또한 '동물등록제'를 기준으로 판단했을 때 빠르게 증가하고 있는 상황입니다.
- 우리 시에서는 반려인들 및 반려동물의 복지 향상을 위해 다각도로 사업을 추진 중에 있으며 그 내용은 다음과 같습니다.
- 현재 운영 중인 동물보호소의 수용 능력이 부족하다고 판단하여 고대면 옥현리에 동물보호센터를 확장 신축 예정이며 '23년도 착공할 계획입니다.
- 또한 삼선산 수목원 인근 토지를 신규 매입하여 현재 기존의 축사시설 철거를 추진 중이며 해당 부지에 '23~'24년도 반려동물 놀이터 및 산책로 조성 계획 중입니다.
3. 당진시에서는 반려동물 복지를 위해 항상 최선을 다하겠다고 말씀드리며 우리 시 시정에 깊은 관심을 가지고 의견 제안해주신 점 깊이 감사드리며 더 궁금하신 사항은 축산지원과(350-4230)로 연락주시면 성실히 답변 드리겠습니다. 감사합니다. 끝.",2022-08-26,당진시,답변완료
주정차 등 교통위반 과태로 고시서 송잘 방법 개선,"현황 및 문제점
- 원활한 차량 흐름을 위해서 각 지자체에서는 주정차 등 교통위반 단속을 시행하고 위반된 차량에 대해 고지서를 송달하고 있습니다.

- 다만, 단속 문자를 받고 곧바로 과태료를 납부 후에도 고지서는 우편으로 발송되어 오고 있어서 우편 발송에 따른 낭비가 발생하고 있습니다.

- 주정차 위반을 인정하고 과태료를 낸 때에는 고지서 우편 발송을 중단하여 지자체 예산을 절약하여 낭비 요소를 제거하는 방법이 필요해 보입니다.
개선방안
- ‘등기우편’으로 송달되던 교통위반과태료(주․정차, 전용차로 위반 차량) 종이고지서 대신에 ‘알림톡(카카오톡)’ 또는 ‘알림문자(MMS)를 통해 모바일 전자 고지서를 본인 명의의 스마트폰으로 전송하는 서비스 시행이 필요합니다.
- 또는, 이메일을 통해 전자 고지서를 받고 납부하도록 합니다.
- 서비스 제공 방법은 본인 명의로 스마트폰을 사용하고 계시면 누구나 사전 신청 없이 모바일 전자 고지서를 받을 수 있습니다.
- 시행방법은
1) 카카오페이에 가입된 납세자에게 ‘알림톡’을 발송합니다(카카오페이 내문서함으로 1차 발송).
2) 카카오페이 미가입자와 알림톡 고지서 미확인자에게 24시간 경과 후 ‘알림문자’를 발송합니다.
3) 두 차례에 걸친 모바일 전자 고지서 발송에도 불구하고 고지서를 확인하지 못한 사람에게는 기존 종이 ‘등기우편’ 고지서를 발송합니다.
- 제도 참조: 공인전자문서중계제도, ICT 규제샌드박스 제도
- 법적 근거: 「전자문서법」 (제4조, 제7조), 「
기대효과
- 종이 고지서를 제작하여 우편으로 발송하는데 절차가 사라져 기존보다 고지서를 빨리 확인할 수 있고, 발송으로 인한 예산을 절약과 탄소배출을 줄이고 환경을 보호할 수 있습니다.
- 등록된 주소지와 실거주지가 다르거나. 방문 시 부재 등의 이유로 등기우편 고지서를 받지 못하는 불편함이 없습니다.
- 송달 후 분실 우려가 없어 제3자 열람에 의한 개인정보 노출 등의 문제도 사전에 방지할 수 있습니다.
- 사전통지서가 지연 배달되어 과태료 20% 감경 혜택을 놓치는 일이 사라집니다.
- 모바일 전자 고지서는 스마트폰을 통해 본인확인 인증 단계를 거쳐야 확인 할 수 있으므로 소중한 개인정보를 보호할 수 있습니다.",2022-08-21,"1. 국민신문고 제안사항 민원접수번호 : 1AB-2208-0017625(2022. 08. 22.) 관련 입니다.
2. 제안 주요내용 : 주정차위반 과태료 고지서 문자 또는 카카오톡 발송 시스템
3. 제안 채택여부 : 불채택
4. 답변내용
가. 평소 군정발전에 대해 관심을 가져주신 점에 감사드리며, 귀하의 제안 내용 홍성군 불법주정차 문자 발송 시스템에 대하여 아래와 같이 답변드립니다.

나. 군에서도 문자 알림 및 카카오톡 알림 시스템에 대해서 필요성을 인지하고 있으며

다. 현재 세외수입 시스템에는 존재하지 않으나 앞으로 차세대 세외수입 시스템에서는 문자 및 카카오톡 발송시스템을 구축할 수 있도록 노력하겠습니다.

라. 앞으로도 군정활동에 협조 부탁드리며, 추가적으로 궁금하신 사항은 교통지도팀 담당자(041-630-1364)에게 연락주시면 성실히 답변 드리겠습니다.

붙임 국민제안신청서 1부. 끝.",2022-09-05,홍성군,답변완료
일반인 사회적 배려계층 대상 면역력 검사 서비스,"현황 및 문제점
최근 NK세포의 활성도가 폐암 등 호흡기 질환과 연관성이 있어 NK활성도 검사가 증증 폐암 진단ㅇ의 바이오마커 및 호흡기 질환 치료 모니터링 지표가 될 수 있다는 내용으로 연구 논문이 발료되고 차움의 이윤경 교수와 분당 차병원 가정으학과 김영상 교수팀의 연구 결과는 국제 의학학술지 임상의학저널(JCM) 최신호에 게재되었다는 기사를 접하였다.
개선방안
*NK세포는 체내 1차 벙오적용을 대표하는 면영ㄱ세포로 바종성 세포나 엄세포를 인지하고 사멸하는 기능을 기지고 있어 면역력 유지를 위해 활성도를 높이느 것이 중요하다.
차움 이윤정 교수는연구 결과를 통해 호흡기 감염이 있는 환자는 NK세포 활성도가 낮아 면역 검사와 관리가 필요하다는 것을 확인 할 수 있다며 기침, 가래,비염 등이빈번하게 재발하는 경우 약물치료 운동, 식이요법 등 평상시에도 면역력을 높일 수 이/ㅅ는 관리가 필요하다
* 코로나19가 재유행 되고 있고 면역력의 중요성이 대두되고 면역력을 높일 수 있는 관리가 필수적이라고 생각 되는데 대다수의 국민들은 저산의 면역력이 얼마나 되는지 어떻게 관리해야 하는지 모르고 있어 면역력관리를 위한 정책이 필요하다고 생각됩니다.
기대효과
*nk세포 활성도 검사를 통하여 혈액내에 존재한는암세포나 감염세포등을 제거할 수 있는 nk세포의 능력을 측정하여 면역력을 수치화 하는 검사인 면역력 지표검사를 시행.
*일반인을 대상으로 예산 범위 내 선착순 검사
*검사제왜자 선별: 스테로이드제, 항히스타민제, 항암제 복용중인자,임신4개월 이하, 만20세 미만 등.
*1회 검사 결과 통보는 국민 편리를 위해 문자 또는 이메일 통보,방문시는 검사 결과지 제공",2022-08-20,"안녕하십니까?
서천군 발전을 위한 의견을 제안해 주셔서 감사드립니다.

귀하께서 제안하신 사항은 군민에게 도움이 될 것으로 예상되오나,
귀하의 제안을 실천하기 위하여 예산확보가 전제가 되어야 한다는 점 감안해주시고
예산확보 및 시행에 노력하겠습니다.

답변 내용에 대한 추가 설명이 필요한경우
서천군보건소로 연락주시면 친절히 안내해 드리도록 하겠습니다.
감사합니다.",2022-09-13,서천군,답변완료
마섬포구에서 왜목마을까지 둘레길과 해운대 블루라인파크 설치 제안 드립니다,"현황 및 문제점
해안 도로와 병행 했으면 좋을듯합니다
개선방안
저는 당진에서 주말농장을 하고 있습니다
요즈음 지자체 수입원으로 개발을 많이 하는데
이번 부산 여행을 통해 서해안 당진시 석문면에도 이런것이 있었으면 관광객 유치에도 많은 도움이 되지 않을까 생각이 되어 제안을 드립니다
둘레길도 좋지만 돈은 안됩니다 그러나 미니 열차는 좋네요 벤치 마킹을 해보시고 가장 좋은 바향으로 부탁을 드립니다 늘 노고요 감사 드립니다
기대효과
세계적인 관광도시로 부상할것 같습니다",2022-08-17,"1. 우리시 관광활성화 위해 둘레길 조성 등 신규 관광자원 설치를 제안하여 주셔서 감사합니다.
2. 귀하의 제안내용은 마섬포구~왜목마을 간 둘레길 및 미니열차 설치 요청'으로, 현재 우리시에서는 마섬포구~왜목마을 간 둘레길 설치에 대하여 장기적을 계획을 수립하여 조성 할 계획임을 알려드립니다.
3. 해당 구간 관광용 미니열차 설치 및 운영은 현지 개발여건과 많은 사업비가 소요되므로 우리시 재정여건을 감안하여 장기적인 검토가 필요한 사항입니다.
4. 본 제안과 관련하여 궁금하신 사항이 있을 경우에는 문화관광과 관광개발팀(☏041-350-3601)로 연락주시기 바랍니다. 감사합니다. 끝.",2022-09-14,당진시,답변완료
시내버스 승강장의 버스시간표와 노선표를 정비합시다.,"현황 및 문제점
논산시는 전국적으로 소문나있고 전 국민이 찾는 육군 훈련소가 있습니다.
따라서 전국적으로 많은 국민들이 찾는 곳인데 시내버스를 타려고 승강장에 갔다가 깜짝 놀랐습니다.
현재의 노선표(사진 1)는 도대체 논산시민들 중에도 노선별로 어디를 경유해서 가는지 알 수 없도록 되어서, 처음 방문하는 사람들은 이해할 수 없는 노선표가 붙어있기 때문입니다.
개선방안
나는 논산에서 살다가 지금은 광양에서 사는데, 향후에 충청도로 이사할지도 모르는 일이지만 현재의 광양시 노선표를 첨부사진(사진 2, 노선별 승강장과 출발시각 표시)을 올리니 참고하시고, 논산시도 사고를 변화하여, 전 국민이 쉽고 편리하게 시내버스를 이용할 수 있도록 노선표를 제작하여 부착하기를 제안합니다.
기대효과
전국에 이름난 훈련소를 찾는 사람들이 시내버스타기에 편리함을 느껴서 신뢰하는 논산시가 될 것입니다.",2022-08-16,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 국민제안(1AB-2208-0014180)에
대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 제안내용은 ""시내버스 승강장 버스시간표 및 노선표 정비""로 이해됩니다.

3. 검토결과, 현재 논산시는 버스정보시스템(BIS)으로 시내버스 운행 정보를 제공하고 있으며, 또한 2023년 5월까지 논산
시내버스 개편용역을 추진중에 있어 개편 용역 완료후에 버스승강장 버스시간표 및 버스정보시스템(BIS) 정비를 추진할 계획임을
알려드립니다.

4. 시정 발전을 위해 제안하여 주신 것에 대하여 감사의 말씀을 드리며, 기타 문의 사항은
교통과 교통시설팀(041-746-6258)으로 문의하여 주시기 바랍니다. 감사합니다. 끝.",2022-12-05,논산시,답변완료
시내버스 내에서 음악소리,"현황 및 문제점
항상 경익버스를 타고 다니는 주민입니다.
버스를 타면 늘 기사분들은 음악을 크게 틀고 다녀 늘 소음에 시달립니다.
사람마다 좋아하는 음악이 따로 있지만 버스기사들이 자기네가 좋아하는 가요를 크게 틉니다.
차라리 그냥 뉴스를 틀고 다니는게 훨씬 괜찮지만 아닌 사람들도 그 버스를 타고 가는 동안은 그냥 듣고 가야 합니다.
외국에서 대중교통을 타보면 그런 경우는 없습니다. 그건 소음공해입니다.
기사분들이 졸음 방지를 위해 크게 음악을 트나요?
대중교통을 이용해 보시면 느끼실겁니다.
기사분들 교육을 시켜 주시면 좋겠습니다. 건의드립니다.
개선방안
버스 안에서 음악을 크게 틀지 말아 주세요.
기대효과
피곤해서 눈을 감고 버스를 타고 다닐 수 있어 덜 피곤하겠다.",2022-08-16,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 국민제안(1AB-2208-0014180)에
대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 제안내용은 ""시내버스 승강장 버스시간표 및 노선표 정비""로 이해됩니다.

3. 검토결과, 현재 논산시는 버스정보시스템(BIS)으로 시내버스 운행 정보를 제공하고 있으며, 또한 2023년 5월까지 논산
시내버스 개편용역을 추진중에 있어 개편 용역 완료후에 버스승강장 버스시간표 및 버스정보시스템(BIS) 정비를 추진할 계획임을
알려드립니다.

4. 시정 발전을 위해 제안하여 주신 것에 대하여 감사의 말씀을 드리며, 기타 문의 사항은
교통과 교통시설팀(041-746-6258)으로 문의하여 주시기 바랍니다. 감사합니다. 끝.",심사 중,계룡시,제안심사
시민안전보험 가입 안하나요?,"현황 및 문제점
전에도 한 번 제안했었는데 이번에 유투브 보면서 시민안전보험에 대한 것을 보게 됐는데 제작한 유투버에 따르면 우리나라 90%의 지자체가 가입되어 있다고 합니다 근데 당진시는 빠져있다는 것이 솔직히..무슨 말인지 아실거라 생각합니다
개선방안
시민안전보험 가입
기대효과
시민들이 당진시에 거주하며 보호받는 느낌의 효과가 있을 수 있으며 시에 참여도가 높아질 수가 있다",2022-08-14,"1. 평소 재난안전에 많은 관심을 가져주시고 의견을 제안하여 주신 점에 깊이 감사드 립니다.
2. 귀하께서 제안하신 "" 시민안전보험 가입""을 권유하신 건으로 이해됩니다. 이에 대하여
가. 우리시는 2016년 ~2019년 시민안전보험을 시행하다 중지하고 2020년부터 「당진시 시민안전사고 위로금 지원조례」에 따라 시민안전사고 발생시 위로금 을 지원하는 제도를 시행중에 있습니다.
나. 시홈페이지 공지사항란에 시민안전사고 위로금지원제도에 대한 자료를 게시하고 있으며, 앞으로 변경되거나 추가되는 사항이 있을 경우 즉시 자료를 업데이트 하겠습니다.
3. 위와 같이 귀하의 제안은 기 시행중이기에 부득이 채택하기 어려움을 양해바라며 앞으로도 시정발전에 관심과 참여를 부탁드리겠습니다. 감사합니다. 끝.",2022-08-31,당진시,답변완료
