제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
거리표시,"현황 및 문제점
두계천변
괴목정에서 계룡과선교 까지
100m 단위로 거리(6.5km) 거리표시가
잘 되어 있습니다
운동을 하는데 많은 도움이 됩니다
개선방안
추가로
1. 엄사중 -> 무상사 or 치유의 숲 까지
2. 신도초 or 파라디아 -> 체육공원
3. 추가로 다른 발굴 지역 (도곡리 광석리 입압리)
기대효과
적은 비용으로 시민 또는 방문객에게
많은 도움이 될것으로 사료됩니다",2023-03-09,"1. 국민제안 1AB-2303-0005757/2AB-2303-0003882에 대하여 답변드립니다.

2. 당진시 시정발전을 위한 귀하의 소중한 제안에 깊이 감사드립니다

3. 선생님이 제안해주신 임산부지원에 관한 국민제안을 불채택 합니다.
- 우리 시 보건소는 초기 임산부 등록 시 엽산제, 마스크, 칫솔세트, 영아용 손톱깎기를 제공하며,
이후 16주차에 방문 시 철분제, 이유식용기, 이유식 책자, 손수건을 제공하고 있습니다.
- 임산부 등록 시 관내 산부인과(미즈맘, 유명, 뮤즈힐 산부인과)와 연계하여 사용 가능한 무료검진쿠폰 4종을 제공하고 있으며.
* 모성풍진검사(6~9주) , 2차기형아검사(16~17주) , 임신성당뇨검사(24~26주) ,막달초음파검사(35~36주)
** 쿠폰은 1차, 2차 방문 시 나눠서 지급하고 있습니다.
- 또한 임산부 건강교실(출산과정의이해, 릴렉스 호르몬의 변화와 손목통증관리,태교 관련 바느질수업) 일대일 모유수유 클리닉, 일대일 베이비 마사지 교실을 운영하고 있습니다.

4. 좋은 제안을 해주신 점 다시 한번 감사드립니다.
5. 문의가 있으실 경우 당진시보건소 모자건강팀 041-360-6671로 연락주시기 바랍니다.",심사 중,계룡시,제안심사
홍성군 역제방죽공원에 간이화장실이라도 설치해주세요,"현황 및 문제점
21년도에 민원을 제기한 문제입니다만 답변은 보수공사가 계획되어 있어서 그때까지만 기다려 달라는 답변을 군으로 부처 들었습니다. 그러나 여전히 설치가 되지 않아 이용시 많은 불편이 있습니다. 가까운 문화원의 이용은 비협조로 힘들고 주말엔 이용이 불가 합니다.
개선방안
규모가 있는 시설까지 바라지 않습니다 간이 화장실이라도 설치해주세요
기대효과
타 지자체에 비하여 떨어진다는 소리는 듣지 말아야 할지 않을까요 열심히 일하면서 일 안하고 있다는 소리는 듣지 말아야지요",2023-03-08,"1. 국민제안 1AB-2303-0005757/2AB-2303-0003882에 대하여 답변드립니다.

2. 당진시 시정발전을 위한 귀하의 소중한 제안에 깊이 감사드립니다

3. 선생님이 제안해주신 임산부지원에 관한 국민제안을 불채택 합니다.
- 우리 시 보건소는 초기 임산부 등록 시 엽산제, 마스크, 칫솔세트, 영아용 손톱깎기를 제공하며,
이후 16주차에 방문 시 철분제, 이유식용기, 이유식 책자, 손수건을 제공하고 있습니다.
- 임산부 등록 시 관내 산부인과(미즈맘, 유명, 뮤즈힐 산부인과)와 연계하여 사용 가능한 무료검진쿠폰 4종을 제공하고 있으며.
* 모성풍진검사(6~9주) , 2차기형아검사(16~17주) , 임신성당뇨검사(24~26주) ,막달초음파검사(35~36주)
** 쿠폰은 1차, 2차 방문 시 나눠서 지급하고 있습니다.
- 또한 임산부 건강교실(출산과정의이해, 릴렉스 호르몬의 변화와 손목통증관리,태교 관련 바느질수업) 일대일 모유수유 클리닉, 일대일 베이비 마사지 교실을 운영하고 있습니다.

4. 좋은 제안을 해주신 점 다시 한번 감사드립니다.
5. 문의가 있으실 경우 당진시보건소 모자건강팀 041-360-6671로 연락주시기 바랍니다.",심사 중,홍성군,제안심사
아산시 온양 3동 자랑거리(명물) 홍보용 게시대 설치로 안내홍보 효과 제공,"현황 및 문제점
1. 사진 별첨(아산시 온양 3동 행정구역 표기 지도)
2. 온양 3동내 볼거리나 놀거리에 대한 인식 부족
개선방안
온양 3동의 경우

1. 온양 3동 자랑거리 발굴과 함께 3동 홍보 효과(이른바 삼동 구경으로 명하여 대표적인 9개소 선정 표기)
2. 주민복지센터와 시외버스터미널 등 유동인구가 많은 곳 1~2개소에 설치
- 입체적인 게시대나 누운 전시안내물 형태로 설치(모델하우스 전시장 개념과 유사)
- 아산시 전체 지도와 병행하거나 별개로 확대한 온양 3동 행정표시(점자 표기 및 해당지점 소리방송으로 안내)
- 시범 설치후 필요시 확대
3. 온양3동에 홍보하여 9개 명소 지정하여 안내
- 아산 소방서
- 온양행궁 및 오일장
- 이순신 백의종군길
- 당진~천안간 고속도로진입 아산 IC
- 아산시 재매립장
- 한마음야구장
- 곡교천 야영장
- 권곡문화공원(온양박물관)
- 곡교천 야외파크 골프장
- 소쿠리 담장갤러리 등
기대효과
1. 온양 3동 자랑거리 홍보 및 안내 효과
2. 애향심 고취
3. 효과 여부에 따라 17개 읍면동으로 확대 설치
- 영인 오지랖, 탕정 팔경, 배방 십구경 등...",2023-03-07,"안녕하십니까? 귀하께서 국민신문고에 신청하신 제안(신청번호 1AB-2303-0003862/2AB-2303-0003887)에 대한 검토 결과를 다음과 같이 알려드립니다. 온양3동은 거주위주의 도심지역으로 대표 9개소 명소 지정을 하기에는 관광지 등 자원이 부족한 실정입니다. 추후 온양3동만의 자랑거리를 발굴할 수 있도록 노력하겠습니다.
답변 내용에 대한 추가 설명이 필요한 경우 온양3동 총무팀 (☎041-537-3296)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",2023-03-21,아산시,답변완료
충무병원 사거리 등 대형 화면(스크린)에 장애아동(성인 포함) 관련 어린이집 입소나 장애인 등록에 대한 안내를 첨부하면 좋겠습니다.,"현황 및 문제점
1. 사진 별첨(충무병원 사거리 구형 스크린)/ 지금은 대형스크린이 설치되어 주로 환경부 관련 영상을 방영하고 있다.

1) 누구나 장애라는 말을 입에 올리고 싶어하지 않는다.
- 그럼에도 선천적이나 후천적인 장애아동(성인)이 발생하고 있다. 제안자 본인은 미취학 아동에 대해서만 언급하기로 한다.
- 장애 아동의 경우 가정에서의 소극적 대처 자세와 장애인 등록 방법 등을 잘 몰라 장애아동 보육에 대한 안내 등이
현실성있게 전달되지 않고, 시기를 놓치거나 또는 늦게 대처하게 되며 이에 따른 맞춤 서비스는 기대하기 어렵다.
보육에 대한 부담이 온전히 부모의 몫으로 남는다.

2) 장애아동 보육의 현실
- 장애 아동의 주 양육자는 엄마이고 범주를 넓히면 엄마쪽 할머니(외할머니), 아빠, 조부모 순으로 인지되어
보육 도움의 손길이 되어 지원하게 된다.
- 치료 센터나 온라인 모임을 통해 정보를 공유하지만 기본적으로 장애를 숨기고 싶은 마음은 가지고 있다.
개선방안
1. 장애 아동의 보육
- 아산시에는 장애전담 어린이집 1개소와 장애통합어린이집 3개소가 있다.
- 약자에 대한 공공서비스적인 측면에서 아산시의 홍보가 필요하다.
- 아산시 정기 간행물이나 신문, 대형스크린을 통해 장애아에 대한 보육 서비스 장소(어린이집)를 안내한다.

2. 관계기관과의 연계
- 장애아동 부모가 등록 신고부터 등록증 발행 및 서비스 제공 어린이집과 연계가 될 수 있도록 행정적 지원체계를
구축하고 안내한다.
- 현 시스템 상에서는 장애전담 어린이집내 장애전담반이나 장애통합어린이집내 장애전담반을 통해서만
교사 1명이 아동 3명을 보육할 수 있는 상황임을 안내하여 적절한 보육을 받을 수 있도록 안내하는 것이 바람직하다.

3. 도교육청(특수교육청)과 연계
- 유치원과 어린이집 장애 아동 모두 지원받을 수 있도록 시스템 일원화 함
기대효과
1. 드러난 안내에 힘을 얻어 장애 아동과 부모의 '장애 스티그마'로부터 자유로와짐.
2. 빠른 행정 절차와 적절한 보육 지원 가능을 위한 수단으로 활용 효과 기대.
3. 저출생 시기에 전인적인 성장을 도모하는데 기여 수단으로 작용.
4. 모두가 잘사는 아산시 가족체계 밑그림 완성에 기여",2023-03-07,"안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호1AB-2303-0003844)에 대한 검토 결과를 다음과 같이 알려드립니다.

귀하의 민원 내용은 “충무병원 사거리 대형스크린에 장애아동 어린이집 입소 및 장애인 등록에 대한 내용 송출 요청”에 관한 것으로 판단(또는 이해)됩니다.

귀하의 질의 사항에 대해 검토한 의견은 다음과 같습니다.
- 해당 시설은 대기오염지수 및 미세먼지 등 시민들에게 대기, 기후 및 환경과 관련된 정보를 송출하는 목적으로만 설치된 스크린으로 기타 홍보, 안내 영상 등은 송출이 불가하여 귀하의 제안을 채택하기에는 어려운 점이 있습니다.
- 또한, 장애인 등록 신청시 해당 읍면동사무소에서 장애정도결정서와 함께 장애인 복지서비스 안내서가 동봉되어 장애인들이 이용할 수 있는 서비스들에 대해 안내되고 있으니 참고하여 주시기 바랍니다.

위와 같은 사유로 귀하의 제안을 수용하지 못한 점 널리 양해하여 주시기 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 아산시 아동보육과 보육지원팀 김희겸 주무관(☎041-540-2835)에게 연락주시면 친절히 안내해 드리도록 하겠습니다.

감사합니다.",2023-04-06,아산시,답변완료
당진시 석문산단내 상업지역 지구단위 조정요망,"현황 및 문제점
당진시 석문국가 산단내 상업지역 발전 전략...

당진시장님과 시의원님께 건의를 드립니다.

1.석문 국가 산업단지내 상업용지는 오피스텔용지. 유흥업소 등 숙박용지. 일반
식당이나 점포용지 등 3가지로 구분하여 놓았습니다.

이에 위와같이 구분하여 놓는 바람에 상업용 부지가 탄력적으로 수요에 따라 이
용되지 못하고 더구나 불경기에 건축비까지 올라 준공된지 10년째 그대로 허
허벌판으로 남아 있습니다.

이곳은 당초 지구단위계획으로 설계 구획되었는데 오피스텔 용지에 숙박시설
이 안되고, 반대로 숙박시설용지에 오피스텔이나 일반 식당이 안된다고 하며,
일반 식당 등 일반 용지에는 또 오피스텔이나 숙박시설이 안된다고 합니다.

그런데 준공후 10년이 지나 당초 계획된 지구단위계획이 상황에 따라 비현실
적인 경우 법규정상 준공후 10년이 지났다면 지구단위 계획도 현실에 맞지
않으면 상황에 따라 변경이 가능하다고 하는데

이런 부분도 신경을 쓰셔서 만약 변경이 가능하다면 ..탄력적으로 수요에 따
라 이용될수 있게.. 상업지역 용지내 용도 구역 세분화를 아예 폐지하여 일반
상업지역에서 건축할 수 있는 모든 용도별 건축을 허가하여 활성화될수 있도
록 하여 주시면 감사하겠습니다.
개선방안
2. 일부에서는 석문산단 내 상업지 분양시 과거 분양가가 용도에 따라 다 달랐
는데 지금에서 용도 구분을 없애면 숙박용지를 비싸게 받았는데 억울할수
도 있을수 있다고 하는데

하지만 현재까지 준공하고도 10년동안 기다려 줬는데 숙박시설을 짓지 않
았고 오히려 숙박시설은 건축비가 많이 들어 서로 꺼려지는 데다가
지금은 당장 오피스텔 수요는 있어 숙박용지에 오피스텔 허가를 내려는데
분양할때 지구단위 계획대로만 지으라고 하니 허가가 불가능하니 지금 주
변 환경괴 너무 안맞습니다.

서로 용도구분없이 상업용지내에서는 모두 오피스텔이던. 숙박이던. 점포
나 사무실. 음식점이던. 편의점이던. 누구나 필요한 용도대로 현장에서 필
요로 하는 수요에 따라 지을수 있게

즉 숙박용지에 우선 오피스텔도 짓고 일반 상업지에 숙박지나 건자재 상도
짓고 하는게 당초 일반상업지의 고유적 의미에 맞는데다가 이제 지구단위 규제를 이제 10년이상 지켜왔는데 개발이 안되고 허허벌판으로 남아있고 숙박건물이나 오피스텔은 부족하니

용도구분을 완전히 풀어 놓으면 서로가 잘 알아서 건물로 채워 놓을텐데 쓸데없는 규제를 덧
씌워 건축이 늦어지고 있는 이유라고 합니다.
기대효과
3. 따라서 10년도 넘게 기다려왔었으니 재검토하여 규제를 완전히 허물어
줘야 건축주 취향과 현장의 필요 수요에 따라 건축을 좀더 빨리 하게 된다고
하네요.

토목준공 10년이면 기다릴만큼 기다려줬으니. 법규정으로도 10년이 나면
현실에 맞게 지구단위 계획변경이 가능합니다.

또 타지역은 달라진 수요에 맞춰 지구단위 계획을 변경한 예도 더러 있다고
하니.. 시장님과 시의원임들께서는 한번 검토해서 고충을 덜어주시고 개발
을 촉진해 주시면 감사하겠습니다.

당장 35만평의 플라밍고 골프장을 이번 4월에 개장한다는 말이 있는데, 개장해도 전
국에서 몰려올 고객들이 자고갈 골프텔이나 숙박시설이 주변에 전무해서 걱정이라고 하고 있습니다.

조속 상업지역의 세부적인 용도구분을 풀어 유흥업소이던, 오피스텔이던, 여관이던, 철물점이던 구분없이 들어설수 있게 하여야 건축을 하게 될 것이니 조속 검토하셔서 개발을 앞당겨 주시기 부탁올립니다.",2023-03-04,"1. 귀하의 관심 및 협조에 감사드립니다.
2. 귀하께서 제안하신 석문국가산업단지 상업지역 지구단위계획 조정건에 대하여 답변드리겠습니다. 석문국가산업단지는 산업입지법 제6조 등의 규정에 따라 국토교통부장관으로부터 국가산업단지 지정 및 산업단지계획(지구단위계획 의제) 승인 및 준공되었음을 알려드리며, 준공이후에도 산업입지법의 규정에 따라 변경할 수 있음을 알려드립니다.
3. 위 산업단지계획(변경) 또는 실시계획(변경)의 승인권자는 국토교통부장관이며, 당진시장은 지구단위계획의 변경의 권한이 없음을 알려드립니다. 아울러 석문국가산업단지 상업지역은 관광휴향, 내부상업, 지구중심, 주거지원등의 4개 구역으로 구분되며, 상업지역의 구분 및 역할에 따라 중앙산업단지계획심의위원회의 심의를 통하여 지구단위계획이 수립되었음을 알려드립니다. 아울러 지구단위계획은 산업단지계획(변경) 및 실시계획(변경) 등의 의제사항임을 알려드립니다.
4. 또한 산업단지계획(변경) 및 실시계획(변경)의 요청은 토지소유자, LH등이 변경요청을 할 수 있음을 알려드립니다. 이에 대한 판단은 국토교통부장관이 판단하여야하며 기타 자세한 문의사항은 당진시청 기업지원과(041-350-4576)로 문의하여 주시면 친절히 답변드리겠습니다.",2023-03-24,당진시,답변완료
아산하면 생각나는 와보고 싶은곳 만들기,"현황 및 문제점
아산은 예전엔 온양온천으로 신혼여행과 온천으로 한 시대를 누렸지요, 하지만 지금은 시내곳곳 빈집도 많고 보잘곳 없는곳으로 전락되가고 있는데 행정가들의 눈에는 미래먹거리에 대한 생각은 안하는지 답답해 올립니다, 온양하면 온천과 현충사가 왜만한 사람들은 기억할겁니다, 하지만 현충사 가봐야 넘 볼거리가 허접 합니다 뭐니뭐니 해도 관광사업만한 부가가치 산업이 없는데 말이죠? 이래서 제안 합니다, 첫째 산정호 한귀퉁이에 있는 이순신장군 동상을 온양역 광장중앙으로 옮긴다, 둘째 현충교 밑에 보를 만들고 상류쪽을 준설하여 한강 유람선처럼 거북선을 뛰어 현충교에서 탑승 상류 현충사가는 코스를 만든다, 야간에도 거북선에 조명을 더하여 입에서 불뿝기를 재현하여 생동감있게하여 볼거리 탈거리를 보여준다, 셋째 기념관에들어가면 3d 영화관에서 보듯 이순신 장군 께서 싸우시던 체험관으로 업그래이드하고 활 체험공간을 만들어 과녁을 맞추는 공간도 만든다 , 이리 한다면 데이트코스와 드라이브코스 은행나무 사진거리 ,온양5일장과 더불어 많은 관광객이 몰러올진데 쓸데없는 공원화 사업이 왜 우선인지 이해가 안갑니다 여수에 가보니 거기엔 이순신장군의 동상과 대형 거북선이 있는것을 보고 놀랐읍니다 미래 먹거리는 관광과 외식 산업이라 생각해서 제안 합니다
개선방안
실질적인 미래 지향적인 행정이 있을때만이 미래가 있을것입니다
기대효과
옛 온양의 전성기로 만들 기회는 늦었지만 바로 시작해서 살기좋은 북적대는 생동감있는 시로 거듭날것 입니다",2023-03-03,"1. 귀하의 관심 및 협조에 감사드립니다.
2. 귀하께서 제안하신 석문국가산업단지 상업지역 지구단위계획 조정건에 대하여 답변드리겠습니다. 석문국가산업단지는 산업입지법 제6조 등의 규정에 따라 국토교통부장관으로부터 국가산업단지 지정 및 산업단지계획(지구단위계획 의제) 승인 및 준공되었음을 알려드리며, 준공이후에도 산업입지법의 규정에 따라 변경할 수 있음을 알려드립니다.
3. 위 산업단지계획(변경) 또는 실시계획(변경)의 승인권자는 국토교통부장관이며, 당진시장은 지구단위계획의 변경의 권한이 없음을 알려드립니다. 아울러 석문국가산업단지 상업지역은 관광휴향, 내부상업, 지구중심, 주거지원등의 4개 구역으로 구분되며, 상업지역의 구분 및 역할에 따라 중앙산업단지계획심의위원회의 심의를 통하여 지구단위계획이 수립되었음을 알려드립니다. 아울러 지구단위계획은 산업단지계획(변경) 및 실시계획(변경) 등의 의제사항임을 알려드립니다.
4. 또한 산업단지계획(변경) 및 실시계획(변경)의 요청은 토지소유자, LH등이 변경요청을 할 수 있음을 알려드립니다. 이에 대한 판단은 국토교통부장관이 판단하여야하며 기타 자세한 문의사항은 당진시청 기업지원과(041-350-4576)로 문의하여 주시면 친절히 답변드리겠습니다.",심사 중,아산시,제안심사
아산시청 내 부설 주차장 운영 개선,"현황 및 문제점
1) 며칠 전에 아산시청 부설주차장을 이용하면서 현금수납이 되지 않는 것을 몰랐다가 많은 불편을 겪었습니다.
2) 최초 120분까지 무료인 것도 나중에 자세히 보고 알았습니다.
3) 그러나 이러한 안내가 눈에 띄지 않았습니다.
개선방안
1) 주차장을 들어가는 곳, 차단봉이 내려오는 곳 근처에 눈에 띄게
'(신용)카드 전용', '전자결제 전용', '현금수납 없음' 등 그 취지를 명확하게 설명하는 안내 문구를 해놓아야 현금만 있을 경우 다른 곳을 이용하든지, 아니면 다른 방법을 찾을 수 있을 것입니다.

2) 또한 신용카드도 꼭 투입하지 않더라도 교통카드 기능이 있는 카드를 대기만 하면 결제하는 것이 편리할 것입니다. 고속도로나 천안아산역 등 다른 주차장은 그런 기능이 있습니다.

3) 출입구 근처에 주차요금 안내로 '최초 주차시-120분까지 무료'라고 씌여있었습니다만 운전자가 진입할 때는 알기 어렵습니다. 관련 문구도 진입할 때 알 수 있도록 배려할 필요가 있습니다.
기대효과
1. 시민편의 증진
2. 행정신뢰 제고",2023-03-03,"국민신문고 국민제안 접수번호(1AB-2303-0001532)에 대하여 아래와 같이 결과를 통보하고자 합니다.

1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 제안(신청번호 1AB-2303-0001532)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 제안내용은 ""아산시청 내 부설주차장 운영 개선""에 관한 것으로 이해(또는 판단) 됩니다.
3. 귀하의 제안에 대해 검토한 의견은 다음과 같습니다.

가. 아산시 관내 모든 공영주차장은 아산시 시설관리공단에서 위탁관리중으로 청사 부설주차장을 관리운영함에 있어, 제안해주신 요금안내 및 수납방법 등 게시하여 안내하고 있으나 차량 진입시 알 수 있도록 하는 방안에 대해서는 이미 검토 중에 있음을 널리 이해하여 주시기 바랍니다.

나. 교통카드 기능의 경우 현재 설치되어 있는 주차관제설비에는 없는 기능으로 장기적인 검토가 필요한 사항으로 4월부터 청사 부설주차장 전면유료화 시행으로 계속해서 다양한 의견수렴을 통해 가능한 한 이용자 분들에게 불편함에 없도록 개선해 나갈 계획입니다.

시정발전에 협조하여 주심에 감사드리며, 위와 같은 사유로 귀하의 제안을 우리시에서
이미 검토중에 있거나 장기적 검토 사항으로 제안을 채택하지 못하는 점 널리 이해
하여 주시기 바라며, 기타 궁금하신 사항은 041)530-6259로 연락주시면 성심성의껏 답변해 드리겠습니다. 감사합니다.

붙임 국민제안신청서 1부. 끝.",2023-03-29,아산시,답변완료
요즈음 집중 조명을 받고 있는 투명 페트병 보상정책을 제안합니다.,"현황 및 문제점
안녕하세요?
격무에 노고가 많으십니다.

투명페트병 분리배출 사업을 통해 2억 원 수익 창출한 곳도 있다고합니다.

고품질의 폴리에스테르 원료인 투명페트병의 우리나라 연간 수입량은 2만 9000톤 정도라고 합니다.

패트병은 다양한 제품으로 변신합니다. 투명 페트병으로 재활용한 티셔츠, 미니 크로스백 등입니다.

고품질 국내 재생 원료 확보로 옷, 가방, 신발로 재 생산할 수 있습니다.

자동차탄소포인트제도 '자동차 탄소중립포인트제'라는 명칭으로 바뀌었습니다.
탄소중립이란, 이산화탄소를 배출한 만큼 흡수하는 대책을 세워 이산화탄소 실 배출량을 '0'으로 만드는 것이라고 합니다.
개선방안
개선방안으로,
1. 적극행정으로 투명 페트병을 올바른 분리수거를 할 수 있는 종량제 봉투로 교환해 주는 방안입니다.

2. 투명 페트병을 화장지 등으로 보상(교환)해 주는 방안입니다.
탄소 중립을 위한 실천으로 투명 페트병 보상 정책 실시가 좋다고 사료됩니다.

개선된다면,

자원을 아끼고 환경도 살리고, 경제에 도움이 됩니다

에너지 사용을 줄이고, 쓰레기 발생을 줄이는 것도 좋지만, 자원을 재활용하는 것이 더 중요하다고

사료됩니다.

지구를 살리고 살기 좋은 사회를 만드는 탄소중립 정책으로

보령시는 투명 페트병 분리배출 사업을 통해 많은 수익도 창출할 수 있을 것입니다.
기대효과
국민이 살맛나는 세상이 될 것입니다.
국가에 애국하고 보답하는 삶에 박차를 가하게 될 것입니다.

행복이 늘 함께 하시기를 기원합니다.
감사합니다.",2023-02-28,"1. 우리 시 시정발전을 위하여 많은 관심과 애정을 가져주신 귀하께 감사의 말씀을 드립니다.
2. 귀하의 건의 내용은 “재활용 가능자원(투명페트병) 교환사업 실시”에 관한 것으로 이해됩니다.
3. 투명페트병 교환사업을 진행하기 위해 사업 시행 방법, 투명페트병 집하장소, 시행 시기, 관련 예산 등에 대한 협의가 필요한 사항으로 점차적으로 방법을 도모하여 빠른시일 내에 시행토록 고려하겠습니다.
4. 귀하의 소중한 의견에 감사드리며, 기타 궁금하신 사항은 환경보호과 청소행정팀(930-3659)으로 문의하여 주시기 바랍니다.",2023-04-04,보령시,답변완료
계룡시 3002번 버스 brt화 요청,"현황 및 문제점
계룡에서 많은 시민들이 3002번 버스를 이용하여 세종으로 이동합니다.
하지만 버스가 세종터미널까지만 운행하여 세종시 내 brt버스나 시내버스로 환승하여 불편발생
개선방안
세종시와 협의하여 3002번버스가 brt 노선을 이용하여 세종터미널~오송역 등 brt 노선따라 운행하도록 건의
3002번 버스 이름을 B2-2 등으로 변경
기대효과
계룡시민 편의 증대",2023-02-28,"1. 우리 시 시정발전을 위하여 많은 관심과 애정을 가져주신 귀하께 감사의 말씀을 드립니다.
2. 귀하의 건의 내용은 “재활용 가능자원(투명페트병) 교환사업 실시”에 관한 것으로 이해됩니다.
3. 투명페트병 교환사업을 진행하기 위해 사업 시행 방법, 투명페트병 집하장소, 시행 시기, 관련 예산 등에 대한 협의가 필요한 사항으로 점차적으로 방법을 도모하여 빠른시일 내에 시행토록 고려하겠습니다.
4. 귀하의 소중한 의견에 감사드리며, 기타 궁금하신 사항은 환경보호과 청소행정팀(930-3659)으로 문의하여 주시기 바랍니다.",심사 중,계룡시,제안심사
"농작업지원단 신청, 특단의 해결 방책을 제안합니다.","현황 및 문제점
안녕하세요?
격무에 노고가 많으십니다.

대천농협 농작업지원단 신청, 문자로 안내를 합니다.

『 조합원님 안녕하세요.
대천농협은 본격적인 영농철을 맞아 농촌인력중개센터를 운영하여 농작업 중개 및 농작업료를 지원하고 있습니다.
희망하시는 조합원님께서는 신청바랍니다.

□ 지원대상 농작업
- 밭 작물 재배에 필요한 농기계 작업(경운, 정지, 두둑 등)

□ 신청 대상
1. 일손 필요 농업인 신청 기준
- 만 65세 이상 전, 답 합산 경작 면적 2ha(6,000평) 미만인 농가
- 농업경영체등록확인서 제출 가능한 농업인

연중 신청 가능하며, 기타 자세한 문의는 대천 농협 농촌인력중개센터로 연락 바랍니다. (933-0147)』 이상은 문자 내용입니다.
개선방안
1. 빠른 접수와 지원이 필요합니다.

2월 중순이면 농사를 시작합니다.
시기가 늦어 감자, 땅콩 등 심을 곳
경운, 정지, 두둑 만든 후 비닐 씌우기까지 완료 한 상태 입니다.
금년에는 아직 공고(문자)도 없어 답답하다는 여론이 높습니다.
기대효과
개선된다면,

사상 유례 없는 힘든 시기를 잘 극복할 수 있는 힘이 될 것입니다.
국민이 살맛 나는 세상이 될 것입니다.
국가에 애국하고 보답하는 삶에 박차를 가하게 될 것입니다.

행복이 늘 함께 하시기를 기원합니다.
감사합니다.",2023-02-28,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AB-2302-0011993)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하께서 제출하신 민원의 내용은 보령시 농업인들의 농작업 편의를 위하여 시행하는 농작업지원단 육성·운영 사업의 시행시기가 늦어져 필요한 농사시기에 도움을 받기가 어렵다는 것으로 이해됩니다.

3. 귀하의 민원에 대한 검토 결과는 다음과 같습니다.

가. 농작업지원단 사업은 충청남도 관내 중·소·고령농들의 농작업 편의를 위하여 충청남도와 보령시, 농협에서 함께 추진하는 협력사업으로 금년에는 사업지침 개정을 위하여 충남도에서 해당 시군과 농협 담당자를 대상으로 순회 사업설명회를 진행하여 의견 및 개선 요구사항을 사업지침에 반영하는 관계로 다른 해에 비해 사업지침이 다소 지연되어 변경 확정되었습니다.

나. 농작업지원단 육성·운영 사업의 원활한 업무 추진과 농업현장의 상황을 반영하기 위하여 사업추진 지침 확정이 늦어져 귀하의 영농추진
사항에 불편을 준 점에 대하여 귀하의 넓은 이해와 양해를 구합니다.

다. 귀하가 제안하신 소중한 의견에 따라 중·소·고령농 및 전업농의 소득증대와 작업편의를 위하여 농사시기에 맞는 접수와 지원이 가능하도록 충남도청, 보령시, 농협과 함께 마련하도록 하겠습니다. 앞으로도 지속적인 관심을 가지고 농업인의 소리에 귀 기울이도록 하겠습니다.

4. 답변 내용에 대한 추가 설명이 필요한 경우 농업정책과 김선명 주무관(041-930-7621)에게 연락 주시면 친절히 안내해 드리도록 하겠습니다.감사합니다.",2023-03-16,보령시,답변완료
