제목,내용,작성일자,답변,답변일자,담당부서
경주고등학교 앞 반사경이 틀어져 사고의 위험이 높아요.,경주고등학교 동편 골목에서 경주고등학교 앞 2차도로로 나오는 어귀(구황반점 앞)의 반사경 2개 중 동쪽 반사경이 틀어져서 전혀 엉뚱한 방향을 비춤으로써 운전자들이 교통상황에 대한 오해를 일으켜 진입시 사고 위험이 높다고 생각됨. 확인 후 수정 요망 합니다.,2022-08-05,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2208- 0146366)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 '경주고 옆 도로반사경 방향 조정 요청'에 관한 것으로 판단되며, 해당 시설물은 빠른 시일 내에 현장 점검 후 정비 예정임을 알려드립니다.

3. 답변 내용에 대한 추가 설명이 필요한 경우 경주시청 교통행정과 교통시설팀(☏054-779-6842)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-08-11,교통행정과
경북 경주시 백률사네거리 북단 횡단보도 및 보행자 신호 설치 요청,"백률사네거리에는 남단과 서단에만 횡단보도와 보행자 신호가 설치되어 있는 바, 동천동 방면에서 동천동 우방아파트 쪽에서 백률사로 진입하려 할 경우 서단 횡단보도를 건넌 후 다시 기다렸다가 남단 횡단보도를 건너야 하는 불편 사항이 있으며, 백률사에서 동천동 우방아파트쪽으로 나오려 할 경우에도 남단 횡단 보도를 건넌 후, 한참을 대기하였다가 다시 서편의 횡단보도를 건너야 하는 실정임.

이러한 실정으로 인하여 많은 보행자들이 짧은 보행자 신호에 무리하게 횡단을 시도하거나 때로는 무단횡단을 시도하는 경우도 매우 많은 것이 현재의 상황임.

신호체계로는 백률사쪽에서 시청방면으로 차량 진행 신호가 짧게나마 주어지고 있는 상황이므로, 이 신호가 주어질 때 백률사 네거리 북단에 보행자 신호를 준다면 무리한 무단횡단을 방지할 수 있을 것으로 생각됨.

본 제안은 국민신문고 국민제안에 이미 올려서 경주시로 넘어갔다는 문자를 받은 바 있으나, 그 후 아무런 답변이 없는 관게로 재차 민원의 형식으로 다시 제기하는 신속하고도 긍정적인 방향으로의 검토를 바랍니다.",2022-08-05,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2208- 0146060)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 '백률사삼거리 북편 횡단보도 설치 요청'에 관한 것으로 판단됩니다. '횡단보도 설치'는 「교통안전시설 등 설치 관리에 관한 규칙」 제17조에 따라 「경주경찰서 교통안전시설 심의위원회」(이하 ""심의위원회"")의 심의를 거쳐야 하는 사안입니다. ""심의위원회""는 연4회(3,6,9,12월)에 운영되며 귀하께서 건의하신 횡단보도 설치 안건은 2022년 제3차 교통안전시설 심의(9월말 경)에 상정할 예정입니다. ""심의위원회""에서 설치 가/부가 결정되며, 우리시에서는 심의 결과에 따라 조치토록 하겠습니다.

3. 참고로 말씀드리자면 일반 민원신청은 처리기한이 7일인 반면, 국민제안은 처리기한이 30일이므로 국민제안으로 신청하신 경우 처리 결과를 통보받으실 때까지 다소 시일이 걸릴 수 있음을 알려드립니다.

4. 답변 내용에 대한 추가 설명이 필요한 경우 경주시청 교통행정과 교통시설팀(☏054-779-6842)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-08-11,교통행정과
경북 경주시 안강읍 구부랑4길 14-19 / 하나유치원 맞은편 주차장 반사경이 틀어졌어요,"해당 상가주차장에서 나가는 곳이 시야가 확보되지 않아서 반사경을 통해 도로에 차나 사람이 있는지 확인하고 나가야합니다. 그런데 언젠가부터 반사경 각도가 틀어져서 주차장에서 나가는 본인의 모습만 볼 수 있게 되었으며, 사고위험이 큽니다.
이에 사진 첨부하며, 다시 각도 조정해주시면 감사하겠습니다.",2022-08-03,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2208- 0077902)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 '안강읍 산대리 2379-3 일원 도로반사경 정비 요청'에 관한 것으로 판단되며, 해당 시설물은 빠른 시일 내에 현장 점검 후 정비 예정임을 알려드립니다.

3. 답변 내용에 대한 추가 설명이 필요한 경우 경주시청 교통행정과 교통시설팀(☏054-779-6842)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-08-04,교통행정과
동물 사체 처리 요청합니다.,"율동마을회관 앞에 있는 현수막 아래에 고양이 사체가 있습니다.

도로 위에 있는 건 아니고 도로 옆 수풀 바닥에 있는데, 벌레 때문에 썩어가는 것 때문에 치워주시면 좋겠습니다.

사진 참고 하시면 빨간색으로 동그라미 한 부분이 고양이 사체입니다.",2022-08-02,"국민신문고(1AA-2208-0054841)로 접수된 ‘동물사체 처리요청’ 관련 민원에 대하여 아래와 같이 답변하고자 합니다.
1. 민원요지 : 동물사체 처리요청
2. 답변내용
- 안녕하십니까? 평소 우리시 청소행정 업무에 관심을 가져주셔서 감사드립니다.
- 답변내용 : 유선통화로 안내 완료하여 종결 처리토록 하겠습니다.
- 기타 문의사항은 경주시청 자원순환과(054-779-6693)로 연락주시기 바랍니다.
감사합니다.
",2022-08-04,자원순환과
문화재 흥덕왕릉주변 악취,"경주시 안강읍 육통리 소재 흥덕왕릉 주변 인근 축사,돈사 및 양계장 악성악취
각종 가축사육시 인,허가의 기준은 무엇이고 ?
악취의 허용기준치는 얼마인지?
계속해서 늘어만가는 가축사육시설 ~ 분뇨처리?
사시사철 밤낮없이 악취에 창문도 문열고 이게 도대체 문화재주변 환경점검,시설점검은 하고있는건지
사람이 먼저인지 동물이 먼저인지 ~
제발 사람이 숨쉬고 살수있도록 개선 , 지도 , 폐쇄조치 바람니다
관련된 각 부서별 바른 답변바람니다",2022-08-02,"1. 평소 시정발전에 협조하여 주신데 대하여 감사드립니다.
2. 귀하께서 신청하신 민원내용(1AA-2208-0040964)은 안강읍 육통리 일대 축사허가 관련으로 해석되며 검토결과를 다음과 같이 답변드립니다.
가. 먼저 생활에 불편함을 느끼신 점에 대하여 안타깝게 생각합니다.
나. 가축분뇨배출시설(축사)는 가축분뇨의 관리 및 이용에 관한 법률에서 규정하고 있는 가축분뇨배출시설 설치기준에 적합하면 설치허가(신고) 가능함을 알려드립니다.
다. 악취의 배출허용기준은 악취방지법에 따라 부지경계선에서는 15배미만이며, 향후 지속적인 지도점검을 통해 가축분뇨배출시설의 악취를 최소화하도록 하겠습니다.
3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 기타 문의 사항은 환경과(054-779-6379)로 연락주시기 바랍니다.

붙임 민원신청서 1부. 끝.
",2022-08-09,환경과
잡초제거 부탁합니다.,"동천동 기쁜소식경주교회앞에서부터 군부대 가는길까지 잡초랑 풀이 너무 많이 올라와서 운동하러 다니는데 지나다니기가 불편합니다.
제초부탁합니다...",2022-07-28,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원
(신청번호 : 1AA-2207-0937290 )에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 '도로변 잡초로 인한 불편'에 관한 것으로 이해됩니다.
3. 귀하의 질의사항에 대해 검토한 결과 현재 가로변 잡초제거 등 환경정비를 구역별로 계획 중에 있으며, 요청하신 지역의 정비 또한 곧 이행될 예정임을 알려드립니다.
4. 답변 내용에 대한 추가 설명이 필요한 경우 경주시 동천동 도로담당 주무관
(☏054-779-8485)에게 연락주시면 친절히 안내해드리겠습니다. 감사합니다.

붙임 민원신청서1부. 끝.
",2022-08-02,동천동
새벽 소음으로 인한 문제점,"요즘 같은 날씨엔 아파트 베란다의 문을 열어놓는 경우가 많습니다.

1. 새벽2시~2시30분 사이에 안강삼도아파트 앞 상가에 쓰레기차가 운행되고 있어 뒤에 뭔가가 작동되어질때의 소음과 차소리가
한번씩 잠을 깨우곤 합니다. 한두번도 아니고, 이 시간에 이렇게 일을 하시는게 정상적인것인지 묻고 싶습니다.

2. 삼도아파트앞 공원 이른아침부터 예초기 소리로 인한 소음공해
요즘 예초작업 많이하시던데, 이것또한 시, 읍,면의 자치구에서 위탁을 주어 작업을 진행하는것으로 알고 있습니다.
도로변도 아니고, 아파트와 주택에 인접한 공원에 이른아침(6~7시)부터 예초기 굉음을 내면서 작업하는것 또한 정상적인것인지 묻고 싶습니다.

촌사람들 무시하는것도 아니고, 너무 경우가 없는것 아닌가요?
담당하시는 주무관님들은 위탁업체 관리에 신경써주시기 바라며, 시정되지기를 바랍니다.

인력이 부족해서 이른시간에 해야된다면, 인력증원시켜주시고
주민들이 이런 불편함으로 고통받지 않도록 해주시기 바랍니다.",2022-07-28,"국민신문고 접수 민원에 대한 처리결과를 다음과 같이 답변하고자 합니다.

□ 답변내용
1. 귀하께서 국민신문고를 통하여 신청하신 민원 (신청번호 2AA-2207-0925403)에
대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원은 이른 새벽 쓰레기 수거 작업 및 예초작업의 소음으로 인한 주민 생활
불편에 관한 것으로 판단되며, 자세한 사항은 유선으로 설명드린 바와 같이 쓰레기
수거 업체에 이른 시간 작업 중 발생하는 소음에 주의를 당부하여 주민들에게 불편함을
주지 않도록 행정지도 하였고 이른 아침 예초작업으로 인한 소음은 도시공원과 담당자를
통하여 담당업체에 이른 아침 제초작업은 자제하도록 전달하였음을 알려드립니다.
3. 답변내용에 대한 추가 설명이 필요한 경우 안강읍사무소 환경관리팀 (☏054-779-8948)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.

붙임 1. 민원신청서 1부. 끝.
",2022-08-12,민원복지과
안전 위협,"경주시 감포읍 오류리 128-1 일원 공사현장이 일반시민의 동선과 겹치게 노출되고, 안전휀스 미설치, 공사현장 미정비로
안전한 이동권의 보장을 해치고 있으니, 공사 현장의 안전규정에 어긋나는 요소를 조치하여 주시기 바랍니다.",2022-07-21,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2207-0691178)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 ""감포읍 오류리 연동항 부근 다가구주택 및 근린생활시설 공사로 인한 생활 불편 피해""에 관한 것으로 판단됩니다.
3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
가. 먼저 생활에 불편함을 느끼신 점에 대하여 안타깝게 생각합니다.
나. 귀하께서 민원 제기하신 공사 현장 주변 정비 등은 감리자 및 공사현장 관계자에게 통보하여 조치할 수 있도록 요청하겠습니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 건축허가과(054-779-6477)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-07-29,건축허가과
어르신 택시이용에 대한 문제점,"경주시에서 노인복지 차원에서 어르신들에게 대한 택시 무료이용카드를 발급해서 사용하고 있는것으로 알고있습니다.
취지는 좋다고 생각합니다만 , 어르신들이 택시이용중에 발생하는 문제점이나 불합리한점이 발생하여 민원을 요청합니다.

저희모친께서 최근 3회정도 택시를 이용하셨으나, 최근들어 택시에서 2번이나 결재불가라고 얘기를 들었습니다.
총이용한도 3회였고, 이용불가라고 2번째 얘기를 들어서 해당 동사무소에 방문하였으나, 카드는 문제가 없다는 얘기를 들었으며,
다시 문제가 발생되면 3000원을 부담하고 새카드로 발급받아야된다는 안내를 동천동사무소에서 들었습니다.
또한 조회결과 3회가 아닌 5회가 이용된것으로 알려주더군요.
(2번의 결재안된다고 한부분이 결재가 되고, 별도의 택시비용또한 지출한것으로 생각됩니다.)

어르신들은 한푼두푼이 아깝다고 생각되어 택시를 잘 이용하지않는 분들이 많은데, 결재안된다는 이유로 현금이나 카드를 이용하여 택시비를 지급하게 된다면 본래의 취지에 부합하지 않는 결과가 발생할거라고 생각됩니다.
또한 카드재발급비 3000을 부담해야된다면 어르신들에게는 혜택이 아닌 또다른 부담을 드리는 결과를 낳게될것입니다.

결재가 안된다고 했을때 해당 택시번호라든지 면허번호를 확인후, 차후에라도 결재가 된사실이 확인될경우에는 소습적용해서 어르신들에게 돌려주는 최소한의 행정이라도 시행한다면 바람직할것으로 생각됩니다.
택시이용횟수만 자꾸 늘어가고, 결재는 안됐다고 하고, 개인지출까지 늘어난다면 이런것이야 말로 전시행정에 그칠것이라 생각되네요.",2022-07-21,"1. 귀하의 무궁한 발전을 기원합니다.
2. 우선 귀하께서 겪으신 불편 사항에 대하여 사과의 말씀을 드리며, 질의하신 내용(1AA-2207-0689070)에 대하여 다음과 같이 답변 드립니다.
3. 만 70세 이상 어르신 기본요금 무료택시 사업은 6월 10일 처음 시행한 것으로 어르신들의 교통복지 증진과 침체된 택시산업 활성화를 위해 만 70세 이상 어르신을 대상으로 택시 기본요금을 지원하는 사업입니다. 처음 시행하는 사업이라 시스템 오류, 택시기사들의 조작 미숙 등으로 결제가 되지 않거나 차감오류가 발생하는 등 미흡한 부분이 많은 점 양해의 말씀 드립니다. 택시 업계에 택시카드 사용에 대한 지속적인 교육과 사용거부에 대한 계도를 실시하고 있으며, 차감오류 발생한 건에 대하여는 복구를 해드리고 있음을 알려드립니다.
4. 답변 내용에 대한 추가 설명이 필요한 경우 교통행정과(☏054-779-6522)로 연락주시면 안내해 드리도록 하겠습니다. 감사합니다.
",2022-07-29,교통행정과
신문왕릉의 말벌떼(?)를 제거해주시기를 요청합니다.,"경주에 유적답사를 목적으로 3박4일 여행을 다녀왔습니다.

문제는
배반동에 있는 신문왕릉을 방문했을때
능 주위를 한바퀴 돌아보려고 걷기 시작하자마자
갑자기 뭔지 모를 곤충이 아들에게 달라붙어 목주변과 등판을 여러군데 물었습니다.
이리저리 팔짝팔짝 뛰며 팔을 휘저어 쫒아냈지만 순식간에 다섯군데나 물렸습니다.
주위를 둘러보니 우측 첫번째 있는 나무 옹이에
벌떼처럼 보이는 곤충들이 윙윙거리며 엄청나게 밀집해 있었습니다.
물린 부위가 부풀어오르고 열이 나서 급히 병원을 찾아봐야했습니다.
지금도 상처는 염증이 생겨 치료를 받고 있습니다.

경주는 주로 학생들이 유적지 답사를 목적으로 방문하는 곳이기 때문에
이런 벌떼(?)들의 습격을 당하지 않도록 조치가 필요하다고 생각됩니다.",2022-07-19,"1. 평소 시정에 많은 관심과 협조에 깊은 감사를 드립니다.
2. 귀하께서 국민신문고를 통해 신청하신 민원『신문왕릉 벌집 제거』에 관한 것으로 이해되며 요청사항에 대해 검토한 의견은 다음과 같습니다.
3. 소방서 등 관련기관과 협조하여 벌집을 제거하고 안전하고 볼거리 많은 관광도시 경주를 만들도록 노력하겠습니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며 기타 자세한 사항은 사적관리과 보호팀(☏054-779-8751)으로 연락주시면 친절히 안내해 드리도록 하겠습니다.
감사합니다. 끝.
",2022-07-27,사적관리과
