제목,내용,작성일자,답변,답변일자,담당부서
7번국도에서 발생되는 소음 방지를 위한 저소음 아스팔트 시공 건의 건,"아파트에 근접해 있는 7번 국도의 주행 소음이 너무 커 여름철 창문 열기기 힘든 상황입니다.
타 지역에서는 아파트 주변 소음 발생 구간에 대해 저소음 아스팔트 시공이 순차적으로
진행중인데 경주시에서도 7번 국도 주변 아파트 주민의 소음공해 해소를 위해서 7번
국도에 인접한 용강동 주변 도로를 저소음 아스팔트 도로로 시공해 주실것을 건의드립니다.

(기존 민원 요청건이 현재 2달째 처리가 안되는데 해당 건에 대한 확인도 부탁드립니다)",2021-08-18,"【답변내용】
1. 평소 시행정 발전에 협조하여 주신데 대하여 감사드리며, 귀댁의 무궁한 발전을 기원합니다.
2. 국민신문고를 통해 신청하신 민원에 대하여 검토한 의견은 다음과 같습니다.
가. 7번국도 주변 소음으로 인한 저소음 아스팔트 시공건에 대하여는 당장 시행은 어려우나 차후 도로유지 보수 시 저소음 아스팔트 재료를 사용하여 소음 분진 등 생활 불편 사항을 최소화 하도록 노력 하겠습니다.
나. 답변내용에 추가 설명이 필요한 경우 도로과(054-779-6448)로 문의하여 주시면 친절히 안내해 드리겠습니다.

끝.
",2021-10-22,도로과
본인소유의 임야의 공익요산지 지정의 이유에 대하여,"1.경주시 물천리 산139번지 임야를 소유하고 있습니다
2.조상대대로 소유하고 있었고 아버님이 돌아가시고 상속을 받았습니다
3.상속받고 얼마지나지 않아 공익용산지로 지정되었습니다
4.공익용산지로 지정되어 재산상불이익을 받고 있습니다
산림조합에서 담보대출한도 를 축소시켜버림
5. 산림조합을 방문하여 임야에 작물을 재배하려고 하니 공익용산지를 이유를
알아오하고 합니다
6.왜 공익용산지로 지정되었는지 알려주세요",2021-08-10,"1. 평소 우리시 발전에 협조하여 주셔서 감사드립니다.
2. 귀하께서 요청하신 “본인소유 임야가 공익용산지로 지정된 이유”는, 산지관리법 제4조(산지의 구분)에 명시되어 있습니다.
「산지관리법 제4조 제1항 제1호 나목 9)」
나. 공익용산지 : 임업생산과 함께 재해방지, 수원보호, 자연생태계 보전, 산지경관 보전, 국민보건휴양 증진 등의 공익 기능을 위하여 필요한 산지로서 다음의 산지를 대상으로 산림청장이 지정하는 산지
9) 국토의 계획 및 이용에 관한 법률에 따른 녹지지역 중 대통령령으로 정하는 녹지지역의 산지
「산지관리법 시행령 제4조 제2항」
제4조제1항제1호나목9)에서 ""대통령령으로 정하는 녹지지역""이란 국토의 계획 및 이용에 관한 법률 시행령 제30조제4조가목에 따른 보전녹지지역을 말한다.
3. 위와 같이 귀하께서 소유하신 임야는 국토의 계획 및 이용에 관한 법률에 따라 보전녹지지역으로 지정된 산지에 해당하여 공익용산지로 분류되었음을 알려드립니다.
4. 귀하의 질문에 만족스러운 답볍이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 경주시청 건축허가과(☎054-779-6487)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2021-08-13,건축허가과
금장 성호마루한뷰 건물앞 차로 추가 건의,"현곡면에 경주현곡푸르지오, 경주센트럴푸르지오 등 아파트건물들이 들어서고
금장교일대에는 교통체증이 하루이틀이 아닌거 같습니다.

특히 출퇴근 시간대에 황성동에서 금장교를 지나자 마자 나오는 교차로에서는
직진하려는 차량과 강변도로에서 나오는 차량(삼성강변아파트, 신한토탈아파트, 성호마루한뷰 입주민 차량)이 합류하게 되는데다
앞쪽에 버스정류장이 있어 차가 나아가질 못하면
경적소리는 말할것도 없고, 차선변경을 시도하려는 차량운전자들 사이에 시비가 잦습니다.

반대차선은 4차선인데 반해 여긴 3차로까지만 있어 상대적으로 차선이 부족한데다
금장교에서 넘어오면 병목현상으로인해 추가 차선이 절대적으로 필요하니
성호마루한앞쪽 일부분이라도 4차로 추가를 건의합니다.",2021-08-10,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2108- 0342214)에 대한 검토결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 '현곡 금장 성호마루한뷰 건물앞 차로 추가 설치 건의' 에 관한 것으로 이해되며, 이에 대한 답변은 다음과 같습니다.
- 현곡면 일대에 공동주택 신설로 시가지와 연결되는 주요 도로인 용담로(지방도904호선)의 교통량이 증가하고 있는 가운데 현곡지역 만성적 교통난 해소를 위해 우리시에서는 교통신호체계 개선 및 제2금장교 건설 등 여러가지 계획을 수립하여 시행 중에 있으며 향후 이 사업들이 단계적으로 완료되어 교통량이 분산되면 교통난이 해소될 것으로 기대하고 있습니다. 따라서 성호마루한뷰 앞 차로 추가 설치에 대해서는 수립된 계획이 시행된 후 필요에 따라 추가 검토 예정임을 알려드립니다.
3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가설명이 필요한 경우 도로과(054-779-6455)로 연락주시면 친절히 답변해 드리겠습니다. 감사합니다.
",2021-08-17,도로과
나정교 주위 잡목제거,"나정교 아래 우회도로 주변 잡목제거
도로에 잡목이 도로로 많이 나와서 차량에 긁힘이 발생합니다.
양쪽방향으로 잡목을 제거해 주세요.
감사합니다.",2021-08-08,"1. 안녕하십니까. 귀하께서 국민신문고를 통해 신청하신 민원(신청번호1AA-2108-0259322)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원 내용은 ‘나정교 주변 잡목제거'에 관한 것으로 판단됩니다.
3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
가. 현장확인 결과 부러진 나정교 우회도로 주변 잡목을 확인하였고 2021년 8월 16일 처리 완료하였음을 알려드립니다.
4. 귀하의 민원에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가설명이 필요한 경우 황남동행정복지센터 행정민원팀(☏779-8383)으로 연락주시면 친절히 안내하도록 하겠습니다. 감사합니다.

붙임 민원신청서 1부. 끝.
",2021-08-17,황남동
먹을 물이 없습니다!!! 상수도 신설 요청,"요즘 같이 덥고 또한 코로나로 힘든 시간을 보내고 있는 중에 제가 거주하고 있는 지역에서는 식수도 부족하여 인간으로서의 기본권이 침해당하고 있습니다. 저는 5살 첫째 아이와 이제 갓 돌이 지난 쌍둥이 자매까지 3명의 아이를 키우고 있는데요. 이번주 들어 집에 물이 빈번하게 끊겨서 이 더운 날씨에 아이들 목욕도 못씻기고 화장실 변기물도 못내리고 정말 힘든 날들을 보내고 있습니다. 얼마전에 경주시청에 상수도 신설 요청과 관련하여 전자민원을 넣었는데 이 지역은 예산이 없어서 내년에도 상수도가 들어올 수 있을지 미정이라고 하더군요. 제가 거주하는 신대리 바로 밑 상계리 지역에는 몇주전에 상수도 증설하는 공사가 시행되어서 상수도 공급이 되었다고 들었습니다. 정말 바로 옆동네는 상수도가 들어오는데 제가 있는 신대리에는 먹는 물마저 끊기니 정말 상대적 박탈감과 함께 인간으로서의 기본권 조차도 보장되지 않고 있다는 사실에 지금이 2021년도인지 1980년도인지 믿을 수가 없더군요. 이 곳 신대리에도 많은 거주민들이 거주하고 계시는데 여태까지 이 지역 분들이 얼마나 소외당하고 그동안 없신 여김을 당했는지 이 식수 공급 문제만으로도 충분히 알수 있었습니다. 이 지역 분들은 펜션을 운영하면서 생계를 유지하시는 분들도 계신데 여름철 한철 대목이라 이 기간에 손님들이 많아 해마다 여름 휴가기간이면 식수 문제가 불거져 왔다고 알고 있습니다. 식수문제가 해마다 반복되어 왔음에도 불구하고 여전히 이쪽 지역은 상수도가 신설되지 않고 아무런 경주시 차원의 해결책이나 도움이 없다는 사실에 화가납니다. 경주시에서 올해 출산육아정책을 개편하면서 많은 보조금을 지급하고 있는데, 차라리 그 보조금 안받더라도 그 예산 아껴서 상수도가 없는 지역에 상수도 설치 부터 해주셨으면 좋겠습니다. 물이 없다는 건 정말 2021년에 누가 상상할수나 있겠습니까...

또한 신대리 지역 수질 문제도 있습니다. 산 물을 받아쓰는 지역이라서 자주 흙물이 나옵니다. 샤워기 필터를 사용하고 있지만 필터를 바꿔끼자마자 필터가 바로 새까맣게 변해서 하루걸러 필터를 바꿔줘야 합니다. 상수도 지역에서는 한달씩 쓰고 바꾸는 필터인데 지금 이 신대리에서는 하루하루 필터를 바꿔줘야 됩니다. 비가 오면 흙물이 더 새까맣게 나옵니다. 그 물로 아기들을 먹이고 씻길 수가 없습니다. 경주시청에 계신 분들은 자기 자식들한테 검은 흙 물 마시게 하고 그 흙 물로 목욕시킬 수 있으시겠어요???? 경주 시청에 수질 검사 보고서 내역을 요청하여 받아보았는데 검사 보고서는 대장균류에 대해서 부적합으로 결과가 나와서 식수를 그대로 복용시 질병 발생의 문제도 있습니다. 그리고 검출되지 않았다고는 하나 제가 지난 몇달간 사용해왔던 필터들도 모아두고 있는데, 필요하면 이 필터들을 가지고 수질 검사 재의뢰 요청 할 생각도 있습니다. 2021년까지도 상수도가 들어오지 않은 이 낙후된 신대리 지역에 관심가져주시고 상수도가 어서 들어올 수 있도록 애써주시길 정말 간곡히 부탁드립니다.

예산 부족의 문제로 이렇게 계속 지연만 된다면 2021년도에도 먹을 물이 없는 낙후된 경주 지역에 관해 언론에 제보도 할 예정입니다. 예산이 제대로 배정이 되고 있는지 이런 기본적인 식수 공급 계획 수립조차 왜 여태까지 안되고 있는지.",2021-08-06,"본 민원은 2회 이상 처리결과를 이미 통지한 민원으로 민원처리에 관한 법률 제23조(반복 및 중복 민원의 처리) 제1항에 따라 종결처리합니다.
< 2회 이상 처리결과 통지 민원 >
1. 신청번호 : 1AA-2107-1212269 (2021-07-26 신청)
민원제목 : 상수도 신설 요청
2. 신청번호 : 1AA-2107-1043804 (2021-07-22 신청)
민원제목 : 흙물을 먹고있어요 상수도 공사해주세요
< 관련 법령 >
※ 민원처리에 관한 법률 제23조(반복 및 중복 민원의 처리)
① 행정기관의 장은 민원인이 동일한 내용의 민원(법정민원을 제외한다. 이하 이 조에서 같다)을 정당한 사유 없이 3회 이상 반복하여 제출한 경우에는 2회 이상 그 처리결과를 통지하고,
그 후에 접수되는 민원에 대하여는 종결처리할 수 있다. 끝.

",2021-08-17,상수도과
길고양이 중성화수술 및 관리,공장창고에 길고양이가 새끼를 낳았어요. 벌써 두번째입니다. 어미 고양이를 중성화해야할것 같은데 시에서 중성화사업을 진행한다는 말을 들었는데 어떻게 신청하는지 궁금합니다. 아기고양이들도 조금 자라면 중성화해야 할것같아요.,2021-08-06,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 건의사항에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 건의내용은 길고양이 중성화 지원사업으로 해결될수 있는 내용으로 애해됩니다.
당해 하반기 사업이 진행예정이며, 9월1일부터 전화 접수(☏054-779-6305)로 진행됩니다.

4. 귀하의 건의에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우
경주시 축산과 동물보호팀 백영예 주무관(☏054-779-6305)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2021-08-10,축산과
집앞도로가 패여서 버스가 지나갈때마다 집이 흔들립니다. 패인 도로를 보수해주세요,"아스팔트도로 가 패여서 버스처럼 큰차가 지나갈때마다 집이 심하게 흔들립니다.

빠른시일내에 보수 부탁드립니다.



성건주공아파트 정문앞 도로",2021-08-05,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2108-0167447) “경주시 성건동 584-16 도로정비요청”에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 먼저 불편을 끼쳐드려 죄송하다는 말씀드립니다. 말씀하신 현장을 확인한 결과 횡단보도 부분이 침하되어 긴급보수 조치하였음을 알려드립니다.

3. 답변 내용에 대한 추가 설명이 필요한 경우 경주시청 도로과 도로정비팀(☏054-779-6458)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2021-08-17,도로과
우유팩 수거 후 절차가 궁금합니다.,"안녕하세요.

자원순환을 위해 각 주민센터에서 우유팩을 수거하는 것으로 알고있습니다.
저는 황남동에 거주중인데 인근 카페에서 나오는 우유팩을 수거해 주민센터에 가져다주고,
우유팩 수거 보상제로 받은 종량제봉투를 다시 동네 쓰레기줍기에 쓰고있습니다.

다름이 아니고, 수거하는 우유팩이 어디로 가는건지 궁금합니다.
주민센터에 여쭈어보니 시청 자원순환과로 가고 그 뒤는 모르겠다고 하셨는데
어느 재활용 업체로 가는건지, 우유팩이 제대로 휴지로 재 생산되고 있는 것인지 궁금합니다.",2021-07-29,"우리시 자원순환 업무에 관심을 가지고 소중한 의견 보내주신 것에 감사드립니다.
우리시에서 발생된 우유팩은 환경미화원 분들이 수거하여 천군동 소재 경주시종합자원화단지내 재활용선별장에 모여집니다.
일정량 모여진 우유팩은 경북 고령소재 천*산업에 판매되며, 판매된 우유팩 업체에서 가공하여 휴지 원료 재탄생 합니다.
더 궁금한 사항이 있으시면 경주시 자원순환과(054-779-6696)으로 연락주시기 바랍니다.
",2021-07-29,자원순환과
자전거 도로 불량 보수 부탁드립니다.,"자전거 도로가 불량하여 야간 라이딩 시 매우 위험합니다.
바로 조치 부탁드립니다.


※ 위치는 첨부 이미지 참고",2021-07-23,"1. 평소 시정 협조에 감사드리며, 귀 댁의 평안을 기원합니다.
2. 귀하께서 건의하신(신청번호 1AA-2107-1068666) 민원 사항에 대하여 다음과 같이 알려드립니다.
가. 민원 사항 : 북천자전거길 자전거도로 보수 요청
나. 민원 답변 : 자전거도로 보수가 완료 됐음을 알려드립니다.
3. 기타 문의 사항이 있으신 경우 경주시 교통행정과(760-2977)로 문의하여 주시면 성심껏 답변해 드리겠습니다. 감사합니다.

붙임 민원신청서 1부. 끝.
",2021-07-28,교통행정과
양계장에서 닭똥 냄새로 생활이 어렵습니다.,"안녕하세요?
저는 성도대자연타운에 근무하는 관리소장입니다.
양계장(황금농장) 닭똥 냄새가 너무 심해서 2021.07.08에 민원을 제기 하여 답변을 받았습니다.
민원을 제기 한 후 낮에는 그마나 조금 괜찮은데 저녁에는 닭똥 냄새로 눈이 따갑고 속이 메스꺼울 정도로 냄새가 심해서 생활하기가 너무 힘들다고 관리사무소로 항의 전화가 하루에도 몇번씩 오고 있습니다.
이에 양계장에 행정지도를 하여 입주자등이 더운 여름에 창문을 활짝 열어서 생활할 수 있도록 하여 주시길 바랍니다.",2021-07-21,"1. 평소 시정발전과 환경보전에 관심을 가져 주신데 대하여 감사드립니다.
2. 귀하께서 접수하신 민원에 대하여 현지 확인한 결과를 다음과 같이 답변드립니다.
□ 답변내용
가. 해당 계사에 대해 2021. 7.20일 점검결과, 가축분뇨를 옥외보관한 위반사항에 대하여「가축분뇨의 관리 및 이용에 관한 법률」관련 규정에 의거 과태료, 개선명령을 조치하였습니다.
나. 또한, 주말 및 취약시간 때 악취유발작업 금지 등을 적극 요구하였습니다.
다. 향후, 해당농장에 대한 악취 측정 등 지속적인 지도점검을 실시하여 위법사항에 대하여 엄중 조치할 예정이며 환경오염으로 인한 주민 피해가 발생되지 않도록 지속적으로 관리토록 하겠습니다.

붙임 민원신청서 1부. 끝.
",2021-07-21,환경과
양계장에서 닭똥 냄새가 너무 납니다.,"안녕하세요?
저는 성도대자연타운관리사무소에서 근무하는 관리소장입니다.
다름이 아니라 당아파트 근처에 황금농장양계장이 있습니다.
이 양계장에서 닭똥 냄새가 시도때도 없이 당아파트로 날아와서 당아파트 입주자등이 닭똥 냄새로 생활이 어려울 정도 입니다.
많은 입주자등은 닭똥 냄새로 인해 머리가 아프고 특히 저녁이나 야간시간에 냄새가 심해 조금같이 더운 날씨에 발코니 창문을 열어 놓을수 없다고합니다.
입주자등이 쾌적한 생활을 할 수 있도록 시청에서 양계장에 닭똥냄새 저감을 위한 조취를 취해 주시길 바랍니다.",2021-07-08,"1. 평소 시정발전과 환경보전에 관심을 가져 주신데 대하여 감사드립니다.
2. 귀하께서 접수하신 민원에 대하여 현지 확인한 결과를 다음과 같이 답변드립니다.
□ 답변내용
가. 해당 계사에 대해 현장 방문하여 현지 점검 및 「악취방지법」관련 규정에 의거 악취시료를 채취하여 경상북도보건환경연구원에 검사 의뢰 후 그 결과에 따라 행정처분 등을 조치할 예정입니다.
나. 또한, 주말 및 취약시간 때 악취유발작업 금지 등을 적극 요구하였습니다.
다. 향후, 해당농장에 대한 악취 측정 등 지속적인 지도점검을 실시하여 위법사항에 대하여 엄중 조치할 예정이며 환경오염으로 인한 주민 피해가 발생되지 않도록 지속적으로 관리토록 하겠습니다.

붙임 민원신청서 1부. 끝.
",2021-07-09,환경과
원석수영장 돌려주세요,"충효동에 원석수영장이 사라졌습니다
재정상의 이유라고 들었는데 저의 2명의 자녀는 1년넘게 수영을 해왔습니다
이제 수영장을 보낼곳이 없어요 국민체육센터와 드림센터까지는 너무 거리가 멀어요
아이들이 수영을 하고싶어합니다
경주시에서 도와주시면 좋겠습니다",2021-07-07,"1. 평소 시정에 적극적인 도움과 관심을 가져주신 데 대하여 진심으로 감사드립니다.
2. 귀하께서 건의하신 내용은 ‘원석체육관을 계속 이용할 수 있게 해달라는 것’으로 판단됩니다.
3. 2002년 6월에 건립된 원석체육관은 서라벌대학교 평생교육원 교육시설로서 본 대학교가 재정의 어려움으로 인하여 2021년 7월 1일부로 운영 중단하게 되었습니다.
4. 그 동안 동 시설로 인하여 시민 교육은 물론이고 지역주민 건강증진에도 크게 도움이 되었으나, 이런 일이 발생하게 되어 매우 안타깝게 생각합니다.
5. 우리 시에서는 동 시설의 관계기관(학교법인 원석학원, 서라벌대학교)과 협의하여 운영 재개될 수 있도록 노력을 하겠으니, 다소 불편하시더라도 동 시설이 운영 재개될 때까지 경주 국민체육센터 등을 이용해 주실 것을 부탁드립니다. 더 궁금하신 사항이 있으시면 체육진흥과(☎ 054-779-6165)로 문의주시면 성심껏 답하도록 하겠습니다. 감사합니다.

붙임 민원신청서. 끝.
",2021-07-22,시민소통협력관
경주 식당 기본주문 제한,"발령받아 경주로 온지 두달째 되어갑니다.경주 지역 고깃집은 혼자 이용하기 어렵네요.
고깃집 같은 경우 혼자 찾아가도 3인분 이상 시켜야한다고 그냥 나온식당이 있는데
혼자가서 1인분만 먹고나올것도 아니고 2인분에 반주랑 식사랑 해서 먹을 생각으로 찾아갔는데 기본3인분 이상 시켜야한다니 황당합니다.
둘이가도 마찬가지에요.둘이서 2인분 먹고 1인분만 추가 시키려하니 추가도 2인분 이상 시켜야한다고해서
빈정상해 그냥 나온적이 있는데 옆동네 포항만 가도 그런식당은 본적이 없는데 경주시내에만 유독 많네요.시청옆에도요~
외지에서 손님오시면 창피해서 경주시내 고깃집은 못 데려가겠어요.
요즘 시대에 저렇게 제한을 두고 영업한다는게 믿기지가 않네요.2명가서 1인분 시키는것도 아니고...
차라리 1인분 양을 늘리고 가격을 올려서 영업을 하던지 한참 식사중에 기분 상해 몇번 나온후로 경주지역 고깃집은 아예 안가고 있네요.",2021-07-06,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(신청번호:1AA-2107-0231027)과 관련입니다.
2. 귀하께서 민원신청한 “경주 식당 기본주문 제한""에 대한 검토의견을 다음과 같이 안내하고자 합니다.
3. 우선 관내의 음식점 이용에 불편을 드려 대단히 유감스럽게 생각하오나, 고기 기본 주문이나 추가로 주문 시 일정 양 이상 주문해야 한다는 조건은 영업자의 영업방침이기 때문에 시청에서 법적으로 제제하기는 어려운 점 양해바랍니다. 코로나19가 장기화 됨에 따라 코로나19 확산 예방을 위한 1인 식문화가 정착될 수 있도록 노력하겠습니다.
4. 귀하의 경주시 음식점에 대한 애정과 관심에 감사드리며, 답변 내용에 대한 추가 설명이 필요한 경우 식품안전과(☎054-779-8594)로 연락주시기 바랍니다. 감사합니다.
",2021-07-13,식품안전과
소농직불금 신청에 대한 지원방법 요청,"안녕하십니까? 농업인을 위해 애쓰시는 담당자에게 감사드립니다.
소농직불금 지원을 받기 위해 문의해 보니, 대상자는 2017~2019년 농지에서 직불금을 지원 받은 대상자에 한해 지원신청이 가능하다는 답변을 들었습니다.
직불금은 수도작(답)을 기준하여 전작까지 점차 확대된 것으로 압니다.
대상농지(경주시 광명동 340-1,340-4,341-2)는 80년이전부터 2010년까지 과수원이였고 이후 전작물을 재배하였으며 현재까지 동일 소유자가 매년 농사를 지었는데, 당시(2017~19년) 직불금 신청기간을 놓쳐 신청하지 못함에 따라 현재 지원대상자가 될 수 없다는 것은 이해하기 힘든 행정으로 사료되오니, 대상농지를 탐문해 보시면 동일소유자가 평생 그 곳에서 농사지었음을 확인할 수 있을 것입니다.
따라서 지원금을 받을 수 있는 신청 방법을 문의하오니 답변해 주시기 바라며, 원론적인 답변이 아니라 구체적인 사항을 알려주시기 바랍니다.",2021-07-05,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2107-0183292)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 기본형 공익직접지불사업 소농직불금 신청 지원방법 요청에 대해 농업ㆍ농촌 공익기능 증진 직접지불제도 운영에 관한 법률(약칭:농업농촌공익직불법) 검토 결과 다음과 같습니다.
가. 농업농촌공익직불법 제8조 기본직접지불금 지급대상 농지는 2012년 1월 1일부터 2014년 12월 31일까지 밭농업에 이용된 농지등으로서, 2017년 1월 1일부터 2019년 12월 31일까지의 기간 중 종전의 「농업소득의 보전에 관한 법률」에 농업소득보전직접지불금을 1회 이상 정당하게 지급받은 실적이 있는 농지로 정해져 있습니다.
나. 귀하께서 문의하신 대상 농지(광명 340-1, 340-4, 341-2)는 농지사업 이력조회 결과 직불금을 수령한 적이 없는 농지로 안타깝게도 기본직접지불금 지급대상 농지가 아니므로 신청대상이 아닙니다.
3. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 추가 설명이 필요한 경우 선도동행정복지센터 생활지원팀(☎779-8434)에 연락주시기 바랍니다. 감사합니다. 끝.
",2021-07-07,선도동
대릉원 수목 이름 시정,"2021년 6월 25일(금), 4인 가족이 경주에 현장체헙학습을 갔습니다.
시내권과 남산의 삼릉을 둘러보면서 새삼 우리 문화에 관하여 자긍심을 갖게 된 날입니다.
특히 대릉원의 거대하고 아름다운 고분은 절로 탄성을 자아내게 했습니다.

감탄하면서 대릉원 후문에서 왼쪽으로 접어들자, 단풍나무 이름표가 붙은 나무가 보였습니다.
그런데 땅에 떨어진 가지의 잎을 보니 단풍나무가 아닌 '중국단풍나무'이더군요.
너덜거리는 수피만 봐도 단풍나무가 아니라는 것을 직감적으로 알 수 있었습니다.
거기서 조금 더 걸어가서 오른쪽에, 목련이라는 이름표가 붙은 나무도 '백목련' 같았습니다.

대릉원은 수많은 학생들과 국내외 관광객이 관람하는 문화유적지이기에
수목의 이름 또한 정확해야 하겠지요.
이는 경주와 대릉원의 자존심과도 관련이 있는 문제라고 여겨집니다.

단풍나무와 목련의 이름표가 맞는지 확인해주셨으면 합니다.
그런 후, 잘못 적었다면 올바로 고쳐주시기를 바랍니다.

감사합니다.",2021-06-26,"1. 안녕하십니까. 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2106-1054355)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 대릉원 내 수목 이름표가 잘못 표기되어 있으니 올바르게 고칠 것을 요청하신 것으로 판단됩니다.
3. 우선 우리 경주를 방문해 주시고 사적지에 대한 관심과 좋은 의견을 주셔서 감사드리며, 수목 이름표는 조경 전문가에게 의뢰하여 정확하게 확인한 후 수정이 필요하다면 빨리 교체할 수 있도록 하겠으니 이점 양지하시기 바랍니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 추가 설명이 필요한 경우 사적관리과 사적지정비팀(☎054-779-8755)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2021-06-30,사적관리과
낙엽처리의 올바른 처리방법을 알려주십시오.,"경주 강동 안계리 거주민입니다. 면민 행정을 위한 노고에 감사드립니다.

저희 집은 레드로빈(일명: 홍가시) 나무 울타리를 가지고 있습니다. 상록수이긴 하지만 매년 잎갈이를 하게 되고, 웃자란 가지와 낙엽을 잘라내기도 합니다. 이들 낙엽 처리를 어떻게 하는 것이 바른 것인지 도움부탁드립니다. 자체 소각은 화재위험이 있고 불법으로 인지하고 있습니다.
1. 종량제쓰레기봉투에 넣어서 버린다. → 양이 너무 많습니다.
2. 매립용마대자루가 있다 들었습니다. → 어디서 구입하는지요. 수거는 가능한 것인지요. 마을에 매립용쓰레기 청소차가 정기적으로는 들어오지 않는 것으로 앎니다.
3. 직접 실어서 처리할 수 있는 곳이 있는지요. → 직접 실어 가져 갈수 있습니다. 어디로 가야하는지요.
※ 매년 나오는 분량이고, 해마다 3~4차례 처리를 해야 합니다. 올바른 처리방법을 알려주시면 감사드리겠습니다.",2021-06-25,"- 안녕하십니까? 평소 우리시 청소행정 업무에 관심을 가져주셔서 감사드립니다.
- 귀하께서 접수하신 제1AA-2106-0998682호 민원 '낙엽처리 방법'에 대하여 답변드립니다.
- 일반적으로 소량의 낙엽 및 가지는 가연성 생활폐기물로서 종량제봉투에 넣어 처리합니다. 다만, 양이 많은 경우 낙엽 및 부스러기는 종량제봉투로 처리하고,
나뭇가지의 경우 묶거나, 일반 마대(규격봉투 아님)에 담아 20kg 기준으로 읍․면․동주민센터나 인터넷을 통해 대형폐기물 스티커를 발급받아 처리할 수 있을 것으로 판단됩니다.
- 큰 가지 등 폐목재의 경우 직접 실어 폐목재를 재활용하는 업체로 반입이 가능할 것이나, 낙엽 및 잔가지 등은 폐목재로 재활용하기 어려워 폐목재재활용업체(사설)에 직접 운반
하실 경우, 낙엽 및 잔가지 등은 분리하여 별도 처리하여야 할 것입니다.
- 또한 현재 판매되는 매립용 마대(10리터)는 불연성의 생활쓰레기 처리를 위한 것으로 일반 생활쓰레기 종량제 봉투를 판매하고 있는 마트 등에서 구매가 가능합니다.
- 기타 문의사항은 경주시 자원순환과(☏054-779-6692)로 연락주시기 바랍니다.

붙임 민원신청서 1부. 끝
",2021-07-01,자원순환과
