뉴스 식별자,출처,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,사건/사고 분류1,사건/사고 분류2,사건/사고 분류3,인물,위치,기관,키워드,특성추출(가중치순 상위 50개),본문,URL,분석제외 여부
01500901.20230329222322001,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230329222322001,20230329,울산매일,백주희 기자,비인기스포츠 육성위해 국가가 제도적 지원해야,지역>광주, 지역>경기,,,,,"이채익,소망이",베이징패럴림픽,"국세청,국세통계연보,부개정법률안,국회,실업팀,국민의힘","인기,스포츠,육성,국가,제도,지원,기업,창단,실업,운동,경기부,운영,지원,확대,골자,조세,특례,제한,개정,법률안,국회,발의,법안,대표발의,국민,이채익,남구갑,의원,기업,운동경기부,종목,운동,경기부,설치,운영,비용,조세특례제한법,법인세,공제,국세청,국세,통계,연보,2020년,실업팀,절감비용,6억,100만,실효성,확보,상황,의원,제104조,현행,조세,특례,제한,세액공제비율,10%,일몰기한,세액공제기간,2년,설명,의원,개정안,세액공제비율,20%,상향,조정,일몰기한,세액공제기간,5년,확대,장애인,실업,운영,외국법인,특례,적용,기업,운동,경기부,창단,지원,촉진,체육인들,안정적,운동,여건,조성,의원,종목,스포츠,장애인,운동,경기부,창단,육성,국가,제도적,마련,베이징패럴림픽,태극,전사,소망,개정안,통과,체육인들,안정적,운동,마련","조세특례제한법,실업팀,장애인,운동경기부,개정안,경기부,일몰기한,국세청,베이징패럴림픽,체육인들,세액공제비율,실효성,이채익,100만,대표발의,법률안,남구갑,체육인,세액공제기간,6억,남구,외국법인,법인세,절감비용,제104조,의원,운동,지원,창단,운영,기업","기업의 실업팀 운동경기부 창단과 운영에 대한 지원 확대를 골자로 한 조세특례제한법 일부개정법률안이 29일 국회에 발의됐다. 

법안을 대표발의한 국민의힘 이채익(남구갑) 의원에 따르면 현재 기업에서 비인기 종목 운동경기부를 설치 운영하는데 드는 비용 중 일부를 조세특례제한법을 통해 법인세에서 공제해주고 있다. 

하지만 국세청 국세통계연보에 따르면 지난..",http://www.iusm.co.kr/news/articleView.html?idxno=1011848,
01500901.20230329222231004,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230329222231004,20230329,울산매일,김상아 기자,"한국폴리텍대학 임춘건 기획훈련이사, 석유화학분야 직업교육의 허브 석유화학공정기술교육원 재학생 격려",지역>울산, 사회>미디어, 지역>경기,,,,임춘건,,"한국폴리텍대학,석유화학","기획훈련이사,한국폴리텍대학,임춘건,기획,훈련,이사,석유,화학,분야,직업,교육,허브,석유,화학,공정,교육원,재학,격려,사진기사","임춘건,교육원,기획훈련이사,한국폴리텍대학,사진기사,격려,허브,화학,석유,사진,이사,훈련,기획,직업,공정,분야,재학,교육,기사",[사진기사],http://www.iusm.co.kr/news/articleView.html?idxno=1011838,예외
01500901.20230329222231001,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230329222231001,20230329,울산매일,윤병집 기자,"울산 동구, '2023년 청년도전 지원사업' 추진",경제>취업_창업, 지역>대전, 지역>충남,,,,,"울산,울산 동구 청년도전,동구","진로,고용노동부,동구청년센터,울산동구청년센터","울산,동구,지원사업,청년,도전,지원,사업,추진,울산동구청년센터,청년들,자신감,회복,취업,역량,강화,지원사업,청년,도전,지원,사업,본격적,추진,29일,동구청년센터,이달,1시,5시,리얼소통,발전소,30명,청년,대상,오리엔테이션,청년,도전,지원,사업,동구청년센터,이날,오리엔테이션,참여,청년들,대상,8월,밀착상담,자신감,회복,진로탐색,취업,역량,강화,사례관리,분야,청년,금융,교육,진로적성검사,진로,프로그램,운영,사업,고용,노동부,주관,청년도전지원사업,울산,동구,청년도전,지원,사업,구직,단념,청년,자신감,회복,취업,역량,강화,취업의욕,고취,프로그램,참여수당,제공,참가,접수,대상,상반기,모집,인원,참가,신청,조기,마감,호응,동구청년센터,6월,청년도전,지원,사업,참가자,예정,추가,모집,도전프로그램,단기,30명,도전,도전플러스,프로그램,중장기,30명,추가,모집,추진","청년도전,동구,청년들,상반기,동구청년센터,청년도전지원사업,참가자,지원사업,자신감,울산,리얼소통,밀착상담,진로적성검사,사례관리,진로탐색,발전소,노동부,취업의욕,참여수당,울산동구청년센터,중장기,도전프로그램,도전플러스,청년,사업,프로그램","울산동구청년센터가 청년들의 자신감을 회복시켜 취업역량 강화를 돕는 '2023년 청년도전 지원사업'을 본격적으로 추진한다고 29일 밝혔다. 

동구청년센터는 이달 28~29일 오후 1시~5시까지 리얼소통발전소 1층에서 총 30명의 청년을 대상으로 청년도전 지원사업 오리엔테이션을 가졌다. 

동구청년센터는 이날 오리엔테이션에 참여한 청년들을 대상으로 오는 ..",http://www.iusm.co.kr/news/articleView.html?idxno=1011822,
01500901.20230329222231003,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230329222231003,20230329,울산매일,김상아 기자,울산과학대학교 한국어 연수생들의 벚꽃 구경,문화>문화일반, 지역>지역일반,,,,,,한국,울산과학대학교,"연수생,울산과학대학교,한국어,연수,벚꽃,구경,사진기사","한국어,사진기사,울산과학대학교,연수생,사진,구경,벚꽃,연수,기사",[사진기사],http://www.iusm.co.kr/news/articleView.html?idxno=1011837,예외
01500901.20230329222230002,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230329222230002,20230329,울산매일,윤병집 기자,"울산동부경찰서, '교통사고현장 인명구조 시민 표창 수여'",지역>부산, 지역>충남, 지역>대구,,,,김경수,"울산,선진","동구청,교통안전,동부경찰서장,울산동부경찰서","울산동부경찰서,수여,교통사고,현장,인명,구조,시민,표창,울산동부경찰서,사거리,동구청,발생,교통사고,현장,인명구조활동,시민,표창,수여,29일,울산,동구청,사거리,발생,사고,차량,전도,신고자,구조신고,인명구조,근처,시민들,전도,차량,운전자,구조,김경수,동부,경찰,서장,사례,시민들,활동,모범,인명,구조,사회,귀감,사례,교통안전,경찰,활동,만큼,수준,교통,의식,선진,정착,교통질서,확립,시민들,동참,부탁,사고,인명구조,사고,인명,구조,동참,시민들,감사,말씀,구조,도움,분들,연락","인명구조,시민들,사거리,동구청,김경수,울산동부경찰서,교통사고,울산,분들,교통질서,신고자,만큼,교통안전,구조신고,인명구조활동,운전자,구조,시민,활동,인명,사고,사례,경찰,발생,동참,수여,현장,전도,차량,표창,의식,교통,선진,정착","울산동부경찰서는 지난 21일 동구청 사거리에서 발생한 교통사고 현장에서 인명구조활동을 한 시민에게 표창을 수여했다고 29일 밝혔다. 

당시 울산 동구청 사거리에서 발생한 사고로 차량이 전도되자 최초 신고자인 이○○씨는 곧바로 구조신고 후 인명구조를 위해 근처에 있던 다른 시민들과 함께 전도된 차량을 바로 세우고 운전자를 구조했다. 

김경수 동부경찰서..",http://www.iusm.co.kr/news/articleView.html?idxno=1011811,
01500901.20230329222230006,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230329222230006,20230329,울산매일,김기곤 기자,"울산 중구 복산1동, 착한가게 천사계좌 합동 가입식 개최",지역>경남, 지역>대구, 지역>울산,,,,,"울산,중구,복산1동",,"복산1동,울산,중구,복산,천사계좌,개최,합동,가입식,사진기사","중구,가입식,천사계좌,사진기사,복산,울산,복산1동,합동,사진,천사,계좌,개최,기사",[사진기사],http://www.iusm.co.kr/news/articleView.html?idxno=1011817,예외
01500901.20230329222230007,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230329222230007,20230329,울산매일,김기곤 기자,"울산차인연합회, 제31회 화전놀이 개최",지역>경남, 지역>부산, 지역>충북,,,,"박문태,성상희,김영길,강혜순","울산동,중구청장,다례,울산차인연합회","중구,중구의회,중구문화원,울산차인연합회","울산차인연합회,개최,화전놀이,울산차인연합회,회장,성상희,29일,울산동헌,화전놀이,개최,중구,후원,마련,행사,화전놀이,봄맞이,세시,풍속,의미,선조들,생활상,소개,마련,행사,김영길,중구청장,의장,강혜순,중구,의회,박문태,중구,문화원장,지역,주민,200여,행사,기념식,화전,선조들,화전,낭송,다례,시연,진행,어울림마당,울산차인연합회,회원,한복,화전,찻자리,화전놀이,가부장제,바깥출입,자유,여성들,야외,꽃구경,화전,세시풍속,울산차인연합회,전통문화,화전놀이,다향제,전통차,문화,전통문화,행사,개최,회장,성상희,울산차인연합회,정취,울산동헌,화전,여유,문화행사,진행,전통문화,계승,발전","울산차인연합회,화전놀이,중구,전통문화,울산동헌,강혜순,성상희,세시풍속,봄맞이,박문태,선조들,어울림마당,여성들,바깥출입,200여,생활상,문화원장,전통차,중구청장,꽃구경,문화행사,가부장제,다향제,김영길,기념식,찻자리,화전,행사,개최,문화,진행","울산차인연합회(회장 성상희)가 29일 오전 11시 울산동헌에서 제31회 화전놀이를 개최했다. 

중구의 후원으로 마련된 이번 행사는 봄맞이 세시풍속 '화전놀이'의 의미와 선조들의 생활상 등을 소개하기 위해 마련됐다. 

행사에는 김영길 중구청장과 강혜순 중구의회 의장, 박문태 중구문화원장, 지역 주민 등 200여 명이 함께했다. 

1부 행사는 기념식,..",http://www.iusm.co.kr/news/articleView.html?idxno=1011818,
01500901.20230329222230009,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230329222230009,20230329,울산매일,김기곤 기자,"울산 중구 울산안전생활실천시민연합, 안전취약계층 시민생활 안전교육 위탁운영 업무협약 체결",지역>울산, 지역>대전, 지역>경남,사고>산업사고>원자력사고,,,조복래,"울산,중구,중구청,울산안전생활실천시민연합","중구,울산안전생활실천시민연합","울산,중구,울산안전생활실천시민연합,안전취약,계층,시민,생활,안전,교육,위탁,운영,업무,협약,체결,울산,중구,울산안전생활실천시민연합,대표,조복래,29일,구청장실,중구청,안전교육,안전취,계층,시민,생활,안전,교육,위탁,운영,업무,협약,협약,바탕,중구,교육,교육,수요,조사,교육,진행,예산,지원,방침,울산안전생활실천시민연합,4월,12월,경로당,어린이집,전문,강사,파견,어린이,노인,다문화,가정,임산부,안전취약,계층,대상,맞춤,안전,교육,예정,교육,생활,교통,자연재난,사회기반체계,범죄,보건,분야,안전,이론,체험활동,원전,화학물질,사고,발생,행동,요령,응급처치법,방법,재난,대피,진행,중구,울산안전생활실천시민연합,50차례,안전취약,계층,대상,시민,생활,안전,교육,운영,중구,관계자,교육,주민들,안전,의식,능력,재난,대응,향상,건강,안전,도시,조성,노력","안전교육,중구,안전취약,울산,950여,000여,중구청,울산안전생활실천시민연합,어린이집,화학물질,다문화,경로당,응급처치법,체험활동,조복래,자연재난,처치법,사회기반체계,구청장실,임산부,50차례,주민들,안전취,관계자","울산 중구와 울산안전생활실천시민연합(대표 조복래)이 29일 오전 10시 중구청 구청장실에서 '안전취약계층 시민생활 안전교육' 위탁운영 업무협약을 맺었다. 

이번 협약을 바탕으로 중구는 교육 관련 수요 조사를 실시하고 교육 진행에 필요한 예산을 지원할 방침이다. 

울산안전생활실천시민연합은 4월부터 12월까지 경로당과 어린이집 등에 전문 강사를 파견해 ..",http://www.iusm.co.kr/news/articleView.html?idxno=1011820,
01500901.20230329222230001,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230329222230001,20230329,울산매일,조혜정 기자,"2023년 2분기 제조업경기전망지수 107... ""지역기업 경기 회복 기대""",경제>증권_증시, 경제>국제경제, 경제>자동차,,,,이윤철,"울산,우호,미국,울산지역,중국,경기,한국","스포츠유틸리티차,정부,중국,경기,석유화학,BSI,울산상공회의소,SVB,울산상의","제조업경기전망지수,제조업,경기,전망,지수,회복,지역,기업,경기,회복,제조업경기전망지수,제조업,경기,전망,지수,지역기업,경기,회복,2년,기준치,상회,울산지역,경기전망지수,제조업,경기,전망,지수,BSI,기록,2년,기준,상회,경기회복,신호탄,작용,기대감,조선,기자재,자동차,부품,기업,중심,업황,회복,기대감,정유,석유화학,기준치,대내외,경제,지표,정상화,상황,낙관,지적,울산상공회의소,회장,이윤철,150곳,지역,제조,업체,대상,기업경기전망지수,기업,경기,전망,지수,BSI,조사,결과,집계,29일,BSI,기준치,초과,경기,예상,업체,미만,반대,의미,울산,기업,경기,전망,지수,기준치,회복,2분기,2년,4분기,3,4분기,실제,분기,7분기,기준치,항목,전망,설비투자,직전분기,기준치,미달,부정적,전망,매출액,영업이익,공급망,안정,사업장,공장가동,전반적,회복세,안정적,기업,운영,가능,전망,업종별,조선,기자재,직전,분기,긍정적,전망,확보,선박,수주,수출,매출액,증가,전망,조선업,선점,고부가가치,친환경,선박,시장,급성장,전망,조선업,경기,본격적,건조량,증가,인력,부족,압력,인건비,상승,하방,요인,작용,자동차,부품,분기,직전,경기,호전,예상,차량,반도체,수급난,완화,양호,출하량,친환경차,스포츠유틸리티차,SUV,출시,부가,가치,달성,역대,최대,수출,실적,실적,호조세,둔화,글로벌,경기,전기차,시장,경쟁,심화,불안,요소,존재,수요,글로벌,자동차,재고,수준,유지,1,300원,환율,변수,자동차,업황,우호적,작용,전망,비철금속,수준,직전,분기,양호,업황,유지,예상,전기차,전환,가시화,상황,경량화,필수,알루미늄,소재,중요,증가,이차전지,리튬,니켈,금속,소재,시장,자체,성장,가격,상승세,유지,SVB,사태,글로벌,금융,위기,경기침체,가격,하락,중국,경기,회복,미국,금리,인상,기조,양상,경기,흐름,업황,반대,정유,석유화학,직전,분기,대비,38p,반등,기준치,경기전망,부정적,석유화학,수출,시장,중국,영향,본격화,중국,공격적,석유,화학,생산,설비,확장,자급률,정유화학,정유화학,국제,유가,급락,수요둔화,글로벌,금융,위기,수요,둔화,지역,상반기,사업,실적,영향,리스크,요인,원자재,가격,상승,28.3%,물가,금리,인상,26.5%,수출국,경기,침체,18.7%,물가,소비둔화,12.0%,부자재,수급,불안,9.0%,지정학,리스크,4.8%,응답,영업이익,영업이익,수준,영업,이익,10%,소폭상향,31.8%,10%,소폭하향,30.7%,수준,동일,26.1%,하향,9.1%,상향,2.3%,응답,중국,리오프닝,한국경제,영향,부작용,전체적,도움,42.0%,부작용,26.9%,영향,19.3%,도움,전체적,부작용,5.9%,도움,5.9%,응답,과반수,기업,영향,중국,리오프닝,본격화,부작용,동시,발생,예상,울산상,관계자,경기전망지수,울산,지역,제조업,경기,전망,지수,BSI,2년,기준치,상회,경기,신호탄,경제지표,정상화,상황,추세,미지수,대기업,중심,신규,투자,바람,만큼,정부,신규,투자,부지,부족,수요자,중심,해결,경기,추세,상향,전환,지원","중국,자동차,기준치,업황,울산,부작용,영업이익,고부가가치,제조업,석유화학,비철금속,전기차,울산지역","2023년 2분기 제조업경기전망지수 107...""지역기업 경기 회복 기대"" 

2021년 2분기 이후 2년 만에 기준치 '100' 상회 

울산지역 올해 2분기 제조업 경기전망지수(BSI)가 '107'을 기록하며 2년 만에 기준치 100을 상회한 것으로 나타나 경기회복에 신호탄으로 작용할지 기대감이 높다. 

조선 기자재와 자동차 부품 기업을 중심으로 ..",http://www.iusm.co.kr/news/articleView.html?idxno=1011810,
01500901.20230329222230008,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230329222230008,20230329,울산매일,김기곤 기자,2023년 1분기 중구 통합방위협의회 회의 개최,지역>경남, 지역>강원, 지역>대구,,,,,중구,통합방위협의회,"중구,통합,방위,협의회,회의,개최,사진기사","중구,사진기사,협의회,회의,개최,사진,방위,통합,기사",[사진기사],http://www.iusm.co.kr/news/articleView.html?idxno=1011819,예외
01500901.20230329222230005,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230329222230005,20230329,울산매일,김기곤 기자,"한국메탈, 취약계층 지원 1,200만원 기부 약정",지역>경기, 지역>경남, 지역>충북,,,,,한국메탈,,"한국메탈,1,200만,취약,계층,지원,기부,약정,사진기사","200만,한국,사진기사,한국메탈,지원,사진,약정,메탈,기부,취약,계층,기사",[사진기사],http://www.iusm.co.kr/news/articleView.html?idxno=1011816,예외
01500901.20230329222230003,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230329222230003,20230329,울산매일,윤병집 기자,"울산발달장애인평생교육센터-장애인종합복지관, 장애인 인식개선교육 파트너 강사 양성 프로그램 운영",사회>장애인, 사회>교육_시험,,,,,고용환,"울산발달장애인평생교육센터,울산장애인종합복지관","울산광역시발달장애인평생교육센터,울산광역시발달장애인평생교육센터장,장애인종합복지관","울산발달장애인평생교육센터,장애인종합복지관,운영,장애인,인식,개선,교육,파트너,강사,양성,프로그램,울산광역시발달장애인평생교육센터,울산장애인종합복지관,연계,직장,장애인,인식,개선,교육,파트너,강사,양성,프로그램,운영,29일,직장,장애인,인식,개선,교육,파트너,강사,양성,프로그램,성인,발달,장애인,대상,강사,활동,기본,소양,태도,사회,상황,대처,표현들,학습,원활,강의활동,진행,발판,마련,중점,교육,참여,수강생,파트너,강사,참여,자립,성공,자신,경험담,전달,장애인,긍정,인식,변화,도모,장애,친화,고용,환경,조성,장애인,고용,확대,앞장,전망,앞장,박유진,울산광역시발달,장애인,평생,교육,센터장,교육,발달장애인,사회,인식,개선,사회구성원,사회참여,기회","장애인,앞장,박유진,울산광역시발달,발달장애인,강의활동,표현들,경험담,울산,울산장애인종합복지관,수강생,구성원,사회참여,울산광역시발달장애인평생교육센터,사회구성원,복지관,장애인종합복지관,울산발달장애인평생교육센터,센터장,교육,참여,사회,인식,강사,프로그램,활동,조성,고용,파트너,발달,장애,센터,친화,직장","울산광역시발달장애인평생교육센터는 울산장애인종합복지관과 연계해 3~4월 2달간 '직장 내 장애인 인식개선교육 파트너 강사 양성 프로그램'을 운영한다고 29일 밝혔다. 

이번 '직장 내 장애인 인식개선교육 파트너 강사 양성 프로그램'은 성인 발달장애인을 대상으로 강사 활동에 필요한 기본 소양과 태도, 사회적 상황에 적절히 대처할 수 있는 다양한 표현들을 ..",http://www.iusm.co.kr/news/articleView.html?idxno=1011812,
01500901.20230329222230004,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230329222230004,20230329,울산매일,김기곤 기자,"울산 동부소방서, 1분기 긴급구조통제단 기능 숙달 도상 불시가동훈련",지역>울산, 지역>경남,,,,,,울산,동부소방서,"울산,동부소방서,도상,긴급,구조,통제단,숙달,불시가동훈련,사진기사","동부소방서,사진기사,불시가동훈련,통제단,울산,사진,훈련,가동,도상,불시,긴급,숙달,구조,기사",[사진기사],http://www.iusm.co.kr/news/articleView.html?idxno=1011815,예외
01500901.20230329222229001,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230329222229001,20230329,울산매일,윤병집 기자,"울산동구보건소, 건강걷기 프로그램 '걷기하이소(所)' 운영",지역>대전, 지역>충북, 지역>충남,,,,,"둘레길,우천,옥류천,남목옥류천,대왕암공원,울산동구보건소","둘레길,동구,걷기하이소,동구보건소,하이소,울산동구보건소","울산동구보건소,건강,프로그램,하이소,운영,울산동구보건소,지역,주민,대상,이달,대왕암공원,남목옥류천,하이소,프로그램,운영,29일,하이소,건강,해설사,대왕암공원,둘레길,옥류천,이야기길,흥미,이야기,지명,유래,스트레칭,체조,자세,지도,건강길,프로그램,주민,관광객,호응,걷기하이소,1회,소그룹,진행,대왕암공원,둘레길,월요일,수요일,금요일,운영,옥류천,이야기길,토요일,10시,운영,대왕암공원,둘레길,지역,어린이집,유치원,원생,참여,어린,하이소,별도,운영,아동,건강증진,기여,동구보건소,참여,희망,주민,현장,접수,동구보건소,접수,참가비,무료,공휴일,우천,휴강,상황,탄력적,운영,예정,동구,보건소,관계자,하이소,개선,주민,신체,활동량,건강증진,기여,동구,발전,지역,관광,사업","하이소,대왕암공원,동구보건소,둘레길,동구,건강길,관계자,이야기길,건강증진,옥류천,울산동구보건소,해설사,1회,걷기하이소,소그룹,공휴일,스트레칭,수요일,유치원,참가비,월요일,활동량,어린이집,관광객,보건소,어린,남목옥류천,운영,주민","울산동구보건소는 지역주민 대상으로 이달 27일부터 오는 9월 27일까지 대왕암공원, 남목옥류천 일대 '걷기하이소(所)' 프로그램을 운영한다고 29일 밝혔다. 

걷기하이소는 건강길 해설사와 함께 대왕암공원 둘레길과 옥류천 이야기길의 곳곳에 얽혀 있는 흥미로운 지명 유래 이야기를 들으며, 스트레칭 및 체조와 바른 자세 걷기에 대한 지도를 받으며 건강길을 ..",http://www.iusm.co.kr/news/articleView.html?idxno=1011809,
01500901.20230329222219001,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230329222219001,20230329,울산매일,강은정 기자,울주군청년센터 청년학당 참여자 모집,지역>울산, 경제>취업_창업, 지역>대전,,,,이태호,"울산,하단,울주군","청년강사지원아카데미,청년학,청년학당,울주군청년센터","울주군청년센터,청년,학당,참여자,모집,청년센터,울산,울주군,청년,센터,청년,강사,지원,아카데미,청년,학당,참여자,모집,29일,청년학당,능력,울주군,청년,발굴,육성,울주군민,직접적,혜택,시행,신규사업,청년,분야,강의,기관,단체,군민,포함,주민들,대상,기획,강의,진행,강의,분야,문화,예술,미술,공예,취미,인문학,모집,대상,울주군,거주,활동,청년,공고문,울주군,청년,센터,홈페이지,모집,링크트리,인스타그램,하단,지원서,이메일,제출,청년센터,청년,학당,참여자,모집,서류,대면,심사,최종,대상자,선정,계획,이태호,센터장,청년들,재능,청년학당,주도,역량,지원,지역사회,청년들,성장,최선,지원","울주군,청년학당,청년센터,참여자,청년들,인스타그램,홈페이지,울산,울주군청년센터,대상자,신규사업,이태호,울주군민,주민들,지원서,센터장,울주,지역사회,링크트리,인문학,공고문,청년,모집,군민,지원,강의,역량,대상","울산 울주군 청년센터는 청년강사지원아카데미 '청년학당' 참여자를 모집한다고 29일 밝혔다. 

청년학당은 다양한 능력을 지닌 울주군 청년을 발굴 육성해 울주군민에게 직접적인 혜택을 주기 위해 시행하는 신규사업이다. 

청년이 원하는 분야의 강의를 기관 단체 또는 군민 4명 이상이 포함된 주민들을 대상으로 직접 기획해 강의를 진행한다. 강의 분야는 문화,..",http://www.iusm.co.kr/news/articleView.html?idxno=1011813,
01500901.20230329222219003,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230329222219003,20230329,울산매일,김준형 기자,"""울산 교육현장 정치편향 수업 논란...재발방지 필요""",사회>교육_시험, 정치>선거, 정치>청와대,,,,천미경,"울산,울산지역","울산시의회,정부,시교육청,교육청","논란,울산,교육,현장,정치,편향,수업,재발방지,의원,울산시의회,천미경,29일,울산,교육,현장,논란,정치,편향,수업,발생,차원,재발,방지,노력,촉구,의원,시교육청,서면질문,울산,지역,고등학교,교사,정부,비난,사회주의,공산주의,지향,취지,발언,언론,보도,신학기,수업,초등학교,사회,정치,편향,교육,제보,지속적,사례,교사,개인,행동,다수,학생들,편향,시각,세상,부작용,초래,교육,기본법,명시,교육,중립성,훼손,중대,사안,지적,교육현장,문제의식,부족,개인,신념,심취,부교재,제작,방법,편향,교육,사례,발생,교육,중립성,교사들,감수성,소양,노력,교실,정치,편향,이슈들,울산,교육,신뢰,저하,연결,공교육,정상,교권보호,교사들,교육당국,노력,찬물,결과,본인,행동,사회,영향,외면,견해,정치,설파,교사,교육청,대처,강조,수업,교사,발언,정치,편향,예방,노력,계획,교사,발언,정치,편향,처분사례,처리방법,질의","울산,시교육청,교육현장,재발방지,공교육,교사들,천미경,울산시의회,공산주의,교권보호,사회주의,부교재,서면,학생들,부작용,서면질문,신학기,처리방법,문제의식,감수성,교육청,처분사례,이슈들,고등학교,중립성,기본법,교육당국","울산시의회 천미경 의원은 29일 ""최근 울산 교육현장에서 정치편향 수업 논란이 계속해서 발생하고 있다""며 시교육청 차원의 재발방지 노력을 촉구했다. 

천 의원은 시교육청에 대한 서면질문을 통해 ""지난 1월 울산지역 한 고등학교 교사가 현 정부에 대한 비난과 사회주의 공산주의를 지향하는 취지의 발언 등을 했다는 내용이 언론에 보도됐다""며 ""신학기 들어 ..",http://www.iusm.co.kr/news/articleView.html?idxno=1011845,
01500901.20230329222219002,https://www.bigkinds.or.kr/v2/news/newsDetailView.do?newsId=01500901.20230329222219002,20230329,울산매일,정수진 기자,"울산 남구, 장기 우편물 미수령 위기가구 발굴",지역>충북, 지역>충남, 지역>울산,,,,,"울산,남구,복지사각지대,신(新)복지사,복지","남구,명예사회복지공무원,남구청장","울산,남구,발굴,장기,우편물,미수령,위기,가구,울산,남구,장기간,우편물,위기가구,발견,지원,남구,2월,시행,기획발굴,복지사각지대,기획,발굴,1,200세대,전수조사,29일,남구,복지사각지대,기획,발굴,조사,계획,복지행복이음시스템,빅데이터,명예사회복지공무원,인적,안전망,활용,오프라인,발굴,병행,조사,겨울철,취약,계층,복지사각지대,빅데이터,세대,대상,전수조사,지원,위기,가구,세대,기초수급,긴급지원,공적,급여,신속,지원,주거비,체납,의료비,지원,위기,상황,해소,945세대,대상자,통합상담,민간자원,서비스연계,명예사회복지공무원,인적,안전망,활용,우편물,장기,위기,가구,남구,우편물,위기,의심,가구,현관,문손잡이,문고리,홍보물,게시,결과,30건,위기의심,사례,신고,위기의심,가구,상담,조사,결과,12세대,위기가구,판명,공적,급여,지원,남구,4월,5월,복지사각지대,기획,발굴,조사,예정,조사,각종,체납,복지취약계층,빅데이터,복지취약,계층,1,300건,전수조사,서동욱,남구청장,복지,사각지대,발굴,만전,복지안전망,소외계층,행복,남구","남구,복지사각지대,빅데이터,우편물,위기가구,위기의심,미수령,안전망,전수조사,홍보물,명예사회복지공무원,겨울철,복지취약계층,기획발굴,사각지대,장기간,서비스연계,긴급지원,문손잡이,통합상담,민간자원","울산 남구가 장기간 미수령된 우편물로 위기가구를 발견해 지원에 나섰다. 

남구는 지난 2월부터 한 달 간 시행된 '1차 복지사각지대 기획발굴'로 1,200세대를 전수조사했다고 29일 밝혔다. 

남구에 따르면 올해 6차례 복지사각지대 기획발굴 조사를 계획, 복지행복이음시스템의 빅데이터와 명예사회복지공무원 등의 인적안전망을 활용한 온 오프라인 발굴을 병..",http://www.iusm.co.kr/news/articleView.html?idxno=1011839,
