제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
올해 증평군에서 도시형 체험농장 분양하는지요?,"현황 및 문제점
아파트나, 도시에서 사는 사람들 중에는 농장이 없어서 무료하게 시간을 보내는 분들이 있습니다.
서울이나, 경기도 같은 곳에서는 농장을 만들어서 1인 5평 전후로 분양을 해서, 상추나. 기타 가정에 필요한 작물을 1년동안 재배를 할 수 있도록 분양을 합니다.

각 지역마다 이렇게 시에서 분양하는 농장을 빌려주고 1년에 받는 금액이 있는데요.
증평군에서 이렇게 분양을 하는 농장이 없는지요.

집에서 자전거를 타고 다니면서, 상추나 기타 작물을 심으면, 재미도 있고, 싱싱한 것을 먹을 수 있어서도 좋은데요
증평군에서도 분양을 했으면 합니다.
개선방안
현재 증평군에서는 이런 농장이 없는 것 같습니다.
주소 : 충북 증평군 증평읍 미암리 977-48번지, 이곳에 농장으로 만들 수 있는 하천부지가 있던데요
여기는 자전거를 타고 다니면서 농사를 지을 수 있는 곳입니다.
1인당 5평 전후로 해서 분양을 하면 좋을 것 같습니다.
기대효과
시민들의 정서함양 및 무료함을 달래기, 농장체험도 할 수 있어서 좋다고 봅니다.",2022-02-28,"국민신문고 국민제안(1AB-2202-0017552) “도시형 체험농장 분양” 제안에 대하여 다음과 같이 심사 결과를 통보하고자 합니다.

[답변내용]
1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 제안(신청번호:1AB-2202-0017552)에 대해 아래와 같이 답변드립니다.
2. 귀하께서 신청하신 제안 내용은 ""도시형 체험농장 분양""에 관한 내용으로 이해됩니다.
3. 귀하의 제안 사항에 대해 검토한 의견은 다음과 같습니다.
○ 제안하신 사안의 경우 농지 매입과 운영 등에 수반되는 예산 확보 및 중장기검토가 필요한 사항으로 현재 증평군에서는 체험농장을 분양하고 있지 않으나, 귀농귀촌 유치지원 세부사업으로 시행중인 '충북에서 살아보기(www.returnfarm.com)' 프로그램을 통해 유사한 활동을 지원하고 있으니 참고하여 주시기 바랍니다.
○ 아울러 개선방안으로 작성하신 '증평읍 미암리 977-48번지' 분양 관련하여 담당부서(증평군 재무과) 검토 결과, 해당부지는 도유재산으로 현재 4명과 대부계약을 체결하여 대부 중인 토지로 주말농장 관련 분양이 불가하다는 답변을 받았습니다.
○ 이에 귀하의 제안을 채택하기에는 어려움이 있을 것으로 사료됩니다. 우리군에 관심을 갖고 제안해 주셔서 감사드리며, 향후 관련업무에 참조하도록 노력하겠습니다.
4. 만족스러운 답변이 되었기를 바라며 추가로 궁금하신 사항이 있는 경우 증평군 농정과 농정기획팀 오세진 주무관(☏043-835-3714)에게 연락주시면 친절히 안내해드리도록 하겠습니다. 감사합니다.",2022-03-30,증평군,답변완료
충주시 분리수거보상기 설치,"현황 및 문제점
충주에 있는 공원이나 길거리를 돌아다니다 보면 페트병이나 캔같은 재활용품들이 버려져 있는 것을 한 번 쯤은 보았을 것이다. 얼마전에 교통대에 갔었을 때도 길거리에 재활용품이 나뒹굴었다. 그리고 충주에서 프로깅을 하는 사람들을 곳곳에서 볼 수 있는데 이것을 마땅히 또 처리 할 곳이 없다.
개선방안
충주에 있는 공원에 재활용품 보상기를 설치하여 시민들의 분리수거를 독려 시킬 수 있다. 이미 다른 도시에서는 분리수거 보상기를 운영하고 있는 도시가 많다. 예를 들어 제주도에서는 '나한테 풉서' 라는 분리수거 보상기를 설치하여 캔 1개 당 10 포인트, 페트 1개 당 5 포인트가 쌓이며, 2000 포인트가 넘으면 계좌로 현금으로 돌려받을 수 있다. 이처럼 충주도 공원이나 시민들이 많이 방문하는 곳에 설치하고 과열되지 않도록 일일 한 사람 당 갯수 제한을 정하는 것도 좋을 것 같다.
기대효과
시민들이 자발적으로 분리수거를 참여할 수 있고, 적립되는 포인트를 현금 대신 충주사랑 상품권과 같은 지역 화페로 적립되면 지역 경제가 활성화 될 것이다. 그리고 프로깅을 하는 사람들에게는 의욕을 고취 시킬 수 있고, 프로깅에 자연스럽게 입문하는 사람들이 많아져서 충주시는 더욱 깨끗해질 것이다.",2022-02-22,"ㅇ 먼저 우리 시 시정업무에 관하여 소중한 의견을 주셔서 감사드리며
귀하께서 국민신문고를 통해 제안사항에 대하여 아래와 같이
답변드립니다.

ㅇ 귀하의 제안내용은 충주시 관내 공원에 재활용품 보상기 설치를 통하여 분리배출을 독려 요청하는 내용으로 이해 됩니다.

ㅇ 현재 우리 시는 매년 재활용가능자원 분리배출 전용수거대등을 확충하고, 캔,폐건전지,투명페트병을 읍면동 행정복센터에 제출하면 건전지로 교환해 주는 보상교환사업등을 통해 위해 시민들에게 분리 배출에 대한 홍보 및 자원활성화를 노력하고 있습니다.

ㅇ 귀하가 제안한 공원에 재활용품 보상기를 설치하는 요청건과 관련하여 검토해본 결과 올바른 재활용 분리배출(사후 관리)도 중요하지만 쓰레기 및 재활용품 발생 억제(사전 감량)가 우선으로 우리 시는 사전 감량에 인센티브 지급을 고려 중임을 알려드리니 널리 양해하여 주시기 바랍니다.

ㅇ 귀하의 의견에 다시 한번 감사드리며 궁금한 사항이 있으실 경우
충주시청 자원순환과(850-6922)로 연락주시면 친절히 안내해 드리
도록 하겠습니다.",2022-04-27,충주시,답변완료
충주에 아파트 가격 안정화를 위해서 신규 아파트 공급을 해주세요,"현황 및 문제점
2020~2022년 근래에 갑자기 아파트 가격이 급등하여 실 수요자들이 피해를 받고 있습니다
이는 일부 아파트 투기 세력에 의해서 급등 한것으로 판단됩니다
이는 실수요자 들이 결국 떠안아야 합니다
개선방안
실수요자 들을 위해 대규모 임대아파트를 시에서 공급해 주시고 또한 빈집을 활용한 매입임대 주택 공급이 이루어 졌으면 좋겠습니다
또한 민간아파트 분양도 꾸준히 이루어 진다면 충주 부동산시세가 안정될 것으로 판단 됩니다
끝으로 투기과열지구로 지정하여 투기세력이 접근하지 못하게 해야 합니다
기대효과
부동산 투기 세력 억제를 통한 집값 안정화
실 수요자들이 내집 마련을 통한 생활 안정화
임대 아파트 공급을 통한 사회초년생들의 생활 안정화",2022-02-19,"○ 시정발전에 관심을 가져주신 점 감사드리며, 귀하의 가정에 건강과 행복이 가득하시기를 기원합니다.
○ 귀하께서 제안하신 내용은 「임대주택아파트 공급, 빈집 등을 활용한 매입임대주택 업무추진, 투기과열지구 지정」 등을 통한 부동산 가격안정으로 판단됩니다.
○ 귀하께서 제안하신 「임대주택 아파트 건설」 및 「빈집 등을 활용한 매입임대추진 제안」 요청에 대하여,
○ 현재 우리지역에 많은 수의 주택이 공급 및 공급예정 될 계획이 있어 귀하께서 제안하신 내용을 추진하기 어려움에 있음을 양해하여 주시기 바랍니다.
※ 공급완료(최근 6년간) : 14,706세대(24개 단지)
※ 공사중(예정)단지 : 4,834 세대(7단지)
※ 택지조성 : 안림택지 공동주택 부지(4개소)
○ 향후 임대주택 수요필요 및 부동산 안정을 위한 추가 공급등이 필요할시 귀하께서 제안해 주신 내용을 적극검토하겠습니다.
○ 아울러, 투기과열지구 지정은 관계법령상 국토교통부 장관 및 도지사가 지정 할 수 있는 업무로 우리시에서 투기과열지구 지정 할 수 없음을 알려드립니다.
○ 귀하께서 제안해주신 내용은 우리시 주택행정에 참고하겠으며 본 답변 관련 궁금하신 사항이나 추가 설명이 필요한 경우 충주시청 건축과 (김용재, 043-850-6412 )으로 연락주시면 성심껏 답변드리도록 하겠습니다",2022-03-18,충주시,답변완료
코로나검사 결과 통보 방식의 변화,"현황 및 문제점
코로나 검사 결과를 해당 보건소 홈피에서 확인 할 수 있도록 해 주셨으면 합니다.
문자통보를 기다려도 로스되는 경우도 있고 전화문의 또한 연결되기 힘들어서 건의 드립니다. 검사 결과만 빠르게 확인 할 수 있도록 홈피에 시스템을 만들어 줬으면 합니다.
개선방안
코로나 검사 결과를 해당 보건소 홈피에서 확인 할 수 있도록 해 주셨으면 합니다.
기대효과
코로나 업무로 바쁘신 보건소 관계자 분들의 업무 축소해결과 긴 시간 기안없이 기다리는 검사자들의 불안과 답함을 해소해 주지 않을까 생각됩니다.",2022-02-15,"1. 안녕하십니까? 귀하께서 국민신문고에 접수하신 제안(접수번호 1AB-2202-0010409/ 2AB-2202-0012062)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 제안내용은 ""코로나19 검사결과를 홈페이지에서 확인""에 관한 것으로 이해됩니다.

3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
현재 상당보건소는 홈페이지를 통해 개인이 직접 코로나19 검사결과를 확인하는 시스템을 구축하기 위해 기 진행중에 있음을 알려드립니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 청주시 상당보건소 감염병대응과 방역팀 전병주주무관(☏201-3404)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

붙임 국민제안신청서 1부. 끝.",2022-03-18,청주시,답변완료
신설 제방 도로 갓길에 꽃길을...,"현황 및 문제점

봉양역 앞 장평천 상습 수해지구 개선 사업이 거의 다 된 것 같아 건의를 드립니다

새로 축조된 높다란 제방둑이 고산철교부터 시작되어 봉양 고속철 역사를 지나 장평리 보례동까지 일직선으로 시원 스럽게 뻗은 농로길을 따라 앞산로 길에 계시는 가족분께 가끔씩 문안을 다녀오면서 가을에 황금빛 벌판을 따라 길게 뻗어 있는 코스모스 길을 다니면 참 좋겠다는 생각을 해보았습니다.

봉양중앙아파트 입주민들, 고산동,고모동,덕포, 신동 주민들까지도 제방길 산책을 매일 즐기고, 시내에서 출발하는 자전거 하이킹 코스로도 인기 있는 길이 리모델링 된데다가 하천 정비 이후에는 그동안 없었던 학들이 이사와 수백마리가 비상할 때면 지금 내가 바닷가에 와있는가..발길을 멈추지 않을 수 없는 곳이 되었습니다


개선방안
설 얼마전 완성된 농로 갓길에 맨살을 들어난 흙이 보였는데 꽃길을 상상하다보니 풀한포기 없는 꽃밭으로 보였습니다.

장평뜰 벌판 논길이 큰풀과 잡목으로 가득찰 과거 시절에 꽃길 조성하는 것은 현실성이 없다 할 것입니다.

허지만 저절로 만들어진 갓길 꽃밭에 코스모스씨 한번만 뿌려 놓고 첫해만 제초작업 몇번하며 잘키워 놓으면 자생적으로 꽃길을 계속적으로 큰 돈 들이지 않고 계속 유지해 나갈 수 있을 것 같은데 이 황금같은 올 봄의 기회를 놓치면 시민의 한 사람으로 크나큰 미련이 남을 것 같습니다.

P.S 채택이 된다면 키다리 코스모스보다는 키작은 왜성코스모스를 심어 주시고, 신설제방 양쪽 둑길 모두 꽃길 조성하면 더욱 풍성한 가을을 선사할 수 있을 것 같습니다
기대효과
또한 장평뜰 벌판은 제천의 관문이며 고속철이 정차하는 역사 바로 앞이기도 합니다.
장평천을 생태공원으로 만들어 시민들의 행복과, 고속철을 타고오는 손님들에게 멋진 가을 풍경을 큰돈 들이지 않고 선사할 수 있는 이 기회가 잘 이용되기를 바래봅니다.",2022-02-08,"1. 안녕하십니까? 제안 참여에 감사드리며 귀하의 제안에 대해 다음과 같이 회신드립니다.
2. 이영호님께서는 ‘장평천 양옆 제방에 코스모스 식재로 더욱 풍성한 가을 선사’라는 내용으로 제안해주셨습니다.
3. 귀하께서 제안하신 사항을 검토한 결과는 다음과 같습니다.
가. 충청북도에서 시행하고 있는 장평천 상습 수해지구 개선사업은 2023년 말 준공예정으로 현재 추진중에 있으며,
나. 제방 사면부는 토사 유실을 방지하기 위하여 잔디를 식재할 예정입니다.
다. 귀하께서 제시하신 의견은 향후 관련 업무 추진 시 참고하도록 하겠습니다.
4. 이 밖의 문의사항은 시민행복과(043-641-5302)로 연락주시면 성심성의껏 답변해 드리겠습니다. 감사합니다.",2022-02-22,제천시,답변완료
고령자 지하철 카드 발급,"현황 및 문제점
현재 충청북도 도민들은 타 시도에서 시행중인 지하철 무료탑승 카드가 발급되지않고 있습니다
현재 충북 도민은 지하철 탑승시 500원 짜리 도전을 가지고 건건이 매회 승차권을 발급 받고 있는데을 받고 있는데
이는 타시도와 형평에 맞지않습니다

고령의 충북 도민들도 지하철무료승차권을 받을 수 있도록 조치해주기를 바랍니다
개선방안
고령자 지하철 무료 카드 발급
기대효과
시간 절약 이용 편의 증대",2022-02-07,"1. 평소 충청북도 교통정책에 관심과 애정을 가져주신데 대하여 감사드립니다.

2. 귀하께서 제안하신 지하철 무료탑승 카드 발급에 대하여는 아래와 같이 답변드립니다.

가. 제안요지
- 경로자(만65세 이상) 충북도민에게 수도권 전철 무료 이용 카드 발급

나. 답변내용
- 우리 도에 거주(주민등록 등)하고 계신 경로자(만65세 이상)들도 카드를 이용하여 수도권 전철을 무료로 이용 가능하도록 은행 등 관련 기관과 협의하여 추진할 계획임을 알려드립니다.

3. 그 밖에 궁금한 사항이 있으실 경우 교통정책과 김유일 주무관(043-220-4252)에게 문의하시면 성심 성의껏 답변하여 드리겠습니다. 감사합니다. 끝.",2022-03-02,충청북도,답변완료
괴산군 산막이옛길 탐방로-갈래길마다 탐방로안내판 설치바랍니다..,"현황 및 문제점
* 현황

지난해 11월 중순, 충청북도 시,군 정책참여단 60여 명과 괴산군 산막이옛길로 문화탐방을 다녀왔습니다.




* 문제점

그런데, 산막이옛길을 오르다보면 중간중간 갈래길이 나오는데, 초행인 관광객은 탐방로 가는 길을 물어보게 됩니다.

배 타는 곳 앞에서도, 탐방로 가는 길 물어보는 관광객들 많았습니다.
개선방안
괴산군 산막이옛길 탐방로 중간중간 갈래길마다 탐방로안내판을 설치 바랍니다.
기대효과
초행인 많은 관광객들이 더 편안하고 즐겁게 힐링탐방을 할 것입니다.",2022-01-31,"2022. 2. 4.(1AB-2201-0027670) 접수된 국민제안서에 대하여 아래와 같이 회신하고자 합니다.

1. 제 안 자 : 장애란
2. 제안요지 : 산막이옛길 탐방로 갈림길마다 탐방로안내표지판 설치 제안
3. 채택여부 : 불채택
4. 회신내용
가. 먼저 소중하신 의견을 주신 부분에 대하여 깊은 감사의 말씀을 드리며 귀하의 가정에 행복과 건강을 기원합니다.
나. 산막이옛길 내에는 종합관광안내표지판, 관광명소별 안내표지판, 방향안내표지판을 설치하여 관광정보를 제공하고 있으며, 갈림길마다 방향안내표지판으로 산책로 및 등산로, 선착장 방향을 안내하고 있음을 알려드립니다.
다. 산막이옛길 산책로는 협소하여 갈림길마다 탐방로 안내표지판을 추가 설치하기에는 어려운 실정임을 알려드리며 기존 안내표지판을 보완·정비하여 관광객의 불편함이 없도록 하겠습니다.
라. 기타 문의사항이나 궁금한 사항이 있으시면 괴산군청 문화체육관광과(043-830-3452)로 연락주시면 성심껏 답변 드리겠습니다. 감사합니다.

붙임 : 국민제안신청서 1부. 끝",2022-02-15,괴산군,답변완료
금봉산 정상석 교체,"현황 및 문제점
ㅇ. 현황
충주의 명산인 금봉산에는 산성도 있으며 시내에 있는 관계로 시민들이 많이 찾고 있음.

ㅇ. 문제점
그러나 금봉산이라는 고유 명칭이 있음에도 일제 치하에서 억지로 시 중심의 남쪽에 있다고 해서 전통을 무시하고 '남산' 으로 불렀음.
더구나 해방을 맞이한지 벌써 80년이 다 되도록 정상석은 근본없는 남산으로 박혀있음.

개선방안
ㅇ. 제안사항
즉시 정상석을 교체할 것을 제안함.
기대효과
시민의 역사의식 및 애향심 고취",2022-01-29,"국민신문고로 접수된 민원에 대하여 다음과 같이 답변하고자 합니다.

1. 신청번호 : 1AB-2201-0026414
2. 접수일시 : 2022. 2. 4.
3. 민원요지 : 남산(금봉산) 정상석 교체

붙임 가. 민원신청서 1부.
나. 답변서 1부. 끝.",2022-02-25,충주시,답변완료
이장선거시 문제점 및 개선사항(건의사항),"현황 및 문제점
현재 이장선거시 출마자 개인이 직접 돌아다니며 추천서를 받는 헝식입니다
단독주택이 밀집한 마을이장의 경우 실질적으로 집집마다 돌아다니며 읍면동사무소의 전달사항을안내하는 등 개별접촉이 불가피하고 주민들과의 유대관계도 좋을 수 밖에 없습니다

그러나 공동주택단지의 경우 다소 폐쇄적인 상황이라 대면 접촉이 어려울 뿐만 아니라 접촉하는 것 자체를 불편해 하는 입주민이 대다수인 것이 사실입니다, 이러한 이유로 이장보다는 아파트관리실 직원과의 접촉이 익숙한 것이 현실이지요, 실질적으로 공동주택단지내 모든 업무처리나 안내사항은 관리사무소를 통하여 진행되는 것이 대부분입니다, 딱히 이장이 할 일이 없지요

그 동안 아파트에서만 거주한지 30년이 넘었지만 어느 아파트에서 살던 이장이나 통장과는 얼굴한번 마주친 적이 없습니다, 주로 아파트 관리사무실 직원과 접촉이 많고 오히려 동대표나 입주자대표와 통화하고 문제점을 해결하는 경우가 대부분이었습니다

이번 이장선거를 보니 후보자가 단지내 구분소유자에게 개별적으로 접근하여 20~30건 이상의 추천서를 요청하는 것이 현실이다 보니 능력있고 관심있는 분들의 참여가 그 만큼 어려운 것이 현실입니다
개선방안
이런 현실을 반영하여, 공동주택단지의 경우 동대표 선출방식처럼 후보자가 이력서와 자기소개서및 향후 업무운영방식 등에 대한 포부나 공약 등을 공시하고 개별적이고 자발적인 선거운동을 통하여 입주민이 판단할 수 있도록 하며, 지정한 선출일에 입주민 모두가 참여하는 전자투표방식를 통하여 선출하는 것이 보다 효율적이고 합리적인 방식이 아닌가 사료됩니다. 즉, 거주형식과 현실을 반영하여 상황에 맞는 방법으로 선출방식을 바꿔줄 것을 건의 합니다
기대효과
실질적으로 공동주택단지의 거주자 훨씬 많은 현실에서 단독주택단지에서의 마을 이장 선출방식과 동일하게 적용하는데서 오는 불합리성을 해소함으로써, 보다 유능하고 관심있는 지역일꾼들의 참여도와 마을 이장 선택의 폭을 넓힘으로써 마을발전에 이바지 할 것이며,

지금껏 하던 사람이 하는 일없이 독차지했던 이장 자리를 여러사람이 경험함으로써 이장업무에 대한 이해를 높임으로써, 마을 주민 전체가 공동체로써 서로 협조하고 배려하는 동네문화가 정착될 것으로 보입니다",2022-01-28,"○ 안녕하십니까? 시정발전에 관심을 가져주신 점 감사드리며, 귀하께서 국민신문고를 통해 신청하신 제안 “이장선거 시 문제점 및 개선사항”에 대한 검토 결과를 다음과 같이 알려드립니다.

○ 귀하께서 말씀하신 내용은「충주시 이․통․반 설치 조례 시행규칙」제3조에서 (이하 시행규칙)에 규정하고 있습니다. 관련 조항에서는 능력있고, 관심있는 분들의 참여를 위하여 이?통장 모집공고 절차를 두고 있으며, 이?통장 지원 후보자가 2인 이상일 경우 읍․면․동장은 투표일(선출일) 및 장소를 지정하여 공고하여 선출하거나, 이․통장선출심의위원회를 거쳐 선발하고 있습니다. 이는 귀하께서 말씀하신 ‘능력있고 관심있는 분들의 참여, 이력서, 자기소개서, 선출일 지정, 입주민의 선택’ 등을 보장하고 있음을 알려드립니다. 다만, 투표를 통한 선출 시 보다 효율적으로 진행될 수 있도록 검토하여 개선하도록 하겠습니다.

○ 이에 따라 해당 제안을 ‘불채택’으로 회신함을 양해하여 주시기 바라며, 귀하의 관심과 건의에 다시 한번 감사드립니다. 향후 읍면동에서 이․통장 모집공고 시 능력있고 관심있는 분들이 신청하지 못하는 일이 없도록 홍보를 더욱 강화하도록 하겠습니다.

○ 답변과 관련하여 궁금하신 사항이나 추가 설명이 필요한 경우 충주시청 자치행정과(043-850-5124)로 연락주시면 성심껏 답변드리도록 하겠습니다.",2022-03-14,충주시,답변완료
충주 도심 스마트 시티,"현황 및 문제점
충주시는 타 도시 대비 스마트 도시, 신재생 에너지 등 기반 시설 및 투자계획이 미흡함.
개선방안
충주시의 고지가 높고 택지개발지구의 근거리인 안림동 성장관리방안계획구역일대를 태양광 , 풍력(소형) 스마트 신호등 스마트 빌딩 주택단지 등을 조성하여 충주 스마트시티 단지를 조성하는 방안을 제안 드립니다.
기대효과
신재생에너지 활용 그린도시 이미지 구축
충청도 최초 스마트시티 구축
기존 도심내 분지구조로 인한 주택단지 확장의 어려움 해소
스마트 시티 구성 및 시민 문화 공간 마련",2022-01-20,"충주시 발전을 위해 제안해 주심에 대해 깊은 감사를 드리며, 귀하의 가정에
건강과 행복이 가득하시기를 기원합니다.

귀하께서 국민신문고로 제안하신 “충주 도심 스마트 시티 조성”에 대해 답변
드리겠습니다.

스마트 시티 조성 부지로 제안하신 안림동 지구는 택지개발이 예정되있는
부지로서 스마트시티 적용을 위해서는 스마트도시계획을 통한 기본계획 수립과
정부사업과 연계한 국비 확보를 통해 추진이 가능한 사업입니다.

향후 해당지구에 스마트시티 도입 방안을 검토하여 최종 확정되면 적용가능한
스마트 도시 기술의 적정성 등을 판단하여 귀하의 소중한 의견이 발영될 수
있도록 노력 할 것임을 알려드립니다.

우리시 도시 경쟁력 제고를 위한 귀하의 소중한 제안을 채택하지 못한 점
양해말씀 부탁드리며, 앞으로도 시정에 많은 관심과 협조 부탁드립니다.


기타 궁금한 내용이나 불편한 사항은 충주시 신성장전략과 신성장전략팀
(043-850-0712)으로 문의하여 주시면 성심껏 답변드리겠습니다.",2022-03-08,충주시,답변완료
청주시 어린이집 관련,"현황 및 문제점
안녕하세요
일단 19년생 아들하나 키우는 아빠입니다
코로나 때문에 선생님들이 마스크를 착용하고 아이들을 돌봐주시다 보니까 아이들이 언어 습득력이 많이 떨어저고 있습니다.한창 말을 많이 해야하는시기에 발달지연인 거죠
선생님 입모양 을보고 모방 을 해야하는데 못하니까.
그래서 선생님들께 투명 마스크 착용 을 부탁 드렸으나 너무 비싸서 개인 사비로 구마하기 힘들다 하더군요.
제가 기사를 봤는데 서울 같은 경우는 어린이집 에 투명 마스크 지급 사업을 진행 하다고 하네요.
개선방안
청주시도 그렇게 많은 인구 는 아니지만 그래도 좋은점 은 따라가는게 좋지 않을까 싶습니다
어린이집 1세부터~4세 반에 투명마스크 지급화.
기대효과
교사들의 투명 마스크 착용으로 아이들이 교사들의 입모양을 보고 모방을 함으로써 발달지연 안되게끔 함.

한창 기쁘고 좋아야 할 때인데 발달지연(언어 무발화) 걱정이 많은 부모들이 많습니다
청주시에서 검토 부탁드립니다",2022-01-17,"1. 제안 주신 귀하께 감사드립니다. 귀하께서 국민신문고를 통해 신청하신 제안(1AB-2201-0014699) 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 제안은 ""어린이집 보육교사 투명마스크 지급""에 관한 것으로 판단됩니다.

3. 귀하의 제안에 대해 검토한 의견은 다음과 같습니다.

가. 전국 어린이집은 보건복지부의 코로나바이러스감염증-19 유행대비 어린이집용 대응 지침을 준수하도록 하며, 현재 대응지침 Ⅹ판에 따라 방역관리를 하고 있습니다.

나. 또한, 어린이집 마스크 사용 기준에는 보육교사는 접종자는 KF80 이상, 미 접종자는 KF90 이상의 식약처 인증 마스크를 사용하도록 되어 있습니다.

다. 시에서는 상기 사항에 대해 안내 및 점검 등을 수행하고 있으며, 오미크론의 대유행에 따라 확진자 폭증함 따라 자가진단키트 및 방역비 등에 우선 예산이 편성 되고 있으며, 마스크와 같은 개인 방역 물품은 우선적으로 개인별 구매와 착용이 원칙으로 이루어지고 있습니다.

라. 다만 향후 방역지침 변경 및 코로나 비상 상황이 해제되는 경우 예산 등 여러 가지 여건을 고려하여 교육적인 관점에서 귀하의 의견을 참고하겠습니다.



4. 다시 한번 제안에 감사드리며, 기타 궁금한 사항은 청주시청 아동보육과(☎201-1935)로 전화주시면 친절히 안내해 드리겠습니다. 감사합니다. 끝.",2022-02-25,청주시,답변완료
도로표지판 모서리 둥글게 바꾸면 좋겠습니다..,"현황 및 문제점
* 현황

도로의 수많은 도로표지판은 대부분 사각 모양입니다.




* 문제점
그런데, 도로표지판 모서리가 날카로워 강한 바람이나, 차량 추돌 시 떨어지면, 자칫하면 위험한 도로의 흉기가 될 수 있습니다.
개선방안
노후된 도로표지판부터 점차적으로 교체시, 도로표지판 모서리를 좀 덜 위험하게 둥글게 바꾸면 좋겠습니다.
기대효과
* 기대효과


어떠한 사고로 도로표지판이 떨어졌을 때 덜 위험하고, 미관상으로도 편안한 도시 이미지를 연출할 것이라고 생각합니다.




**만약, 이 제안을 추후 추진할 계획이더라도, 타 도시처럼 '채택'해 주시면 감사하겠습니다..",2022-01-09,"1. 안녕하십니까? 제안 참여에 감사드리며 귀하의 제안에 대해 다음과 같이 회신드립니다.
2. 장애란님께서는 사각형 모양의 도로표지판은 낙하시 위험할수 있고 도로미관을 저해하므로 모서리가 둥근 모양의 도로표지판으로 교체할 것을 제안해주셨습니다.
3. 귀하께서 제안하신 사항을 검토한 결과는 다음과 같습니다.
가. 도로표지는 도로이용자가 도로시설을 쉽게 이용하고 원하는 목적지까지 쉽게 도착할 수 있도록 도로의 방향, 노선, 시설물 및 도로명의 정보를 안내하는 도로의 부속물로,
나. 도로표지판은 운전자에게 정보를 제공하는 동시에 안전도 확보되어야 하므로 향후 제천시 관내 노후 도로표지판 교체 시 귀하께서 제안하신 모서리가 둥근 표지판을 제작 및 설치토록 하겠습니다. 다만 표지판 제작시 공급업체와 이 사항에 대하여 협의가 되어야 한다는 점은 양해하여 주시기 바랍니다.
4.이 밖의 문의사항은 제천시 건설과(043-641-6146)로 연락주시면 성심성의껏 답변해 드리겠습니다. 감사합니다. (검토자 : 제천시 건설과 조만식)",2022-01-24,제천시,제안실현
괴산군 산막이옛길 앉은뱅이약수-장애인 비하용어를 다른예쁜용어로 정비바랍니다..,"현황 및 문제점
* 현황


지난해 11월 중순, 충청북도 시,군 정책참여단 60여 명과 괴산군 산막이옛길로 문화탐방을 다녀왔습니다.





* 문제점


산막이옛길 입구에서 출발해 20분 정도 가면 쉴 수 있는 '약수'가 나오는 곳이 있는데, 그 이름이 '앉은뱅이약수(사진)'입니다. 간판에는 설명도 자세하게 적혀있습니다.


그런데, '앉은뱅이'라는 말은 옛날에 장애인을 비하하는 용어로, 많은 장애우들과 함께 사는 현 시대에 하반신마비 장애인들이 이 곳을 방문했다가 마음에 상처를 받을 수도 있겠다는 생각에 착잡한 마음이 들었습니다.




어느 분도 지난해 11월 15일 산막이옛길을 다녀오면서 앉은뱅이약수를 보고 저와 같은 생각을 하고 국민신문고에 민원을 제기해 등기 답변을 받고 담당자와 전화통화도 했다고 했습니다.
그런데, 담당자 말이 ""본인이 담당하고 10개월 동안, 또 이 곳이 생기고 10년 동안 앉은뱅이약수 용어에 대한 아무런 문제가 제기되지 않고 지낸 것 같다. 다음에 정비할 기회가 있으면 정비를 하겠다""고 했답니다.
그 분 말씀처럼 수십만명이 즐겁게 지나갔더라도, 단 1명의 하반신마비 장애인이 이 곳을 방문했다가 마음에 상처를 받는다면 분명히 문제가 있는 것이고, 요즘 어린이들부터 이렇게 잘못된 용어, 말에 대해 순화교육을 하고 있습니다.
개선방안
괴산군 산막이옛길 앉은뱅이약수의 장애인 비하용어 앉은뱅이를, 빠른 시일 내 다른 순화된 예쁜 용어로 정비 바랍니다.
기대효과
많은 관광객들이 장애우들을 배려하는 괴산군 공무원들에게 감사의 마음으로 더 즐겁게 힐링을 할 것이며, 학생들 언어교육에도 도움이 될 것입니다.",2022-01-05,"2022. 1. 5.(1AB-2201-0002041) 접수된 국민제안서에 대하여 아래와 같이 회신하고자 합니다.
1. 제 안 자 : 장애란
2. 제안요지 : 산막이옛길 앉은뱅이 약수터 명칭 변경 제안
3. 채택여부 : 불채택
4. 회신내용
가. 먼저 소중하신 의견을 주신 부분에 대하여 깊은 감사의 말씀을 드리며 귀하의 가정에 행복과 건강을 기원합니다.
나. 산막이옛길 내 앉은뱅이 약수터 명칭 변경은 현재 추진 중인 사항으로 장애인분들이 불쾌감을 느끼지 아니하도록 관계자와 협의를 거쳐 재정비 하도록 하겠습니다.
다. 기타 문의사항이나 궁금한 사항이 있으시면 괴산군청 문화체육관광과(043-830-3452)로 연락주시면 성심껏 답변 드리겠습니다. 감사합니다.

붙임 : 국민제안신청서 1부. 끝.",2022-01-27,괴산군,답변완료
