제목,내용,작성일자,답변,답변일자,담당부서
포트홀 보수 요청,"경기도 광주시 고불로 329 (광남자동차공업사 앞 하수구) 포트홀로 인한 타이어 및 타이어 파손 사고가있었습니다.

도로관리과를 통해 보상처리 완료 되었으나 포트홀 수리는 아직 처리되지 않아
별도 민원을 통해 보수요청드립니다.

길이좁고 큰차가 많이다녀 중앙선 침범을 하지 않고 포트홀을 피해다니는게 너무 어렵습니다.

빠른 조치 부탁드립니다.

감사합니다.",2022-11-21,"1. 안녕하십니까? 귀하께서 신청하신 민원(신청번호 1AA-2211-0686474)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 ""고불로 329(직동 16번지) 파손된 도로시설물 보수 요구""에 관한 것으로 판단됩니다.
3. 대상지 현장확인 완료하였으나, 현재 지난 여름 수해피해 복구 작업의 누적 및 화물연대 파업 등 여건 상 어려움이 있어 도로의 유지보수 업무 처리가 지연되고 있는 점 양해 말씀드리며 조속한 시일 내에 일정을 정하여 처리토록 하겠습니다.
4. 귀하의 민원내용에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 도로관리과 도로보수팀(☏031-760-2164)에 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-12-05,도로관리과
주위 환경이 위험합니다.,"한마음 슈퍼ㆍ고철이 쌓인 건물 사이를 지나가야 주택가로 진입합니다.
며칠전 부터 우측 고철이 쌓인 곳에 벽을 가려놓은 철판이 바깥쪽으로 튀어나와 있어 안으로 밀어보려 했으나 밀리지 않더군요.
안에 공간이 넓은거 같으나 벽 주변 무게로 고철이 밖으로 휘어져 사람들이 지나갈때 위험해 보입니다.
저러다 밖으로 짐들이 무너지는건 아닌지??
그리고 그 앞에 주인이 있는 텃밭인지 흙도 흘려 내리고 사람이 지나가면 차가 기다려 주지 않고 그냥 지나가 지나가던 사람들이 몸을 피하기 힘듭니다.
주인이 있는 땅이라면 막아놓은 선까지가 땅주인이 있는건지 정확히 판단하여 사람들 지나다니는데 불편함이 없었으면 합니다",2022-11-18,"1. 평소 광주시 행정에 많은 관심을 가져주신데 대하여 진심으로 감사드립니다.
2. 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2211-0611945)에 대한 검토 결과를 다음과 같이 알려드립니다.
3. 귀하의 민원내용은 ""태전동 649, 650-2번지 국유지 내 불법사항 계도 요청""에 관한 것으로 이해됩니다.
4. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
- 귀하께서 민원 제기하신 태전동 649, 650-2번지 국유지 내 불법사항에 대해서는 행위자에게 원상회복 명령 사전 통지할 계획이며, 불법사항이 조속히 원상회복 될 수 있도록 지속적으로 관리토록 하겠습니다.
5. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시청 재산관리과 재산관리팀 이현규 주무관(☏031-760-2932), 하천재산팀 김도형 주무관(☏031-760-2905)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-12-06,재산관리과
자전거도로 방해,"경안천으로 나가기 좋은 계절입니다ㆍ
그러나 자동차가 빈틈없이 길을 막고 있어 도보자는 몸을 웅크리고, 자전거 보행자는 힘들게 다니고 있습니다ㆍ
도로확보를 위해 주차금지 안내판을 설치해주시던지, 진입금지를 위한 시설물 설치를 건의합니다ㆍ
장소는 경기광주역 1번 출구 앞 상업지역 빈 공터에서 경안천으로 나가는 지하 통로 앞입니다ㆍ
사진에서 알 수 있듯이 한살림에서 뚝방길을 따라 오는 길과 상업지구 빈공터 지하통로에서 경안천 방향으로 나가서 만나는 지점입니다ㆍ
처음엔 자동차 1, 2대 서 있었는데 요즘은 여러대가 도로를 막고 주차돼 있어요ㆍ
빠른 시정바랍니다ㆍ",2022-11-18,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2211-0599034)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 ""역동 160-2번지 일원 통행 조치 요청""에 관한 것으로 이해(또는 판단)됩니다.

3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
가. ""역동 160-2번지 일원 통행 조치 요청"" 건에 대하여 우선 불편을 드린 점 죄송하다는 말씀을 드리며, 볼라드 설치를 통해 조치할 예정임을 알려드립니다.

4. 귀하의 질문에 만족스러운 답변이 이루어졌기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 지역개발과 안태현 주무관(☏031-760-2376)에게 연락해주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.
",2022-12-16,지역개발과
곤지암 상오향리 입구 큐로CC 진입로 보행자 도로 확보 요청,"곤지암 상오향리 입구는 큐로CC 진입로라 외부 차량 통행이 많고, 화물차 같은 대형 차량 통행도 많은데,
현 도로는 차 두대가 간신히 지나다닐 정도로 폭이 좁고,
보행자 도로도 별도로 없어 많이 위험합니다.
특히 동네 입구 오향길13~오향길31 구간은
우측 다리를 건너 오향길34번길 일대 전원마을 주민들의통행이 많아 우선적으로 빠른 조치가 필요합니다.",2022-11-18,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2211-0595590)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 ""쿠로CC 진입로 일대 전원마을 출입로 확장 요청""으로 이해됩니다.
3. 귀하의 민원사항에 대하여 검토의견은 다음과 같습니다.
- 우리시에서는 도로의 원활한 건설 및 도로의 유지·관리를 위하여 5년마다 「광주시 도로건설 관리계획」과 「광주시 농어촌도로 기본정비계획」수립하여 도로건설의 세부 집행계획을 마련하여 사업을 추진하고 있습니다.
- 귀하께서 건의하신 쿠로CC 진입로 일대 전원마을 출입로 확장 요청의 경우 광주시 계획에 반영되어있지 않아 별도의 사업계획 추진은 불가한 사항이며, 향후 추진 될 「도로건설 관리계획」과 「농어촌도로 정비계획」수립 시 광주시 도로망 계획과 종합적으로 검토하여야 할 사항입니다.
- 또한, 현재 우리시에서 추진 중인 도로개설 현안 사업이 60건 이상이고, 광주시 도로건설 계획 18개소, 농어촌도로 105개소이며, 이에 따른 추정사업비 11,269억원이 예상되는 상황으로 신규 도로개설 계획의 사업추진은 현실적으로 어려운 여건임을 알려드리오니 이점 양해하여 주시기 바랍니다.
4. 답변 내용에 대한 추가 설명이 필요할 경우 도로사업과 도로계획팀(☏031-760-4553)으로 연락주시면 성심껏 답변 드리겠습니다. 감사합니다. 끝.
",2022-11-22,도로사업과
곤지암 오향길13~오향길31 구간 가로등 설치 요청,"곤지암 오향길13~오향길31 구간이
큐로CC 입구라 외부 차량 통행이 많아 위험한데
가로등이 없어 더 위험합니다.
안전을 위해 전주마다 가로등 설치 요청합니다.",2022-11-18,"1. 안녕하십니까? 귀하께서 국민신문에 신청하신 민원(신청번호/1AA-2211-0595410)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원 내용은 ""보안등 설치 요청"" 에 관한 것으로 판단 됩니다.

3. 귀하의 보안등 설치 요청에 대한 검토 의견은 다음과 같습니다.
○ 현재 금년도 사업이 종료되어 보안등 설치가 어려운점 양해부탁드리며, 2023년 가로등 유지관리 사업 추진시(2023년 3월경) 반영하여 설치할 계획임을 알려드립니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 도로관리과(☎031-760-2173)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-12-06,도로관리과
곤지암 오향34번길 일대 제설함 설치 요청,"오향길34번길 일대에 제설함이 하나도 없어서
얼마전 민원 신청을 해서 11월 중순 설치한다는 답변을 받았는데 아직 설치가 되지 않아 다시 요청합니다.",2022-11-18,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2211-0594731)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원은 '곤지암읍 오향길34번길 일원 제설함 설치요청'에 대한 것으로 판단됩니다.
3. 귀하의 요청 사항에 대한 처리결과는 다음과 같습니다.
- 요청하신 곤지암읍 오향길34번길 일원에 2022. 12. 2. 현장 출장하여 제설함 3개 비치하였음을 알려드립니다.
4. 귀하의 민원에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 곤지암읍 개발팀(☎031-760-8416, 최인호 주무관)으로 연락주시면 안내해 드리도록하겠습니다. 감사합니다. 끝.
",2022-12-05,곤지암읍
공터 관리가 안돼고 있습니다.,"상태길 43 뒤편에 위치한 공터가 있습니다. 예전엔 간단한 놀이터 였다가 운동기구 몇대만 설치되어있는 곳입니다.
그곳엔 어르신들이 모여서 이야기를 나누는 공간이기도 하고 근처 초등학교와 어린이집 아이들도 와서 머무는 공간이기도 합니다. 올 여름엔 잡초가 무성했고 지금도 여전합니다. 몇달 전부터는 쥐가 출몰을 하기 시작합니다.
부족한 시민의식도 있어서 음식물 섭취및 쓰레기 무단투기등으로 쥐가 나오는것도 있지만 관리가 전혀 되질않고 분리배출및 쓰레기를 놓아두는 장소가 바로 옆에 있기도 하지요..
노약자들이 자주 머무는 공간이 너무 더럽고 쉴수있는 환경및 장소가 너무 적습니다.
놀이터도 제대로 없는 이 공간에 관심을 조금 가져주시길 바랍니다.",2022-11-17,"1.안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호1AA-2211-0569325)에 대한 사항을 다음과 같이 알려드립니다.
2.귀하의 민원사항에 대한 답변은 다음과 같습니다.
- 민원소재지 환경정비 및 주기적인 관리를 하도록 하겠습니다.
3.귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변에 추가설명이 필요한 경우 신현동 총무팀 최병헌 주무관(☎760-1545)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 끝.
",2022-11-24,신현동
쓰레기 수거 일 늘려주세요,"일반쓰레기는 현재주 3회인데 일주일에 4번으로
음식물 주1회를 주2회로 늘려주세요
재활용 도 주1회에서 주2회로 늘려주세요
쓰레기가 많은데 횟수가 적은것 같습니다

쓰레기 수거 횟수를 늘려주세요!!",2022-11-17,"가. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원에 대한 검토 결과를 다음과 같이 알려 드립니다.

나. 귀하의 민원내용은 ""능평로 116-27번지 일원 생활폐기물 수집운반 수거 횟수 조정""에 관한 것으로 이해되며, 이에 대한 검토 결과는 아래와 같습니다.

- 우리 시에서는 보다 쾌적하고 깨끗한 거리환경을 조성하기 위하여 매년 차기년도 생활폐기물 수집운반에 필요한 인력과 장비를 도출하기 위해 「생활폐기물 수집 통합 원가계산 용역」을 추진하고 있습니다.
- 다만, 귀하께서 제기하신 생활폐기물 수집운반 수거 횟수 조정을 위하여는 지역에 대한 전반적인 인력과 차량, 예산이 추가로 확보해야 하는 등 다각적인 종합검토가 필요한 사항으로 현 시점에서는 반영하기 어려운 실정입니다.
- 이에, 담당구역 대행업체에게 수집운반시 시민의 불편이 최소화되도록 통보할 계획이며 향후, 생활폐기물 수집운반에 대한 불편민원 시 자원순환과 또는 해당 업체에 연락주시면 적극 조치할 계획이오니 이 점 양해하여 주시기 바랍니다.
□ 수집운반 대행업체 : 광남환경(주) (031-797-0034~5)

다. 아울러, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 자원순환과 이주성주무관(☏031-760-4687)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 끝.
",2022-11-24,자원순환과
광주시 특수학교 (어린이 보호 구역) 지난 여름 태풍으로 인한 도로 유실 복구 도대체 언제해주십니까!!!!,"안녕하세요 저는 인덕학교에서 근무하고 있는 특수교사 입니다.
지난 번에 민원 넣었더니 기다려달라는 답변을 받고 하염없이 기다리고 있는데
벌써 11월 중순 곧 겨울이 다가오게 되었습니다. 심히 유감스럽습니다.
행정처리라는 게 순서가 있고 다 체계적으로 운영되는 건 알지만
해도해도 너무 합니다...
학교측에서도 여러번 문의드린걸로 아는데
어떻게 버젓이 어린이 보호구역이라고 적혀있는, 그리고 장애학생들이 다니는 길목을
아직까지 방치하고 계시는지 도무지 이해가 안갑니다.
가장 먼저 복구작업 해주셔야 하는거 아닙니까?
차도 오고가기 어렵고 가장 중요한 건 아이들 안전문제입니다.
어떻게 여름에 유실된 도로가 아직까지 복구가 안된채 이러고 있는지 ....
이제는 좀 화가납니다.
겨울이 되고 눈이 오면 그 자체로 차가 올라오기 힘듭니다.
병원길로 오던 차들도 눈이 오면 마을길을 통해서 오는데, 도로가 이 지경이니 이 또한 어려울 것 같습니다.
그렇게 되면 아이들 등교 자체가 어려운 겁니다.

제발 빨리 복구해주시기 바랍니다.
현재 처리 상황도 알려주시고요.",2022-11-17,"1. 귀하께 건강과 행복이 가득하시길 기원합니다.
2. 귀하께서 ""탄벌동 681-2번지 일원 마을안길 수해복구"" 와 관련하여 제출하신 민원(건의)사항에 대해 아래와 같이 회신드립니다.

가. 민원(건의)내용
- 탄벌동 681-1번지 일원(인덕학교 앞) 마을안길 수해복구에 대한 조속한 추진 요청

나. 회신내용
- 수해복구를 요청하신 마을안길은 ""8.8.~17. 호우피해""로 인해 소규모 보수(포트홀 등)가 아닌 도로의 전반적인 재포장이 수반되는 상황임에 따라

- 현재, 수해복구 관련 예산 확보 후 복구설계 완료하여 공사발주를 한 상황으로 요청하신 사항과 같이 조속히 복구공사를 실시하여 주민불편을 최소화 할 예정에 있음을 알려드리오니 이 점 양지하여 주시기 바랍니다.


3. 상기 답변 내용에 대한 추가 설명이 필요한 경우 광주시청 지역개발과 개발행정팀(☏031-760-4746, 2948)으로 연락주시면 친절히 안내해드리도록 하겠습니다. 끝.
",2022-11-28,지역개발과
목현동부터 이배재 터널까지 도로복구요청,"이번 여름 수해로 목현동 일대 도로 유실과 파인곳은 땜질만 하고 더이상 복구되지않고있는 부분이 많은데 제가 일일이 다 사진을 찍어서 올려야 복구가 되는건가요 최근에 시청 근처는 도로도 일부 깔고 외벽도 색칠을 하던데 여기 도로는 긴급복구뒤엔 아무리 기다려도 나아지지 않고있어 한숨만 나옴니다 도로 파인곳, 버스정류장부근 유실된곳, 흙으로 대충 매꿔둔곳 등 추워지기전에 빨리 복구 해주기바랍니다",2022-11-16,"1. 안녕하십니까? 귀하께서 신청하신 민원(신청번호 1AA-2211-0549300)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 ""목현동 이배재로의 전반적 보수 요청""에 관한 것으로 판단됩니다.
3. 귀하께서 민원 제기하신 이배재로의 경우 기존도로의 노후로 인해 광주시 도로사업과에서 확포장공사를 시행 중이며, 상동 사유로 인해 지난 여름 수해피해가 다량 발생한 구간으로써 현재 지역개발과에서 수해피해 대상지 복구 사업을 추진 중에 있습니다. 따라서 해당 사항과 관련한 부분은 각 부서의 협조 회신 내역을 참조하여 주시기 바라며, 그 밖의 도로 이용 중 발생하는 소규모 파손에 대하여는 도로관리과에서 지속적으로 부분 보수를 추진 중에 있음을 알려드립니다.
4. 귀하의 민원내용에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 도로관리과 도로보수팀(☏031-760-2164)에 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-12-05,도로관리과
"오포 능평 어린이집, 오포 출장소, 능평도서관 주차 난..","안녕하세요
오포능평어린이집, 오포 출장소, 능평도서관에
주차 차단기 만들어 주세요..

주차장에 장기 주차 차량 (주차 후 버스타고 이동 하는 분들) 너무 많습니다.
차단기라도 설치하면 몇 대는 걸러질 것 같네요..
그 좁은 곳에 삼중주차는 기본이네요..

출장소에도 사람이 많이 오고
아이들 등하원시 너무 위험합니다.
인명사고가 나야 주목 받을까요..?
진짜 위험한 적이 한 두번이 아니에요..

오늘은 뒤편으로 하원을 했는데요
이 곳도 능평초 공사중으로 차가 어린이집을 막고있어요

이 어린이들은 누가 지켜주나요?

간절한 마음입니다..",2022-11-15,"1. 광주시 발전에 깊은 관심과 성원에 감사드립니다.
2. 귀하께서 질의하신 능평동 행정복지센터 주차 차단기 관련, 현재 주차 차단기를 포함한 관제 시스템 예산을 2023년 당초 예산에 편성중이며, 예산 확정 시 2023년 상반기 중 설치 완료 예정임을 알려드립니다.
3. 기타 궁금하신 사항 있으시면 능평동 행정복지센터(031-760-1572)로 문의하여 주시면 성심껏 답변드리도록 하겠습니다. 끝.
",2022-11-23,능평동
도로 턱 날카로움,"안녕하세요,
경기도 광주시 오포읍 청석로 22 한성실업 앞 도로에
예전에 덧대어 놓은 아스팔트 부분이 있는데,
그 부분이 많이 소실되어 너무 날카롭고 단차가 심합니다.
그래서 차들이 지나갈때 아랫쪽이 고장날까봐 염려됩니다.

확인 및 조치 요청드립니다.

수고하세요.",2022-11-14,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호1AA-2211-0461904)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원 내용은 “청석로 22번지 일원 포트홀 보수 요청“에 관한 것으로 판단됩니다.

3. 귀하의 질의 사항에 대해 검토한 의견은 다음과 같습니다.
- 귀하께서 요청한 청석로 22번지 일원 포트홀 보수 요청에 관련하여 11.15(화) 조치 완료하였음을 알려드립니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 도로관리과 도로관리팀 원민영 주무관(☎760-4148)으로 연락주시면 성심껏 안내해 드리겠습니다. 감사합니다. 끝.
",2022-11-16,도로관리과
"담배꽁초, 심한 지역은 지속적 관리 필요합니다","광주 태전동 경남아너스빌 주변은 일부 못된 흡연자들에 의해 망가지고 있죠. 담배꽁초 투척자들에 대한 단속이 어렵다면, 정기적인 청소가 필요한데, 청소하는 것을 본적이 없네요. 태전지구는 자주 청소하시는 분들을 보고 있어서 다니면서도 눈살을 찌푸리지 않는데, 태전 경남아너스빌 주변은 청소, 없고요. 입주민들이 청소하는 수준입니다. 특히, 체육공원과 아파트사이의 굴다리 주변은 꽁초 잔치입니다. 못되먹은 일부 광주인들이 청소를 안하니, 이곳은 쓰레기 버려도 되는 곳이라 여기고, 계속 투척, 답답합니다. 펜스친 건설업자에게 책임을 묻던지. 괸심부탁합니다",2022-11-12,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호 1AA-2211-0402807)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 ""태전 경남아너스빌 앞 국유지 도로변 청소 요청""에 관한 것으로 이해됩니다.

3. 귀하의 요청사항에 대해 검토한 의견은 다음과 같습니다.
- 귀하께서 제기하신 불편사항을 해결하고자 2022년 11월 15일 “태전 경남아너스빌 앞 국유지 도로변 청소 완료하였음을 알려드립니다. 또한, 해당구간을 주기적으로 청소인력을 활용하여 청소하도록 하겠습니다.

4. 귀하의 민원사항에 만족스러운 답변이 되었기를 바라며, 기타 문의사항은 광남1동 행정복지센터 총무팀 김상연 주무관(☎ 760-1964)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 끝.
",2022-11-16,광남1동
역동 산 1-35 더파크비스타 데시앙 부지 옆 대원고속차고지,"안녕하세요
데시앙 청약당첨자입니다
새벽 6시쯤 대원버슺차고지가 옆에 초등학교부지쪽에
틀어오는걸 알았는데 사실입니까!!!!
사실이라면 지금 장난합니까???
기부채납해서 공원조성하는 아파트에 차고지라니요!!!!
이건 분명 광주시와 데시앙이 청약자들 대상으로 사기한거죠!!! 명백한 허위광고고
이거 차고지 들어오면 어떤수단과방법을 동원해서라도 막을겁니다.!!! 빠른 회신 해주세요!!",2022-11-12,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호1AA-2211-0398487)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 "" 역동 운수업체 차고지조성 시행 여부"" 에 관한 것으로 판단됩니다.

가. 답변에 앞서 정확하지 않은 정보 제공으로 혼란을 드려 죄송하다는 말씀 드립니다.

나. 확인결과, 역동 산1-35 일원 분묘개장공고는 ㈜대원고속 대행업체가 2022년 10월 24일 (주)대원고속에 최종 확인절차를 거치지 않고 사실이 아닌 정보를 포함한 내용으로 홈페이지에 올린 것으로 확인되어,

다. 2022년 11월 14일 해당 공고문을 삭제한 상태이며, 해당부지 일원 운수업체 차고지 조성 계획 추진은 사실이 아님을 거듭 알려드립니다.

3. 다시한번 혼란을 드리게 된 점 넒은 마음으로 양해 부탁드리며 기타 궁금한 사항이 있으시면 교통과 버스운영팀 김동환(☎031-760-8789)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-11-21,교통과
경기광주시 역동 산1-35 차고지조성에 관한 문의,"지난 10 월 24일 광주시 홈페이지에 공고된 내용중에 역동 산 1-35 위치에 차고지조성을위한 분묘개장공고가 올라와있습니다.
하지만, 해당지역은 아파트분양지 바로 앞이며 초등학교 예정되어진 부지와 근접 혹은 겹치는 것으로 보여집니다. 건너편에도 아파트 대단지가 있구요.
아파트 뒤쪽으로는 중앙공원을 기부채납으로 받아놓고, 아파트 앞쪽에 버스차고지라뇨?
게다가 어떻게 어린이들이 다니는 초등학교예정부지 근처에 큰 버스들이 다니는 차고지가 들어올수 있는것인지, 광주시에서 해당건을 승인을 했다는게 이해가 가지않습니다. 부지이전을 요청드립니다",2022-11-12,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호1AA-2211-0398185)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 ""경기광주시 역동 차고지조성 시행 여부"" 에 관한 것으로 판단됩니다.

가. 답변에 앞서 정확하지 않은 정보 제공으로 혼란을 드려 죄송하다는 말씀 드립니다.

나. 확인결과, 역동 산1-35 일원 분묘개장공고는 ㈜대원고속 대행업체가 2022년 10월 24일 (주)대원고속에 최종 확인절차를 거치지 않고 사실이 아닌 정보를 포함한 내용으로 홈페이지에 올린 것으로 확인되어,

다. 2022년 11월 14일 해당 공고문을 삭제한 상태이며, 해당부지 일원 운수업체 차고지 조성 계획 추진은 사실이 아님을 거듭 알려드립니다.

3. 다시한번 혼란을 드리게 된 점 넒은 마음으로 양해 부탁드리며 기타 궁금한 사항이 있으시면 교통과 버스운영팀 김동환(☎031-760-8789)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-11-21,교통과
쓰레기 태우는 냄새 그대로입니다. 저번에 민원넣었던 사람입니다.,"저번에 타는냄새때문에 민원넣은 고통받는 가족의 가장입니다. 며칠전에 공무원분들이 저희집 근처 논밭에 드럼통에 폐기물 태운 흔적이있어서 경고문을 남기고 가셨다고
하는데요. 며칠동안 잠잠하다가 오늘 금요일 퇴근하고
7시에 집앞에 도착하자마자 타는냄새때문에 스트레스를
받고있습니다. 지금글을 작성하는 오후8시 20분경에도
탸는냄새가 진동합니다. 정말 이 타는냄새를 일으키는
사람을 죽여버리고 싶을 정도로 스트레스 받고있습니다.
부디 이 양심없는 인간 혹은 인간들을 적발해주십시오",2022-11-11,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(1AA-2211-0388892)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원 내용은 “문형2차 낙원타운 인근 야간에 타는 냄새로 불편, 불법소각 단속 요청” 건으로 이해됩니다.
3. 광주시청 자원순환과에서는 ‘22.11.14.(월) 야간 순찰을 진행하였으며 야간 순찰 후 통화로 말씀드린 바와 같이, 소각 행위가 일어난 곳을 특정할 수 없었습니다. 그러나 추가 야간 순찰을 통해 소각 냄새의 발원지를 찾아 불법소각이 근절될 수 있도록 노력하겠습니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 광주시 자원순환과 주무관 황정자(☏031-760-4673)로 연락주시기 바랍니다. 끝.
",2022-11-17,자원순환과
도로 파임,"안녕하세요,
경기 광주시 초월읍 현산로 350 앞 도로에 파인 부분이 있어서
보수 요청드립니다.

수고하세요. ^^",2022-11-11,"1. 귀하께서 신청(신청번호 1AA-2211-0385077)하신 ""지월리 576-8번지 앞 파손 도로 보수"" 요청 민원에 대하여는 다음과 같이 답변드립니다.
- 본 사안에 대하여는 현장 확인 및 귀하가 송부한 사진 자료 등을 참고하여 보수공사를 실시 할 예정임을 알려드리오니, 이점 양지하여 주시기 바랍니다.
2. 귀하의 민원내용에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 초월읍 개발팀 김기환주무관(☏031-760-2542)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-11-22,초월읍
차량주차 인도점거,"첨부사진과 같이 식당앞 주차된 차들로 인해 보행자들은 위험한차도로 나가 돌아가야합니다. 낮엔 통행량이 적어서 차들도 빠르게 달리는 곳입니다
조치를취해주십시오

* 경기도 광주시 능평동 37-15",2022-11-11,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(1AA-2211-0370859)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 (능평동 37-15 부근) 주정차 위반 신고 사항으로 이해되며 다음과 같이 답변 드립니다.
가. 주민신고를 통한 주·정차 위반 과태료는 도로교통법 제32조 및 제33조에 따라 07시에서 22시 사이에 주·정차 금지구역으로 지정된 장소에서 10분 이상 주·정차한 차량에 대하여 과태료를 부과하고 있습니다.(단, 안전신문고앱으로 신고가능)
나. 시민의 주ㆍ정차 사진제보의 경우, <안전신문고앱>의 사진촬영을 이용하여 신고요건에 맞게 첨부된 자료에 대해서 과태료를 부과하고 있음을 알려드립니다.(안전신문고앱의 신고방법참조)
다. 추후 신고 시에는 <안전신문고앱>의 사진촬영기능을 이용하여 시간간격을 두고 위반지역 및 차량번호가 정확히 확인 되도록 동일한 위치(최소한 유사한 위치 및 촬영 각도)에서 촬영(2매)협조 부탁드립니다. (예, 1장은 정면, 1장은 측면사진인 경우 동일한 위치 촬영 사진으로 볼 수없음)

3. 답변 내용에 대한 추가적인 설명이 필요한 경우 광주시 교통과 주차관리팀 이경미 주무관(☎031-760-2102)에게 연락 주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-11-25,교통과
