제목,내용,작성일자,답변,답변일자,담당부서
편산근린공원 야간 조명문제,"봉우아파트에 인접한 평산근린공원을 매일 이용하고 있는데
밤에는 여자 혼자서는 야간 산책을 다니기 불안할 정도로 조명이 어두컴컴하여
집사람이 혼자서는 야간 산책 나가기 불안하다 하여 항상 함께 야간 산책을 다니고 있는 상황입니다.
현재 진행중인 공원 확장 공사가 완료되면 주간 환경은 더 멋지게 바뀌겠지만
야간 환경은 - 조명이 현재 수준이라고 가정할 경우임 - 더 열악해 지고 혹 우범지역이 되는 건 아닐런지
이런 불안한 생각은 저 혼자 만의 기우일까요?

환경개선을 위해 돈 들여 하는 공사의 결과가 주간 뿐만 아니라 야간환경도 만족스럽게 되려면
특히 야간 조명을 더 밝고 환하게 해 주는 게 맞다고 생각합니다.
그리고 조명이 산책하는 사람들에게 눈부심 문제를 일으키지 않도록 고려해 주시기 바랍니다.",2021-11-03,"1. 평소 시정 발전에 관심을 가져 주신데 감사드리며 귀하께서 요청하신 민원에 대해 다음과 같이 답변드립니다.
2. 현재 사업 시행중인 평산근린공원 2단계 조성사업 구간 내 야간조명은 안전한 보행 및 빛공해 문제가 발생하지 않도록 계획하였으며, 공원 이용객의 불편함이 없도록 향후 공원 조성시 충분히 검토하여 시공하겠습니다.
3. 기타 문의사항이 있으시면 양산시 공원과 공원조성팀(☎055-392-2912 )으로 연락주시면 성심껏 답변 드리겠습니다.
",2021-11-11,공원과
양산사랑카드,"안녕하세요
다른 지역은 삼성전자와 업무 협약을 통해 삼성페이에 지역사랑카드를 등록할 수 있게 해나가던데 양산사랑카드도 삼성페이에 등록되게 해주세요 실물 카드 들고 다니기 불편해서 사용성이 떨어지네요
그럼 수고하세요",2021-11-03,"1. 평소 양산사랑카드에 많은 관심을 가져주셔서 감사드리며, 귀하께서 국민신문고를 통해 질의하신 양산사랑카드 삼성페이 등록 요청(2AA-2111-0100771)에 대하여 다음과 같이 답변 드립니다.

2. 양산사랑카드를 이용함에 있어 실물카드를 항상 소지하고 다녀야 하는 불편함을 덜어 줄 모바일 간편결제 서비스의 도입은 우리시에서도 도입 의지를 가지고 삼성전자에 삼성페이 등록 요청 중에 있습니다만, 삼성전자측의 수용여부에 있어 매년 상당한 예산이 소요될 것으로 보여, 도입가능여부에 대해서는 충분한 검토가 필요한 점 많은 양해바랍니다.

4. 양산사랑카드의 운영이 효율적으로 개선될 수 있도록 노력하겠으며, 문의사항이 있으시면 양산시 일자리경제과 경제정책팀 (055-392-2302)로 연락주시면 상세하게 안내드리겠습니다.
",2021-11-07,일자리경제과
중부동 건축폐기물,"수고 많으십니다.
중부동 삼동2길6 주소지에 15층 1개동 건물이 지어지면서 나온
건축 폐기물이 수 개월 동안 방치되어 글 올립니다.
공사 관계자로 보이는 사람에게 여러 차례 요구 했었나, 치워지지 않았고
시청에 전화해 협조 부탁도 했으나, 관계자(?)와 연락이 되지 않는다 합니다.
건축과에 전화해서 사용승인 신청을 한 사람에게 폐기물 치워달라는 전화 한 번 넣어 달랬는데 소식이 없습니다.
건축물 사용승인은 나갔다고 하던데,
건축폐기물을 치우지 않고도 사용승인이 된다면, 업무 처리가 잘 못 된 것 같습니다.
해당 폐기물이 조속히 치워지도록 시에서 힘 써 주시기 바랍니다.",2021-11-02,"1. 항상 시정발전에 협조하여 주신데 감사드립니다.

2. 귀하께서 국민신문고에 신청하신 민원사항은 우리 시 중부동 174번지 상 건축물 사용승인 이후 인근 토지 상에 건축 폐기물에 방치되어 있으므로 빠른 시일 내 처리를 요청하는 내용으로, 건축 관계자(건축주)로 하여금 즉시 정비토록하여 현재 조치완료 되었음을 알려드립니다.

3. 기타 답변내용에 대한 추가설명이 필요한 경우 우리시 건축과 건축관리팀(☏392-3042)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 끝.
",2021-11-08,건축과
"용당동, 노인보호구역 설정해주세요","최근에 용당동에 자동차전용도로 출입구(게이트) 만들어 지고 나서, 동네를 통과하는 자동차가 너무 많습니다
원래 탑작골 대운산휴양림으로 오고가는 차량이 많았었는데, 자동차전용도로 게이트 설치로 차량통행이 폭발적으로 증가하고 있습니다.

따로 인도가 없이, 도로 2차로가 마을 안에 설치되었어서, 어르신들이 다니기에 너무 위험합니다. 인도가 따로 없으니, 어르신들이 차도로 걸어다니십니다.

매일 경로당을 가기위해, 차도로 걸어다니시는 어르신들을 보니 불안감이 몰려옵니다.

방법을 강구해 주세요",2021-10-31,"1. 항상 우리 시 시정 발전에 관심 가져주신 데 대하여 감사드립니다.
2. 귀하의 민원은 용당동 516-1번지 일원 노인보호구역 지정에 관한 것으로 이해됩니다.
3. 해당 위치의 경로당은 노인복지시설(노인여가복지시설)에 해당되며, 어린이ㆍ노인 및 장애인 보호구역의 지정 및 관리에 관한 규칙 제3조 제2항에 따라 노인보호구역은 노인복지시설등을 설립ㆍ운영하는 자가 지정 신청할 수 있음을 알려드립니다.
4. 기타 문의사항은 양산시 웅상출장소 도시관리과 도로관리팀(055-392-6293)으로 문의하시면 성심껏 안내해 드리도록 하겠습니다. 끝.
",2021-11-03,도시관리과
양산 신기동에 인라인장 시설 관리미흡으로 인한 사고,"10월 30일 오후 6시 20분경에 신기동 야외 인라인장에서 아이가 인라인을 타다가 넘어져 쇄골뼈가 부러졌습니다. 이전에도 시설 관리 미흡으로 애아빠가 넘어져 크게 다칠뻔 했고 그 후 담당자분과 통화하여 조명과 인라인 바닥 관리 등을 약속하셨지만 크게 나아진것은 없었습니다. 결국 아이가 넘어진곳도 조명에서 먼 곳이고, 바닥이 모래가 많아 쉽게 미끄러지는 곳입니다.게다가 인라인장이라 킥보드, 자전거 금지 현수막이 있어도 보호 울타리가 없으니 인라인 타고 있는 사이로 킥보드, 자전거 타시고 그냥 지나가시는 분들이 많습니다. 걸어다시는 분들도 마찬가지고요. 양해구하고부탁드리면 화내시고 욕하시는 분들도 계시더군요.
양산시에 제대로 된 인라인장 하나 없어 야외에서 타는데, 그것도 조명과 안전 울타리 하나 설치 해달라고 하는데 어렵나요? 조명만 하나 더있었다면, 바닥에 모래라도 없었더라면 아이가 이렇게 크게 다치지는 않았을 것입니다.
다음 주에 수술하는 아이보는 부모 마음은 지금 너무 속상하고 이 상황이 기가막힐 뿐입니다.
제발 부탁드립니다. 꼭 누군가 다치고 나서 시설 정비한다고 하시지 마시고 그 전에 시민들이 부탁하면 꼭 직접 그 현장을 가보시고 뭐가 시급한지 확인을 하시기 바랍니다.",2021-10-31,"1. 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2110-1296520)에 대하여 다음과 같이 답변드립니다.

2. 먼저 양산시 체육시설 이용 중 상해를 입으신 사항에 대하여 사과의 말씀 드립니다.

3. 민원인께 유선 상으로 안내드린 바와 같이 우리 시 양산천변 인라인스케이트장(북부동 676-1 일원)은 시민들의 상해 또는 물적 피해를 대비하여 영조물 배상공제보험에 가입되어 있습니다.

4. 귀하께서 제출해주신 사고접수 신청서는 한국지방재정공제회에 2021. 11. 10.(수) 접수되었으며, 향후 유사한 사고가 발생하지 않도록 체육시설 관리를 철저히 하도록 하겠음을 알려드립니다. 끝.
",2021-11-12,교육체육과
중점관리대상인력 (자격증보유만 보고 막 선정하면 완전 졸속행정이지요?),"중점관리대상인력이라고 일방적 통보에 갑자기 훈련받으로 나오라고 하니 정말 어처구니가 없네요...
거기다 훈련내용이 더 어처구니가 없습니다.
자동차정비기능사 자격증을 딴지가 40년이 다 되었고, 한번도 정비소에서 일한적도 없는데, 자동차정비 중점관리대상인력이라네요...
제가 무슨일 하는지만 확인해도 지정되지 않았을건데, 진짜 전쟁나서 이걸로 징집되면 장비란 장비는 다 고장내겠네요. ㅋㅋㅋㅋㅋ
도데체 이런 졸속행정을 진행한 담당이 누구입니까?
개선 좀 합시다... 아직까지 이런 구태의연한 행위를 하고 있다니요...
제가 낸 세금으로 열심히 좀 합시다... 하.... 진짜...",2021-10-29,"중점관리대상인력은 「비상대비자원 관리법」 제10조 및 제11조에 의거하여 지정되며, 동법 제14조 및 제16조에 의거하여 훈련(기술인력 동원훈련)을 실시하고 있습니다.

",2021-11-05,안전총괄과
물금읍 새벽에 주위 공장 매연 배출관련 확인 요청,"양산시 물금읍에 거주하고 있습니다.
새벽에 좀 일찍 일어나서 나갈 때 매캐한 매연 냄새가 가끔 많이 납니다. (이 글을 쓰는 10/28일 새벽에도 그러했습니다)
주위에 공장에서 새벽 이른 시간에 매연을 무단 방출하는 것 같은데
만약 그것이 사실이라면 많은 시민의 건강을 저해하는 위험한 불법적인 상황이라 판단되는데,
신속하고 면밀하게 확인하여 조치하여 주시면 감사하겠습니다.",2021-10-28,"평소 시정 발전에 협조하여 주신데 감사드리며, 귀하께서 환경신문고에 게재하신 민원과 관련하여 아래와 같이 답변 드립니다.

1. 먼저 악취로 인해 불편을 겪고 계신데 대하여 죄송스럽게 생각하오며, 주거지 인근 악취유발사업장을 대상으로 악취오염도 조사 및 지도점검을 실시하여 점차 악취를 줄여나가도록 최선을 다하겠습니다.
2. 현장 순찰 시 악취와 관련한 사항은 발견하지 못하였으나, 악취의 원인은 다양하고 풍향, 기온 등 기상상태에 따라 순간 발생하였다 사라지고 예측하기 힘든 경향이 있으므로 악취발생원 파악을 위해 지속적으로 환경순찰 실시하도록 하겠습니다.
3. 또한 양산시에서는 환경감시단의 운영으로 야간·새벽 시간대 등 24시간 환경순찰을 실시하고 있습니다. 취약시간대 등 집중적으로 지도·점검하여 쾌적한 주거공간 조성에 최선을 다하겠습니다.
4. 악취 민원이 즉시 해결되지 못한 점 양해부탁드리며, 악취로 인한 불편사항이나 이와 관련하여 기타 문의사항이 있으실 경우 평일9:00~18:00 환경관리과 악취대응팀(☏055-392-3655) / 평일 18:00 이후 및 주말 시청 당직실(☏055-392-2221~3)으로 연락하여 주시면 친절히 안내해 드리겠습니다. 끝.
",2021-11-03,기후환경과
양산시 황산체육공원에서 카라반 주차하고 캠핑하는 사람들을 어떻게 해주세요.,황산체육공원에서 그늘막치고 테이블 깔고 라면까지 끓여먹고 있습니다. 카라반 주차해서 계속 지내고 있습니다. 단속을 꼭 해주세요.,2021-10-27,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2110-1163514)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 '황산공원 카라반 장기주차 단속'에 관한 것으로 판단됩니다.
3. 귀하께서 단속 요청하신 카라반 불법 하천점용 관련하여 원상복구 명령토록 하였으며, 추후 유사사건이 발생하지 않도록 수시 단속토록 하겠습니다.
4. 황산공원을 찾아주시고 아껴주시는 귀한 걸음 감사드리며, 답변 내용에 대한 추가 설명이 필요한 경우, 건설하천과 수변공원팀(☏055-392-2824)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 끝.
",2021-11-04,건설하천과
신호등 정비,"양산신도시우성스마트시티뷰 아파트에서 메기뜰 공원 가는길 신호등 정비부탁드립니다.

두개중 한개가 아래를 향하고 있습니다.",2021-10-26,"1. 귀하의 가정에 무궁한 발전과 행복이 가득하시길 기원드리며, 우리 시 시정 발전에 많은 관심을 가져주신데 감사드립니다.

2. 귀하께서 요청하신 “신호등 보수요청” 건에 대하여 아래와 같이 답변드립니다.
o 건의하신 신호등은 현장 확인한바 정비의 필요성이 있어 조속한 시일내에 조치할 예정입니다.

3. 추가 문의 사항이 있으신 경우 우리 시 교통과(☎055-392-2884)로 연락주시면 답변 드리겠습니다.

붙임 민원신청서 1부. 끝.
",2021-10-28,교통과
무단횡단 방지시설을 해주세요,"서창쪽 롯데마트와 농협하나로마트가 웅상대로 양쪽으로 있습니다
조금 부산쪽 방향으로 사거리 교차로가 있고 횡단보도가 있는데
롯데마트쪽에서 농협마트쪽으로 가깝게 갈려고 도로를 가로질러 무단횡단하는 경우를 많이 봅니다
부산방향 운행하던 차가 놀라 갑자기 서게 되고 뒤따르던 차들도 따라 서게 됩니다
도로 중간에 무단횡단이 안되게 방지시설ㅡ난간을 설치부탁드립니다",2021-10-26,"1. 평소 시정발전에 관심을 가져 주신데 대하여 감사드립니다.
2. 귀하께서 건의하신 차선분리대 설치 요청건에 대해 다음과 같이 답변 드립니다.

가. 귀하께서 건의하신 우리시 웅상대로(하나로마트 앞) 일부 구간에 대하여, 현장확인결과 무단횡단으로 인한 사고위험이 높다고 사료되어 일부구간(안전지대)에 차선분리대를 설치토록 하겠습니다.
나. 기타 궁금하신 사항이 있으시면 양산시 웅상출장소 경제교통과 교통팀(392-6084)으로 연락주시면 상세하게 답변 드리겠습니다.
",2021-10-28,도시관리과
