title,keyword,category,subcategory,predication,departmenet
아파트 전·월세를 계약을 하게 되어 주택 임대차사업 등록을 하려고 합니다. 계약 후 언제까지 사업자 등록을 하면 되는지 그리고 아직 전세 기간이 남아있는(16년 초에 전세 계약) 아파트도 등록이 가능한지 궁금합니다. 답변 부탁드립니다.,"['주택 임대차사업', '등록']",세무,기타,문의(질의),건축허가과
"아파트 전·월세를 계약을 하게 되어 주택 임대차사업 등록을 하려고 합니다. 사업자 등록은 계약 후 언제가지이며, 아직 전세 기간이 남아있는(16년 초에 전세 계약) 아파트도 등록이 가능한지 궁금합니다. ","['주택 임대차사업', '등록']",세무,기타,문의(질의),건축허가과
아파트 전·월세를 계약을 하게 되어 주택 임대차사업 등록을 하려고 합니다. 계약 후 언제까지 사업자 등록을 하면 되는지와 전세 기간이 남아있는(16년 초에 전세 계약) 아파트도 등록이 가능한지요?,"['주택 임대차사업', '등록']",세무,기타,문의(질의),건축허가과
창원시 #@주소# 분식점에 현금계산만 진행하고 카드 단말기가 확인 되지 않습니다. 조사 요청 드립니다. ,"['창원시', '분식점', '현금계산']",세무,기타,요청/개선,문화위생과
창원시 #@주소# 분식점 현금계산만 하고 카드단말기는 보이지 않습니다. 탈세 부분으로 조사 부탁 드립니다. ,"['창원시', '분식점', '현금계산', '카드단말기', '탈세']",세무,기타,요청/개선,문화위생과
창원시 #@주소# 분식점 탈세 하는 것 같은데 어디로 신고 요청 드리면 되나요?,"['창원시', '분식점', '탈세']",세무,기타,요청/개선,문화위생과
창원시 #@주소# 분식점 탈세 조사 요청 할 수 있는 부서 연락처 안내 부탁 드립니다. ,"['창원시', '분식점', '탈세']",세무,기타,요청/개선,문화위생과
창원시 #@주소# 분식점 탈세 조사 접수 할 수 있는 부서 확인해주세요.,"['창원시', '분식점']",세무,기타,요청/개선,문화위생과
"친 형님이 제 명의로 자동차 2대 구입 후 대포차가 되어 신호위반 과태료와 자동차 세금이 많이 나오고 있습니다. 현재 본인은 일을 못하고 있고 구청에서 긴급 지원을 받고 있습니다. 자동차 세금과 과태료 감면의 혜택을 받을 수 없습니까?
","['친 형님', '제 명의', '자동차 2대 구입', '대포차', '신호위반 과태료', '자동차 세금', '감면', '혜택']",세무,세외수입,문의(질의),세무과
자동차 세금과 과태료 감면의 혜택을 받을 수 있는 방법이 있을까요? 친 형님이 제 명의로 자동차 2대 구입 후 대포차가 되어 신호위반 과태료와 자동차 세금이 많이 나오고 있습니다. 현재 본인은 일을 못하고 있고 구청에서 긴급 지원을 받고 있습니다. ,"['친 형님', '제 명의', '자동차 2대 구입', '대포차', '신호위반 과태료', '자동차 세금', '감면', '혜택']",세무,세외수입,문의(질의),세무과
"일도 못하고 구청에서 긴급 지원을 받고 있는데, 친 형님이 제 명의롤 자동차 2대 구입 후 대포차로 과태료와 자동차 세금등이 많이 나오고 있습니다. 자동차 세금과 과태료 감면 받을 수 없나요?","['친 형님', '제 명의', '자동차 2대 구입', '대포차', '자동차 세금', '감면']",세무,세외수입,문의(질의),세무과
창원시 의창구 지방세 환급금 통지서 발부 기준 문의 합니다.,"['의창구', '지방세', '환급', '통지서', '발부', '기준']",세무,지방세,문의(질의),세무과
창원시 의창구 지방세 환급금 통지서를 발부하는 기준이 어떻게 되는지요?,"['의창구', '지방세', '환급', '통지서', '발부', '기준']",세무,지방세,문의(질의),세무과
창원시의 의창구 지방세 환급금 통지서 발부 기준 문의 드립니다.,"['의창구', '지방세', '환급', '통지서', '발부', '기준']",세무,지방세,문의(질의),세무과
지방세 환급금 통지서의 창원시 의창구 발부 기준을 알고 싶습니다.,"['의창구', '지방세', '환급', '통지서', '발부', '기준']",세무,지방세,문의(질의),세무과
창원시의 의창구 지방세 환급금 통지서 발부 기준 문의 있어요.,"['의창구', '지방세', '환급', '통지서', '발부', '기준']",세무,지방세,문의(질의),세무과
15년 2월 충남 계룡시로 전입하였으나 2년이 지난 지금에서야 창원시 진해구 환경미화과에서 발행한 14년 후반기 자동차세 환경부담금 고지서를 수령했습니다. 이에 진해구 환경미화과에서 14년 후반기 환경 부담금 고지서를 본인에게 발송한 내역(진해 우체국 접수 및 발송 증명 포함) 및 부당한 가산금 부과내역에 대한 제외를 요청합니다.,"['충남 계룡', '전입', '2년', '창원시 진해구', '14년 후반기', '자동차세 환경부담금 고지서', '가산금 부과', '제외']",세무,기타,요청/개선,환경미화과
창원시 진해구 환경미화과에서 14년 후반기 자동차세 환경부담금 고지서를 본인에게 발송한 내역(진해 우체국 접수 및 발송 증명 포함) 및 부당한 가산금 부과 내역에 대한 제외를 요청합니다.,"['창원시 진해구', '14년 후반기', '자동차세 환경부담금 고지서', '가산금 부과', '제외']",세무,기타,요청/개선,환경미화과
15년 2월 충남 계룡시로 전입했습니다. 근데 2년이 지난 지금 14년 후반기 자동차세 환경부담금 고지서를 수령하였습니다. 이에 창원시 진해구 환경미화과에서 고지서를 저에게 발송한 내역과 부당한 가산금 부과 내역에 대해 제외를 해주시길 요청드립니다.,"['충남 계룡', '전입', '2년', '창원시 진해구', '14년 후반기', '자동차세 환경부담금 고지서', '가산금 부과', '제외']",세무,기타,요청/개선,환경미화과
제가 2017년 5월 17일에 차량을 판매하고 2017년 5월 28일 새로 중고 차량을 구입하였는데 지인에게 듣기론 자동차세를 한번 환급 받고 다시 자동차세를 낸다고 들었습니다. 이게 맞는 것인가요? 또한 중간의 공백 기간이 있었는데 그 부분에 대해 환급은 받고 싶습니다,"['자동차세', '공백', '기간', '환급']",세무,지방세,건의/제기,세무과
제가 2017년 5월 17일에 차량을 판매하고 2017년 5월 28일 새로 중고 차량을 구입하였는데 자동차세를 한번 환급 받고 다시 자동차세를 낸다고 들었습니다. 또한 중간의 공백 기간이 있었는데 그 부분에 대해 환급은 받고 싶은데 어떻게 해야 하나요?,"['자동차세', '공백', '기간', '환급']",세무,지방세,건의/제기,세무과
제가 2017년 5월 17일에 차량을 판매하고 2017년 5월 28일 새로 중고 차량을 구입하였는데 지인에게 듣기론 자동차세를 한번 환급 받고 다시 자동차세를 낸다고 들었습니다. 이게 맞는 것인가요? 또한 중간의 공백 기간이 있었는데 그 부분에 대해 환급 원해요.,"['자동차세', '공백', '기간', '환급']",세무,지방세,건의/제기,세무과
제가 2017년 5월 17일에 차량을 판매하고 2017년 5월 28일 새로 중고 차량을 구입하였는데 자동차세를 한번 환급 받고 다시 자동차세를 낸다고 합니다. 중간의 공백 기간 부분에 대해 환급을 받고 싶은데 방법을 알려주세요.,"['자동차세', '공백', '기간', '환급']",세무,지방세,건의/제기,세무과
제가 2017년 5월 17일에 차량을 판매하고 2017년 5월 28일 새로 중고 차량을 구입하였는데 지인에게 듣기론 자동차세를 한번 환급 받고 다시 자동차세를 낸다고 들었습니다. 이게 맞는 것인가요? 또한 중간의 공백 기간이 있었는데 그 부분에 대해 환급 해주면 좋겠어요.,"['자동차세', '공백', '기간', '환급']",세무,지방세,건의/제기,세무과
"건축 비용을 알 수 없는 위반 건축물(무허가 무신고)에 대하여 지방세를 부과할 때, 시가표준액 결정 기준을 문의 합니다. ","['건축 비용', '위반 건축물', '지방세', '시가표준액', '결정', '기준', '문의']",세무,지방세,문의(질의),세무과
"건축 비용을 계산할 수 없는 위반 건축물(무허가 무신고)에 지방세를 부과할 때, 시가표준액 관련하여 알고 싶어요.","['건축 비용', '위반 건축물', '지방세', '시가표준액']",세무,지방세,문의(질의),세무과
건축 비용을 모르는 위반 건축물(무허가 무신고)에 대한 지방세의 시가표준액 결정 기준을 알고 싶어요.,"['건축 비용', '위반 건축물', '지방세', '시가표준액', '결정', '기준']",세무,지방세,문의(질의),세무과
지방세도 제로페이로 납부할 수 있게 해주세요.,"['지방세', '제로페이', '납부']",세무,지방세,요청/개선,세정과
지방세도 제로페이로 납부할 수 있으면 좋겠습니다. 검토 바랍니다.,"['지방세', '제로페이', '납부']",세무,지방세,요청/개선,세정과
지방세는 제로페이로 납부할 수 있는 방법이 없을까요? 검토해 주세요.,"['지방세', '제로페이', '납부']",세무,지방세,요청/개선,세정과
지방세도 제로페이로 납부할 수 있게 해주시기를 원합니다.,"['지방세', '제로페이', '납부']",세무,지방세,요청/개선,세정과
지방세 납부도 제로페이로 할 수 있게 해 주셨으면 좋겠어요.,"['지방세', '제로페이', '납부']",세무,지방세,요청/개선,세정과
"제3차 창원형 재난지원금 지급계획 발표에 보면 착한 임대인 인센티브 확대로 임대료 인하에 대해 재산세 감면을 지난해 50%에서 올해 75%로 상향한다고 되어 있던데, 지난해 하반기 임대료 인하로 재산세 감면 혜택을 받지 못한 사람은 올해 재산세 감면을 받을 수 있는 건가요? 재산세 부과 기준은 6월이고, 재산세 감면 대상을 21년도로 한정한다면 또 상반기 인하자만 해당되는데, 형평성에 맞지 않는 것 같은데 임대료 인하에 대한 재산세 감면 대상 및 신청기간에 대하여 자세히 알려주기 바랍니다. ","['재산세', '신청기간']",세무,지방세,요청/개선,세정과
"제3차 창원형 재난지원금 지급계획 발표 보도자료를 보면 착한 임대인 인센티브 확대로 임대료 인하에 대해 재산세 감면을 지난해 50%에서 올해 75%로 상향한다고 되어 있습니다. 그렇다면 지난해 하반기 임대료 인하로 재산세 감면 혜택을 받지 못한 사람은 올해 재산세 감면을 받을 수 있는 건가요? 재산세 부과 기준은 6월이고, 재산세 감면 대상을 21년도로 한정한다면 또 상반기 인하자만 해당되는데, 이는 형평성에 맞지 않는 것 같습니다. 임대료 인하에 대한 재산세 감면 대상 및 신청기간에 대하여 자세히 알려주시면 감사하겠습니다. ","['재산세', '신청기간']",세무,지방세,요청/개선,세정과
"이번에 발표된 제3차 창원형 재난지원금 지급계획을 보면 착한 임대인 인센티브 확대로 임대료 인하에 대해 재산세 감면을 지난해 50%에서 올해 75%로 상향한다고 되어 있던데, 지난해 하반기 임대료 인하로 재산세 감면 혜택을 받지 못한 사람은 올해 재산세 감면을 받을 수 있는 건가요? 재산세 부과 기준은 6월이고, 재산세 감면 대상을 21년도로 한정한다면 또 상반기 인하자만 해당되는데, 형평성에 맞지 않는 것 같습니다. 이에 대해 임대료 인하에 대한 재산세 감면 대상 및 신청기간에 대하여 자세히 알려주세요. 답변 바랍니다.","['재산세', '신청기간']",세무,지방세,요청/개선,세정과
창원시 관내 수의계약법에 관하여 문의합니다.,"['창원시', '수의계약법']",세무,기타,문의(질의),회계과
창원시 관내 수의계약법에 관하여 자세히 알고싶어 문의드립니다.,"['창원시', '수의계약법']",세무,기타,문의(질의),회계과
창원시 관내에서 시행되는 수의계약법에 관하여 안내 요청합니다.,"['창원시', '수의계약법']",세무,기타,문의(질의),회계과
창원시 관내 수의계약법에 관하여 안내 요청드립니다.,"['창원시', '수의계약법']",세무,기타,문의(질의),회계과
창원시 관내 수의계약법에 관하여 안내 부탁드립니다.,"['창원시', '수의계약법']",세무,기타,문의(질의),회계과
구청에서 발송하는 세외수입 고지서에 잘못 표기된 성산구청 도로명 주소 시정을 요청합니다.,"['구청', '세외수입', '고지서', '도로명', '주소', '시정']",세무,기타,요청/개선,세무과
구청에서 발송하는 세외수입 고지서에 성산구청 도로명 주소가 잘못 표기되어 있으니 시정을 부탁합니다.,"['구청', '세외수입', '고지서', '도로명', '주소', '시정']",세무,기타,요청/개선,세무과
구청에서 발송하는 세외수입 고지서에 잘못 표기된 성산구의청 도로명 주소 시정해 주세요.,"['구청', '세외수입', '고지서', '도로명', '주소', '시정']",세무,기타,요청/개선,세무과
창원시에서 양도시 증여당시의 토지가격은 어떻게 정하는지요?,"['양도', '증여당시', '토지가격']",세무,기타,문의(질의),세무과
창원시에서 양도시 증여당시의 토지가격은 어떻게 정하는지 문의 합니다.,"['양도', '증여당시', '토지가격']",세무,기타,문의(질의),세무과
창원시에서 양도시 증여당시의 토지가격을 정하는 기준을 알고싶어요.,"['양도', '증여당시', '토지가격']",세무,기타,문의(질의),세무과
창원시에서는 양도시 증여당시의 토지가격은 어떻게 정하나요?,"['양도', '증여당시', '토지가격']",세무,기타,문의(질의),세무과
창원시에서 양도시 증여당시의 토지가격은 어떻게 정하는지 질문드립니다.,"['양도', '증여당시', '토지가격']",세무,기타,문의(질의),세무과
10% 공제액이라고 빨간색으로 강조해 놓고 아래 금액은 10%가 안 되니 할인 규정이 바뀌어 할인액이 줄었더군요. 고지서 양식은 종전과 똑같이 10%로 표기해 놓은 걸 쓰면 민원 많이 오지 않나요?,['민원'],세무,지방세,문의(질의),세무과
10% 공제액이라고 빨간색으로 강조해 놓고 아래 금액은 10%가 안 되니 할인 규정이 바뀌어 할인액이 줄었더군요. 고지서 양식은 종전과 똑같이 10%로 표기해 놓은 걸 쓰면 어떡합니까?,[],세무,지방세,문의(질의),세무과
10% 공제액이라고 빨간색으로 강조해 놓고 아래 금액은 10%가 안 되네요. 할인 규정이 바뀌어 할인액이 줄었던데 고지서 양식은 종전과 똑같이 10%로 표기해 놓은 걸 쓰면 민원 많이 오지 않나요? 시정 바랍니다.,['민원'],세무,지방세,문의(질의),세무과
"과태료 위텍스 스마트앱 조회, PC 차량 검색, 대표전화에 전화해도 미납 과태료 없다고 하는데 폐차하러 가면 과태료가 존재하는 이유 알려 주세요.","['과태료', '위텍스', '스마트앱', 'PC', '대표전화', '미납', '폐차']",세무,지방세,항의,경제교통과
"과태료 위텍스 스마트앱 조회, PC 차량 검색, 대표전화에 전화해도 미납 과태료 없다고 하는데 폐차하러 가면 과태료가 존재하는 이유 질의합니다.","['과태료', '위텍스', '스마트앱', 'PC', '대표전화', '미납', '폐차']",세무,지방세,항의,경제교통과
"폐차를 하러 가면 과태료가 있다고 하는데, 위텍스 스마트앱 조회, PC 차량 검색, 대표전화에 전화해도 미납 과태료 없다고 합니다. 이유를 알려주시기 바랍니다.","['과태료', '위텍스', '스마트앱', 'PC', '대표전화', '미납', '폐차']",세무,지방세,항의,경제교통과
"과태료 위텍스 스마트앱 조회와 PC를 통한 차량 검색, 또는 대표전화에 전화해도 미납 과태료가 없다고 나옵니다. 그런데 폐차하러 가면 과태료가 존재하는 이유가 무엇인지 궁금합니다.","['과태료', '위텍스', '스마트앱', 'PC', '대표전화', '미납', '폐차']",세무,지방세,항의,경제교통과
"과태료 위텍스 스마트앱 조회나 PC 차량 검색, 혹은 대표전화에 전화해도 미납 과태료가 없다고 검색됩니다. 그런데 폐차하러 가면 과태료가 존재하는 이유에 대해서 담당자께서는 답변해 주세요.","['과태료', '위텍스', '스마트앱', 'PC', '대표전화', '미납', '폐차']",세무,지방세,항의,경제교통과
담당자는 늘 같은 답변으로 검토 후 조치하겠다고 하였으나 조치를 하지 않아 지금까지 민원인은 관리비 피해를 당하고 있습니다. 관리공단의 점검 후 법령 위반에 대하여 어떠한 관리 감독을 하였는지 답변해주시고 관리 감독을 하였는데도 계속 부당하게 수당을 지급하고 있는지 근거를 제시하여 답변해주시기 바랍니다.,"['관리비', '피해', '관리공단', '점검', '법령', '위반', '감독', '수당', '지급']",세무,기타,요청/개선,건축허가과
담당자는 늘 검토 후 조치하겠다고 하였으나 조치를 하지 않아 지금까지 민원인은 관리비 피해를 당하고 있습니다. 관리공단의 점검 후 법령 위반에 대하여 어떠한 관리 감독을 하였는지 답변해주시고 관리 감독을 하였는데도 계속 부당하게 수당을 지급하고 있다면 그 근거를 제시하여 빠른 시일내에 답변해 주세요.,"['관리비', '피해', '관리공단', '점검', '법령', '위반', '감독', '수당', '지급']",세무,기타,요청/개선,건축허가과
담당자는 늘 검토 후 조치하겠다고 하였으나 민원인은 지금까지도 관리비 피해를 당하고 있습니다. 관리공단의 점검 후 법령 위반에 대하여 어떠한 관리 감독을 하였는지와 관리 감독을 하였는데도 계속 부당하게 수당을 지급하고 있는지에 대한 근거를 제시하여 성실한 답변 부탁드립니다.,"['관리비', '피해', '관리공단', '점검', '법령', '위반', '감독', '수당', '지급']",세무,기타,요청/개선,건축허가과
지방세 특례 제한법에 최초로 지식산업센터를 분양받은 입주자에 대한 부동산 취득세의 50% 감면 내용이 있는데 기존의 건물을 지식산업센터로 승인을 받은 경우에도 지방세(취득세) 감면에 문제가 없는지요?,"['최초', '지식산업센터', '분양', '입주자', '부동산', '취득세', '50%', '감면']",세무,지방세,문의(질의),세무과
지방세 특례 제한법에 최초로 지식산업센터를 분양받은 입주자에 대한 부동산 취득세의 50% 감면 내용이 있는데 기존의 건물을 지식산업센터로 승인을 받은 경우에도 지방세(취득세) 감면을 받을 수 있나요?,"['최초', '지식산업센터', '분양', '입주자', '부동산', '취득세', '50%', '감면']",세무,지방세,문의(질의),세무과
지방세 특례 제한법에 최초로 지식산업센터를 분양받은 입주자에 대해서는 부동산 취득세의 50%를 감면해주는 내용이 있습니다. 그렇다면 기존의 건물을 지식산업센터로 승인을 받은 경우에도 지방세(취득세) 감면이 가능한가요?,"['최초', '지식산업센터', '분양', '입주자', '부동산', '취득세', '50%', '감면']",세무,지방세,문의(질의),세무과
지방세 특례 제한법에 최초로 지식산업센터를 분양받은 입주자에 대한 부동산 취득세의 50% 감면 내용이 있는데 기존의 건물을 지식산업센터로 승인을 받은 경우에도 지방세(취득세) 를 감면 받을 수 있나요?,"['최초', '지식산업센터', '분양', '입주자', '부동산', '취득세', '50%', '감면']",세무,지방세,문의(질의),세무과
창원시 지방세 특례 제한법에 최초로 지식산업센터를 분양받은 입주자의 경우 부동산 취득세의 50%를 감면해 주는데 기존의 건물을 지식산업센터로 승인을 받은 경우에도 지방세(취득세) 감면에 해당이 되나요?,"['최초', '지식산업센터', '분양', '입주자', '부동산', '취득세', '50%', '감면']",세무,지방세,문의(질의),세무과
"05년 11월 이전 피를 주고 구매한 아파트의 취득세는 피를 제외한 금액으로 산정한다고 하였는데, 창원시 마산 회원구는 아직까지 피를 포함한 금액으로 취득세를 징수하고 있습니다. 빠른 행정지침이 하위에 전달되어 시정될 수 있도록 하여 주세요.","['창원시', '취득세', '시정']",세무,지방세,요청/개선,세무과
"05년 11월 이전 피를 주고 구매한 아파트의 취득세는 피를 제외한 금액으로 산정한다고 하였는데, 창원시의 마산 회원구는 아직까지 피를 포함한 금액으로 취득세를 징수하고 있어요. 빨리 시정될 수 있도록 해주세요.","['창원시', '취득세', '시정']",세무,지방세,요청/개선,세무과
"05년 11월 이전 피를 주고 구매한 아파트의 취득세는 피를 제외한 금액으로 산정한다고 하였는데, 창원시의 마산 회원구는 아직까지 피를 포함한 금액으로 취득세를 징수하고 있습니다. 빠른 행정지침이 하위에 전달되어 시정될 수 있도록 조치 부탁드립니다.","['창원시', '취득세', '시정']",세무,지방세,요청/개선,세무과
"마산합포구청의 40/1000 취득세율 적용은 부당합니다. 본인의 경우 농지의 범위에 포함되므로 농지취득세는 30/1000 세율을 적용해야 합니다. 따라서 마산합포구청이 1월 12일 뒤늦게 부과한 취득세 가산액 3,974,280원을 취소해 줄 것을 요청합니다.","['마산합포구청', '농지취득세', '가산액', '취소']",세무,지방세,요청/개선,세무과
"마산함포구의청의 40/1000 취득세율 적용은 부당하며, 본인의 경우 농지의 범위에 포함되므로 농지취득세는 30/1000 세율을 적용해야 합니다. 따라서 마산함포구의청이 1월 12일 뒤늦게 부과한 취득세 가산액 3,974,280원을 취소해 주시기 바랍니다.","['농지취득세', '가산액', '취소']",세무,지방세,요청/개선,세무과
"마산합포구청의 40/1000 취득세율 적용은 부당하고, 본인의 경우 농지의 범위에 포함되므로 농지취득세는 30/1000 세율을 적용해야 마땅합니다. 따라서 마산합포구청이 1월 12일 뒤늦게 부과한 취득세 가산액 3,974,280원을 취소 바랍니다.","['마산합포구청', '농지취득세', '가산액', '취소']",세무,지방세,요청/개선,세무과
"마산함포구의청의 40/1000 취득세율 적용은 부당하며, 본인의 경우 농지의 범위에 포함되므로 농지취득세는 30/1000 세율을 적용해야 하니 마산함포구의청이 1월 12일 뒤늦게 부과한 취득세 가산액 3,974,280원을 취소해 줄 것을 요구합니다.","['농지취득세', '가산액', '취소']",세무,지방세,요청/개선,세무과
"마산합포구청의 40/1000 취득세율 적용은 부당하다 봅니다. 본인의 경우 농지의 범위에 해당하므로 농지취득세인 30/1000 세율을 적용해야 합니다. 1월 12일 뒤늦게 부과한 취득세 가산액 3,974,280원을 취소 요청합니다.","['마산합포구청', '농지취득세', '가산액', '취소']",세무,지방세,요청/개선,세무과
