id 값,제목,분류,프로젝트 시작,프로젝트 종류,상세 내용,제안의 시작,주요제안(문제정의),해결방안,링크,미추진 사유,공감투표 참여안내,참고자료
jejudsi_LJJE,,환경,,기간종료,,,,,https://jejudsi.kr/issue/LjJE/PROJECT,[],,
jejudsi_LBOO,,환경,,기간종료,,,,,https://jejudsi.kr/issue/LBOO/PROJECT,[],,
jejudsi_RVVQ,,환경,,기간종료,,,,,https://jejudsi.kr/issue/RvvQ/PROJECT,[],,
jejudsi_1VBB,,환경,,기간종료,,,,,https://jejudsi.kr/issue/1VBb/PROJECT,[],,
jejudsi_RVQQ,,환경,,기간종료,,,,,https://jejudsi.kr/issue/RvQQ/PROJECT,[],,
jejudsi_1EOY,,환경,,기간종료,,,,,https://jejudsi.kr/issue/1Eoy/PROJECT,[],,
jejudsi_RBKJ,,환경,,기간종료,,,,,https://jejudsi.kr/issue/RbKJ/PROJECT,[],,
jejudsi_AMXZ,,환경,,기간종료,,,,,https://jejudsi.kr/issue/Amxz/PROJECT,[],,
jejudsi_1DXM,,환경,,기간종료,,,,,https://jejudsi.kr/issue/1dxM/PROJECT,[],,
jejudsi_RVGQ,,환경,,기간종료,,,,,https://jejudsi.kr/issue/RvgQ/PROJECT,[],,
jejudsi_1WXK,,환경,,기간종료,,,,,https://jejudsi.kr/issue/1WxK/PROJECT,[],,
