id 값,제목,분류,프로젝트 시작,프로젝트 종류,상세 내용,제안의 시작,주요제안(문제정의),해결방안,링크,미추진 사유,공감투표 참여안내,참고자료
jejudsi_1WPK,지방도로(야간) 사고 감소 제안,도시・교통,2022-11-18,기간종료,,편도 2차선등 도로에 호루라기 소리로 주의 집중효과. (고속도로내 터널내 호루라기 소리 및 형광등참고) 제주도는 속도제한이 많긴 하지만 괸광객들의 초행 운전으로 안전사고가 날어나고 있음. 이에 안전조치(터널내 호루라기 소리등)를 설치하면 사고 감소에 효과적일거라 생각됩니다. ,,,https://jejudsi.kr/issue/1WpK/PROPOSE,[],,
jejudsi_AA93,대중교통이용 포인트환급제도,도시・교통,2022-10-25,기간종료,,대중교통을 이용하는 관광객에게 관광포인트 지급  제주도는 많은 관광객들이 찾는 세계적인 관광지입니다 그런만큼 교통을 이용하는 사람들이 많은데요  외국인들도 많이 찾지만 국내의 국민들은 1~2년에 한번씩은 제주도를 방문하는 것으로 알고 있어요그럴때마다 렌트카를 이용하여 다니는 경우가 많은데 렌트카가 아닌 대중교통을 이용하거나 걸어서 이동하는 사람들께 관광포인트 지급을 해서 제주도 지역에서 현금처럼 사용할 수 있게 제주도의 상점들과 제휴를 맺으면 구석구석 찾아가는 재미도 있을것 같고 교통사고 및 차량으로 인한 환경오염이 많이 줄지 않을까 하는 생각이 듭니다. 대중교통이나 도보이용은 앱을 만들어서 기록되게 하고 그 앱에 바로 포인트가 쌓이게 하는거죠  ,,,https://jejudsi.kr/issue/Aa93/PROPOSE,[],,
jejudsi_LYJD,제주의 자전거 공유 서비스 제안,도시・교통,2022-05-26,기간종료,,"청정 제주에 고질적인 문제점은 불편한 대중교통, 가구당 보유 자동차 증가, 렌터카 문제, 주차 문제, 전동킥보드 문제 등 복합적인 교통문제가 날로 심각해지고 있습니다. 전동킥보드가 교통의 대안으로 나오고 있지만안전사고문제, 이용후 도로에 방치되는 등의 문제가 있습니다. 그래서 제주 공유 자전거 서비스를 제안합니다. 이미 제주시 동지역에 일부 시행되고 있습니다.서울과 대전 등지에서는 서울 따릉이, 대전 타슈 등의 이름으로 활발히 이용되고 있습니다. 공유 자전거가 활성화 되면 청년층의 이동이 원활해지고, 교통문제와 환경문제에 긍정적인 효과를 가져옵니다. 우선적으로 서귀포 월드컵경기장 앞 광장에서 공유자전거 대여소를 시범 운영하는 것을 제안합니다!",,,https://jejudsi.kr/issue/LYJD/PROPOSE,[],,
jejudsi_A6VJ,제주공항에서 버스타러가는길이 어려워요,도시・교통,2022-05-20,기간종료,,제주도에서 버스 타려고 가면 어찌 나가야 하나요무언가 안내가 없어 복잡해요,,,https://jejudsi.kr/issue/A6Vj/PROPOSE,[],,
jejudsi_ARQQ,다니기 쉬운 도로,도시・교통,2022-05-12,기간종료,,				 제주를 자동차를 타고 돌아다니면 회전 교차로가 굉장히 많은 것을 알 수 있습니다. 관광으로 온 사람들은 네비게이션에 의지해서 이동을 하게 되는데 알아 듣기 애매한 설명을 듣기도 합니다. 운전이 미숙한 젊은 층이나 길을 잘 찾지 못하는 관광객의 경우 사고로 이어지는 경우가 생길 수 있는데 회전 교차로의 도로에 색깔을 칠하고 어느 방면이라는 글씨를 써 주면 길 찾기가 쉬워져 사고로 이어지는 일이 줄어 들 것 같아 제안합니다.		,,,https://jejudsi.kr/issue/ArQq/PROPOSE,[],,
jejudsi_LQL6,도로공사 실시간 위치 지도 어플,도시・교통,2022-04-09,기간종료,,"				오늘 중산간동로를 운전하다가 대형트럭이 갑자기 멈춰서는 바람에 사고가 날뻔했습니다. 알고보니 도로공사를 하기위한 트럭이었습니다. 1차선길을 막아놓고 차량통행에 방해를 하면서도 안전표지판 하나 없었습니다. 이런 부조리한 공사와 사람들이 받는 피해를 어떻게 해결할 수 있을지 고민하였습니다.도로에서 공사를 하는 현장들을 우리는 쉽게 볼 수 있습니다.그런데 왜 공사를 하는지 누가 공사를 하는지 우리는 모릅니다.그게 당연한걸까요?문제정의1. 공사장 근처에서 일어나는 교통사고가 빈번합니다.2. 도로공사장의 안전수칙이 잘 지켜지지 않습니다.3. 받은 피해에 대해서 손쉽게 소통할 수 있는 곳이 없습니다.제안사항제주도내 도로공사 상황을 실시간으로 등록한 지도 어플.- 각 현장마다 담당하는 업체 정보, 공사이유 및 목적, 공사기간등 기입- 현장공사에 대한 시민들의 평가를 할 수 있는 소통공간- 피해를 받은 상황에 대해 현장을 클릭후 바로 신고가능		",,,https://jejudsi.kr/issue/LQl6/PROPOSE,[],,
jejudsi_1NYQ,깨진 도로 개선 사업,도시・교통,2022-04-08,기간종료,,				제주도를 여행하다 보면 일반 도로나 외곽 도로에서 깨진부분을 많이 발견하게 됩니다. 특히 육지에서 오신 분들이 운전을 하시면서 제주도 길 노면이 너무 안좋다는 불만을 많이 재기 하십니다. 렌트카 비중이 높은 제주이기 때문에 차량의 손상이 갈 수 있는 노면상태를 개선할 수 있는 사업이 필요합니다.각 지역 별 도로 노면 상황 파악하여 깨지고 튀어나온 노면 정리 		,,,https://jejudsi.kr/issue/1nYq/PROPOSE,[],,
jejudsi_RLPP,도시계획에서 도로정책관련하여,도시・교통,2022-03-22,기간종료,,"				제주도는 원형으로 된 섬입니다.도내에서 이동에 대한 계획은 도로를 바탕으로 하고 있습니다.이에 기준도로의 적용과 더불어 앞으로 나갈 미래에 대한 제안입니다.모든 도시에서 이동은 행의 영역입니다.이는 도시계획에서 도로정책과 관련한 정의를 기반으로 해야 합니다.""기준도로"" 제주도의 기준도로는 무엇인가? 라고 물어 본다면 환상도로의 형태가 될것입니다.제주도 외곽의 주거지역을 연결하는 도로의 형태는 환상도로입니다.제주도의 미래모습을 어떻게 만들어 가야 하는가?		",,,https://jejudsi.kr/issue/RlPp/PROPOSE,[],,
jejudsi_LB8W,우리동네 소식통통,도시・교통,2021-10-22,기간종료,,"				지난 8월, 한밤중에 저공비행하는 경비행기 때문에 불안했던 적이 있었는데다음 날, 기사를 보니 도내 하천을 관리하는 ‘디지털 트윈 방식의 하천 플랫폼 구축’ 사업을 위해 제주도가 이륙 시킨 촬영용 소형 경비행기 때문이었습니다. 늦은 밤 11시에 조사를 해야된다면 미리 주민들에게 충분한 안내를 해야하지 않나 하는 생각이 들었습니다.* 기사링크: http://www.jejusori.net/news/articleView.html?idxno=332586이 외에도 동네 도로에 전선줄이 떨어져 있거나 불법 부착물 등이 생겼을 때 어떻게 해결해야 하나 고민하다 ""우리동네 소식통통"" 앱을 제안합니다. 위와 같은 일들이 생겼을 때는 보통 동사무소에 연락을 하게 되는데 대게 근무시간이 아닐 때가 많습니다. 많은 분들이 퇴근 후 동네를 다니다가, 집에서 쉴때 겪는 일들이기 때문에 24시간 창구가 필요합니다.우리동네 소식을 듣고 불편사항을 해결할 수 있는 앱 '우리동네 소식통통'을 제안합니다. 1. 우리 동네 소식을 알려주는 창구 역할     - 각 지역별로 어플을 만들는 것보다 사용자 위치기반으로 해당지역의 소식, 안내사항을 받을 수 있는 형태     - 지역선택은 위치기반 또는 카테고리 선택으로 자유롭게 선택 가능     - 동사무소에서 해당 지역의 소식, 공지들을 수시로 제공2. 동네에서 발생하는 문제점, 불편사항 접수처 기능   - 도로에 떨어진 전선줄, 통행에 방해가 되는 쓰레기 무단 투기, 갑자기 생긴 불법 부착물 등을 24시간 접수할 수있는 접수처   - 불편사항 접수시 담당자 지정 또는 관할 부서 지정 여부 안내와 처리결과 안내까지 서비스",,,https://jejudsi.kr/issue/LB8W/PROPOSE,[],,
jejudsi_1EXO,디지털 기술을 활용한 시민 참여형 안전한 도로 만들기,도시・교통,2021-10-14,기간종료,,"				도로을 운전하거나 걸어서 이곳 저곳을 다니다 보면 도로가 훼손되어 1) 자동차 운행에서의 불편함(타이어 마모, 펑크 등 발생)2) 자전거 운행 시 넘어짐(제주 신문고 사례)3) 도보시 접지름4) 신호등이 돌아감, 중앙분리대가 넘어짐 등여러 가지 불편사항 등이 발생하고 있습니다.제주도에서 도로포장관리시스템을 도입하며 운영 중이지만, 보수방법에 대한 것이고실제 도민들이 느끼는 부분인 파손 발생 여부 파악, 빠른 보수가 중요할 것으로 보입니다.그래서 생각한 아이디어는IT 기술을 접목하여 공영제인 버스, 지원금을 받은 택시, 도민이 함께 참여하여 실시간으로 도로위의 상황을 파악하고, 제주도(국도 관리 제주도 이양됨)에서 빠르게 보수를 진행한다면, 도민/관광객 등 모두가 도로(신호등, 가로등, 도로위 물건, 포트홀 등) 훼손에 대하여 좀 더 안전하게 생활할 수 있지 않을까 싶습니다.1. 아이디어 핵심내용  -  IT기술을 접목하여 버스, 택시, 도민이 함께 도로 상황 파악하고 도에서 빠른 보수를 가능하게함 2. 문제 정의 1) 전국 포트홀 현황(2016~2018) (출처: 라이프타임즈, [국정감사] 포트홀, 연평균 21만 건 발생.. 대답없는 국토부, 2019.10.2.)   - 3년간 총 65만 7993개의 포트홀이 발생했으며, 연평균 21만 건 발생규뷴포트홀(건수)인적사고물적사고(건수)피해보상액(천원)도로보수비용(천원)사고사망일반국도*121,20201241123,000583,579,000고속도로**25,9210 391,311,000413,888,000지방도536,76665414,8733,167,98872,700,168계657,99365425,1534,601,9881,070,167,168  * 국토교통부가 관리하고 있는 일반국도 및 고속도로의 2019년 포트홀 통계가 취합되지 않은 관계로 2016년부터 2018년까지 최근 3년간 자료를 활용하였음. **일반국도 및 고속도로의 도로보수비용은 포트홀 보수비용과 포장보수비용을 합한 값임. 포장보수의 경우 포트홀 중 일부(포장 보수공사가 예정된 구간 등)는 포장 보수공사로 복구되었음.  -  제주의 경우 포트건 2,987건, 피해보상액 600천원, 도로보수비용 40,000천원 이었음 2) 2020년 도로 보수실적  - 2020년 도로 보수 실적은 총 4,087,566백만원이며, 이중 포트홀은 502,966개소, 24,305백만원(출처: 도로 및 보수 현황 시스템)  - 2020년 제주특별자치도 지방도 도로 보수실적은 총 18,380백만원 이며, 이중 포트홀보수는 1,007건 34백만원임, 도로 균열, 포장예정의 경우 덧씌우기, 재포장으로 진행 한다고함(출처: 국토교통부 통계누리) 3) 2020년 싱크홀, 포트홀 사례 - 제주시 인터넷 신문고 사례를 보면, 자전거 이용 중 싱크홀로 낙사 사고 발생(인화초등학교 인근 주유소 앞)  - 1100로, 제주공항 입구 교차로, 제주대 입구 사거리, 연동과 일도2동 인도 싱크홀 발생(출처: 제주일보, 2020.8.02. 장마 끝나자 도로/인도 곳곳‘푹’꺼져)  4) 관련 IT 기술을 활용한 도로 파손 정보 획득 사례  - 보스턴시 사례    ⦁ 보스턴은 미국 최초의 지하철, 가장 오래된 빌딩이 있는 대도시로, ‘스트리트범프’라는 앱을 개발해 시민에게 배포    ⦁ 스마트폰에서 실행한채 운전하다 도로가 파인곳을 지날 때 앱이 감지해 도로의 현 위치정보를 서버로 전달    ⦁ 데이터를 분적해 단순문제 인지, 함몰된 곳인지 분석하고 실제 보수 필요시 시의 도로 교통관리 부서에 알려 수리    ⦁ 시민의 참여를 통해 도로 상태에 대한 빅 데이터 수집, 빠르게 도로를 복구하여 시민의 안전을 높이며, 시의 도로 유지보수 비용 절감  - 건설기술연구원 연구사례(한국건전기술연구원 블로그 https://blog.naver.com/feel_kict/222422336847    ⦁ 완전 합성곱 신경망 구조의 합습을 통해 차량 주량 중 촬영된 노면 사진에서 포트홀 파손 부위를 분류하는 AI 학습 모델 개발    ⦁ 도로를 주행하며 촬영한 영상에서 10,000장의 노면 파손 이미지를 추출 후 여러 기법(K-fold cross validation, 최소평균제곱오차, ADAM)을 활용하여 모델 생성  - 서울시 신고포상금 공포 사례    ⦁2020년 도로파손 신고시 신고포상금 지급    ⦁도로위 포트홀 뿐만아니라, 가로등 파손등 도로 및 보도의 불편사항 포함3. 아이디어 구체화 제안 1) 아이디어 모티브- 위 관련사례에서의 스트리트범프, 건설기술연구원 연구사례, 서울시 신고포상금 사례를 융합하여 제주형 도로현황 탐지 플랫폼 구축- 버스, 택시를 기반으로 IT 기기와 AI 등 DNA(data, network, AI)를 활용하여 자동탐지 및 통보 시스템 구축과 지역 시민들의 신고를 통합한 플랫폼을 구축2) 제주형 안전 도로 플랫폼(가칭)   - 전체 시스템 개요- 제주지역의 버스 노선 중 운행 도로가 겹치지 않는 버스 선정    - 읍면동 별 운행되는 택시 회사 중 몇 개를 선정   - 시민들이 언제 어디서든 활용하여 신고할 수 있는 앱, 웹 제작   -  전체 신고 및 탐지 기능에 대한 통합 관리 시스템 구축하고 이를 기반으로 보수 요청 3) 시민 참여도를 높이기 위한 제안(포상금 등)   - 서울시 사례에서처럼 신고에 대한 포상금 형태의 인센티브 지원     가) 신고 및 탐지 상황을 알수 있도록 앱, 웹 상에 공개     나) 시민의 신고 접수 시 가장 먼저 신고한 자에게 인센티브 지원     다) 인센티브는 포인트 형태로 가공되어 개인에게 지급     라) 사용처 제한        ⦁ 제주 경제통상진흥원, 이제주몰 등 제주에서 운영하는 사이트에서 활용가능 하도록 지원       ⦁ 또는 인센티브를 모아 기부하여 추후 종합소득세, 연말정산 등에서 혜택이 할수 있도록 지원         ※ 예전 주차신고 포상금 등 인센티브만을 위한 부분을 제한하고 시민의 참여를 높이고자 함 4. 최종 정리  1) (자동탐지) 버스, 택시를 활용하여 도로 상황에 대하여 자동탐지   - 버스 노선별, 지역 택시 선정  2) (시민참여) 앱과 웹을 통하여 시민이 참여하여 도로상황 신고  - 신호등, 포트홀, 도로까임, 도로위 물체 등 도로위에서 발생한 모든 상황에 대하여 신고  3) (포상) 시민 참여에 대하여 인센티브를 제공하며, 이를 사용하는 사용처는 제주도 몰 또는 기부 형태  4) (보수)신고 및 탐지된 상황에 대하여 제주도 관련 부서에서 빠르게 보수 진행 ",,,https://jejudsi.kr/issue/1EXO/PROPOSE,[],,
jejudsi_RWKM,제주도 내 렌트카와 배달오토바이 일반인 차량을 이용한 차량용 옥괴광고 개발,도시・교통,2021-08-13,기간종료,,"				일자리 분야 사회공헌사업 아이디어 배달 오토바이의 안정성 및 부업지역 택배의 부업제주도 지역 내 관광객 렌트카를 활용한 사업50-60대 차량을 가진 어르신들의 부업  ① 자동차 및 오토바이를 가진 청년‧여성‧5060‧어르신 일자리 창출 사업② 차량 광고를 통한 관광객 민간일자리 창출 사업③ 4차 산업혁명을 활용한 사업④ 기존 일자리사업 시행 확대   - 청년창업사관학교8기 (우수졸업) / 9기 졸업   - 중소벤처기업부지원 전국대학원생기술 창업경진대회 장려상    - 고려대학교 캠퍼스타운 동상   - IBK 사회적 기업 창업경진대회 수상   - 산업통상자원부 공공데이터 활용 공모전 대상 (장관상 수상)   - 특허 출원 출원번호 : 한국/1020180121665   - GEC+ 타이페이 스타트업 창업 피칭 (한국대표) 발표 완료   - 벤처기업인증확인 제20200402165호 중소기업진흥공단렌트카와 배달오토바이 일반인 차량을 이용한 제주도 차량용 옥괴광고 개발일자리 분야 사회공헌사업 아이디어 배달 오토바이의 안정성 및 부업지역 택배의 부업제주도 지역 내 관광객 렌트카를 활용한 사업50-60대 차량을 가진 어르신들의 부업 ① 자동차 및 오토바이를 가진 청년‧여성‧5060‧어르신 일자리 창출 사업 ② 차량 광고를 통한 관광객 민간일자리 창출 사업 ③ 4차 산업혁명을 활용한 사업 ④ 기존 일자리사업 시행 확대 소셜미션차량 반사판, 반사띠 미부착으로 인해 늘어나는 교통사고현황 해결버스 위주로 몰려 있는 교통 옥외 광고 시장을 개개인에게 파급함으로써 시장의 크기 및시장성 향상노동 대비 취약계층 운송노동자의 부업을 통한 경제적 처우 개선 비전제주지역 이동형 옥외광고를 통한 고용 창출 및 운전자 안전성 증대",,,https://jejudsi.kr/issue/RwKm/PROPOSE,[],,
jejudsi_L423,안전한 전동킥보드 이용을 위한 퍼스널 모빌리티 데이터 구축 제안,도시・교통,2021-07-05,기간종료,,"				1. 요즘 전동킥보드가 부쩍 많아졌습니다. 인도에 방치된 전동킥보드를 많이 봅니다. 보행하는 데 방해가 될 것 같습니다. 전동 킥보드를 잘 보관해두고 관리가 잘 되면 좋겠습니다.2. 전동킥보드를 외곽에서 몇 번 타보았는데요, 타는 것은 재미있었는데, 처음 가보는 길에서 탔을 때는 차량때문에 불안하기도 했습니다. 안전하게 탈 수 있으면 좋겠다고 생각했습니다. 전동킥보드를 안전하게 탈 수 있는 도로를 미리 알 수 있다면 좋을 것 같습니다.최근 일상에서 많이 보급되고 있는 퍼스널 전기 모빌리티의 안전하고 효율적인 이용에 관하여, 한가지 제안하고 싶습니다. 퍼스널 전기모빌리티에는 전동킥보드, 전기자전거, 전기스쿠터 등이 있습니다. 최근에는 보급이 많이 되어서 우리 주변에서도 많이 볼 수 있게 되었습니다. 퍼스널 전기모빌리티는 ""대중교통이용 편의증대""와 ""탄소배출 절감"" 두 가지 면에서 가능성을 가지고 있습니다.1인당 자동차 보유량이 전국 최고에 달하고, 대중교통 이용률은 낮은 제주의 경우, 대중교통이 닿지 않는 곳, 시간을 채워주는 퍼스널 모빌리티는, 대중교통 이용의 편의성을 높여주는 존재라고 생각합니다. 또한 전기를 사용하기 때문에, 탄소 배출 절감에도 좋다고 생각합니다.퍼스널 모빌리티는 일상 속의 이동 뿐 아니라, 레져와 여가 활동에도 쓰일 수 있는데요, 이 두 가지를 나누어서 생각해 보겠습니다.무엇보다 중요한 것은 ""안전""이라고 할 수 있습니다. (PM 이용자 관점)일상 속에서 이동할 때는, 퍼스널 모빌리티로 이동하는 도로의 상태가 매우 중요해 보입니다. 이용자의 입장에서는, 도로가 퍼스널 모빌리티를 타기에 안전한지 확인할 수 있어야 합니다. 도로 인프라를 관리하는 입장에서도, 이 정보를 확인할 수 있어야 대응할 수 있을 것입니다. (PM 비이용자 관점)퍼스널 모빌리티의 안전 뿐 아니라, 도로의 보행자의 안전과 편의도 중요합니다. 그러기 위해서는 퍼스널 모빌리티를 아무곳에나 비치하지 않고, 비치 공간 등을 표시하여, 이 구역에 퍼스널 모빌리티를 보관하도록 하는 것이 필요할 것입니다. 다만, 이런 구역을 표시하기 위해서는, 어느 구역에 표시해야 할지를 조사하는 작업이 필요할 것입니다. 도민이나 제주도 방문객의 레져와 여가 활동에 쓰이는 경우에는, 익숙하지 않은 지역에서 이용을 하게 되다보니, 어떤 코스에서 타면 풍광이 좋은지, 어떤 코스에서 타면 안전한지 등을 미리 안다면, 이용에 도움이 될 것입니다. 또한 어느 위치에서 휴식할 수 있는지 또한 미리 알 수 있다면 좋을 것입니다!점점 이용이 증가하는 퍼스널 모빌리티, 서비스가 안전하게 운영하고 활성화될 수 있도록, 안전하고 효율적으로 이용하기 위한 정보와 데이터를 구축하여 퍼스널 모빌리티 노선 안내 등과 연계될 수 있도록 구현하여 이용자들에게 제공할 것을 제안합니다!",,,https://jejudsi.kr/issue/L423/PROPOSE,[],,
jejudsi_A6XO,ICT를 활용한 제주 도심지역 주차난 해소,도시・교통,2019-10-29,기간종료,,"- 제안 취지(제안에 관심을 가지게 된 이유, 계기)- 차고지증명제, 도심진입억제 등 규제위주로 교통정책이 시행되고 있으나 기존 Infra 효율적 활용 병행에 대한 고려 필요- 사회적 불법주차로 인한 사회적 비용 과다: 서울시 연 1,197억 (장재민·김태형, 교통연구 24(3), 2017, 45-59면)- 배회비용도 불법주차와 마찬가지로 상당한 사회적 비용 유발 추정- 제안의 중요성(제안한 사회문제가 중요한 이유)- 글로벌 경기하강 및 제주특별자치도의 세수감소 예상되는 등 재정투자 여력 감소 불구 증가하는 차량 및 교통난- 기대효과- 주차난 해소로 교통통행 원활화- 주차칸 찾기 위한 배회비용 감소로 사회적 손실 방지		",,,https://jejudsi.kr/issue/A6XO/PROPOSE,[],,
jejudsi_LQXG,랜트카 급증 심각한 도로 혼잡의 주범,도시・교통,2019-09-29,기간종료,,"- 제안 취지(제안에 관심을 가지게 된 이유, 계기)저희는 현재 오현고를 재학중인 학생들입니다. 저희 팀에서 한 친구는 신제주에서 통학을 하고있는데 그 친구의 하교길과 퇴근길이 겹쳐서 학교를 끝나고 이제 가려 하는데  차가 너무 막혀 집으로 가는 시간이 힘들다고 합니다. 그런데 그친구는 항상 차 안에서 (하나 호 히읏)과 같은 랜터카들이 대부분 도로위를 달리고 있는 모습을 항상 보았다고 저희에게 터놓았습니다.  저희는 이에 음... 어떻게 해야 교통문제를 줄일수 있을까? ""제주도 도민 보다는 관광객들이 차도를 더많이 이용하고 매년 1000만 관광객들이 오긴 하지""라며 생각을 넓혀나갔고 이에 대해 관심을 갖게 되었습니다, 따라서 저희는 제주도의 교통 혼잡지역을 조사하여 혼잡지역에 버스에 수를 늘리고 이를 적극적으로 관광객들에게 대중교통에 편리함을 알려야한다고 생각합니다. 제주는 버스만족도 전국1위 같은 타이틀과 청정도시 이미지를 살려 버스또한 친근하게 다가갈수 있다고 생각합니다.또한 그 동안에 홍보는 너무 제주도를 입도한 후 버스의 편리성을 알게 되어 랜트카를 빌린 후 아무런 소용이 없었다고 생각합니다. 따라서 관광객들이 여행을 계획할때나 그들의 지역에 있을때 제주 버스에 대해 더욱 잘알게 하기위해 인터넷 사이트나 tv광고등 더욱 공격적인 마케팅이 필요하다고 생각합니다. 또한 렌트카 업체들이 일정 수준에 차량 소유량을 지키면 보상금을 주는 제도도 좋다고 생각합니다.렌트카 업체들 또한 관광에 특성상 일정기간 성수기 때 차들이 급격히 빠져 나가는 것을 느끼고 이에 차량 유지비 관리비 공간비용 보험료등 각종 비용들로 골치입니다.이를 차량 수량 제한시 보상금을 지급하므로써 렌트카 업체들도 소유 차량을 줄이는 방향으로 틀면서 대중교통 이용를 더욱 폭발적으로 이루어 낼수 있을것입니다. - 제안의 중요성(제안한 사회문제가 중요한 이유)제주 거주민들은 렌트카들에 급증으로 많은 불편을 격고 있습니다. 이러한 정책을 실시하게 된다면 제주는 관광객들과 제주거주민들에 서로 간의 win win이 가능해지고 차량또한 줄어 드니 더불어 제주의 청정 이미지와 환경오염물질 배출에도 좋은 영향을 끼칠 것이라고 생각합니다.- 기대효과제주 거주민들에 삶에 대한 만족도 향상관광객들은 적은 비용으로 많은 곳을 더욱 돌아다닐수 있음도로위 시간 지연을 줄이므로 제주가 전반적으로 엄청난 이익을 얻을수 있음.렌트카들에 감소로 제주가 더욱 환경친화적으로 바뀜",,,https://jejudsi.kr/issue/LqXg/PROPOSE,[],,
jejudsi_RK4D,제주도 플랫폼 택시 사업 제안,도시・교통,2019-09-18,기간종료,," 제안의시작- 평소 택시를 운전하며 느낀 여러 가지 문제점들을 고민하던 중 제주도와 연관된- 다양한 사항을 좀더 효율적으로 개선할 방안을 찾아 실천하고자함 문제의 중요성대한민국 최대의 관광도시 제주도는 관광수익이 높은 지역임에도 불구지하철이 없고, 버스 운행 노선, 간격은 서울 등 대도시에 비해 오래 걸림택시를 잡기위해서는 46개나 되는 많은 택시 호출 회사중 적어도 3~4개 이상의연락처를 알고 있어야 하며, 택시 수요가 많은 시간에는 여러 콜센터에 운행 가능한택시를 문의해야 함에 따라 도민은 물론 관광객들이 외곽 지역에서 택시를 잡기위해20~30분 정도 걸리는 불편함이 있음예시) 제주도 택시 민원이나 인터넷 검색 및 다수의 제주도 방문객들에게 확인한 결과 토론 중점내용- 제주도 관광을 위해 기존의 콜 전화 방식으로는 다수의 콜센터 번호를 알아야하는 불편함과시간 낭비를 줄이고 보다 효율적인 택시 운행을 위한 대안 마련 문제정의 최종요약디지털 시대의 아날로그 방식, 46개 택시콜센터 운영으로 3~4개 이상 콜택시회사 연락처를 알고있어야 하고 일일이 전화를 걸어 위치를 설명하는 불편함,불편한 교통수단으로 인해 다수의 관광객들은 렌트카를 이용하는 바, 교통정체 및 주차장 부족 등다양한 문제발생보다 쉽고 편리한 택시 호출 방식 도입으로 택시기사 수익 증대 및 도민과 관광객의 편리한 택시이용을 위한 해법마련- 제안 취지(제안에 관심을 가지게 된 이유, 계기)  서울에서 1년 반 정도 택시를 운전하였으며 평소 택시 콜앱을 사용하며 불편했던 점을 개선하여  좀더 편리하게 이용하는 방안을 꾸준히 생각해왔습니다.  - 제안의 중요성(제안한 사회문제가 중요한 이유)  제주도의 택시요금 인상에 따른 도민 및 관광객들의 기대치 증가  제주 시내 이외지역의 경우 도민 및 외부 관광객들의 택시 이용 불편    1. 콜센터 이용의 경우    승객 => 콜센터 => 소속기사 빈택시 없는경우 => 다른 콜센터 => 기사확인 배차 => 승객에 이동    (제주도 외곽의 경우 택시호출에 30분 이상 걸리는곳도 있음, 콜센터 연락처 다수를 알고 있어야함)     46개 소규모 콜센터들은 한건당 1,000원을 받아 인건비도 안나오는 열악한 상황임    쉽고 편리한 콜 앱의 활성화 및 콜 센터 통합관리가 효율적임    2. 카카오 및 티맵 택시 이용의 경우    승객 => 주위 5~10택시에 동시 호출 => 거리 상관 없이 랜덤하게 먼저 누른사람이 배차됨 => 승객에 이동    (가까운곳에 택시가 있어도 멀리서 먼저 누른 택시가 배차됨, 승객이 원하는 택시를 골라탈수 없음)    3. 제주도 택시호출 앱    승객 => 앱에 나온 가까운 택시 콜 => 승객에 이동      앱을열어 내주위에 운행가능한 가까운 위치의 빈 택시를 승객이 직접 호출해서 빠르게 이용    (차종, 흡연여부, 차고지, 고객평가, 와이파이, 충전기, 물티슈, 공기청정기 등 차량내 비치품 확인 가능)     - 기대효과  택시 서비스 증진 및 쉽고 빠른 택시 호출로 승객과 택시 기사 모두 윈윈할수 있는 시스템 구축  제주도내 5,345대의 택시를 보다 효율적으로 운행함과 동시  택시의 편리하고 쉽고 빠른 이용을 확대하여   기사는 승객운송시간 증대로 수익 증가승객은 쉽고 빠르게 택시 이용 승용차나 랜트카 사용 감소유도불필요한 택시 배회운행 감소로 에너지 낭비 감소 및 환경오염 감소고질적인 교통 정체문제를 조금이나마 완화고객평가 누적 데이터를 이용 승객민원 행정지도 참고 가능   제안서는 별도 작성하였으며 관련부서 담당 및 개인, 법인 택시협회분들을 만나 제안드리고 싶습니다.		",,,https://jejudsi.kr/issue/RK4d/PROPOSE,[],,
jejudsi_1ZMD,전기차 충전완료 문자서비스 도입,도시・교통,2019-09-18,기간종료,,"- 제안 취지(제안에 관심을 가지게 된 이유, 계기)전기차 오너로서 보다 효율적인 전기차충전기 사용효율을 높이려는데 그 취지가 있습니다.- 제안의 중요성(제안한 사회문제가 중요한 이유)1. 관광객 및 일부 도민 중 전기차충전기 사용에티켓 숙지 부족으로, 충전완료후에도 차량의 계속방치로 인해 필요한 분들에게 충전서비스를 제공하지 못하는 경우가 종종 발생하고 있음.2. 충전완료, 충전기 고장 및 특이사항 발생시 QR코드 또는 문자서비스 알림을 통해 충전기사용이 익숙하지 많은 불특정다수 고객에게 찾아가는 서비스를 제공할 수 있음.- 기대효과충전상황(충전시작시 예상대기시간, 충전완료시 알림)을 고객에게 실시간 문자서비스를 함으로써1. 불필요한 대기시간 감소2. 충전완료후 신속한 차량이동을 통해 타 차량의 충전서비스에 방해를 주지않는 충전에티켓 상승3. 도외 관광객들에게 전기차의 새로운 경험 제공 등4. 향후 전기차이프라 및 전기차관련 정보공유에도 활용가능		",,,https://jejudsi.kr/issue/1zMD/PROPOSE,[],,
