id 값,제목,분류,프로젝트 시작,프로젝트 종류,상세 내용,제안의 시작,주요제안(문제정의),해결방안,링크,미추진 사유,공감투표 참여안내,참고자료
jejudsi_1WPK,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/1WpK/PROJECT,[],,
jejudsi_AA93,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/Aa93/PROJECT,[],,
jejudsi_LYJD,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/LYJD/PROJECT,[],,
jejudsi_A6VJ,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/A6Vj/PROJECT,[],,
jejudsi_ARQQ,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/ArQq/PROJECT,[],,
jejudsi_LQL6,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/LQl6/PROJECT,[],,
jejudsi_1NYQ,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/1nYq/PROJECT,[],,
jejudsi_RLPP,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/RlPp/PROJECT,[],,
jejudsi_LB8W,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/LB8W/PROJECT,[],,
jejudsi_1EXO,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/1EXO/PROJECT,[],,
jejudsi_RWKM,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/RwKm/PROJECT,[],,
jejudsi_L423,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/L423/PROJECT,[],,
jejudsi_A6XO,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/A6XO/PROJECT,[],,
jejudsi_LQXG,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/LqXg/PROJECT,[],,
jejudsi_RK4D,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/RK4d/PROJECT,[],,
jejudsi_1ZMD,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/1zMD/PROJECT,[],,
jejudsi_1GEG,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/1gEg/PROJECT,[],,
jejudsi_LXMD,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/LXmd/PROJECT,[],,
jejudsi_LQZM,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/LQZM/PROJECT,[],,
jejudsi_1EVW,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/1EVW/PROJECT,[],,
jejudsi_1OVB,,도시・교통,,기간종료,,,,,https://jejudsi.kr/issue/1oVB/PROJECT,[],,
