제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
공원 사용 구역나눔,"현황 및 문제점
사수동에 있는 공원에 활동할 수 있는 공간에 애완동물 금지가 붙어 산책하는 것이 불편해지고 있습니다. 산책을 하면서 개들끼리 만나면 서로 인사하고 장난을 치는데 거기서 통행을 방해하는 경우가 발생하고 있습니다. 서로의 입장차이로 인하여 싸움이 빈번하게 일어나고 있는 것이 문제입니다. 물론 반려인들만 방해하는 것이 아닌 사람들도 4명이 같이 지나가면서 나란히가서 통행을 방해할때도 있습니다. 그리고 아이들이 자전거 타는 곳이 아닌데도 엄청난 속도로 달립니다. 그럴 때는 개가 위험한지 사람이 위험한지 모르겠습니다.
그리고 개를 싫어하는 사람이 있듯이 아이를 싫어하는 사람이 있습니다.
개도 짖을수 있고 본의아니게 민폐를 끼칠수 있습니다. 그렇지만 개도 교육이 잘된 개가 있듯이 아이도 교육을 잘받은 아이가 있는 반면에 소리를 지르고 다니며 아이라지만 교육을 제대로 받았는지 모를 민폐를 끼치고있습니다. 그리고 자전거를 너무 빠르게 타고 다녀 부딪힐 뻔 한적도 많습니다. 이러저러한 일을 아이라고 봐주고 참고있는데 반려동물에 한해서는 너무 죄인 취급을 합니다. 귀여워하시는 분이있지만 자기 아이한테 가지도 않았는데 화부터 내시는 분이 있습니다. 하지만 전 아이가 저한테 소리지르며 킥보드 타고 오는 것이 정말로 싫지만 소리지르면서 화를 내는 것이 아닌 그냥 참을때도 많습니다. 킥보드나 자전거를 따로 타는 곳이 있는데도 불구하고 타고다니면서 폐를 끼치고 다니고 있습니다만 그 공간을 아이금지를 시키고 있지는 않습니다. 저는 아이나 강아지나 비슷하다고 생각합니다. 부모가 절제를 시키듯 주인이 절제를 시키는 것이 당연하다고 생각합니다. 개가 없을때도 부모들은 애가 그럴수도 있지 이러고 지나갑니다. 이것이 비록 일부사람만 그렇듯이 개도 일부개들만 짖습니다. 그 사람들이 개에대해서 자세히 알 필요가 없듯 저도 아이에 대해서 자세히 알필요는 없지 않습니까. 이것이 서로가 양보하고 배려를 하면 되는데 이 동네 아이엄마들은 오직 자기만 생각하여 문제가 발생하는 중입니다.
개선방안
타지역과 타동네에는 공원을 조성하면서 반려동물 전용산책로를 만들거나 공존할 수 있는 공원을 만듭니다. 첨부파일에 첨부하였습니다. 처음에는 공존할수있었는데 점점 반려동물이 있을 수 있는 곳이 줄어들어서 힘듭니다. 한강공원안 도서관옆에 인조잔디에 펜스를 치듯이 공원 일부분에 반려동물들이 편하게 다닐수 있는 공간을 만들고 펜스를 쳐서 반려동물과 반려인이 편히 다닐수있도록 했으면 좋겠습니다. 정자옆에 풀이 무성하게 자란곳에 사람들도 잘 안다니는데 그런곳에 했으면 좋겠습니다.
기대효과
개를 싫어하는 사람과 덜 마주칠 수 있고 산책을 하면서 통행방해를 덜할수있으며 시비와 싸움이 줄어들 것 같습니다. 반려동물을 키우시는 분들의 불만도 없어질것이며 아이가 갑자기 개에로 달려가 때려서 짖거나 개가 갑자기 사람한테 달려드는 일도 적어질것같습니다.
개도 스트레스가 풀려 사람에게 덜 관심을 가질것같습니다.",2021-08-22,"가. 구정 발전에 많은 관심을 가지고 제안하여 주심에 깊이 감사드리며, 귀하께서 국민신문고에 신청하신 제안(신청번호 1AB-2108-0023237/2AB-2108-0004831)에 대한 검토의견을 다음과 같이 알려드립니다.

나. 귀하께서 제안하신 내용이 한강공원 내 반려견을 위한 공간 조성을 요청하는 것으로 판단됩니다. 먼저 동반한 반려견을 통제할 수 있는 줄을 착용하여 공원에 입장하는 것은 가능하며, 공원은 이용객들 모두가 불편함 없이 이용 할 수 있도록 관리하는 것이므로. 반려견을 동반한 일부 이용객들의 편의를 위해 공원 내 일부 공간을 조성한다는 것은 형평성 등 전반적으로 고려하였을 때 적절하지 않다고 생각이 됩니다.

다. 위와 같은 사유로 귀하의 제안을 수용하지 못하는 점을 널리 이해해 주시기 바라며, 앞으로도 구정에 도움이 되는 다양한 제안을 부탁드립니다. 그 밖의 문의사항은 북구청 공원녹지과(☎665-2868)로 연락주시면 성실히 답변드리겠습니다.",2021-09-22,북구,답변완료
지하철 개찰구 통과요령에 관한 안내방송 추가,"현황 및 문제점
1. 지하철 이용을 위하여 개찰구를 통과하다 보면 카드나 승차권을 잘 못 인식시키거나 열차 시간에 쫒겨서 인지 급하게 통과를 시도하다가 오히려
"" 뒤로 물러서서 다시 대어 주세요"", "" 역무원에게 문의하여 주세요"" 등 에러가 발생하여 뒤에 대기하는 사람들의 눈쌀을 찌프리게 하는 경우가 많다
특히 처음 지하철을 이용하거나 어르신이 경우에 빈번하게 발생하고 있다
2. 승강기를 이용하여 개찰을 하는 경우 출입구가 하나여서 나오는 사람과 들어가는 사람이 동시에 카드를 갔다 대었을 경우 누구의 잘 못인지
파악하기 어려운 경우도 발생한다
3. 지갑내부에 두 개의 인시가능한 카드가 들어 있을 경우에도 발생한다
개선방안
1 .열차내에서 여러 가지 이용에 관한 안내방송이 수시로 방송되지만 이와 관련된 방송은 한번도 들은 적이 없다
열차내 이용에 관한 방송만 하도록 제한되어 있어서인지 모르지만 이와 같은 개찰 요령에 관한 내용도 안내해 준다면
이러한 실수를 방지 할 수 있다고 본다
* ""승차권 부정 사용시 30배를 부과한다 "" 한다는 내용은 열차 내에서 방송되고 있음
2. 예를 들면 "" 통과 직전 표시부에 ""통과가능"" 표시를 확인하고 카드를 인식시켜 ""띠~""하는 음이 나오면 통과해야 한다는 내용을
열차내 방송을 통하여 안내을 한다면 그런 실수로 당황해 하는 일으 없을 것이다
아주 쉬운 내용인지만 디지탈 시대를 적응 안된 어르신들이나 외국인에게겐 필요한 내용이다
3 승강기 이용자들은 승강기에서 나오는 사람이 우선이라는 점도 명시하면 혼선을 줄일 수 있다
기대효과
1. 지하철을 이용하는 사람들이 개찰과정을 정확히 지킴으로 지킴으로서 혼선을 피하고
지하철 역무원이 업무를 경감할수 있다
2. 어르신들이 영차 이용에 대한 두려움을 제거하여 즐겁게 여행할 수 있다
3. 카드나 승차권은 이상이 없는 데 이러한 상황이 발생하면 지하철 시스템에 대한 신뢰도가 떨어져 고객만족도가 덜어진다",2021-08-21,"안녕하십니까? 귀하의 제안에 대한 검토결과를 다음과 같이 알려드립니다.

귀하의 제안내용은 도시철도를 이용하는 사람의 개찰구 이용 혼선방지 및 통과질서를 위하여 개찰구 이용 안내방송을 하자는 것으로 이해됩니다.

귀하의 제안에 대해 검토한 의견은 아래와 같습니다.

가. 대구도시철도는 전동차 내 안내방송으로 배려석 안내, 다리꼬기 등 열차 내 에티켓 관련이나 열차 내 물품판매, 음주소란 신고 등 열차 내에서 일어날 수 있는 상황에 대비한 방송을 주로 하고 있습니다.

나. 또한, 자주 일어날 수 있는 상황이거나 궁금해하시는 부정승차, 각종 전화번호 안내 등을 방송하고 있으나 현재는 코로나 관련 방송으로 그 방송횟수가 많이 줄어든 실정이고, 개찰구 통과 요령에 관한 방송은 역사 내 방송으로 송출되고 있으며, ‘삑’소리를 듣고 통과해야하는 점은 대다수의 이용객들이 인지하고 있다고 판단됩니다.

다. 위의 사유로, 제안하신 개찰구 통과요령의 열차내 방송은 현재 송출되고 있는 에티켓 방송, 각종 비상방송이나 코로나 방송 등에 비해 송출 효과가 미미하고 방송시간 제약으로 불채택함을 알려드리니 양해 부탁드립니다.

라. 추가 개선사항이나 의문사항이 있으시면 대구시 철도시설과(박대일,053-803-6646)로 연락주시면 성심껏 답변 드리겠습니다.",2021-09-16,대구광역시,답변완료
대구 중구 홍보 방안 제안,"현황 및 문제점
1> 제안개요
홍보의 중요성을 적지 않은 예산과 인력을 투입하여 경쟁적으로 강조함에 비추어 본받을 만한 사례를 찾아보기가 쉽지 않은 실정입니다.
유익한 방안이 있더라도 적극적으로 추진할만한 곳을 찾기도 쉽지 않은 실정입니다.
이런 실정에 매우 다행스럽게 전국은 물론 세계에서 처음을 채택하여 이미 추진되고 있는 것을 소극적으로 방치하고 있는 듯한 부분을 보다 적극적으로 안내 정도만으로도 언론사들을 비롯하여 구민과 시민들은 물론 전국 고령자와 사회적 약자층, 다문화가정들과 세계 우리 해외동포들까지 매우 유용하게 활용할 수 있다는 점입니다.
개선방안
2> 제안내용
2020년 8월 27일에 국민신문고로 제안되어 채택한 신청번호
(1AB-2008-0014035)로 접수되어 처리(일;9월 22일)된 내용(제목;경북대학교를 비롯한 대구 대한민국을 전 세계인에게 알리면서 유익함 제공방안)이 홈페이지 배너 모음에
연동된 부분인 https://blog.daum.net/sse5404/572
그것을 확인하여 다음과 같이 활용될 수 있게 안내할 것을 제안합니다.
1) 대구 중구에서 전국 최초 개발 및 추진 사업들을 비롯한 세계 및 전국 최초 개발 및 추진 사업 사례들을 볼 수 있다는 점입니다.
2) 인터넷 주소창 끝부분 572나 다른 번호 대신 전국 114, 서울 117을 비롯하여 두세 자릿수만을 입력하여 전국 공공기관들 담당자들 연락처를 알 수 있다는 점입니다.
3) 인터넷 사용에 미숙한 분들(항시 존재하고 있는 처음 용자들) 전 언론사를 비롯하여 각종 검색창 사이트들을 쉽게 찾아볼 수 있다는 점입니다.
4) 대구 중구를 비롯한 대구 최우수 및 제1위 수상 선정 사례들을 쉽게 볼 수 있다는 점(지역별 사례집들과 비교 정보)입니다.
5) 확진자 확 줄어든 때의 대구광역시 계발 사례를 비롯하여 양구‧정선에선 한 명도 없었던 때를 지켜(11월8일까지)왔던 사례들을 볼 수 있습니다
6) 미스터트롯 톱7의 코로나 퇴치 송을 비롯하여 소상공인 관련 정보 사이트들을 쉽게 접할 수 있다는 것입니다.
*방법은 대구 중구청 홈페이지를 본인의 휴대전화기 바탕(초기)화면에 추가
해 놓고 활용해보면 현재 홈페이지 맨 아래에 구청 주소 위에 “배너 모음”을 “타 기관”으로 변경시켜 놓거나 새롭게 ”타 기관들“을
이것을(http://blog.daum.net/sse5404/572)
연결해 놓은 것을 제안합니다.
기대효과
3> 기대효과
앞의 제안 채택 본래의 취지와 전국에 좋은 본보기로서 가치를 체감할 기회 제공 효과를 비롯하여 지능 정보화 기본법, 적극 행정 운영 규정, 공공기록물 관리에 관한 법률 준수의 결과를 체감할 기회를 제공하는 효과 등이 있습니다.",2021-08-19,"접수번호 1AB-2108-0021019(접수일: 2021.8.23.) “대구 중구 홍보 방안 제안”에 대하여 「대구광역시 중구 제안제도 운영 조례」제12조에 의거하여 아래와 같이 답변하고자 합니다.

○ 답변내용
- 제안채택 여부 : 불채택
- 부서 검토의견

○ 귀하께서 제안하신 ""대구 중구 홍보 방안 제안""에 관한 부분은 ‘행정ㆍ공공기관 웹사이트 구축ㆍ운영 가이드(행정안전부)’에 따라 불채택함을 알려드립니다.

○ 귀하의 소중한 의견에 감사드리며 앞으로도 많은 관심 부탁드립니다.


붙임 : 국민신문고 제안. 끝.",2021-09-24,중구,답변완료
매호천 하구에 자전거 오아시스 설치 요청,"현황 및 문제점
매호천일대에 자전거이용 주민이 증가하고 있다.
하구에 쉴수 있는 정자,의자,화장실 등이 없어
불편하다.
개선방안
매호천하구는 남천,매호천,금호강 등이 결합되는
교통요충지이다. 자전거이용중 필요한 휴식처가
필요하다. 공기주입구설치, 쉴수있는 정자,화장실 등
매호천일대는 시지주민의 산책,자전거타기 등의
활동이 빈번한 곳으로 교차지에 설치하면 편리하게
이용할것이라 생각된다.
기대효과
주민 편의시설 확충으로 매호천 이용 만족도 향상",2021-08-15,"1. 안녕하십니까? 귀하께서 국민신문고를 통하여 우리구청으로 제안요청하신 매호천 하구 자전거 오아시스 설치 건에 대해 다음과 같이 답변 드립니다.

2. 먼저 귀하의 매호천 하구 자전거 오아시스 설치 의견에 대하여 감사의 말씀을 전합니다. 제안의 요지는 매호천 하구 남천, 금호강과 만나는 지점에 자전거이용에 필요한 휴식공간 확보 및 편의시설 확충으로 해석되며 다음과 같이 답변 드립니다.

3. 귀하의 제안 사항에 대하여 검토한 의견은 다음과 같습니다.
가. 매호천 하구는 현재 저희 구청에서 사색있는 산책로 조성사업을 통하여 산책로 조성을 추진하고 있습니다.
나. 매호천 하구 인근에 산책로 조성 및 경관단지를 조성을 통하여 화장실 및 휴식공간을 확충중에 있으며, 부산지방국토관리청에서
금호강 제방확장 공사 후 벤치 및 공기주입구 등 편의 시설을 확충할 계획에 있습니다.
4. 이와 관련하여 보다 자세한 설명이 필요하거나 궁금하신 사항에 대하여는 건설과 김재영(053-666-2996)으로 연락주시면 친절히 답변해 드리겠습니다.
귀하의 가정에 평안이 함께하시길 기원합니다. 감사합니다. 끝.",2021-09-17,수성구,답변완료
불법현수막 제거 요청,"현황 및 문제점
대구 만평네거리 기업은행 방향의 불법현수막
제거 요청 드립니다.
개선방안
요청해주세요.
기대효과
대구 시민들에게 불 필요한 정보제공을 막으며, 사고를 줄일 수 있음.",2021-08-15,"○ 먼저 구정에 깊은 관심을 가져 주신 데 대하여 감사합니다.
○ 귀하께서 제안하신 ‘불법현수막 제거요청’에 대해 아래와 같이 답변 드립니다.
○ 귀하께서 제안해 주신 현수막건은 이미 현수막을 철거 조치를 하였으며.
○ 소중한 제안을 해주신 점 감사드리며, 추가 문의사항은 서구 도시재생과(☎ 053-663-2844)으로 연락주시면 정성껏 답변 드리겠습니다.
감사합니다.",2021-09-30,서구,답변완료
대구의 자랑 3호선의 명칭을 통일 시켜 주세요 혼란 스럽습니다.,"현황 및 문제점
안녕 하세요 ?...
대구의 자랑이자 대구의 자존심이라 해도
과언이 아닌듯 싶은 3호선이 오늘도 힘차게 대구의 도심을힘차게 씽씽 달리고 있습니다
대구시민의 한사람으로 자랑스럽게 생각합니다....

아쉽게도
공식명칭이 아쉽습니다.
어떤분들은 하늘열차라 하시기도 하구요
어떤분들은 모노레일 이라 하시구요..
또 어떤분들은 3호선 이라 하기도 합니다 ㅎㅎㅎ
또 어떤 분들은 경전철 이라고도 부릅니다....

많이 혼동 됩니다
개선방안
하나로 통일 시킴으로
맑고 밝은 친절한 도시 대구의 이미지가
명확하고 희망이 넘쳐 흐릅니다....
기대효과
대구하면 제일 먼저 떠오르는
희망이 넘쳐흐르는
그야말로 지하에는 지하철...

지상에는 친절택시와 버스...

하늘에는 전망대 열차...

대구의 상징이며 활기넘치는 도시가 될것을 확신 합니다..",2021-08-07,"안녕하십니까? 귀하의 제안에 대한 검토결과를 다음과 같이 알려드립니다.

귀하의 제안내용은 도시철도 3호선의 명칭을 하나로 통일 하자는 것으로 이해됩니다.

귀하의 제안에 대해 검토한 의견은 아래와 같습니다.

가. 3호선의 명칭과 관련하여 공식적으로는 ‘대구도시철도 3호선’을 사용하고 있으며, 대구의 명물이자 랜드마크 역할을 수행하기 위해 지난 2015년 ‘3호선 애칭 공모’를 통해 ‘하늘열차(Sky Rail)’라는 애칭을 만들게 되었습니다.

나. 도시철도는 수송중량을 기준으로 중전철, 경전철 등으로 구분할 수 있으며, 궤도 및 열차 형태에 따라 모노레일, 고무차륜식 경전철(AGT), 자기부상열차 등으로 구분할 수 있습니다. 대구 3호선은 위의 기준에 따라 경전철 모노레일로 분류될 수 있습니다.

다. 대구도시철도 3호선은 전국 최초의 모노레일 방식으로 건설된 경전철로서, 사람들에 따라 3호선을 다르게 표현할 뿐이지 모두가 맞는 말이라 할 수 있습니다.
대구도시철도 3호선에 애정과 관심을 가져주셔서 감사드립니다.

라. 추가 개선사항이나 의문사항이 있으시면 대구시 철도시설과(박대일,053-803-6646)로 연락주시면 성심껏 답변 드리겠습니다.",2021-08-18,대구광역시,답변완료
이 운동기구가 신천에 존재하면 좋겠습니다.,"현황 및 문제점
계단오르기의 운동효과를 극대화 시킬수 있는 운동기구라 생각이 들어 제안합니다.
신천에 운동하러 자주 나가는데, 기존 운동기구 옆에 이 기구가 있으면 좋겠다 생각이 들어 제안합니다.

https://wolfkorea.com/issue/1181858
개선방안
계단오르기의 운동효과를 극대화 시킬수 있는 운동기구라 생각이 들어 제안합니다.
신천에 운동하러 자주 나가는데, 기존 운동기구 옆에 이 기구가 있으면 좋겠다 생각이 들어 제안합니다.

https://wolfkorea.com/issue/1181858
기대효과
계단오르기의 운동효과를 극대화 시킬수 있는 운동기구라 생각이 들어 제안합니다.
신천에 운동하러 자주 나가는데, 기존 운동기구 옆에 이 기구가 있으면 좋겠다 생각이 들어 제안합니다.
https://wolfkorea.com/issue/1181858",2021-08-07,"1. 안녕하십니까. 평소 대구 시정에 많은 관심을 가져주셔서 감사드리며, 귀하께서 신청하신 “신천 둔치 내 계단오르기 운동기구 설치” 국민제안 건에 대한 검토 의견은 다음과 같습니다.
가. 먼저 대구 도심을 가로지르는 도심하천인 신천은 많은 시민들이 즐겨찾는 건강, 힐링 친수공간으로 둔치 내 각종 시설물 설치 및 개선에 대한 다양한 의견이 존재하는 실정으로,
나. 귀하께서 말씀하신 운동기구와 같은 체육시설은 시민들의 다양한 의견 수렴과 주변 경관 및 시설 간의 조화 등을 종합적으로 검토하여 추진해야할 사안으로 당장 설치에는 어려움이 있음을 이해하여 주시기 바랍니다.
2. 끝으로 신천 친수기능 향상을 위해 소중한 의견을 제안하여 주신데 감사드리며, 귀하께서 만족하실 만한 답변을 드리지 못한점 죄송한 말씀을 드리고, 답변 내용에 대한 추가 설명이 필요한 경우 市 수변공간개발과 장은석 주무관(☎ 053-803-5232)에게 연락 주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.

붙임 국민제안신청서 1부. 끝.",2021-09-08,대구광역시,답변완료
시민안전테마파크에 실시간 안전 유튜브 체험 방송 개설-봉사시간 부여와 연계,"현황 및 문제점
코로나19로 오프라인 방문 및 체험의 제약, 한계
어린이, 학생 안전교육이 매우 중요, 활성화 필요
단순히 온라인 영상만 보는 것만으로는 효과가 떨어짐
개선방안
어린이, 학생들의 다양한 생활속 안전교육과 실전대처능력 향상을 위해
봉사시간 부여와 연계한 줌을 활용한 다양한 실시간 안전 유튜브 채널 개설
생활속 안전사고외 화상사고예방, 생활속 꼭 알아두어야 할 안전수칙등
안전에 관한 다양한 실시간 줌 활용 수업을 개설함
수업참여시마다 안전봉사시간 부여, 생활기록부인 나이스 봉사시간과 연계
대구의 많은 청소년 참여 기대
실시간 수업 중 소감문 나눔, 직접 시연 체험등을 해 보는 시간도 가짐. 온라인상에서
단순히 촬영된 온라인 영상을 일방적으로 듣는것보다 효과가 매우 클것으로 기대되며
봉사시간 부여 연계로 많은 청소년들의 가정에서의 참여로 청소년들의 안전의식강화에 크게 기여하게 됨
학교에서 창의적 체험활동 시간에도 연계가 가능
대구시에서 다양한 실시간 줌 안전수업 개발 및 실시, 채널운영
기대효과
청소년들이 꼭 알아두어야 할 필수영상을 실시간으로 개설하여 대구시민들에게 안내
재난문자 발송시 같이 안내함",2021-08-03,"저희 대구시민안전테마파크에 관심을 가져주셔서 감사합니다
코로나19 상황지속으로 인하여 대면 체험의 어려움이 있어 대구시민안전테마파크에서는 2021년 3월부터 비대면 살아있네(LIVE) 안전체험을 실시간 원격화상플랫폼(zoom, 구루미)을 이용하여 주 3일/일일 2회 유치원, 초등학교, 중학교 대상으로 운영 중에 있으며, 차후 기업 등 다양한 대상으로 확대 할 예정이며, 봉사활동시간부여에는 어려움이 있다고 사료됨을 알려드립니다.

문의사항이 있으시면 시민안전테마파크 체험지원팀 곽영길(053-980-7730)로 연락주시기 바랍니다.",2021-08-17,대구광역시,답변완료
달서구관내 공영 및 유료주차장 휴무시 주차공간 나눔 및 알림서비스,"현황 및 문제점
일요일등 유료주차장이 휴뮤시 그 공간을 휴무공간에는 지역주민들에게 나눔
달서구 관내 유료주차창 및 공영주차장이 휴뮤시에는 구민들이 무료로 안심하게 주차할수 있도록 휴뮤시 그 공간을 나누는 주차창을 안내해주는 것이 필요
휴무시에는 공간을 철조망으로 치기 보다는 하루 정도 무료로 공간을 나누도록 유료주차장 대표들에게도 협조를 구하는 방안도 추진함
개선방안
나의 공간을 휴무시에는 하루정도 이웃들에게 나누는 주차공간 나눔 확대 실시
일요일을 중심으로 휴무시에는 주차공간을 하루정도 나눈다.
일주일 중 휴무시에는 주차공간을 철조망으로 치기보다는 주위 이웃들이 무료로 안심하고 주차할수 있도록 나의 주차공간을 나눈다.
유료주차장들은 달서구청에 휴무시 나의 공간 나눔을 신청한다.
일주일에 하루지만, 그날 주차를 할려는 구민 및 시민들에게는 매우 편리하다
달서구 관내 공영 및 유료주차창 휴무시 그 주차공간을 나누는 곳의 위치(주소)를 달서구청 홈페이지에도 공지하고, 필요시 구민들이 신청하면 해당하는 곳의 주소를 문자로 월별로 알려준다.
내가 휴무일 때 사용하지 않는 공간을 내 이웃들과 나눈다.
그 유료주차창에는 <공간나눔 착한 주차창> 현판을 달서구청 명의로 제작하여 입구에 부착해 준다. 유료주차장 휴무시 공간을 이웃들에게 나누어 주세요(공용주차장도 근무시간이외 및 휴무시 무료로 주차할 수 있는 곳을 전체적으로 구민들에게 안내)
일요일이 아니어도 휴무시에는 주민들에게 개방 추진. 공간 나눔
기대효과
나에게 큰 부담이 되지 않고 내가 사용하지 않을때는 이웃들과 나누는 나눔문화 확산에 기여한다.
공영주차장도 근무시간외 및 휴무시 무료로 주차할수 있는 리스트를 전체적으로 안내해준다.(홈페이지 공지 및 신청시 문자전송서비스)",2021-08-01,"1. 평소 구정발전에 관심을 가져 주신 데 감사드립니다.
2. 귀하의 제안에 다음과 같이 답변을 드립니다. 마을단위 주차장의 경우 무료로 현재 운영중에 있으며, 유료 주차장의 경우 개방이 현실적으로 어려움이 있어 귀하의 제안 채택이 어려움을 알려 드립니다.
3. 앞으로도 구정발전을 위해 올려주시는 참신한 제안들을 소중히 모아 좋은 정책과 제도를 개발하는 밑거름으로 활용하도록 하겠습니다. 감사합니다.",2021-08-30,달서구,답변완료
봉사시간과 연계한 달서구 청소년 탄소중립 실천 전문가 육성,"현황 및 문제점
생활 속 탄소중립 실천을 봉사활동 시간과 연계하여 연중 계속 추진
코로나19로 청소년들의 대면 봉사활동이 부족
개선방안
달서구 청소년 중심의 가족 단위 봉사활동 실천
월 간격으로 매월 실시
전월 말 탄소중립 가족 실천 계획서 작성 및 탑재(가족구성원 공동참여가가능)
작성한 실천계획서를 달서구청 홈페이지에 탑재(별도메뉴 만듬)
<실천 목록 리스트 안내>
텀블러 생활화하기, 장볼 때 장바구니 사용하기, 음식포장시 다회용기에담기, 음식주문시안쓰는 플라스틱 거절하기, 물건 살 때 친환경 제품인지 확인하기, 가까운 거리는 걷거나 자전거 타기, 식사는 먹을 만큼만 받기, 잔반안 남기기, 음료구입시무라벨제품 우선구매하기, 온라인 상품 모아서 한꺼번에 주문하기, 포장 안 한 상품 구매하기, 페트병 버릴 때 비닐라벨떼기, 안쓰는 전등끄기, 구두소리나면 엘리베이터 10초 기다려주기, 함께 타기, 차량 공회전안하기, 안쓰는 전기코드빼기, 일회용 컵 사용 안하기등등...

위의 사항등을중심으로 계획을 세워서하루에 실천한 것등을 달서구청에서 내어준 실천양식에 일마다 적어서 탑재하면 매월 20시간의 봉사시간(사유 : 탄소중립 실천)을 부여해 줌, 가족구성원 모두에 각 20시간의 봉사시간 부여
봉사시간인정 조건<달서구청에서 내어준 실천양식 사용>

1. 가족과 함께 기후 행동 사례등을 하루에 3개 이상 실천할 것
2. 실천한 것등을 실천양식에 작성할 것(사진첨부(필수사항) 전기세, 수도세 감소 사용량, 종량제 봉투 월 사용량 등도 첨부(선택사항))
3. 매월 실천하면서 스스로 느낀점, 아쉬운 점 기록하기(가족구성원 다 적기)
4. 온 가족 이번 달 탄소중립 실천 공동 싸인 할 것(양식에)

그 양식을 매달 달서구청 홈페이지 별도 메뉴에 스스로 탑재함
탄소중립 실천가정에는 자녀들과 함께 할 수 있는 다양한 환경체험키트등을 개발하여 가족수만큼 월 1개씩 제공해 줌


기대효과
가정의 시발점으로 부모님 일터로도 확대 실시
가정의 자발적 참여
위에서부터 하는 것이 아니라 아래로부터의 자발적인 운동
가정에서부터 스스로 주도하도록 문화 형성
탄소중립 특별구의 달서구... 전국 벤처미킹...
청소년 주도 봉사활동임.",2021-08-01,"1. 평소 우리 구정에 관심을 가져 주심에 감사를 드리며, 귀하께서 제안해 주신 신청 내용에 대하여 다음과 같이 답변드립니다.

2. 제안해 주신 ‘봉사시간과 연계한 달서구 청소년 탄소중립 실천 전문가 육성’에 관하여는 현재 달서구 ‘자원봉사로 그린 그린(Green)생활 실천’, ‘관내 산책로 및 근린공원 환경정화 운동(플로깅)’, ‘EM흙공을 활용한 수질개선 및 환경정화 봉사활동’, ‘제로웨이스트:용기내 챌린지(플라스틱용기대신 다회용기 사용)’, 등의 다양한 봉사활동 프로그램을 통해 대면‧비대면으로 이미 운영되고 있음을 안내 드립니다.

3. 앞으로도 달서구는 환경보호를 위한 다양한 봉사 프로그램 제공 등 환경과 사람이 함께 성장하는 지속가능한 자원봉사문화 정착을 위해 지속적으로 노력하겠습니다.

4. 귀하의 소중한 제안에 다시 한번 감사를 드리며, 기타 궁금하신 사항은 달서구청 행복나눔과(☎053-667-3661)로 문의주시면 성실하게 답변해 드리겠습니다",2021-09-14,달서구,답변완료
코로나 시대 희망의 로고젝트,"현황 및 문제점
주민들이 코로나 장기화로 우울하다.
희망의 문구 운동 추진이 필요
밤길에 어둡고 위험한 곳부터 설치
자살율이 많이 지역부터 설치
주민들에게 희망문구 운동 추친
개선방안
어둡고 우범지역.
사람들이 많이 다니는 곳
자살율과 범죄등이 많이 일어 나는곳
학교 주변
등에 달서구 희망의 문구를 새긴 로고젝트를 설치함
로고젝트 문구는 주민공모로 선정
달서구 전체 지역에 설치
야간에 희망과 안전을 선물
문구는 코로나19시에 희망을 주는 다양한 문구로 지정
여러분 조금만 힘내세요! 우리 예전처림 마스크 벗을날이 반드시 올거에요. 달서구민 힘내세요 알겠죠! 등 다양한 감성 희망 문구 삽입
기대효과
달서구 주민들의 감성에 용기 부여
우범지역 안전에 도움
달서구민들에게 희망의 빛을 선물
다양한 문구를 접하므로 마음에 긍정의 힘 증진에 기여",2021-08-01,"1. 평소 우리 구정에 관심을 가져 주심에 감사를 드리며, 귀하께서 제안해 주신 신청 내용에 대하여 다음과 같이 답변드립니다.

2. 제안해 주신 ‘봉사시간과 연계한 달서구 청소년 탄소중립 실천 전문가 육성’에 관하여는 현재 달서구 ‘자원봉사로 그린 그린(Green)생활 실천’, ‘관내 산책로 및 근린공원 환경정화 운동(플로깅)’, ‘EM흙공을 활용한 수질개선 및 환경정화 봉사활동’, ‘제로웨이스트:용기내 챌린지(플라스틱용기대신 다회용기 사용)’, 등의 다양한 봉사활동 프로그램을 통해 대면‧비대면으로 이미 운영되고 있음을 안내 드립니다.

3. 앞으로도 달서구는 환경보호를 위한 다양한 봉사 프로그램 제공 등 환경과 사람이 함께 성장하는 지속가능한 자원봉사문화 정착을 위해 지속적으로 노력하겠습니다.

4. 귀하의 소중한 제안에 다시 한번 감사를 드리며, 기타 궁금하신 사항은 달서구청 행복나눔과(☎053-667-3661)로 문의주시면 성실하게 답변해 드리겠습니다",심사 중,달서구,제안심사
