제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
대구시 관내 쓰레기 재활용율 증가 및 일반 쓰레기감소 우수 아파트 단지 공모 및 엔센티브 부여,"현황 및 문제점
코로나19로 일회용 쓰레기 증가
페트병, 플라스틱, 얼음팩등 재활용 분류가 잘 안됨
음식물이 묻어 있거나 제대로 분리수거하지 않아 재활용이 실제로 어려움
페트병의 라벨떼기, 세척등 기본사항이 잘 안지켜지고 아무렇게나 버려짐
개선방안
대구시 관내 아파트 단지를 대상으로 쓰레기 재활용율 증가, 일반 쓰레기 감소등을 1년간 수치를 내어 우수아파트 단지는 사례발표후
시상하는 방안을 추진
이런 시범사례 발굴후 전역으로 확대 실시
인센티브로는 아파트 단지에 친환경 쉼터 조성, 어린이들을 위한 풀장 조성, 폭염대비 쿨링포그 조성등 아파트 단지 주민외에 인근 주택가 주민들도 함께 이용할수 있는 다양한 탄소중립 관련 주민시설물 구축 지원 실시
아파트 단지들을 1년간 재활용 분리배출 수칙 철저, 주민들에게 홍보, 실천사항 안내, 적극 참여 유도방안 마련, 일반쓰레기 감소방안 주민들 의견공유등 다양한 생활속 실천사례등을 조사하여 쓰레기 재활용을 증대 수치, 일반쓰레기 감소수치등을 바탕으로 우수 아파트 단지 선정
매달 버려지는 일반쓰레기의 월별수치와 재활용이 가능한 쓰레기의 활용율의 월별 수치등을 구청,시청등에서 조사하여 분석함(신청을 한 아파트 단지 대상)
그리고 연말에 그 수치들에 대한 주민들 자치의 우수사례등을 발표하여 최종 선정함
주민들의 쉼터 복지등으로 인센티브 부여, 인근 주민들과 함께 이용
반응이 좋을 경우 전국으로 확대함
대구시 생활속 탄소중립 실천을 위한 주민 자치사업으로도 시범 운영하는것도 좋을 것 같음
기대효과
일회용 쓰레기 감소에 기여
주민들의 분리수거 참여에 적극적
곳곳 아파트 단지 참여로 확대
생활속 탄소중립 실천 참여는 주민들 복지로 돌아옴
생활속 탄소도 줄이고, 주민들 복지는 증대시키는 일석이조의 효과
생활속 쓰레기 줄이기와 분리수거 재활용에 대한 주민들 의식 개선과 생활속 실천에 크게 기여",2021-05-27,"○ 자원순환과 환경보전을 위한 귀하의 사려 깊은 정책제안에 진심으로 감사드립니다.
○ 우리시에서는 공동주택 온실가스 감축의 자발적 실천 활성화를 위해 저탄소 실천 아파트 경진대회를 추진 중에 있습니다.
○ 온실가스 감축, 자발적 친환경 실천 참여, 저탄소 시설 설치(음식물 쓰레기 감량기, 재활용 수거함 등) 등을 평가하여 우수 아파트를 선정해 시상금 수여 등 인센티브를 부여하는 내용입니다.
○ 쓰레기 감축 및 재활용 활성화를 위한 효율적 평가항목을 통해 추진해 나가겠으며, 아울러, 자원관리도우미를 관내 공동주택에 배치하여(268명, 5월~) 재활용 사전선별 및 분리수거 홍보 · 계도를 강화하여 시민 참여를 유도하는 등 탄소 중립 및 지속가능한 자원순환을 위해 노력하겠습니다.
○ 더 궁금하신 사항은 대구시 자원순환과(☏053-803-4242)로 연락 주시면 친절히 안내드리겠습니다.",2021-06-09,대구광역시,답변완료
달서구 공원내 태양광 이용 냉풍기 운영 실시(공원 파고라),"현황 및 문제점
탄소중립 실천을 위한 태양광 시범 사업
달서구 공원을 탄소중립 실천 공원으로 조성 추진
무더위에 폭염도 시키는 친환경 사업
개선방안
달서구 관내 공원 중 구민들이 많이 이용하는 공원 중심으로 파고라 위에 태양광을 설치하여
태양광의 축적된 에너지를 이용하여 무더운 시간대에 냉풍기가 나오도록 하는 설비 설치
탄소중립의 친환경 태양광 활용 냉풍기 파고라 사업 실시
시범실시후 주민들 반응이 좋을 경우 확대 실시
파고라는 야외이다. 파고라 아래 의자등에 앉아 있는 시민들에게 무더운 시간대에 위에서 냉풍의 바람이 나온다.
냉풍의 바람은 태양광의 축적된 에니지를 통해 나오는 바람이며, 파고라가 모두가 개방된 야외라 코로나 감염에도 우려가 적다.
밀폐된 곳이 아니므로
매년 여름 무더운 폭염속 공원 곳곳에서 파고라 주변에서 휴식을 취하는 노인분들에게 태양광을 이용한 냉풍을 제공해 드린다.
친환경적이다.
그리고 공원을 찾는 시민들에게도 냉풍의 시원한 바람을 주는 탄소중립 실천 폭염대피소가 된다.
그 파고라 이름을 일명 탄소중립 파고라라 정한다.
전국으로 확대한다.
그리고 파고라 주위에는 탄소중립의 생활 실천사례등을 안내하며 주민들에게 탄소중립의 실천에 대해 홍보한다.

기대효과
2030 탄소중립 국가 실현
탄소 20% 줄이기의 국가운동에 동참
주민들에게 탄소중립의 교육과 더불어 친환경 폭염대비 휴식공간 제공
어린이들에게도 탄소중립 파고라가 환경, 에너지 교육의 장소가 됨
시민들의 친환경 폭염대비 휴식공간임
달서구가 친환경 탄소중립 실천도시로 부상. 주민들에게는 코로나에도 안전한 폭염의 휴식공간 제공",2021-05-27,"○ 자원순환과 환경보전을 위한 귀하의 사려 깊은 정책제안에 진심으로 감사드립니다.
○ 우리시에서는 공동주택 온실가스 감축의 자발적 실천 활성화를 위해 저탄소 실천 아파트 경진대회를 추진 중에 있습니다.
○ 온실가스 감축, 자발적 친환경 실천 참여, 저탄소 시설 설치(음식물 쓰레기 감량기, 재활용 수거함 등) 등을 평가하여 우수 아파트를 선정해 시상금 수여 등 인센티브를 부여하는 내용입니다.
○ 쓰레기 감축 및 재활용 활성화를 위한 효율적 평가항목을 통해 추진해 나가겠으며, 아울러, 자원관리도우미를 관내 공동주택에 배치하여(268명, 5월~) 재활용 사전선별 및 분리수거 홍보 · 계도를 강화하여 시민 참여를 유도하는 등 탄소 중립 및 지속가능한 자원순환을 위해 노력하겠습니다.
○ 더 궁금하신 사항은 대구시 자원순환과(☏053-803-4242)로 연락 주시면 친절히 안내드리겠습니다.",심사 중,달서구,제안심사
대구시 정책 아이디어 제안 대회 개선,"현황 및 문제점
대부분의 정책 제안이 온라인으로 아이디어 제안시 끝나버림
아이디어 제안후 채택, 불채택의 과정으로 끝나버림.
채택후에도 실제로 시행되는지는 잘 모름.
그 이후 과정과 후속조치를 잘 모름. 실제로 시행되는지...
채택에서 끝나는 것이 아니라, 그 이후 시행되기까지 민관이 아이디어를 협력해 나가는 후속조치도 정책아이디어 제안대회 과정에 포함
개선방안
시민이 대구시 정책 아이디어 대회 제안시 채택으로 끝나 버리는 것이 아니라.
그 이후 시행되기까지 민관이 계속 협력하며 함께 아이디어를 모아 협력하여 정책 실현으로 이루어 가는 과정을 제안대회에 포함
대구시 정책제안대회를 개선함
온라인으로라도 채택된 제안에 대해 제안한 시민과 시행을 할려는 담당주무간의 의견논의, 아이디어 나눔등의 토의가 가능함
시행될때까지 민관이 힘을 모아 적극 정책으로 시행함
아이디어 제안제도를 채택의 단계를 넘어 시행되기까지의 프로세스로 변경. 시행되기까지의 제안제도와 담당공무원들간의 온라인, 오프라인 협력, 토의 체계 구축. 그 이후 시상함. 시행의 단계까지 정책 아이디어 제안제도를 확대함
그리고 공무원들이 시민 아이디어에 대해서 더 관심을 가지고 채택 뿐 아니라 함께 시행할려는 것에 대해서 동기부여를 주는 것이 필요
공무원들이 적극적인 의지를 가지고 국민제안에 대해 협력하며 시행할수 있도록 적극 행정에 대한 많은 인센티브등의 지원이 필요함
민관의 제안제도 및 시행을 위한 협력방안 더욱더 장려
기대효과
민관이 협력한 정책 시행 확대 및 활성화에 기여
채택으로 끝나버리는 것을 넘어 시민 제안에 대해 함께 고민하며 민관이 시행할려는 적극 행정 문화 장려
시민들이 피부에 체감되어 지는 시민 제안 정책 확대에 기여, 시민 참여 확대에 기여
시민의 주민 자치 사업 활성화 기여, 시민들의 시정에 대한 관심 증대에 기여
민관의 다양한 정책 사례 발굴 확대에 기여
공무원들의 시민 제안제도 관심에 더 적극적. 적극행정 문화 확산에 기여
대구시는 시민들의 정책제안 활성화에 기여",2021-05-26,"○ 안녕하십니까 먼저 국민제안 발전을 위하여 고견을 주신데 대하여 감사드립니다.
○ 귀하의 ‘대구시 정책 아이디어 제안대회 개선’ 제안에 대해 답변 드리겠습니다.
○ 대구시에서는 시민의 창의적인 의견이나 고안을 시정에 반영하여 시정발전을 도모하기 위해
제안제도를 운영하고 있으며, 시민제안이 단순히 제안과 채택에 그치지 않고 제안자가
실행과정까지 참여할 수 있도록 하기 위해 ‘시민책임과장제’를 운영하고 있습니다.
○ 시민책임과장제(무보수 명예직)는 시책에 반영하기로 결정된 제안 중 제안심사결과 우수
창안등급(금상 ~ 노력상)이 부여된 제안에 대해 정책제안 채택일부터 채택사업 완료일까지
제안자가 직접 사업에 참여하여 의견 제시 등 추진과정에 동참할 수 있도록 함으로써
제안자의 자긍심 고취 및 채택제안 운영관리에 효과적으로 활용되고 있습니다.
○ 다만, 제안채택 후 예산반영 또는 조례 개정이 필요한 사항 등에 따라 실시시기가 부서별로
차이가 있고, 완료되기까지 경과기간이 다양한 상황에서, 모든 채택 제안에 대해 제안자가
진행과정에 참여토록 하는 것을 일률적으로 확대 실시하기에는 어려움이 따름을 양지하여
주시기 바랍니다.
○ 채택제안에 대한 해당 부서의 적극적인 실시를 독려하기 위해 제안활성화 우수부서 및
공무원 평가 시 실시율에 대한 점수도 인센티브로 반영되도록 관리하고 있으니 참고하시기
바랍니다.
○ 앞으로도 시정에 많은 관심을 갖고 귀한 의견 주시기 바라며, 기타 문의사항이 있으실 경우
소통민원과(☎803-2934)로 문의하시면 성심껏 답변 드리겠습니다. 감사합니다.",2021-06-10,대구광역시,답변완료
대구시 수성구 시지 수변1공원에 반려견놀이처 설치,"현황 및 문제점
최근 반려견 목줄 및 사람을 무는 사고가 빈빈히 일어나 사회적 문제가 되고있습니다. 더구나 현재 인구의 대한민국 인구의 1000만명이 반려동물을 키우는다는 사회적 통계가 발표되었습니다. 하여 각 지방자치단체에서 반려견 놀이터를 설치중에 있는데 대구는 한군데도 없습니다. 하여 이러한 문제를 예방하고 시민의 건강과 정서적 도움을 위해 반려견 놀이터 설치를 제안합니다.
개선방안
추천 장소로는 산책로이고 주변 학교,상가등 유동인구가 거의 없는 대구시 수성구 시지에 있는 수변1공원이고 현재2000평의 잔디가 있습니다. 여기에 울타리 펜스만 설치한다면 적은비용으로 반려견놀이터를 설치할수 있습니다. 이에 건의드립니다
기대효과
대구에 한곳도 없는 반려견 놀이터를 대구시 최초로 설치. 산책로에서 일반인과 반려견 시민과 충돌및 사고를 미리 예방. 주변 시민들에게 운동증진효과기대됩니다.",2021-05-24,"1. 안녕하십니까? 귀하께서 국민신문고에 제출하여 수성구청으로 이송된 제안(1AB-2105-0008849)에 대해 다음과 같이 답변 드립니다.

가. 먼저 귀하의 의견에 감사의 말씀을 드리며, 신청해 주신 제안의 요지는 ‘수성구 대흥동 82번지 의료1공원 내 동물놀이터 설치 요청’으로 판단됩니다.
나. 도시공원 내 동물놀이터는 ‘도시공원 및 녹지 등에 관한 법률 시행규칙 제11조’에 의거, 10만㎡ 이상의 근린공원 및 조례로 정한 문화공원·체육공원에 설치 가능하나, 건의하신 의료1공원은 ‘수변공원’으로서, 설치가 어려움에 따라 해당 제안을 ‘불채택’함을 알려드립니다.
다. 우리 구에서는 반려동물 가구의 증가에 따라, 반려동물과 함께 공원을 이용하려는 요구에 대하여 공감하고 있으며, 목줄 착용 시 원만하고 안전하게 이용할 수 있도록 시설 및 안전관리에 최선을 다하겠습니다.

2. 이와 관련하여 보다 자세한 설명이 필요하거나 궁금하신 사항에 대하여는 공원녹지과 고혜정(☏053-666-2904)으로 연락 주시면 성실히 답변해 드리겠습니다. 감사합니다.",2021-06-08,수성구,답변완료
재래시장 수레형 장바구니 대여 서비스,"현황 및 문제점
재래시장의 비날봉지 사용을 줄이고 재래시장 방문시민들의 편의를 위해 수레형 장바구니 대여서비스 실시
재래시장 장보기가 편리. 수레형 장바구니를 대여해줌
비닐봉지 사용 감소로 탄소중립실천에도 기여
개선방안
재래시장에서 장바구니가 없는 시민 대상으로 편하게 끌수 있는 수레형 장바구니 대여서비스를 실시
수레형 장바구니는 재래시장마다 비치되어 있으며, 보증금 5,000원을 내면 사용이 가능
추후 반납하면 보증금은 돌려드림. 수레형 장바구니 표면에는 '정이 넘치고 인심이 좋은 대구 재래시장 많이 이용해주세요' 라고 씌여져 있음
여러개를 빌려가도 반납하면 보증금은 돌려드림
수레형 장바구니는 입구쪽과 군데군데 비치하고 있으며 그 부근에 있는 상인들이 관리함. 상인회에서 논의하여 담당자 지정함
수레형 카트는 대구시에서 제작하여 대구시 재래시장마다 비치함
비닐봉지 사용 감소로 탄소중립에도 기여하며 시민들이 재래시장 이용시 매우 편리함
기대효과
재래시장 장보기가 편리함
비닐봉지 사용 감소로 탄소중립에도 기여하며 시민들이 재래시장 이용시 매우 편리함
재래시장 방문객 증대에도 기여
우리동네 장보기는 우리동네 재래시장에서
조금 멀어도 수레형 장보기카트를 빌려주니 너무 편해요....",2021-05-23,"1. 평소 군정발전에 관심을 가져주셔서 감사드립니다.
2. 귀하께서 제안하신 재래시장 수레형 장바구니 대여 서비스는 우리군 재래시장의 제반 여건상 보관 및 관리 상의 어려움이 있을 것으로 판단되어, 채택이 어려운 점을 알려드립니다.
3. 기타 문의사항은 달성군청 일자리경제과(053-668-2644)으로 연락주시면 성실히 답변드리겠습니다. 감사합니다.",2021-07-06,달성군,답변완료
재래시장 수레형 장바구니 대여 서비스,"현황 및 문제점
재래시장의 비날봉지 사용을 줄이고 재래시장 방문시민들의 편의를 위해 수레형 장바구니 대여서비스 실시
재래시장 장보기가 편리. 수레형 장바구니를 대여해줌
비닐봉지 사용 감소로 탄소중립실천에도 기여
개선방안
재래시장에서 장바구니가 없는 시민 대상으로 편하게 끌수 있는 수레형 장바구니 대여서비스를 실시
수레형 장바구니는 재래시장마다 비치되어 있으며, 보증금 5,000원을 내면 사용이 가능
추후 반납하면 보증금은 돌려드림. 수레형 장바구니 표면에는 '정이 넘치고 인심이 좋은 대구 재래시장 많이 이용해주세요' 라고 씌여져 있음
여러개를 빌려가도 반납하면 보증금은 돌려드림
수레형 장바구니는 입구쪽과 군데군데 비치하고 있으며 그 부근에 있는 상인들이 관리함. 상인회에서 논의하여 담당자 지정함
수레형 카트는 대구시에서 제작하여 대구시 재래시장마다 비치함
비닐봉지 사용 감소로 탄소중립에도 기여하며 시민들이 재래시장 이용시 매우 편리함
기대효과
재래시장 장보기가 편리함
비닐봉지 사용 감소로 탄소중립에도 기여하며 시민들이 재래시장 이용시 매우 편리함
재래시장 방문객 증대에도 기여
우리동네 장보기는 우리동네 재래시장에서
조금 멀어도 수레형 장보기카트를 빌려주니 너무 편해요....",2021-05-23,"○ 귀하의 “재래시장 수레형 장바구니 대여 서비스” 도입 제안에 대하여 감사드리며, 아래와 같이 답변 드립니다.

○ 귀하께서 제안하신 재래시장 수레형 장바구니 대여 서비스는 탄소중립실천 및 이용객의 편의를 제공한다는 점에서 이점이 있다고 판단되나, 수레형 장바구니 도입 시 상시 관리인력의 부재 및 관리의 어려움으로 잦은 분실과 파손, 비용 발생이 예상되며, 또한 수레형 장바구니를 보관할 공간 확보에도 어려움이 있는 등 부작용이 있어 해당 사항은 현재 시점에서 도입은 어려우며 중장기적으로 충분히 검토한 후 추진해야 할 것으로 판단됩니다.

○ 귀하의 소중한 제안에 대해 다시 한번 감사드리며, 추가 문의사항이 있으시다면 북구 민생경제과(053-665-2657)로 연락주시면 성심껏 답변 드리겠습니다.",2021-07-05,북구,답변완료
재래시장 수레형 장바구니 대여 서비스,"현황 및 문제점
재래시장의 비날봉지 사용을 줄이고 재래시장 방문시민들의 편의를 위해 수레형 장바구니 대여서비스 실시
재래시장 장보기가 편리. 수레형 장바구니를 대여해줌
비닐봉지 사용 감소로 탄소중립실천에도 기여
개선방안
재래시장에서 장바구니가 없는 시민 대상으로 편하게 끌수 있는 수레형 장바구니 대여서비스를 실시
수레형 장바구니는 재래시장마다 비치되어 있으며, 보증금 5,000원을 내면 사용이 가능
추후 반납하면 보증금은 돌려드림. 수레형 장바구니 표면에는 '정이 넘치고 인심이 좋은 대구 재래시장 많이 이용해주세요' 라고 씌여져 있음
여러개를 빌려가도 반납하면 보증금은 돌려드림
수레형 장바구니는 입구쪽과 군데군데 비치하고 있으며 그 부근에 있는 상인들이 관리함. 상인회에서 논의하여 담당자 지정함
수레형 카트는 대구시에서 제작하여 대구시 재래시장마다 비치함
비닐봉지 사용 감소로 탄소중립에도 기여하며 시민들이 재래시장 이용시 매우 편리함
기대효과
재래시장 장보기가 편리함
비닐봉지 사용 감소로 탄소중립에도 기여하며 시민들이 재래시장 이용시 매우 편리함
재래시장 방문객 증대에도 기여
우리동네 장보기는 우리동네 재래시장에서
조금 멀어도 수레형 장보기카트를 빌려주니 너무 편해요....",2021-05-23,"○ 재래시장에 깊은 관심을 가져주심에 감사드립니다.

○ 현재 대구시 및 각 구.군에서는 재래시장 온라인 배송서비스, 스마트상점 육성·지원 등 다각적인 스마트기술 접목을 통한 전통시장의 자생력
및 경쟁력 강화를 위한 사업을 운영중에 있으며, 또한 재래시장 방문고객을 위한 서비스의 다양화에도 힘쓰고 있음을 알려드립니다.

○ 귀하께서 제안하신 장바구니 없는 재래시장 방문고객을 위한 수레형 장바구니 대여서비스는 추천드릴만한 좋은 제안으로 판단되나,
설치장소 및 운영방법 등 여러 가지 검토를 거쳐 판단하도록 하겠습니다.

○ 재래시장 활성화에 관심을 가져주시고 소중한 제안 주신 귀하께 다시 한번 감사의 말씀드립니다.
감사합니다.",2021-06-16,서구,답변완료
재래시장 수레형 장바구니 대여 서비스,"현황 및 문제점
재래시장의 비날봉지 사용을 줄이고 재래시장 방문시민들의 편의를 위해 수레형 장바구니 대여서비스 실시
재래시장 장보기가 편리. 수레형 장바구니를 대여해줌
비닐봉지 사용 감소로 탄소중립실천에도 기여
개선방안
재래시장에서 장바구니가 없는 시민 대상으로 편하게 끌수 있는 수레형 장바구니 대여서비스를 실시
수레형 장바구니는 재래시장마다 비치되어 있으며, 보증금 5,000원을 내면 사용이 가능
추후 반납하면 보증금은 돌려드림. 수레형 장바구니 표면에는 '정이 넘치고 인심이 좋은 대구 재래시장 많이 이용해주세요' 라고 씌여져 있음
여러개를 빌려가도 반납하면 보증금은 돌려드림
수레형 장바구니는 입구쪽과 군데군데 비치하고 있으며 그 부근에 있는 상인들이 관리함. 상인회에서 논의하여 담당자 지정함
수레형 카트는 대구시에서 제작하여 대구시 재래시장마다 비치함
비닐봉지 사용 감소로 탄소중립에도 기여하며 시민들이 재래시장 이용시 매우 편리함
기대효과
재래시장 장보기가 편리함
비닐봉지 사용 감소로 탄소중립에도 기여하며 시민들이 재래시장 이용시 매우 편리함
재래시장 방문객 증대에도 기여
우리동네 장보기는 우리동네 재래시장에서
조금 멀어도 수레형 장보기카트를 빌려주니 너무 편해요....",2021-05-23,"○ “재래시장 수레형 장바구니 대여 서비스” 도입 제안을 해주신데 대하여 감사드리며, 아래와 같이 답변 드립니다.

○ 귀하께서 제안해 주신 재래시장 수레형 장바구니 대여 서비스는 비닐봉지 사용 감소 등 탄소중립실천 및 이용객의 편의를 제공한다는 점에서 이점이 있다고 판단되나, 장바구니 구입 및 관리비용 발생, 관리 미흡으로 인한 잦은 분실 및 파손, 보관 장소 부재 등 부작용 또한 염려되는 사항이라 중장기적으로 충분히 검토한 후 추진해야할 사항으로 판단됩니다.

○ 귀하의 소중한 제안에 대해 다시 한번 감사드리며, 기타 문의사항은 수성구 일자리경제과(053-666-4311)로 연락주시면 성심껏 답변 드리겠습니다.",2021-06-23,수성구,답변완료
재래시장 수레형 장바구니 대여 서비스,"현황 및 문제점
재래시장의 비날봉지 사용을 줄이고 재래시장 방문시민들의 편의를 위해 수레형 장바구니 대여서비스 실시
재래시장 장보기가 편리. 수레형 장바구니를 대여해줌
비닐봉지 사용 감소로 탄소중립실천에도 기여
개선방안
재래시장에서 장바구니가 없는 시민 대상으로 편하게 끌수 있는 수레형 장바구니 대여서비스를 실시
수레형 장바구니는 재래시장마다 비치되어 있으며, 보증금 5,000원을 내면 사용이 가능
추후 반납하면 보증금은 돌려드림. 수레형 장바구니 표면에는 '정이 넘치고 인심이 좋은 대구 재래시장 많이 이용해주세요' 라고 씌여져 있음
여러개를 빌려가도 반납하면 보증금은 돌려드림
수레형 장바구니는 입구쪽과 군데군데 비치하고 있으며 그 부근에 있는 상인들이 관리함. 상인회에서 논의하여 담당자 지정함
수레형 카트는 대구시에서 제작하여 대구시 재래시장마다 비치함
비닐봉지 사용 감소로 탄소중립에도 기여하며 시민들이 재래시장 이용시 매우 편리함
기대효과
재래시장 장보기가 편리함
비닐봉지 사용 감소로 탄소중립에도 기여하며 시민들이 재래시장 이용시 매우 편리함
재래시장 방문객 증대에도 기여
우리동네 장보기는 우리동네 재래시장에서
조금 멀어도 수레형 장보기카트를 빌려주니 너무 편해요....",2021-05-23,"1. 구정에 많은 관심을 가져 주신데 대하여 감사드립니다.
2.「재래시장 수레형 장바구니 대여 서비스 사업」을 제안 해주신 귀하에게 진심으로 감사드리며 귀하의 제안을 검토 한 결과 재래시장에 수레형 장바구니를 도입하는 것에 대한 담당부서의 의견을 아래와 같이 회신 드립니다.
3. 전통시장 수레형 장바구니 대여 서비스는 현재 달서구 전통시장 2개소(달서시장, 와룡시장)에서 기시행 중이나, 관리의 어려움으로 인한 분실과 파손이 잦고, 무엇보다 해당 상인회에 이용 현황을 알아본 결과, 실제 이용객이 많이 저조한 것으로 파악이 되었습니다. 또한 개별 전통시장의 보관 장소 문제등 물리적 여건이 모두 상이하여 일률적으로 전체 전통시장에 수레형 장바구니를 도입하기는 현실 여건상 어려우니 양해 부탁드립니다.
4. 아울러, 현재 전통시장은 코로나-19로 인하여, 오프라인 장보기에서 온라인으로 주문하는 장보기가 점점 확대 되어가고 있으며, 최근에는 환경 보전을 위하여 전통시장을 방문하는 고객들이 직접 친환경적인 장바구니를 휴대하는 상황이 점점 늘어가고 있습니다.
5. 다시 한번 귀하의 소중한 제안에 대해 진심으로 감사드리며, 우리 구에서도 전통시장의 변화된 환경에 맞는 사업을 추진할 수 있도록 최선을 다하겠습니다.",2021-07-07,달서구,답변완료
재래시장 수레형 장바구니 대여 서비스,"현황 및 문제점
재래시장의 비날봉지 사용을 줄이고 재래시장 방문시민들의 편의를 위해 수레형 장바구니 대여서비스 실시
재래시장 장보기가 편리. 수레형 장바구니를 대여해줌
비닐봉지 사용 감소로 탄소중립실천에도 기여
개선방안
재래시장에서 장바구니가 없는 시민 대상으로 편하게 끌수 있는 수레형 장바구니 대여서비스를 실시
수레형 장바구니는 재래시장마다 비치되어 있으며, 보증금 5,000원을 내면 사용이 가능
추후 반납하면 보증금은 돌려드림. 수레형 장바구니 표면에는 '정이 넘치고 인심이 좋은 대구 재래시장 많이 이용해주세요' 라고 씌여져 있음
여러개를 빌려가도 반납하면 보증금은 돌려드림
수레형 장바구니는 입구쪽과 군데군데 비치하고 있으며 그 부근에 있는 상인들이 관리함. 상인회에서 논의하여 담당자 지정함
수레형 카트는 대구시에서 제작하여 대구시 재래시장마다 비치함
비닐봉지 사용 감소로 탄소중립에도 기여하며 시민들이 재래시장 이용시 매우 편리함
기대효과
재래시장 장보기가 편리함
비닐봉지 사용 감소로 탄소중립에도 기여하며 시민들이 재래시장 이용시 매우 편리함
재래시장 방문객 증대에도 기여
우리동네 장보기는 우리동네 재래시장에서
조금 멀어도 수레형 장보기카트를 빌려주니 너무 편해요....",2021-05-23,"1. 귀하의 전통시장 활성화 방안에 대한 깊은 관심에 감사드리며, 귀하께서 제안하신 <재래시장 수레형 장바구니 대여 서비스>에 대하여 아래와 같이 답변 드립니다.

2. 귀하께서 말씀하신 전통시장 수레형 장바구니 대여 서비스는 비닐봉지 사용감소로 탄소중립실천 및 전통시장 이용객의 편의 제공 등 이점이 있다고 판단됩니다. 하지만 수레형 장바구니 구입 및 관리 비용, 부작용 발생 등 예산 및 사후 관리에 관하여 종합적으로 검토하여야 할 사항으로 생각됩니다. 향후 귀하께서 제안하신 내용에 대해 실효성과 예산 등을 중장기적으로 충분히 검토한 후 업무 추진할 수 있도록 하겠습니다.

3. 추가로 궁금하신 점이 있으시면 동구청 경제정책과(053-662-2663)으로 연락주시면 성심껏 답변드리겠습니다. 감사합니다.",2021-06-22,동구,답변완료
재래시장 수레형 장바구니 대여 서비스,"현황 및 문제점
재래시장의 비날봉지 사용을 줄이고 재래시장 방문시민들의 편의를 위해 수레형 장바구니 대여서비스 실시
재래시장 장보기가 편리. 수레형 장바구니를 대여해줌
비닐봉지 사용 감소로 탄소중립실천에도 기여
개선방안
재래시장에서 장바구니가 없는 시민 대상으로 편하게 끌수 있는 수레형 장바구니 대여서비스를 실시
수레형 장바구니는 재래시장마다 비치되어 있으며, 보증금 5,000원을 내면 사용이 가능
추후 반납하면 보증금은 돌려드림. 수레형 장바구니 표면에는 '정이 넘치고 인심이 좋은 대구 재래시장 많이 이용해주세요' 라고 씌여져 있음
여러개를 빌려가도 반납하면 보증금은 돌려드림
수레형 장바구니는 입구쪽과 군데군데 비치하고 있으며 그 부근에 있는 상인들이 관리함. 상인회에서 논의하여 담당자 지정함
수레형 카트는 대구시에서 제작하여 대구시 재래시장마다 비치함
비닐봉지 사용 감소로 탄소중립에도 기여하며 시민들이 재래시장 이용시 매우 편리함
기대효과
재래시장 장보기가 편리함
비닐봉지 사용 감소로 탄소중립에도 기여하며 시민들이 재래시장 이용시 매우 편리함
재래시장 방문객 증대에도 기여
우리동네 장보기는 우리동네 재래시장에서
조금 멀어도 수레형 장보기카트를 빌려주니 너무 편해요....",2021-05-23,"가. 구정업무에 대한 귀하의 관심에 감사드리며, 귀하께서 제안하신 내용에 대하여 아래와 같이 답변드립니다.
나. 귀하께서는‘재래시장 내 수레형 장바구니 대여 서비스’에 관한 내용을 언급하셨으며,
다. 사람들이 많이 찾는 시장의 경우에는 수레형 장바구니를 많은 사람들이 좁은 통로에서 끌고 다닐 경우, 혼잡의 문제가 생겨 장보기 환경이 더욱 어려워 질 것으로 생각됩니다. 그리고 관리에 대한 문제는 상인회의 협조가 필요한 상황이며, 환경과 편의를 생각해 개인 장바구니 이용이 더 효율적으로 봅니다. 또한, 현재 예산확보 문제와 타 구·군 및 대구시와의 협조 문제가 있어, 불채택함을 양해 부탁드립니다.
라. 위와 같은 이유로 채택이 어려움을 양해하여 주시기 바라며, 좋은 제안을 해주신 귀하께 다시 한번 진심으로 감사드립니다.
마. 추가 문의사항이 있으신 경우 중구청 일자리경제과(661-2643)로 연락주시면 성실히 답변드리겠습니다.",2021-06-28,중구,답변완료
