제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
지하철 안전문과 철로 사이의 정지선표시,"현황 및 문제점
지하철 각 호선마다 안전문 안쪽의 철로쪽에 정지선이 없어서, 지하철이 앞으로 가거나,, 더 뒤로 가서
안전문 안으로 맞추는 작업으로 문제가 있음.
개선방안
지하철 철로 안쪽의 철로에 서행선을 표시하고, 안전문의 안쪽에 운전자의 시선에 보이는 정지선을 노란색과 검정색을
병행한 사선으로 표시해, 정지선에 일직선이 될 때, 지하철 안전문과 승강장의 문이 일치하도록하는
안쪽과 운전자가 보이는 곳에 정지선을 표시한다.
기대효과
가로나 세로선의 위치로 정지선을 빨리 인식해, 미리 정차하거나 더 밀려서, 승강장의 입구와 안전문이 불일치하는 것을
방지해, 운행시간의 지연을 방지하고, 불안감을 해소할 수 있다.",2023-02-27,"1. 사회복지업무에 관심을 가지고 제안에 참여해 주신 데 대하여 감사드립니다.

2. 귀하의 ‘사회복지공무원 통합조사관리팀에게 기능경진대회를 실시하라’는 제안에 대해 아래와 같이 답변드립니다.

가. 통합조사관리팀에서는 신청접수 시 신고 된 사항과 차세대사회보장정보시스템을 통한 공적자료 조회결과, 주택조사결과, 금융재산 조회결과, 근로능력 판정결과 등을 확인합니다. 또한 공적자료로 파악이 어려운 사항 등에 대해서 추가 제출서류 징구 및 가구방문을 통한 생활실태조사를 실시하는 등 종합적인 검토과정을 거쳐 급여종류별 대상자 선정기준에 적합한지 판단합니다.

나. 이러한 통합조사관리팀의 업무처리시스템은 숙련된 기술개발 및 기능수준의 향상을 도모하는 데 목적을 둔 기능경진대회와는 성격이 다른 것으로 사료됩니다.

다. ‘사회복지공무원들의 작업 기능 능력이 떨어져서 빠른 시간 내에 소득 재산을 조사하지 못하는’ 것에 대해서는 앞서 말씀드린 바와 같이 차세대사회보장정보시스템을 통한 공적자료 등이 회신되는 데 일정한 기간이 소요되고 종합적인 검토과정을 거쳐야 하기 때문에 「사회보장급여의 이용·제공 및 수급권자 발굴에 관한 법률의 시행령」등에도 사회보장급여의 제공 결정의 통지를 신청일부터 30일 이내에 하여야 하며, 조사 등에 시일을 요하는 특별한 사유가 있는 경우에는 60일 이내에 통지할 수 있도록 명시하고 있습니다.

라. ‘경쟁시켜서 빠른 시간 내에 정확하게 계산하는 사회복지공무원에게 승진가산점을 부여하여서 승진시킨다’는 승진가산점 제안에 대해서는 각 구·군에서 자체 인사규칙에 따라 추진할 사안으로 판단됩니다.

3. 이와 같이 통합조사관리팀의 업무는 관련 기관으로부터 취합한 공적자료 등을 바탕으로 검토 및 판단 과정을 거쳐 추가적인 서류징구, 생활실태조사 등을 통하여 결과를 도출하는 시스템으로 운영되고 있으며, 일반적인 기능경진대회 개최의 목적과 부합하지 않으므로 귀하의 제안은 불채택 처리됨을 알려드립니다. 감사합니다.",심사 중,대구광역시,제안심사
문양역 입출입(계단) 구에 쓰레기 통 배치해 주세요,"현황 및 문제점
지하철 2호선 종착역이고 마천산 등반객 다수가 이용하여 버린 쓰레기 폐기물이 흩어져 있습니다.
주의 문구만으로 쓰레기 버리는 몰지막한 시민들을 막을 수 없는 지경입니다.
개선방안
쓰레기통을 (대형쓰레기 투기 막기 위해 좁은 투입구 용기 비치) 비치하여 마구 버리는 대신 쓰레기 통 에라도 버리도록 해 주세요.
기대효과
청결하게 관리되는 역사및 계단 출입구",2023-02-26,"안녕하십니까? 귀하의 제안에 대한 검토결과를 다음과 같이 알려드립니다.
귀하의 제안내용은 문양역 출입구에 쓰레기통을 추가 설치하여 역사를 더욱 청결하게 관리하자는 것으로 이해됩니다.
귀하의 제안에 대한 검토 의견은 아래와 같습니다.
가. 역사내 쓰레기통의 경우 테러 및 화재 등의 위험 요소가 많아, 관계법령(국민보호와 공공안전을 위한 테러방지법 및 동법 시행령)에 따라
운용되고 있습니다.
나. 쓰레기통의 특성상 폭발물과 같은 위험물질 은닉의 위험이 높고 화재시 가연성 물질이 많아 급속한 화재의 원인이 되므로,
도시철도 역사내 쓰레기통은 속이 보이는 투명형태와 CCTV 감시가 용이한 위치에 비치하고 있으며, 현재 문양역에서는
대합실 분리수거형(3단) 쓰레기통 1대, 승강장 자판기 옆에 1대 총 2대를 운영하고 있습니다.
다. 따라서, 추가설치는 쓰레기통뿐만아니라, CCTV 등의 관련시설물이 병행 설치 되어야함에 따라, 많은 예산이 소요되어 설치의 어려움이
있음을 양해해 주시기 바랍니다. 하지만 역사내 순찰을 강화함과 동시에 정화활동도 강화토록 하겠습니다.
라, 추가 개선사항이나 의문사항이 있으시면 대구시 철도시설과(이영길, 053-803-6643)로 연락주시면 성심껏 답변 드리겠습니다. 감사합니다.",2023-03-17,대구광역시,답변완료
"지하철 노약자석 안내문구(이미지,영문) 추가","현황 및 문제점
1.대구 지하철 노약자 장애인석 객차 벽면에는 한글 안내문구만 게시(자료 사진 첨부)
2.한글을 모르는 해당 승객(예: 외국인)이 탑승시 안내 불가
3. 기타 국제적인 대도시의 위상및 승객에 대한 배려 미흡
개선방안
1. 한글 안내 문구에 영문및 이미지 추가 게시


( 예: Priority Seat for the Senior/ the Disabled)
기대효과
1. 한글을 모르는 숭객도 쉽게 이해, 이용 가능
2.글로벌 대도시에 부합하는 대중교통시설 안내",2023-02-26,"먼저, 귀하의 제안에 대한 답변이 미흡한 점 사과드립니다.
귀하의 제안내용 “지하철 객실내 노약자·장애인 보호석 안내문 영문 추가”에 대한 재검토 결과를 다음과 같이 알려드립니다.
가, 현재, 지하철 객실내 노약자·장애인 보호석 안내문은 통로벽면(국문) 및 유리 창문(픽토그램 및 국·영문 혼용)에 부착되어 있으며, 수량은 1·2호선 전동차 1대당 평균 각 3매 정도로 전체 각1,100매 정도(3매×384대) 부착
되어 있으며, 유리 창문에는 일반시민, 외국인 등을 위해 픽토그램 및 국·영문으로 안내문을 부착하고, 통로 벽면에는 픽토그램을 잘 모르는 어르신, 장애인을 위해 국문으로 크게 부착되어 있습니다.
귀하의 제안처럼, 국문으로만 되어 있는 안내문에 영문 추가는 신규로 제작 및 부착이 필요하며, 이에 따른 비용을 산출해보면 불에 잘 타지 않는 난연성 특수 재료와 기존 안내문 제거 및 부착 비용까지 포함하면
전체 10백만원 정도 비용이 소요될 것으로 판단됩니다.

나. 대구도시철도 외국인 탑승비율을 “2019 대구관광 실태조사”결과에 의거 추정해보면 하루평균 2% 정도로 중화권이 과반을 차지하고, 코로나 이후부터는 외국인 탑승 비율이 더욱더 낮을 것으로 추정됩니다.
또한, 서울 등 타도시철도의 표기현황을 파악해보면, 노약자 등의 안내문는 영문표기없이 대부분 픽토그램 형태로 표기되어 있습니다.

다, 따라서, 유리창문 안내문에 픽토그램 및 국·영문으로 표기된 점, 예산 소요현황, 동종기관 표기현황, 외국인 탑승 비율을 종합적으로 고려할 때 노후화 및 이미지 개선 등이 필요할때
1,2호선 통일(안)과 영문 추가 필요성 등을 검토하여 반영하는 것이 타당하다고 사료됩니다.

라, 추가 개선사항이나 의문사항이 있으시면 대구시 철도시설과(이영길, 053-803-6643)로 연락주시면 성심껏 답변 드리겠습니다. 감사합니다.",2023-03-30,대구광역시,답변완료
동성로 상업 활성화,"현황 및 문제점
전국 어디에도 상업지역에 대형 무대가 있는 곳이 없으나 동성로는 대형무대(또는 무대로 활용될 면적)가 있어 동성로 입점 상인들에게 방해가 됨
또한 공연 또는 행사시 트래픽 이동에 방해도 되고 이륜 교통수단이 같이 통행함에 따라 매우 위험함.
그리고 도소매업 매장의 경우 트래픽이 시간별로 어느정도 일정히 들어와야 근로자들 피로감이 조금 덜한데, 공연 또는 행사로 트래픽을 묶어놓음으로써 트래픽이 시간대별로 분배가 안되고 몰려서 입점이 됨
행사 공연으로 인한 소음도는 말할 것도 없음
개선방안
무대(현재 설치된 조형물) 철거 후 지구대 배치 및 분수대로 복귀
또한, 현 중앙무대에서 한일극장으로 이어지는 동선을 따라 분수대에서 연장되는 수로을 설치, 수로 위에 일정간격으로 구름다리 배치
기대효과
도시미관 개선 및 동성로 방문객에게 정서적으로 안정된 분위기를 제공
또한 주변 도소매업에 방해될 요인도 없고 트래픽 흐름도 더 윤활해 질 것이라 확신
지구대가 있음으로 범죄예방 및 범죄발생시 즉각대처가 가능
1000% 현재보다 나은 생활 환경 조성이라 확신

또한 현재 무대는 동대구역 광장으로 이전하여
경북의 허브로써 행사 및 공연시 기동성을 포함하여 더 많은 효과 기대",2023-02-25,"1. 평소 구정에 많은 관심을 가져주신 데 대하여 감사드리며, 귀하께서 제안하신 '동성로 상업 활성화'에 대해 아래와 같이 답변드립니다.
2. 동성로 28 ART SQUARE는 2009년 5월 준공된 기존 야외무대의 시설 노후화 및 기능저하로 시민들의 다양한 욕구를 충족할 공연연출, 도심디자인 개선을 통한 지역 브랜드 가치 제고의 필요성으로 특별교부금 9억원을 교부받아 추진하게 되었습니다.
3. 추진 과정에서 동성로 상인회, 지역주민, 관련 전문가, 각종 인권단체 등의 의견을 수렴하여, 유니버설 디자인으로 기존 무대가 가진 통행 방해 등의 단점을 보완하였으며,
4. 소규모 버스킹 공연 등을 활성화함과 동시에 각종 미디어 아트 영상을 송출하여 대구 시민 누구나 서고, 즐길 수 있는 개방형 문화예술공간의 기능과 시민들의 만남의 공간, 때로는 사회적 약자의 목소리를 전달하는 광장으로써의 기능을 하고 있음을 알려드립니다.
※ 해당구간은 보행자 전용구간이며, 집회 등의 행사는 관련법에 의거 보장되어 있는 국민 기본권임
5. 우리 중구의 문화·관광에 지속적인 관심과 애정을 부탁드리며, 추가 문의사항이 있으시면 중구청 관광진흥과(☎661-2455)로 연락주시기 바랍니다. 감사합니다.

붙임 국민제안신청서 1부. 끝",2023-03-20,중구,답변완료
1인가구들을 위한 IoT 기반 또는 RFID 기반 음식물 쓰레기 수거통을 설치해주세요,"현황 및 문제점
저는 현재 대구 달서구에 거주하고 있습니다.
지금 대구광역시에서 공동주택을 제외한 곳에서 음식물 쓰레기는 '음식물류 폐기물 전용수거용기'에 담아 수거하고 있습니다.
이러한 수거방식은 1인가구에게 있어 수많은 불편함을 초래합니다.
1인가구로서 요리를 하게 되면 음식물쓰레기가 그다지 많이 배출되지 않습니다. 5L 수거용기를 가지고 있지만 1달이 넘는 기간동안 채우지 못 했기 때문입니다. 최대한 음식물쓰레기를 줄이려고 했기 때문일지도, 일상생활을 함에 있어 직장에서 또는 학교에서 끼니를 해결하다 보니 집에서 하루에 한끼정도를 해결하기 때문일지도 모르겠습니다. 하지만 음식물 쓰레기통을 채우기 위해 일부러 음식을 버릴 수도 없는거고, 그렇게 음식물쓰레기는 집에서 방치되어 곰팡이가 필때까지 저와 함께 하고 있습니다.
그러면 2L짜리를 사용하면 되지 않냐고 할 수도 있을 것입니다. 하지만 그것은 더 큰 문제를 초래하게 됩니다. 평소에는 집에 1인가구로 저 혼자 생활하게 되지만 집에 손님이 방문하게 되면 음식물 쓰레기가 하루에 많은 발생하는 날이 생기게 됩니다. 보통 집에 음식물 쓰레기통은 1개 정도만 구비하고 있기에 2L를 쓰게 되면 하루에 모두 배출하지 못 하게 됩니다. 2L를 패운 뒤에 빠르면 하루, 수거요일에 따라 더많은 시간이 소요되게 될 것입니다. 그러면 음식물 쓰레기가 수거용기에도 못 담긴 채 저와 함께 하게 되겠지요.
처음에는 저만 불편한가?라고 생각했습니다. 하지만 주변 사람들의 말을 들어보니 모두들 불편해하고 있었습니다. 따라서 이렇게 제안을 드리게 되었습니다.
개선방안
""1인가구들을 위한 IoT 기반 또는 RFID 기반 음식물 쓰레기 수거통을 설치해주세요""
현재 대구에는 많은 대학들이 있고, 대학이 밀집된 지역에는 자취를 하는 1인가구들이 많이 있습니다. 또한 1인가구는 증가하는 추세이니 장기적으로 바라보았을 때에도 1인가구를 위한 정책개선은 필요합니다.
현재 발생되고 있는 음식물쓰레기 관련 문제를 해결하는 방안으로 두 가지를 생각해보았습니다.

1. IoT기반 음식물 쓰레기 수거통 설치
공동주택에 현재 설치되어 있는 무게기반 음식물 쓰레기 수거통을 운용함에 있어 단독주택 등에 적용하기에 어려움 점이 무엇인지 생각해보았습니다. 바로 카드키(칩)의 배부입니다. 아파트 같은 경우 관리사무소 등에서 관리를 하며 세대별 배부가 가능하지만 원룸등의 단톡주택의 경우 배부하기가 어렵다는 것이었습니다. 그래서 IoT 기반으로 스마트폰을 활용하면 어떨까 생각해보았습니다. 대다수가, 그중 세대주는 거의 100%가 스마트폰을 가지고 있는 세상이니 음식물쓰레기 수거어플을 활용하여 QT코드 또는 1회용 비밀번호 등을 발급하는 시스템을 활용하여 수거함에 인증하는 시스템입니다. 음식물 쓰레기 처리비용의 경우 현재 전기나 가스요금처럼 1달 주기로 고지서를 발급하는 방식을 채용할 수도 있고, 아예 어플내에서 선불충전 방식을 활용할 수도 있을 것입니다. 현재 음식물쓰레기 스티커의 경우 카드결제도 가능하니 다양한 결제방식을 채택할 수도 있을 것입니다. 스마트폰 사용이 어려운 경우에는 행정복지센터 등에서 카드키 수령 후 사용등을 고려할 수도 있을 것입니다.
또한 IoT 방식을 채택할 경우 사물인터넷에 연결되어 있으므로 원격으로 수거통이 얼마나 채워졌는지 확인이 가능하므로 수거주기의 편리도 생각해볼 수 있습니다.

2. RFID 기반 음식물 쓰레기 수거통 설치
IoT기반을 바로 적용하는 것에는 아직 개발등의 관점에서 시간이 오래 소요될 수도 있습니다. 그럼 기존의 RFID 방식을 채택하되 카드키 배부방식의 다변화입니다. 행정복지센터에서 수령하는 방식을 생각해볼수도 있겠고, 교통카드사와의 연계를 통해 티머니나 캐시비 등의 교통카드를 통한 음식물쓰레기 배출등을 생각할 수도 있습니다. 다른 지역에서는 기존방식처럼 편의점 등에서 카드키를 구매하여 교통카드처럼 충전을 하는 방식을 채택했다고도 알고 있습니다.

이러한 것들을 바로 적용하기에는 어려움이 있을 수 있으니 1인가구가 밀집된 대학가등을 통해 시범운용 후 효과가 있다고 판단되면 확장하는 방식으로 하면 어떨까 생각합니다.
기대효과
1. 기존의 L당 수거용기를 다 채우지 않고도 소량단위로 배출이 가능하므로, 장기간 보관을 하지 않으므로 개인위생 향상, 이로 인한 보건비 등의 비용 감소 효과
2. 수거용기를 다 채우지 못하여 몰래 일반 종량제에 혼합투기를 하는 행위의 감소로 인한 시민의식 향상 및 혼합투기 감소
3. IoT 기반 수거시 원격으로 수거통의 채움정도를 확인함으로 수거에 들어가는 인적 노동강도 감소 및 수거동선 간소화로 인한 이동에 소모되는 비용 감소
4. 개별 배출방식에서 집중수거 방식으로 수거에 소모되는 시간 감소(집집마다 정차하여 수거하지 않아도 됨) 수거용기를 하나하나 열어서 수거하지 않고 집중 수거함만 개봉하여 수거 등",2023-02-21,"1. 안녕하십니까? 환경보전에 대한 귀하의 관심에 감사드립니다. 국민신문고를 통해 제출하신 귀하의 사려깊은 정책제안에 진심으로 감사드리며 심사 결과를 다음과 같이 알려드립니다.
2. 현재 우리시는 공동주택 및 단독주택을 대상으로 세대별 종량제 기기(RFID) 설치지원 사업을 시행중에 있으며, 매년 구·군 수요조사를 실시하고 있습니다.
3. 단독주택 지역 주민이 원할 경우 해당 지역을 선정하여 설치하고 있으나, 관리원 부재 및 기기 주변 악취로 장소확보에 어려움이 있어 확대 시행에 어려움이 있음을 양해바랍니다.
4. 아울러, 귀하의 단독주택 지역에 설치를 원하실 경우 관할 구·군 청소부서에 수요신청 할 수 있음을 알려드리며, 상기 답변 내용에 대해 궁금한 추가 사항이 있을 경우 자원순환과 오세훈 주무관(☎803-4244)에게 연락주시면 친절하게 답변드리도록 하겠습니다. 감사합니다.


붙임 국민제안신청서 1부. 끝.",2023-03-10,대구광역시,답변완료
민원 AI상담 채팅 시스템 도입 제안,"현황 및 문제점
∘ 대민 서비스 종류가 갈수록 늘어남
∘ 다수의 일회적인 복지 이벤트가 많아짐
∘ 담당자는 업무의 총량도 부담이지만 늘어나는 업무 종류로 인해서도
업무 피로도가 증가하고 그로인한 집중력이 떨어짐
∘ 친절 서비스, 신속한 서비스 제공이 어려워짐
∘ 대구시에서 운영하는 AI상담사 뚜봇은 키워드 선택 방식이라
서술식 질의가 불가함
개선방안
∘ 담당자가 사용할 수 있는 AI상담 채팅 시스템을 민원실에 구축
∘ 웹사이트 형식이므로 담당자용은 업무용pc로 접속이 가능하도록 함
∘ 민원인용은 스마트폰에서도 활용할 수 있는 모바일 전용사이트 주소 및 QR
코드를 민원실에 비치
∘ AI상담 채팅 시스템이 새로운 데이터를 자기 학습할 수 있도록 새로운 제도
도입이나 제도 변경 시에 즉각 반영될 수 있도록 공문 발송 단계에 업데이트
진행
∘ 복지 대상이 서술식 질의 답변이 가능하도록 함으로 대화식 상담 창구 개설
기대효과
∘ 수시로 변화하는 제도 및 복지 서비스에 대한 신속한 민원 응대
∘ 어떤 민원 질의에 대한 답변도 즉시 가능하므로 민원인 만족도 상승
∘ 복지 대상이 질의 문답형 상담이 가능함으로 대화 상대가 되어주어 정서적 안정감 제공
∘ 대민 업무 담당자가 다양한 업무를 처리해야하는 업무 숙지나 민원 응대 피로도 감소로 업무 효율 증가",2023-02-21,"1. 대구 시정 발전을 위해 많은 관심과 의견을 주셔서 감사드립니다.

2. 귀하께서 제안하신 「민원 AI상담 채팅 시스템 도입」건에 대한 검토 결과를 답변 드리겠습니다.

3. 대구시에서는 24시간 365일 실시간 답변하는 인공지능(AI) 민원상담시스템 '뚜봇'을 구축·운영하고 있습니다.

○ '뚜봇'은 업무담당자와 민원인이 PC 또는 스마트폰으로 웹/모바일 주소로 접속하여 이용 가능하며, 종합민원실에 접속주소 및 QR코드를 비치하여 안내하고 있습니다.
○ 또한 종합민원실에 음성인식기능을 탑재한 로봇을 설치하여 민원실안내, 청사안내, 민원안내 등 대화형 상담서비스를 제공하고 있습니다.
○ '뚜봇'은 민원인의 서술식 질문의도를 분석하여 학습데이터 중 정확도가 가장 높은 답변을 매칭하는 자연어 처리 기반의 상담서비스입니다.
○ 현재 데이터학습은 상담로그 모니터링, 수요조사, 시 홈페이지 등 자료수집을 통해 주기적으로 현행화하고 있으며, 수시로 변경되고 복잡다양한 민원서비스의 특성상 학습데이터의 정확도가 중요하므로 자가학습을 적용하기에는 어려움이 있습니다.

4. 귀하의 제안은 기시행중이거나 향후 정보기술 동향에 따른 중장기 검토가 필요한 사업으로 '불채택'되었음을 알려드립니다.

5. 앞으로도 시정을 위해 좋은 의견을 제안해 주실 것을 부탁드리며, 기타 문의사항이 있으시면 소통민원과 김기영 주무관(053-803-3024)에게 연락주시면 성심껏 답변드리겠습니다. 감사합니다.",2023-03-28,대구광역시,답변완료
감삼역 출구 환경,"현황 및 문제점
역출구 주변 자전거로 무분별 방치 보관
개선방안
1번 출구 앞에 보관대가 있어도 제대로 사용 불가 시민들이 상인들과 마찰을 피해서 2번출구 엘리베트 주변에 보관하는 실정임
자전거보관대앞 안내간판을 설치 노점상인들 영업 할수 없게끔 안내간판설치를 제안
합니다
기대효과
역 주변 환경 청결 및 시민 불편 사항 해소
기대 됩니다",2023-02-20,"○ 안녕하십니까!
먼저, 우리 구정발전을 위한 제안에 참여해주신데 대해 진심으로 감사드리며, 귀하의 제안에 대한 검토결과를 다음과 같이 알려드립니다.

○ 귀하께서는 ‘감삼역 자전거 거치대 주변 노점상 단속 및 안내판 설치’와 관련한 내용을 제안해 주신 것으로 판단되며, 제안해주신 사항에 대한 검토결과는 다음과 같습니다.
- 자전거 거치대(감삼역 1번 출구 / 광장신협 앞)에서 영업 중인 노점상(멍게, 채소노점)을 만나 주민들의 자전거 거치대 이용 불편사항에 관해 설명하고 해당 장소를 피하도록 지도하였습니다.
- 추후 위와 같은 불편사항이 접수되지 않도록 현장점검을 강화하도록 하겠습니다.

○ 귀하의 제안을 채택하지 못하는 점을 양해하여 주시기 바라며, 앞으로도 소중한 제안으로 우리 구 발전에 많은 관심과 참여를 부탁드립니다.

○ 기타 궁금하신 사항은 달서구 도시디자인과(053-667-2812)로 문의주시면 친절히 안내드리겠습니다. 감사합니다.",2023-02-28,달서구,답변완료
감삼동 도로확장건의,"현황 및 문제점
수고많으십니다.
늘 달서구의 발전을 위해 애써주심에 감사드립니다. 다름이 아니오라 도로 확장과 관련하여 제안사항이 있어서 글을남깁니다.
현재 감삼동(우방드림시티 뒷편) 일대에 신규아파트 입주가 한창입니다.
당연히 교통체증도 발생될것입니다.
죽전역화성파크드림 앞 사유지가 있는데
해당 부지를 매입해서 도로를 만들면 바로 전자공고쪽으로 차량이 진입할수있습니다.
단 자동차운전면허학원과 접해있다보니 해결해야할 문제들이 다소존재합니다.
현재 화성파크드림앞 토지주가 해당 부지를 매매하고자 현수막을 붙여놓았습니다.
그렇다면 사업진행이 다소 쉽지않을까요
개선방안
부지매입후 신규도로 개설
기대효과
감삼동 일대 교통체증 분산효과",2023-02-15,"1. 안녕하십니까? 먼저 우리시 시정업무에 대하여 관심을 가지고 국민신문고를 통해 제안해 주셔서 감사드립니다.
2. 제안하신 내용은 ‘와룡로31길(대로3-53호선) 도로 확장개설’에 관한 것으로 판단되며 검토의견은 아래와 같습니다.

가. 제안내용(요지)
○ 와룡로31길~용산로 도로 확장개설
나. 채택여부 : 불채택
다. 불채택 이유
○ 상기 도시계획시설(도로)은 1999년 5월 14일 최초 결정되어 우방드림시티 아파트 북편 구간은 개설되었으나, 미개설 구간(장기주공아파트 북편)은 최초결정 후 20년이상 사업이 시행되지 않은 장기미집행 도시계획시설에 해당되어「국토의 계획 및 이용에 관한 법률」제48조의 규정에 의거 2020년 7월 1일자로 실효되었음을 알려드리오며,
○ 현재 우리 시에서는 실효된 해당 노선에 대하여 타당성 조사용역을 시행중에 있으며, 향후 용역결과와 시 재정여건 등을 감안하여 도로개설에 대하여 종합적인 검토가 필요할 것으로 사료됩니다.

3. 상기와 같은 내용으로 제안하신 내용은 불채택됨을 알려드리며, 답변에 대한 추가 설명이 필요한 경우 대구광역시 도로과 박재환 주무관(053-803-4803)에게 문의 주시면 정성을 다하여 안내드리도록 하겠습니다. 끝.",2023-03-09,대구광역시,답변완료
대구경북통합신공항」 명칭 관련 특별제안(수신: 대구광역시),"현황 및 문제점
아래 첨부 파일 내용 참조
개선방안
상동
기대효과
상동",2023-02-03,"1. 평소 대구경북신공항 명칭에 많은 관심을 가져주신 점에 대하여 진심으로 감사드리며 귀하께서 제안하신 대구경북신공항 명칭과 관련하여 답변드리고자 합니다.

2. 대구경북신공항 이전사업은 정부 TF 3차 회의(2016.8.11.) 결정 후 2020.8.28일 최종이전지가 군위·의성지역으로 선정 되어 현재 군 공항은 군 공항 기본계획 확정(대구시) 및 기재부에 기부대양여 심의 신청을 22.8월 완료 하였으며, 민간공항의 경우 사전타당성검토 용역(국토부) 및 대구경북신공항건설 특별법 제정(국회)을 진행하고 있습니다.
공항 명칭은 국토교통부의「공항명칭 관리지침」에서 공항 소재지 시·군명 단독 사용을 원칙으로(시·군명 사용이 곤란하거나 지역적 특성을 고려할 필요가 있을 경우 예외) 대표도시, 지리적 명칭의 사용이 가능하도록 하고 있으며, 공항 명칭의 최종 결정은 민간공항건설 사업주체인 중앙정부 권한 입니다. 본 공항 건설사업은 ’25년 착공, ’30년 개항을 목표로 하고있어 대구경북신공항 개항 시까지는 많은 기한이 남아 있는 바, 정부의 공항 명칭 제정 시 우리시에서는 시·도민 여론을 충분히 수렴하고 국민적 자긍심 및 국제경쟁력 제고와 해외사례 등을 감안한 최적의 공항명칭이 제정 될수 있도록 노력 하겠습니다.

3. 귀하의 소중한 의견을 감사드리며, 앞으로도 대구시의 발전을 위해 많은 관심과 협조를 부탁드립니다. 끝.",2023-02-24,대구광역시,답변완료
지하철 우대방법을 바꾸자.,"현황 및 문제점
우대권은 현재 수도권 등 지하철을 이용할 때만 이용할 수 있어서 불편하기도 하고. 지하철의 적자는 계속 늘어난다는데 이용자 수(노인 등)는 늘어날 것이 예상되어 이의 개선이 시급히 요구된다.
개선방안
해당되는 우대권 대상자들에게 일정(예산)한도의 이용권을 배부하여 지하철이나, 시내버스를 같이 이용할 수 있도록 교통카드를 지급하자.
기대효과
이용자들은
1.일정금액만 사용하게 되므로 아껴서 승차할 것이므로 혼잡을 덜 수 있고.
2.지하철이나 시내버스를 공용으로 이용할 수 있어서 환영할 것이며.
3.해당자들이 동일한 혜택을 받는다는 생각을 가질 것이다.
정부 또는 지자체
1.한도 내에서만 이용가능하기 때문에 필요할 때만 여용할 것이므로 혼잡이 줄어들 것이며.
2.사용할 때만 계산이 되고, 최고 한도를 정했기 때문에 낭비가 줄어들 것이다.",2023-02-03,"1. 안녕하십니까? 평소 대구광역시 버스운영 및 교통발전에 관심과 애정을 가져 주신데 대하여 감사드리며, 귀하께서 제안하신 “우대권 대상자들에게 일정한도의 이용권을 배부하자”라는 내용에 대하여 답변 드리겠습니다.

2. 도시철도 65세 이상 어르신 무임승차는 노인복지법 제26조에 근거하여 시행중에 있으며, 노인복지법 시행령 제19조1항의 별표1 경로우대시설의 종류와 할인율에 따라 도시철도의 경우 100분의 100의 할인율로 어르신이 무료 이용하고 있으며

3. 또한, 금년 7. 1.일 시행 예정인 75세 이상 어르신 대중교통 무임승차 지원사업의 경우 예산이나 손익차원이 아닌 어르신에 대한 공경과 예우차원에서 시행하는 사업으로 금년부터는 75세를 시작으로 해마다 1세씩 낮추고 도시철도는 65세에서 1세씩 올려 재원부담을 줄여나갈 계획임을 알려드리며 귀하께서 제안하신 내용에 대해서는 현재 시행은 어려운 상황으로 시간을 가지고 검토할 계획임을 알려드립니다.

4. 앞으로도 대구시정에 많은 관심을 가져 주시길 바라며, 시내버스 이용에 불편사항이 있으시면 달구벌콜센터(120)나 버스운영과(이명희, 053-803-4845)로 연락주시면 성심성의껏 답변 드리도록 하겠습니다. 귀하의 가정에 건강과 행복이 늘 함께 하시길 바랍니다. 감사합니다.",2023-03-09,대구광역시,답변완료
